mode,variant,model,year,n,events,prevalence,ap,ap_lift,estimable,top20_k,top20_tp
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2010,142,76,0.5352112676056338,0.6968374620110696,0.1616261944054358,True,29,20
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2011,94,31,0.32978723404255317,0.46960662833550637,0.1398193942929532,True,19,8
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2012,99,17,0.1717171717171717,0.653941600236688,0.4822244285195163,True,20,11
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2013,138,89,0.644927536231884,0.7670694095616024,0.12214187332971838,True,28,21
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2014,129,46,0.35658914728682173,0.5244769470766795,0.16788779978985774,True,26,17
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2015,115,61,0.5304347826086957,0.7342092229626695,0.20377444035397385,True,23,17
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2016,97,33,0.3402061855670103,0.58152672328954,0.2413205377225297,True,20,13
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2017,109,12,0.11009174311926606,0.2900759202618666,0.17998417714260057,True,22,5
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2018,122,98,0.8032786885245902,0.9011997445150937,0.09792105599050349,True,25,23
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2019,84,27,0.32142857142857145,0.5696527913764389,0.24822421994786742,True,17,12
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2020,106,38,0.3584905660377358,0.4748512275854939,0.11636066154775809,True,22,10
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2021,105,33,0.3142857142857143,0.5453735085021745,0.2310877942164602,True,21,13
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2022,105,71,0.6761904761904762,0.8675201341546666,0.19132965796419033,True,21,18
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2023,80,15,0.1875,0.2520387248063967,0.06453872480639672,True,16,4
common_rows,fixedpre_protocol_q23max,current_plus_trajectory,2024,91,16,0.17582417582417584,0.27561334029798407,0.09978916447380823,True,19,6
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2005,129,86,0.6666666666666666,0.7888228757923481,0.12215620912568148,True,26,22
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2006,100,15,0.15,0.55048311559495,0.40048311559495,True,20,8
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2007,137,45,0.3284671532846715,0.6063260329252709,0.27785887964059935,True,28,16
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2008,140,38,0.2714285714285714,0.4850365700660273,0.2136079986374559,True,28,15
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2009,143,70,0.48951048951048953,0.5749595848462199,0.08544909533573036,True,29,17
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2010,142,76,0.5352112676056338,0.6322224922075916,0.09701122460195788,True,29,18
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2011,94,31,0.32978723404255317,0.5438032088347591,0.2140159747922059,True,19,11
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2012,99,17,0.1717171717171717,0.6869977103601417,0.51528053864297,True,20,10
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2013,138,89,0.644927536231884,0.7281574557063751,0.0832299194744911,True,28,21
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2014,129,46,0.35658914728682173,0.49414375886598005,0.13755461157915833,True,26,15
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2015,115,61,0.5304347826086957,0.7830443089855395,0.25260952637684375,True,23,19
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2016,97,33,0.3402061855670103,0.5314215947961264,0.19121540922911606,True,20,11
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2017,109,12,0.11009174311926606,0.30863508464349276,0.1985433415242267,True,22,5
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2018,122,98,0.8032786885245902,0.929178483735916,0.12589979521132588,True,25,25
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2019,84,27,0.32142857142857145,0.5531213445544646,0.23169277312589315,True,17,11
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2020,106,38,0.3584905660377358,0.5256648596924328,0.167174293654697,True,22,9
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2021,105,33,0.3142857142857143,0.5796738698553913,0.265388155569677,True,21,13
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2022,105,71,0.6761904761904762,0.8155920086651248,0.1394015324746486,True,21,17
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2023,80,15,0.1875,0.27989734830184915,0.09239734830184915,True,16,3
common_rows,fixedpre_protocol_q23max,trajectory_plus_oisst,2024,91,16,0.17582417582417584,0.26814904779236864,0.0923248719681928,True,19,6
common_rows,fixedpre_vf75_all4_max,current_only,2005,129,81,0.627906976744186,0.729892414002355,0.101985437258169,True,26,19
common_rows,fixedpre_vf75_all4_max,current_only,2006,100,13,0.13,0.46891113851673816,0.33891113851673815,True,20,9
common_rows,fixedpre_vf75_all4_max,current_only,2007,137,41,0.29927007299270075,0.6038681481325333,0.30459807513983256,True,28,19
common_rows,fixedpre_vf75_all4_max,current_only,2008,140,33,0.2357142857142857,0.5127843541174772,0.27707006840319154,True,28,15
common_rows,fixedpre_vf75_all4_max,current_only,2009,143,70,0.48951048951048953,0.6162822642493472,0.12677177473885765,True,29,17
common_rows,fixedpre_vf75_all4_max,current_only,2010,142,74,0.5211267605633803,0.703954932130705,0.18282817156732478,True,29,23
common_rows,fixedpre_vf75_all4_max,current_only,2011,94,31,0.32978723404255317,0.5290609393318746,0.19927370528932142,True,19,11
common_rows,fixedpre_vf75_all4_max,current_only,2012,99,15,0.15151515151515152,0.7378056745098307,0.5862905229946792,True,20,10
common_rows,fixedpre_vf75_all4_max,current_only,2013,138,92,0.6666666666666666,0.7660511131693036,0.099384446502637,True,28,22
common_rows,fixedpre_vf75_all4_max,current_only,2014,129,49,0.3798449612403101,0.5443742610950331,0.16452929985472298,True,26,19
common_rows,fixedpre_vf75_all4_max,current_only,2015,115,60,0.5217391304347826,0.7393743086943024,0.21763517825951983,True,23,18
common_rows,fixedpre_vf75_all4_max,current_only,2016,97,33,0.3402061855670103,0.5136733671573049,0.17346718159029462,True,20,13
common_rows,fixedpre_vf75_all4_max,current_only,2017,109,13,0.11926605504587157,0.2651800004983733,0.14591394545250175,True,22,5
common_rows,fixedpre_vf75_all4_max,current_only,2018,122,98,0.8032786885245902,0.8664882604127737,0.06320957188818355,True,25,24
common_rows,fixedpre_vf75_all4_max,current_only,2019,84,27,0.32142857142857145,0.5276712502069407,0.20624267877836927,True,17,12
common_rows,fixedpre_vf75_all4_max,current_only,2020,106,38,0.3584905660377358,0.3832484974961823,0.024757931458446458,True,22,8
common_rows,fixedpre_vf75_all4_max,current_only,2021,105,33,0.3142857142857143,0.46602248126511214,0.15173676697939786,True,21,11
common_rows,fixedpre_vf75_all4_max,current_only,2022,105,71,0.6761904761904762,0.8249373199988922,0.14874684380841596,True,21,18
common_rows,fixedpre_vf75_all4_max,current_only,2023,80,14,0.175,0.29646974326367825,0.12146974326367826,True,16,4
common_rows,fixedpre_vf75_all4_max,current_only,2024,91,16,0.17582417582417584,0.1924063925706669,0.016582216746491074,True,19,1
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2005,129,81,0.627906976744186,0.7470958271668736,0.11918885042268756,True,26,20
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2006,100,13,0.13,0.6376868794855219,0.5076868794855219,True,20,10
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2007,137,41,0.29927007299270075,0.6361631311926025,0.33689305819990173,True,28,19
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2008,140,33,0.2357142857142857,0.4753581380760667,0.23964385236178098,True,28,14
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2009,143,70,0.48951048951048953,0.5677367764467863,0.0782262869362968,True,29,18
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2010,142,74,0.5211267605633803,0.7186090869764831,0.19748232641310282,True,29,21
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2011,94,31,0.32978723404255317,0.508434805262034,0.17864757121948083,True,19,10
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2012,99,15,0.15151515151515152,0.6421904852144563,0.4906753336993048,True,20,9
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2013,138,92,0.6666666666666666,0.7534213552269522,0.08675468856028556,True,28,20
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2014,129,49,0.3798449612403101,0.5596534147504537,0.17980845351014363,True,26,18
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2015,115,60,0.5217391304347826,0.719407518216565,0.19766838778178242,True,23,18
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2016,97,33,0.3402061855670103,0.5457722363040531,0.20556605073704282,True,20,11
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2017,109,13,0.11926605504587157,0.2804150061607074,0.16114895111483585,True,22,5
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2018,122,98,0.8032786885245902,0.8792034251560306,0.07592473663144039,True,25,25
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2019,84,27,0.32142857142857145,0.5593206013994507,0.23789202997087927,True,17,12
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2020,106,38,0.3584905660377358,0.44156392079476103,0.08307335475702521,True,22,10
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2021,105,33,0.3142857142857143,0.5114033049261778,0.19711759064046352,True,21,10
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2022,105,71,0.6761904761904762,0.8642930930007833,0.18810261681030704,True,21,18
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2023,80,14,0.175,0.3327172440086412,0.15771724400864123,True,16,4
common_rows,fixedpre_vf75_all4_max,current_plus_trajectory,2024,91,16,0.17582417582417584,0.22606126170889634,0.050237085884720506,True,19,3
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2005,129,81,0.627906976744186,0.7664049188511362,0.1384979421069501,True,26,22
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2006,100,13,0.13,0.3956794716229514,0.2656794716229514,True,20,7
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2007,137,41,0.29927007299270075,0.5820967038829539,0.2828266308902531,True,28,15
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2008,140,33,0.2357142857142857,0.47041325066528666,0.23469896495100095,True,28,16
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2009,143,70,0.48951048951048953,0.5364113638002781,0.04690087428978856,True,29,18
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2010,142,74,0.5211267605633803,0.6488646761008925,0.12773791553751224,True,29,19
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2011,94,31,0.32978723404255317,0.5903875528488745,0.2606003188063213,True,19,12
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2012,99,15,0.15151515151515152,0.6631361703243042,0.5116210188091527,True,20,10
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2013,138,92,0.6666666666666666,0.7132926377037463,0.04662597103707966,True,28,19
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2014,129,49,0.3798449612403101,0.5078420168269372,0.1279970555866271,True,26,15
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2015,115,60,0.5217391304347826,0.7853222985590841,0.2635831681243015,True,23,20
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2016,97,33,0.3402061855670103,0.5286586761682137,0.1884524906012034,True,20,12
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2017,109,13,0.11926605504587157,0.2924350737073655,0.17316901866149392,True,22,5
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2018,122,98,0.8032786885245902,0.9077877437650024,0.10450905524041221,True,25,25
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2019,84,27,0.32142857142857145,0.5398017571413384,0.21837318571276693,True,17,11
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2020,106,38,0.3584905660377358,0.49896756357476224,0.14047699753702642,True,22,9
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2021,105,33,0.3142857142857143,0.551227285871789,0.23694157158607476,True,21,13
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2022,105,71,0.6761904761904762,0.8034323419914697,0.1272418658009935,True,21,17
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2023,80,14,0.175,0.3074580401490701,0.1324580401490701,True,16,4
common_rows,fixedpre_vf75_all4_max,trajectory_plus_oisst,2024,91,16,0.17582417582417584,0.20976810470791907,0.03394392888374323,True,19,3
common_rows,fixedpre_vf75_noq3_max,current_only,2005,129,81,0.627906976744186,0.7330576385517645,0.10515066180757848,True,26,20
common_rows,fixedpre_vf75_noq3_max,current_only,2006,100,13,0.13,0.39893581761890207,0.26893581761890206,True,20,7
common_rows,fixedpre_vf75_noq3_max,current_only,2007,137,41,0.29927007299270075,0.5906382669829532,0.29136819399025243,True,28,19
common_rows,fixedpre_vf75_noq3_max,current_only,2008,140,33,0.2357142857142857,0.4966828629667073,0.26096857725242156,True,28,16
common_rows,fixedpre_vf75_noq3_max,current_only,2009,143,70,0.48951048951048953,0.6060559109525694,0.11654542144207986,True,29,17
common_rows,fixedpre_vf75_noq3_max,current_only,2010,142,74,0.5211267605633803,0.7010467023827274,0.17991994181934712,True,29,22
common_rows,fixedpre_vf75_noq3_max,current_only,2011,94,31,0.32978723404255317,0.5269567550521319,0.19716952100957874,True,19,11
common_rows,fixedpre_vf75_noq3_max,current_only,2012,99,15,0.15151515151515152,0.7393223334383434,0.5878071819231919,True,20,10
common_rows,fixedpre_vf75_noq3_max,current_only,2013,138,92,0.6666666666666666,0.7722855484597706,0.10561888179310397,True,28,23
common_rows,fixedpre_vf75_noq3_max,current_only,2014,129,49,0.3798449612403101,0.535980588952967,0.15613562771265688,True,26,19
common_rows,fixedpre_vf75_noq3_max,current_only,2015,115,60,0.5217391304347826,0.7496738612959428,0.22793473086116023,True,23,19
common_rows,fixedpre_vf75_noq3_max,current_only,2016,97,33,0.3402061855670103,0.5747486544617011,0.23454246889469077,True,20,14
common_rows,fixedpre_vf75_noq3_max,current_only,2017,109,13,0.11926605504587157,0.23558385640661522,0.11631780136074366,True,22,4
common_rows,fixedpre_vf75_noq3_max,current_only,2018,122,98,0.8032786885245902,0.8728878130373385,0.06960912451274837,True,25,25
common_rows,fixedpre_vf75_noq3_max,current_only,2019,84,27,0.32142857142857145,0.5182853071345992,0.19685673570602774,True,17,12
common_rows,fixedpre_vf75_noq3_max,current_only,2020,106,38,0.3584905660377358,0.409877651303616,0.05138708526588015,True,22,9
common_rows,fixedpre_vf75_noq3_max,current_only,2021,105,33,0.3142857142857143,0.4492585923545059,0.1349728780687916,True,21,12
common_rows,fixedpre_vf75_noq3_max,current_only,2022,105,71,0.6761904761904762,0.8502686483506359,0.17407817216015964,True,21,19
common_rows,fixedpre_vf75_noq3_max,current_only,2023,80,14,0.175,0.2477826124364933,0.07278261243649331,True,16,3
common_rows,fixedpre_vf75_noq3_max,current_only,2024,91,16,0.17582417582417584,0.20100702751150823,0.02518285168733239,True,19,1
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2005,129,81,0.627906976744186,0.7618164375139601,0.13390946076977406,True,26,21
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2006,100,13,0.13,0.5338423132831784,0.40384231328317843,True,20,9
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2007,137,41,0.29927007299270075,0.6388428947980448,0.33957282180534404,True,28,20
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2008,140,33,0.2357142857142857,0.5660158139420437,0.330301528227758,True,28,17
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2009,143,70,0.48951048951048953,0.5413273835015444,0.05181689399105488,True,29,18
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2010,142,74,0.5211267605633803,0.7215756653330868,0.20044890476970656,True,29,22
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2011,94,31,0.32978723404255317,0.4835105014291487,0.15372326738659553,True,19,9
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2012,99,15,0.15151515151515152,0.6869604471233333,0.5354452956081818,True,20,10
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2013,138,92,0.6666666666666666,0.7550536446419628,0.08838697797529615,True,28,20
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2014,129,49,0.3798449612403101,0.5566761583557013,0.1768311971153912,True,26,18
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2015,115,60,0.5217391304347826,0.7148212793110713,0.19308214887628872,True,23,19
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2016,97,33,0.3402061855670103,0.601952395089331,0.26174620952232064,True,20,14
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2017,109,13,0.11926605504587157,0.2722678167430247,0.15300176169715313,True,22,5
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2018,122,98,0.8032786885245902,0.8928149971542201,0.08953630862962991,True,25,23
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2019,84,27,0.32142857142857145,0.5676934306739593,0.24626485924538782,True,17,13
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2020,106,38,0.3584905660377358,0.4571813697046272,0.09869080366689137,True,22,10
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2021,105,33,0.3142857142857143,0.5016336870284172,0.18734797274270287,True,21,11
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2022,105,71,0.6761904761904762,0.8876709799957321,0.21148050380525585,True,21,19
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2023,80,14,0.175,0.3447352382653587,0.1697352382653587,True,16,4
common_rows,fixedpre_vf75_noq3_max,current_plus_trajectory,2024,91,16,0.17582417582417584,0.24949637152971946,0.07367219570554362,True,19,4
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2005,129,81,0.627906976744186,0.7784142573608481,0.15050728061666208,True,26,22
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2006,100,13,0.13,0.32486468381117206,0.19486468381117206,True,20,5
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2007,137,41,0.29927007299270075,0.5719852775283438,0.2727152045356431,True,28,17
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2008,140,33,0.2357142857142857,0.5075516583089101,0.2718373725946244,True,28,15
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2009,143,70,0.48951048951048953,0.5214754730377829,0.03196498352729332,True,29,16
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2010,142,74,0.5211267605633803,0.6474961579964924,0.12636939743311215,True,29,17
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2011,94,31,0.32978723404255317,0.6125064165372721,0.28271918249471895,True,19,11
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2012,99,15,0.15151515151515152,0.7089375532659115,0.55742240175076,True,20,10
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2013,138,92,0.6666666666666666,0.7231387393296436,0.056472072662976935,True,28,19
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2014,129,49,0.3798449612403101,0.49710229745228035,0.11725733621197026,True,26,15
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2015,115,60,0.5217391304347826,0.7691113897782725,0.24737225934348994,True,23,18
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2016,97,33,0.3402061855670103,0.5507502883518394,0.21054410278482905,True,20,11
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2017,109,13,0.11926605504587157,0.30081666886082015,0.18155061381494858,True,22,5
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2018,122,98,0.8032786885245902,0.9160049233487809,0.11272623482419075,True,25,25
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2019,84,27,0.32142857142857145,0.5375712963708742,0.21614272494230274,True,17,11
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2020,106,38,0.3584905660377358,0.5020536412666634,0.14356307522892758,True,22,10
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2021,105,33,0.3142857142857143,0.5449852917072586,0.23069957742154434,True,21,12
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2022,105,71,0.6761904761904762,0.8239514303713862,0.14776095418090995,True,21,17
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2023,80,14,0.175,0.30891338170846083,0.13391338170846084,True,16,3
common_rows,fixedpre_vf75_noq3_max,trajectory_plus_oisst,2024,91,16,0.17582417582417584,0.2391899770363047,0.06336580121212887,True,19,4
common_rows,fixedpre_vf75_q3_max,current_only,2005,129,81,0.627906976744186,0.7311041773408762,0.10319720059669013,True,26,20
common_rows,fixedpre_vf75_q3_max,current_only,2006,100,13,0.13,0.40375551684077526,0.27375551684077526,True,20,7
common_rows,fixedpre_vf75_q3_max,current_only,2007,137,41,0.29927007299270075,0.5819124362426222,0.2826423632499215,True,28,19
common_rows,fixedpre_vf75_q3_max,current_only,2008,140,33,0.2357142857142857,0.5142234261484793,0.27850914043419356,True,28,16
common_rows,fixedpre_vf75_q3_max,current_only,2009,143,70,0.48951048951048953,0.6026281918130587,0.11311770230256918,True,29,17
common_rows,fixedpre_vf75_q3_max,current_only,2010,142,74,0.5211267605633803,0.7054654664471843,0.18433870588380408,True,29,22
common_rows,fixedpre_vf75_q3_max,current_only,2011,94,31,0.32978723404255317,0.5289171818066931,0.19912994776413995,True,19,11
common_rows,fixedpre_vf75_q3_max,current_only,2012,99,15,0.15151515151515152,0.7472419551877525,0.595726803672601,True,20,10
common_rows,fixedpre_vf75_q3_max,current_only,2013,138,92,0.6666666666666666,0.7727868269273217,0.10612016026065507,True,28,23
common_rows,fixedpre_vf75_q3_max,current_only,2014,129,49,0.3798449612403101,0.5382016735000948,0.15835671225978476,True,26,19
common_rows,fixedpre_vf75_q3_max,current_only,2015,115,60,0.5217391304347826,0.7476517890291133,0.22591265859433074,True,23,19
common_rows,fixedpre_vf75_q3_max,current_only,2016,97,33,0.3402061855670103,0.5733588096523708,0.23315262408536053,True,20,15
common_rows,fixedpre_vf75_q3_max,current_only,2017,109,13,0.11926605504587157,0.25187229224006497,0.1326062371941934,True,22,5
common_rows,fixedpre_vf75_q3_max,current_only,2018,122,98,0.8032786885245902,0.8722457918536615,0.0689671033290713,True,25,25
common_rows,fixedpre_vf75_q3_max,current_only,2019,84,27,0.32142857142857145,0.5164446634783124,0.19501609204974096,True,17,12
common_rows,fixedpre_vf75_q3_max,current_only,2020,106,38,0.3584905660377358,0.40509128180468756,0.04660071576695174,True,22,9
common_rows,fixedpre_vf75_q3_max,current_only,2021,105,33,0.3142857142857143,0.44965413145319044,0.13536841716747616,True,21,12
common_rows,fixedpre_vf75_q3_max,current_only,2022,105,71,0.6761904761904762,0.8445305506479347,0.16834007445745847,True,21,19
common_rows,fixedpre_vf75_q3_max,current_only,2023,80,14,0.175,0.2842153308033505,0.1092153308033505,True,16,3
common_rows,fixedpre_vf75_q3_max,current_only,2024,91,16,0.17582417582417584,0.1980519839459659,0.022227808121790066,True,19,1
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2005,129,81,0.627906976744186,0.7520197538025915,0.1241127770584054,True,26,20
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2006,100,13,0.13,0.6342214333285763,0.5042214333285763,True,20,10
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2007,137,41,0.29927007299270075,0.6262576451776602,0.3269875721849595,True,28,19
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2008,140,33,0.2357142857142857,0.537255673953342,0.30154138823905624,True,28,16
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2009,143,70,0.48951048951048953,0.5466498908492294,0.057139401338739904,True,29,18
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2010,142,74,0.5211267605633803,0.7203925257923603,0.1992657652289801,True,29,21
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2011,94,31,0.32978723404255317,0.5031270011317657,0.1733397670892125,True,19,10
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2012,99,15,0.15151515151515152,0.6791736487739303,0.5276584972587788,True,20,11
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2013,138,92,0.6666666666666666,0.7590206082824538,0.09235394161578714,True,28,20
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2014,129,49,0.3798449612403101,0.5750641801123169,0.19521921887200677,True,26,18
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2015,115,60,0.5217391304347826,0.7183081339808027,0.19656900354602014,True,23,17
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2016,97,33,0.3402061855670103,0.5911267901832533,0.250920604616243,True,20,13
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2017,109,13,0.11926605504587157,0.2692138907198496,0.149947835673978,True,22,5
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2018,122,98,0.8032786885245902,0.889427770053534,0.08614908152894385,True,25,23
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2019,84,27,0.32142857142857145,0.5624784041742343,0.24104983274566288,True,17,13
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2020,106,38,0.3584905660377358,0.44720472651289833,0.0887141604751625,True,22,10
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2021,105,33,0.3142857142857143,0.496910971423529,0.18262525713781474,True,21,11
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2022,105,71,0.6761904761904762,0.8719130491610213,0.19572257297054507,True,21,18
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2023,80,14,0.175,0.33254594246618174,0.15754594246618175,True,16,4
common_rows,fixedpre_vf75_q3_max,current_plus_trajectory,2024,91,16,0.17582417582417584,0.23681292727467385,0.06098875145049801,True,19,4
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2005,129,81,0.627906976744186,0.7743893233226106,0.14648234657842452,True,26,22
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2006,100,13,0.13,0.3920452117828141,0.2620452117828141,True,20,6
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2007,137,41,0.29927007299270075,0.5685591458330401,0.26928907284033937,True,28,16
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2008,140,33,0.2357142857142857,0.4968820213756653,0.2611677356613796,True,28,16
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2009,143,70,0.48951048951048953,0.5234735799112477,0.03396309040075812,True,29,16
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2010,142,74,0.5211267605633803,0.647669497376786,0.12654273681340578,True,29,18
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2011,94,31,0.32978723404255317,0.6082661636021014,0.2784789295595482,True,19,11
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2012,99,15,0.15151515151515152,0.6937777789261131,0.5422626274109617,True,20,10
common_rows,fixedpre_vf75_q3_max,trajectory_plus_oisst,2013,138,92,0.6666666666666666,0.7287460732759488,0.06207940660928213,True,28,20
