cell_id,year,region_group,eligible_primary,event_primary,annual_area_m2_primary,eligible_variant,event_variant,annual_area_m2_variant,variant
westcoast_0089,2009,Northern California,True,1,96040.0,True,0,76672.0,fixedpre_protocol_q23max
westcoast_0143,2008,Central California,True,0,467694.0,True,1,265364.0,fixedpre_protocol_q23max
westcoast_0144,2011,Central California,True,1,105323.0,True,0,63184.0,fixedpre_protocol_q23max
westcoast_0144,2015,Central California,True,0,66778.0,True,1,66778.0,fixedpre_protocol_q23max
westcoast_0165,2008,Southern California,True,0,1197420.0,True,1,1197420.0,fixedpre_protocol_q23max
westcoast_0170,2006,Southern California,True,0,78103.0,True,1,78103.0,fixedpre_protocol_q23max
westcoast_0170,2011,Southern California,True,0,27807.0,True,1,27807.0,fixedpre_protocol_q23max
westcoast_0171,2008,Southern California,True,0,250902.0,True,1,250902.0,fixedpre_protocol_q23max
westcoast_0171,2013,Southern California,True,1,223090.0,True,0,92235.0,fixedpre_protocol_q23max
westcoast_0172,2012,Southern California,True,0,29849.0,True,1,19000.0,fixedpre_protocol_q23max
westcoast_0172,2013,Southern California,True,1,29180.0,True,0,12782.0,fixedpre_protocol_q23max
westcoast_0177,2013,Southern California,True,1,207903.0,True,0,157665.0,fixedpre_protocol_q23max
westcoast_0177,2016,Southern California,True,0,12441.0,True,1,12441.0,fixedpre_protocol_q23max
westcoast_0181,2008,Southern California,True,0,178126.0,True,1,178126.0,fixedpre_protocol_q23max
westcoast_0182,2020,Southern California,True,1,22263.0,True,0,9415.0,fixedpre_protocol_q23max
westcoast_0184,2006,Southern California,True,0,100634.0,True,1,100634.0,fixedpre_protocol_q23max
westcoast_0184,2014,Southern California,True,1,19859.0,True,0,11701.0,fixedpre_protocol_q23max
westcoast_0186,2005,Southern California,True,0,30510.0,True,1,13633.0,fixedpre_protocol_q23max
westcoast_0186,2007,Southern California,True,0,83177.0,True,1,83177.0,fixedpre_protocol_q23max
