outcome_definition,model,forecast_year,n,events,prevalence,average_precision,ap_lift,recall_top_5pct,recall_top_10pct,recall_top_20pct,recall_top_30pct
q23_year_over_year_decline,march_plus_current_crw5km,2012,121,43,0.35537190082644626,0.5394389411077332,0.1840670402812869,0.09302325581395349,0.20930232558139536,0.3023255813953488,0.4186046511627907
q23_year_over_year_decline,march_plus_current_crw5km,2013,125,25,0.2,0.4626827224590784,0.26268272245907837,0.12,0.32,0.56,0.72
q23_year_over_year_decline,march_plus_current_crw5km,2014,146,92,0.6301369863013698,0.7224488381691092,0.09231185186773938,0.06521739130434782,0.11956521739130435,0.22826086956521738,0.33695652173913043
q23_year_over_year_decline,march_plus_current_crw5km,2015,124,45,0.3629032258064516,0.5186210583341442,0.15571783252769256,0.08888888888888889,0.2222222222222222,0.37777777777777777,0.4444444444444444
q23_year_over_year_decline,march_plus_current_crw5km,2016,109,55,0.5045871559633027,0.7122094634029692,0.20762230743966648,0.10909090909090909,0.18181818181818182,0.2909090909090909,0.41818181818181815
q23_year_over_year_decline,march_plus_current_crw5km,2017,99,38,0.3838383838383838,0.6131698750519584,0.2293314912135746,0.10526315789473684,0.15789473684210525,0.3684210526315789,0.5263157894736842
q23_year_over_year_decline,march_plus_current_crw5km,2018,118,16,0.13559322033898305,0.28576979892699017,0.15017657858800712,0.125,0.25,0.375,0.375
q23_year_over_year_decline,march_plus_current_crw5km,2019,128,98,0.765625,0.8935591703986845,0.1279341703986845,0.07142857142857142,0.1326530612244898,0.25510204081632654,0.3673469387755102
q23_year_over_year_decline,march_plus_current_crw5km,2020,93,29,0.3118279569892473,0.6052685987137674,0.29344064172452006,0.10344827586206896,0.20689655172413793,0.4827586206896552,0.6206896551724138
q23_year_over_year_decline,march_plus_current_crw5km,2021,116,41,0.35344827586206895,0.44634610839316247,0.09289783253109352,0.0975609756097561,0.17073170731707318,0.24390243902439024,0.34146341463414637
q23_year_over_year_decline,march_plus_current_crw5km,2022,112,38,0.3392857142857143,0.5320875247368972,0.19280181045118294,0.10526315789473684,0.23684210526315788,0.3157894736842105,0.47368421052631576
q23_year_over_year_decline,march_plus_current_crw5km,2023,108,73,0.6759259259259259,0.8869592749698649,0.211033349043939,0.0821917808219178,0.1506849315068493,0.273972602739726,0.410958904109589
q23_year_over_year_decline,march_plus_current_crw5km,2024,84,16,0.19047619047619047,0.32223447132271504,0.13175828084652458,0.0625,0.1875,0.25,0.4375
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2005,145,45,0.3103448275862069,0.3911559336315134,0.0808111060453065,0.044444444444444446,0.13333333333333333,0.28888888888888886,0.4222222222222222
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2006,136,88,0.6470588235294118,0.6541094864536413,0.007050662924229512,0.06818181818181818,0.11363636363636363,0.17045454545454544,0.25
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2007,108,20,0.18518518518518517,0.5652205396942239,0.38003535450903875,0.25,0.35,0.55,0.75
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2008,153,48,0.3137254901960784,0.587766286240961,0.2740407960448825,0.125,0.2708333333333333,0.4583333333333333,0.5416666666666666
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2009,152,43,0.28289473684210525,0.4381107774390899,0.15521604059698463,0.13953488372093023,0.20930232558139536,0.3488372093023256,0.4186046511627907
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2010,151,76,0.5033112582781457,0.5980444539878939,0.09473319570974814,0.06578947368421052,0.14473684210526316,0.2631578947368421,0.3815789473684211
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2011,150,80,0.5333333333333333,0.6728199022189288,0.13948656888559552,0.075,0.125,0.25,0.375
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2012,121,43,0.35537190082644626,0.5185033835087485,0.1631314826823022,0.09302325581395349,0.16279069767441862,0.3023255813953488,0.5116279069767442
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2013,125,25,0.2,0.43924480110246433,0.23924480110246432,0.12,0.32,0.56,0.6
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2014,146,92,0.6301369863013698,0.7384443957295411,0.1083074094281713,0.05434782608695652,0.11956521739130435,0.2391304347826087,0.34782608695652173
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2015,124,45,0.3629032258064516,0.5029878402839146,0.140084614477463,0.08888888888888889,0.2,0.3111111111111111,0.4444444444444444
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2016,109,55,0.5045871559633027,0.7269453627878368,0.2223582068245341,0.10909090909090909,0.2,0.32727272727272727,0.4
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2017,99,38,0.3838383838383838,0.6022422599639731,0.21840387612558926,0.07894736842105263,0.15789473684210525,0.3684210526315789,0.5
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2018,118,16,0.13559322033898305,0.23764401964969872,0.10205079931071567,0.0625,0.125,0.375,0.375
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2019,128,98,0.765625,0.8883232209126755,0.12269822091267546,0.07142857142857142,0.12244897959183673,0.24489795918367346,0.3673469387755102
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2020,93,29,0.3118279569892473,0.6181199257599511,0.3062919687707038,0.10344827586206896,0.2413793103448276,0.4482758620689655,0.6206896551724138
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2021,116,41,0.35344827586206895,0.5169399007972822,0.1634916249352133,0.0975609756097561,0.21951219512195122,0.2926829268292683,0.43902439024390244
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2022,112,38,0.3392857142857143,0.5558772254985955,0.21659151121288123,0.13157894736842105,0.21052631578947367,0.3684210526315789,0.47368421052631576
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2023,108,73,0.6759259259259259,0.8663890765668472,0.19046315064092123,0.0821917808219178,0.136986301369863,0.2602739726027397,0.3972602739726027
q23_year_over_year_decline,march_plus_current_crw5km_oisst,2024,84,16,0.19047619047619047,0.36794816888063125,0.1774719784044408,0.125,0.125,0.375,0.5
q23_year_over_year_decline,march_plus_current_winter_oisst,2005,145,45,0.3103448275862069,0.40075824163780427,0.09041341405159736,0.044444444444444446,0.15555555555555556,0.3111111111111111,0.4222222222222222
q23_year_over_year_decline,march_plus_current_winter_oisst,2006,136,88,0.6470588235294118,0.683354120113782,0.03629529658437025,0.07954545454545454,0.11363636363636363,0.19318181818181818,0.25
q23_year_over_year_decline,march_plus_current_winter_oisst,2007,108,20,0.18518518518518517,0.5634877083325851,0.3783025231473999,0.2,0.35,0.55,0.7
q23_year_over_year_decline,march_plus_current_winter_oisst,2008,153,48,0.3137254901960784,0.5985924667495214,0.28486697655344295,0.125,0.25,0.4583333333333333,0.5416666666666666
q23_year_over_year_decline,march_plus_current_winter_oisst,2009,152,43,0.28289473684210525,0.4406976126045188,0.15780287576241353,0.13953488372093023,0.23255813953488372,0.3488372093023256,0.3953488372093023
q23_year_over_year_decline,march_plus_current_winter_oisst,2010,151,76,0.5033112582781457,0.605524986778576,0.10221372850043031,0.06578947368421052,0.14473684210526316,0.2631578947368421,0.3815789473684211
q23_year_over_year_decline,march_plus_current_winter_oisst,2011,150,80,0.5333333333333333,0.6727357785433729,0.13940244521003953,0.0875,0.125,0.2375,0.375
q23_year_over_year_decline,march_plus_current_winter_oisst,2012,121,43,0.35537190082644626,0.5298432765062144,0.17447137567976817,0.09302325581395349,0.16279069767441862,0.3023255813953488,0.4883720930232558
q23_year_over_year_decline,march_plus_current_winter_oisst,2013,125,25,0.2,0.45067495788239914,0.25067495788239913,0.12,0.32,0.56,0.64
q23_year_over_year_decline,march_plus_current_winter_oisst,2014,146,92,0.6301369863013698,0.7335288424405275,0.10339185613915769,0.06521739130434782,0.11956521739130435,0.22826086956521738,0.34782608695652173
q23_year_over_year_decline,march_plus_current_winter_oisst,2015,124,45,0.3629032258064516,0.5101199761356329,0.14721675032918125,0.08888888888888889,0.2222222222222222,0.3333333333333333,0.4444444444444444
q23_year_over_year_decline,march_plus_current_winter_oisst,2016,109,55,0.5045871559633027,0.719097579991406,0.21451042402810327,0.10909090909090909,0.2,0.3090909090909091,0.41818181818181815
q23_year_over_year_decline,march_plus_current_winter_oisst,2017,99,38,0.3838383838383838,0.6240592468401801,0.2402208630017963,0.07894736842105263,0.15789473684210525,0.3684210526315789,0.5263157894736842
q23_year_over_year_decline,march_plus_current_winter_oisst,2018,118,16,0.13559322033898305,0.24990218497450617,0.11430896463552312,0.0625,0.125,0.375,0.375
q23_year_over_year_decline,march_plus_current_winter_oisst,2019,128,98,0.765625,0.8885361650319321,0.12291116503193211,0.07142857142857142,0.12244897959183673,0.24489795918367346,0.3673469387755102
q23_year_over_year_decline,march_plus_current_winter_oisst,2020,93,29,0.3118279569892473,0.6100600100790867,0.2982320530898394,0.10344827586206896,0.2413793103448276,0.4827586206896552,0.6551724137931034
q23_year_over_year_decline,march_plus_current_winter_oisst,2021,116,41,0.35344827586206895,0.4969798007522751,0.14353152489020615,0.0975609756097561,0.21951219512195122,0.2926829268292683,0.3902439024390244
q23_year_over_year_decline,march_plus_current_winter_oisst,2022,112,38,0.3392857142857143,0.5489828133930156,0.20969709910730128,0.10526315789473684,0.21052631578947367,0.3684210526315789,0.47368421052631576
q23_year_over_year_decline,march_plus_current_winter_oisst,2023,108,73,0.6759259259259259,0.8791156284259962,0.2031897025000703,0.0821917808219178,0.136986301369863,0.273972602739726,0.3972602739726027
q23_year_over_year_decline,march_plus_current_winter_oisst,2024,84,16,0.19047619047619047,0.32323802996595996,0.1327618394897695,0.125,0.1875,0.25,0.5
q23_year_over_year_decline,prior_current,2005,145,45,0.3103448275862069,0.3848288129566796,0.07448398537047268,0.044444444444444446,0.17777777777777778,0.3111111111111111,0.4222222222222222
q23_year_over_year_decline,prior_current,2006,136,88,0.6470588235294118,0.753234341982423,0.10617551845301121,0.06818181818181818,0.13636363636363635,0.26136363636363635,0.36363636363636365
q23_year_over_year_decline,prior_current,2007,108,20,0.18518518518518517,0.5441440757138415,0.3589588905286563,0.2,0.35,0.55,0.65
q23_year_over_year_decline,prior_current,2008,153,48,0.3137254901960784,0.5761627244483516,0.26243723425227317,0.125,0.2708333333333333,0.4583333333333333,0.5
q23_year_over_year_decline,prior_current,2009,152,43,0.28289473684210525,0.4776527019072123,0.19475796506510706,0.11627906976744186,0.23255813953488372,0.3953488372093023,0.4883720930232558
q23_year_over_year_decline,prior_current,2010,151,76,0.5033112582781457,0.6390551419389152,0.1357438836607695,0.05263157894736842,0.14473684210526316,0.23684210526315788,0.39473684210526316
q23_year_over_year_decline,prior_current,2011,150,80,0.5333333333333333,0.7005402140489346,0.1672068807156013,0.075,0.15,0.2625,0.375
q23_year_over_year_decline,prior_current,2012,121,43,0.35537190082644626,0.4565461824333244,0.10117428160687814,0.046511627906976744,0.13953488372093023,0.32558139534883723,0.4186046511627907
q23_year_over_year_decline,prior_current,2013,125,25,0.2,0.45939709557359154,0.25939709557359153,0.16,0.28,0.52,0.64
q23_year_over_year_decline,prior_current,2014,146,92,0.6301369863013698,0.7634311805923721,0.1332941942910023,0.07608695652173914,0.14130434782608695,0.2608695652173913,0.391304347826087
q23_year_over_year_decline,prior_current,2015,124,45,0.3629032258064516,0.49377374581429834,0.1308705200078467,0.06666666666666667,0.17777777777777778,0.37777777777777777,0.4222222222222222
q23_year_over_year_decline,prior_current,2016,109,55,0.5045871559633027,0.7422979540772933,0.23771079811399054,0.10909090909090909,0.2,0.3090909090909091,0.41818181818181815
q23_year_over_year_decline,prior_current,2017,99,38,0.3838383838383838,0.6414195375852444,0.2575811537468606,0.10526315789473684,0.21052631578947367,0.3684210526315789,0.4473684210526316
q23_year_over_year_decline,prior_current,2018,118,16,0.13559322033898305,0.21627247801332417,0.08067925767434111,0.0625,0.25,0.375,0.4375
q23_year_over_year_decline,prior_current,2019,128,98,0.765625,0.8490764550704865,0.08345145507048646,0.07142857142857142,0.1326530612244898,0.25510204081632654,0.336734693877551
q23_year_over_year_decline,prior_current,2020,93,29,0.3118279569892473,0.5826810117595245,0.27085305477027716,0.13793103448275862,0.3103448275862069,0.4482758620689655,0.5172413793103449
q23_year_over_year_decline,prior_current,2021,116,41,0.35344827586206895,0.39670450490639697,0.04325622904432802,0.07317073170731707,0.12195121951219512,0.21951219512195122,0.2926829268292683
q23_year_over_year_decline,prior_current,2022,112,38,0.3392857142857143,0.48139229300223235,0.14210657871651805,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.5263157894736842
q23_year_over_year_decline,prior_current,2023,108,73,0.6759259259259259,0.8471991331486803,0.1712732072227544,0.0821917808219178,0.1506849315068493,0.273972602739726,0.4246575342465753
q23_year_over_year_decline,prior_current,2024,84,16,0.19047619047619047,0.21499667437867725,0.02452048390248679,0.0625,0.0625,0.1875,0.3125
q23_year_over_year_decline,prior_trajectory,2005,145,45,0.3103448275862069,0.36442207312747293,0.05407724554126603,0.044444444444444446,0.15555555555555556,0.35555555555555557,0.4222222222222222
q23_year_over_year_decline,prior_trajectory,2006,136,88,0.6470588235294118,0.7703465461140595,0.12328772258464771,0.07954545454545454,0.13636363636363635,0.25,0.36363636363636365
q23_year_over_year_decline,prior_trajectory,2007,108,20,0.18518518518518517,0.595011803879841,0.4098266186946558,0.2,0.3,0.65,0.7
q23_year_over_year_decline,prior_trajectory,2008,153,48,0.3137254901960784,0.5981211053689754,0.284395615172897,0.125,0.2708333333333333,0.4791666666666667,0.5625
q23_year_over_year_decline,prior_trajectory,2009,152,43,0.28289473684210525,0.48247969173708505,0.1995849548949798,0.13953488372093023,0.2558139534883721,0.4186046511627907,0.46511627906976744
q23_year_over_year_decline,prior_trajectory,2010,151,76,0.5033112582781457,0.5817708931565726,0.07845963487842689,0.06578947368421052,0.13157894736842105,0.2631578947368421,0.3815789473684211
q23_year_over_year_decline,prior_trajectory,2011,150,80,0.5333333333333333,0.7032425528925874,0.1699092195592541,0.075,0.1375,0.2625,0.4
q23_year_over_year_decline,prior_trajectory,2012,121,43,0.35537190082644626,0.48643688902209603,0.13106498819564977,0.06976744186046512,0.18604651162790697,0.27906976744186046,0.37209302325581395
q23_year_over_year_decline,prior_trajectory,2013,125,25,0.2,0.4399589253862441,0.23995892538624408,0.16,0.32,0.56,0.64
q23_year_over_year_decline,prior_trajectory,2014,146,92,0.6301369863013698,0.758472328333077,0.12833534203170716,0.06521739130434782,0.13043478260869565,0.25,0.358695652173913
q23_year_over_year_decline,prior_trajectory,2015,124,45,0.3629032258064516,0.4679978229528784,0.10509459714642677,0.06666666666666667,0.17777777777777778,0.3333333333333333,0.4444444444444444
q23_year_over_year_decline,prior_trajectory,2016,109,55,0.5045871559633027,0.7006933256921885,0.19610616972888573,0.10909090909090909,0.18181818181818182,0.2909090909090909,0.4
q23_year_over_year_decline,prior_trajectory,2017,99,38,0.3838383838383838,0.6450981208521496,0.26125973701376576,0.07894736842105263,0.18421052631578946,0.39473684210526316,0.5526315789473685
q23_year_over_year_decline,prior_trajectory,2018,118,16,0.13559322033898305,0.28348739388899935,0.1478941735500163,0.125,0.1875,0.3125,0.5
q23_year_over_year_decline,prior_trajectory,2019,128,98,0.765625,0.8815886259574542,0.11596362595745424,0.07142857142857142,0.12244897959183673,0.25510204081632654,0.3673469387755102
q23_year_over_year_decline,prior_trajectory,2020,93,29,0.3118279569892473,0.6389131197536595,0.3270851627644122,0.13793103448275862,0.27586206896551724,0.4827586206896552,0.6206896551724138
q23_year_over_year_decline,prior_trajectory,2021,116,41,0.35344827586206895,0.45210916055058553,0.09866088468851658,0.0975609756097561,0.17073170731707318,0.2682926829268293,0.3170731707317073
q23_year_over_year_decline,prior_trajectory,2022,112,38,0.3392857142857143,0.5292373333271351,0.18995161904142077,0.07894736842105263,0.21052631578947367,0.34210526315789475,0.39473684210526316
q23_year_over_year_decline,prior_trajectory,2023,108,73,0.6759259259259259,0.8778566256584801,0.20193069973255418,0.0821917808219178,0.136986301369863,0.273972602739726,0.3972602739726027
q23_year_over_year_decline,prior_trajectory,2024,84,16,0.19047619047619047,0.29670865923897277,0.1062324687627823,0.0625,0.125,0.25,0.4375
