spec_id,domain,model,n,events,prevalence,pooled_ap,macro_year_ap_lift,estimable_years,top20_recall_micro
g20_area_scaled_oxy50,full_kelp_domain,current_plus_trajectory,1158,436,0.3765112262521589,0.5688814677193115,0.23886872741790782,20,0.32339449541284404
g20_area_scaled_oxy50,oisst_matched_domain,current_only,1158,436,0.3765112262521589,0.5707547837550994,0.2013991877715744,20,0.33256880733944955
g20_area_scaled_oxy50,oisst_matched_domain,current_plus_trajectory,1158,436,0.3765112262521589,0.5688814677193115,0.23886872741790782,20,0.32339449541284404
g20_area_scaled_oxy50,oisst_matched_domain,trajectory_plus_oisst,1158,436,0.3765112262521589,0.5447729338897931,0.2094506604426404,20,0.3073394495412844
g20_area_scaled_oy50,full_kelp_domain,current_only,1054,394,0.3738140417457306,0.5755144649400398,0.205147228760085,20,0.32741116751269034
g20_area_scaled_oy50,full_kelp_domain,current_plus_trajectory,1054,394,0.3738140417457306,0.5799425568589763,0.23189472938687147,20,0.3299492385786802
g20_area_scaled_oy50,oisst_matched_domain,current_only,1054,394,0.3738140417457306,0.5755144649400398,0.205147228760085,20,0.32741116751269034
g20_area_scaled_oy50,oisst_matched_domain,current_plus_trajectory,1054,394,0.3738140417457306,0.5799425568589763,0.23189472938687147,20,0.3299492385786802
g20_area_scaled_oy50,oisst_matched_domain,trajectory_plus_oisst,1054,394,0.3738140417457306,0.5534369331306566,0.2081218593775202,20,0.31725888324873097
g20_fixed_500_o00,full_kelp_domain,current_only,1571,598,0.38064926798217696,0.5807336835021871,0.20461474233110688,20,0.3277591973244147
g20_fixed_500_o00,full_kelp_domain,current_plus_trajectory,1571,598,0.38064926798217696,0.5742532448473705,0.21770222010020582,20,0.33612040133779264
g20_fixed_500_o00,oisst_matched_domain,current_only,1557,591,0.37957610789980734,0.5809181157228199,0.20231524775602222,20,0.32318104906937395
g20_fixed_500_o00,oisst_matched_domain,current_plus_trajectory,1557,591,0.37957610789980734,0.5733769645606737,0.21226188634687976,20,0.3333333333333333
g20_fixed_500_o00,oisst_matched_domain,trajectory_plus_oisst,1557,591,0.37957610789980734,0.5501264833049584,0.19395548529261025,20,0.31810490693739424
g20_fixed_500_ox50,full_kelp_domain,current_only,1659,623,0.3755274261603376,0.576973807309514,0.2106626025194806,20,0.3274478330658106
g20_fixed_500_ox50,full_kelp_domain,current_plus_trajectory,1659,623,0.3755274261603376,0.5758443580138075,0.2245095142929548,20,0.3274478330658106
g20_fixed_500_ox50,oisst_matched_domain,current_only,1659,623,0.3755274261603376,0.576973807309514,0.2106626025194806,20,0.3274478330658106
g20_fixed_500_ox50,oisst_matched_domain,current_plus_trajectory,1659,623,0.3755274261603376,0.5758443580138075,0.2245095142929548,20,0.3274478330658106
g20_fixed_500_ox50,oisst_matched_domain,trajectory_plus_oisst,1659,623,0.3755274261603376,0.5549286000654943,0.21174467023715687,20,0.3306581059390048
g20_fixed_500_oxy50,full_kelp_domain,current_only,1712,655,0.38259345794392524,0.5735817613415088,0.1952236895504907,20,0.3236641221374046
