spec_id,domain,model,year,n,events,prevalence,ap,ap_lift,estimable,top20_k,top20_tp
g05_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,2021,233,89,0.38197424892703863,0.5239635037103155,0.1419892547832769,True,47,25
g05_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,2022,222,144,0.6486486486486487,0.863963362376728,0.2153147137280793,True,45,40
g05_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,2023,175,25,0.14285714285714285,0.3084634590469955,0.16560631618985266,True,35,11
g05_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,2024,204,57,0.27941176470588236,0.41360927676477577,0.1341975120588934,True,41,16
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2005,304,172,0.5657894736842105,0.7499779287643187,0.18418845508010817,True,61,50
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2006,279,55,0.1971326164874552,0.40538754409477884,0.20825492760732364,True,56,23
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2007,325,89,0.27384615384615385,0.5031381771496911,0.22929202330353726,True,65,35
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2008,325,99,0.3046153846153846,0.5036045429569702,0.1989891583415856,True,65,38
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2009,335,164,0.48955223880597015,0.5338311924369764,0.04427895363100626,True,67,41
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2010,325,155,0.47692307692307695,0.6516672644325129,0.17474418750943593,True,65,42
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2011,282,113,0.40070921985815605,0.5481519214204889,0.1474427015623328,True,57,34
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2012,285,71,0.24912280701754386,0.5521619565723359,0.30303914955479205,True,57,33
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2013,331,211,0.6374622356495468,0.7335925750971188,0.09613033944757199,True,67,48
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2014,297,119,0.4006734006734007,0.546345269275563,0.14567186860216236,True,60,38
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2015,245,124,0.5061224489795918,0.6879825585426487,0.18186010956305687,True,49,35
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2016,221,78,0.35294117647058826,0.5358183547962966,0.18287717832570832,True,45,29
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2017,249,52,0.20883534136546184,0.3394136785459152,0.13057833718045336,True,50,18
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2018,270,209,0.774074074074074,0.8819848860887137,0.1079108120146397,True,54,51
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2019,196,54,0.2755102040816326,0.46630621284725365,0.19079600876562103,True,40,23
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2020,233,92,0.3948497854077253,0.5211952286521815,0.12634544324445618,True,47,22
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,2021,233,89,0.38197424892703863,0.5648098913850572,0.1828356424580186,True,47,30
