spec_id,domain,year,train_start,train_end,n_train,events_train,n_test,events_test
g10_area_scaled_o00,full_kelp_domain,2019,1989,2018,3951,1594,93,28
g10_area_scaled_o00,full_kelp_domain,2020,1989,2019,4044,1622,116,41
g10_area_scaled_o00,full_kelp_domain,2021,1989,2020,4160,1663,113,36
g10_area_scaled_o00,full_kelp_domain,2022,1989,2021,4273,1699,111,74
g10_area_scaled_o00,full_kelp_domain,2023,1989,2022,4384,1773,88,14
g10_area_scaled_o00,full_kelp_domain,2024,1989,2023,4472,1787,98,18
g10_area_scaled_o00,oisst_matched_domain,2005,1989,2004,1972,797,145,88
g10_area_scaled_o00,oisst_matched_domain,2006,1989,2005,2117,885,133,19
g10_area_scaled_o00,oisst_matched_domain,2007,1989,2006,2250,904,157,43
g10_area_scaled_o00,oisst_matched_domain,2008,1989,2007,2407,947,159,39
g10_area_scaled_o00,oisst_matched_domain,2009,1989,2008,2566,986,160,77
g10_area_scaled_o00,oisst_matched_domain,2010,1989,2009,2726,1063,156,78
g10_area_scaled_o00,oisst_matched_domain,2011,1989,2010,2882,1141,137,55
g10_area_scaled_o00,oisst_matched_domain,2012,1989,2011,3019,1196,144,27
g10_area_scaled_o00,oisst_matched_domain,2013,1989,2012,3163,1223,159,99
g10_area_scaled_o00,oisst_matched_domain,2014,1989,2013,3322,1322,142,55
g10_area_scaled_o00,oisst_matched_domain,2015,1989,2014,3464,1377,119,60
g10_area_scaled_o00,oisst_matched_domain,2016,1989,2015,3583,1437,110,34
g10_area_scaled_o00,oisst_matched_domain,2017,1989,2016,3693,1471,122,15
g10_area_scaled_o00,oisst_matched_domain,2018,1989,2017,3815,1486,136,108
g10_area_scaled_o00,oisst_matched_domain,2019,1989,2018,3951,1594,93,28
g10_area_scaled_o00,oisst_matched_domain,2020,1989,2019,4044,1622,116,41
g10_area_scaled_o00,oisst_matched_domain,2021,1989,2020,4160,1663,113,36
g10_area_scaled_o00,oisst_matched_domain,2022,1989,2021,4273,1699,111,74
g10_area_scaled_o00,oisst_matched_domain,2023,1989,2022,4384,1773,88,14
g10_area_scaled_o00,oisst_matched_domain,2024,1989,2023,4472,1787,98,18
g10_area_scaled_ox50,full_kelp_domain,2005,1989,2004,1974,782,148,82
g10_area_scaled_ox50,full_kelp_domain,2006,1989,2005,2122,864,135,22
g10_area_scaled_ox50,full_kelp_domain,2007,1989,2006,2257,886,159,37
g10_area_scaled_ox50,full_kelp_domain,2008,1989,2007,2416,923,160,44
g10_area_scaled_ox50,full_kelp_domain,2009,1989,2008,2576,967,163,75
g10_area_scaled_ox50,full_kelp_domain,2010,1989,2009,2739,1042,158,76
g10_area_scaled_ox50,full_kelp_domain,2011,1989,2010,2897,1118,141,60
g10_area_scaled_ox50,full_kelp_domain,2012,1989,2011,3038,1178,144,28
g10_area_scaled_ox50,full_kelp_domain,2013,1989,2012,3182,1206,160,97
g10_area_scaled_ox50,full_kelp_domain,2014,1989,2013,3342,1303,145,55
g10_area_scaled_ox50,full_kelp_domain,2015,1989,2014,3487,1358,123,55
g10_area_scaled_ox50,full_kelp_domain,2016,1989,2015,3610,1413,109,31
g10_area_scaled_ox50,full_kelp_domain,2017,1989,2016,3719,1444,124,15
g10_area_scaled_ox50,full_kelp_domain,2018,1989,2017,3843,1459,135,101
g10_area_scaled_ox50,full_kelp_domain,2019,1989,2018,3978,1560,105,31
g10_area_scaled_ox50,full_kelp_domain,2020,1989,2019,4083,1591,116,39
g10_area_scaled_ox50,full_kelp_domain,2021,1989,2020,4199,1630,118,40
g10_area_scaled_ox50,full_kelp_domain,2022,1989,2021,4317,1670,115,72
g10_area_scaled_ox50,full_kelp_domain,2023,1989,2022,4432,1742,95,14
g10_area_scaled_ox50,full_kelp_domain,2024,1989,2023,4527,1756,104,22
g10_area_scaled_ox50,oisst_matched_domain,2005,1989,2004,1962,777,147,82
g10_area_scaled_ox50,oisst_matched_domain,2006,1989,2005,2109,859,134,22
g10_area_scaled_ox50,oisst_matched_domain,2007,1989,2006,2243,881,158,37
g10_area_scaled_ox50,oisst_matched_domain,2008,1989,2007,2401,918,159,44
g10_area_scaled_ox50,oisst_matched_domain,2009,1989,2008,2560,962,162,74
g10_area_scaled_ox50,oisst_matched_domain,2010,1989,2009,2722,1036,158,76
g10_area_scaled_ox50,oisst_matched_domain,2011,1989,2010,2880,1112,140,59
g10_area_scaled_ox50,oisst_matched_domain,2012,1989,2011,3020,1171,144,28
g10_area_scaled_ox50,oisst_matched_domain,2013,1989,2012,3164,1199,159,97
g10_area_scaled_ox50,oisst_matched_domain,2014,1989,2013,3323,1296,144,54
g10_area_scaled_ox50,oisst_matched_domain,2015,1989,2014,3467,1350,123,55
g10_area_scaled_ox50,oisst_matched_domain,2016,1989,2015,3590,1405,109,31
g10_area_scaled_ox50,oisst_matched_domain,2017,1989,2016,3699,1436,124,15
g10_area_scaled_ox50,oisst_matched_domain,2018,1989,2017,3823,1451,134,101
g10_area_scaled_ox50,oisst_matched_domain,2019,1989,2018,3957,1552,104,30
g10_area_scaled_ox50,oisst_matched_domain,2020,1989,2019,4061,1582,115,39
g10_area_scaled_ox50,oisst_matched_domain,2021,1989,2020,4176,1621,117,39
g10_area_scaled_ox50,oisst_matched_domain,2022,1989,2021,4293,1660,115,72
g10_area_scaled_ox50,oisst_matched_domain,2023,1989,2022,4408,1732,94,13
g10_area_scaled_ox50,oisst_matched_domain,2024,1989,2023,4502,1745,103,21
g10_area_scaled_oy50,full_kelp_domain,2005,1989,2004,1989,772,150,89
g10_area_scaled_oy50,full_kelp_domain,2006,1989,2005,2139,861,139,19
g10_area_scaled_oy50,full_kelp_domain,2007,1989,2006,2278,880,158,48
g10_area_scaled_oy50,full_kelp_domain,2008,1989,2007,2436,928,161,45
g10_area_scaled_oy50,full_kelp_domain,2009,1989,2008,2597,973,161,74
g10_area_scaled_oy50,full_kelp_domain,2010,1989,2009,2758,1047,158,81
g10_area_scaled_oy50,full_kelp_domain,2011,1989,2010,2916,1128,144,54
g10_area_scaled_oy50,full_kelp_domain,2012,1989,2011,3060,1182,144,27
g10_area_scaled_oy50,full_kelp_domain,2013,1989,2012,3204,1209,161,99
g10_area_scaled_oy50,full_kelp_domain,2014,1989,2013,3365,1308,145,57
g10_area_scaled_oy50,full_kelp_domain,2015,1989,2014,3510,1365,119,58
g10_area_scaled_oy50,full_kelp_domain,2016,1989,2015,3629,1423,108,33
g10_area_scaled_oy50,full_kelp_domain,2017,1989,2016,3737,1456,121,18
g10_area_scaled_oy50,full_kelp_domain,2018,1989,2017,3858,1474,138,109
g10_area_scaled_oy50,full_kelp_domain,2019,1989,2018,3996,1583,100,26
g10_area_scaled_oy50,full_kelp_domain,2020,1989,2019,4096,1609,115,38
g10_area_scaled_oy50,full_kelp_domain,2021,1989,2020,4211,1647,108,39
g10_area_scaled_oy50,full_kelp_domain,2022,1989,2021,4319,1686,110,74
g10_area_scaled_oy50,full_kelp_domain,2023,1989,2022,4429,1760,84,13
g10_area_scaled_oy50,full_kelp_domain,2024,1989,2023,4513,1773,100,18
g10_area_scaled_oy50,oisst_matched_domain,2005,1989,2004,1976,767,149,89
g10_area_scaled_oy50,oisst_matched_domain,2006,1989,2005,2125,856,138,19
g10_area_scaled_oy50,oisst_matched_domain,2007,1989,2006,2263,875,157,48
g10_area_scaled_oy50,oisst_matched_domain,2008,1989,2007,2420,923,160,45
g10_area_scaled_oy50,oisst_matched_domain,2009,1989,2008,2580,968,160,73
g10_area_scaled_oy50,oisst_matched_domain,2010,1989,2009,2740,1041,157,81
g10_area_scaled_oy50,oisst_matched_domain,2011,1989,2010,2897,1122,143,53
g10_area_scaled_oy50,oisst_matched_domain,2012,1989,2011,3040,1175,144,27
g10_area_scaled_oy50,oisst_matched_domain,2013,1989,2012,3184,1202,161,99
g10_area_scaled_oy50,oisst_matched_domain,2014,1989,2013,3345,1301,144,56
g10_area_scaled_oy50,oisst_matched_domain,2015,1989,2014,3489,1357,119,58
g10_area_scaled_oy50,oisst_matched_domain,2016,1989,2015,3608,1415,108,33
g10_area_scaled_oy50,oisst_matched_domain,2017,1989,2016,3716,1448,120,18
g10_area_scaled_oy50,oisst_matched_domain,2018,1989,2017,3836,1466,137,109
g10_area_scaled_oy50,oisst_matched_domain,2019,1989,2018,3973,1575,99,26
g10_area_scaled_oy50,oisst_matched_domain,2020,1989,2019,4072,1601,114,37
g10_area_scaled_oy50,oisst_matched_domain,2021,1989,2020,4186,1638,108,39
g10_area_scaled_oy50,oisst_matched_domain,2022,1989,2021,4294,1677,110,74
g10_area_scaled_oy50,oisst_matched_domain,2023,1989,2022,4404,1751,83,12
g10_area_scaled_oy50,oisst_matched_domain,2024,1989,2023,4487,1763,99,17
g10_area_scaled_oxy50,full_kelp_domain,2005,1989,2004,1990,803,150,91
g10_area_scaled_oxy50,full_kelp_domain,2006,1989,2005,2140,894,140,24
g10_area_scaled_oxy50,full_kelp_domain,2007,1989,2006,2280,918,159,42
g10_area_scaled_oxy50,full_kelp_domain,2008,1989,2007,2439,960,163,45
g10_area_scaled_oxy50,full_kelp_domain,2009,1989,2008,2602,1005,163,76
g10_area_scaled_oxy50,full_kelp_domain,2010,1989,2009,2765,1081,161,79
g10_area_scaled_oxy50,full_kelp_domain,2011,1989,2010,2926,1160,144,61
g10_area_scaled_oxy50,full_kelp_domain,2012,1989,2011,3070,1221,145,27
g10_area_scaled_oxy50,full_kelp_domain,2013,1989,2012,3215,1248,163,103
g10_area_scaled_oxy50,full_kelp_domain,2014,1989,2013,3378,1351,148,54
g10_area_scaled_oxy50,full_kelp_domain,2015,1989,2014,3526,1405,124,58
g10_area_scaled_oxy50,full_kelp_domain,2016,1989,2015,3650,1463,112,33
g10_area_scaled_oxy50,full_kelp_domain,2017,1989,2016,3762,1496,123,21
g10_area_scaled_oxy50,full_kelp_domain,2018,1989,2017,3885,1517,139,106
g10_area_scaled_oxy50,full_kelp_domain,2019,1989,2018,4024,1623,107,31
g10_area_scaled_oxy50,full_kelp_domain,2020,1989,2019,4131,1654,121,48
g10_area_scaled_oxy50,full_kelp_domain,2021,1989,2020,4252,1702,115,38
g10_area_scaled_oxy50,full_kelp_domain,2022,1989,2021,4367,1740,113,75
g10_area_scaled_oxy50,full_kelp_domain,2023,1989,2022,4480,1815,88,14
g10_area_scaled_oxy50,full_kelp_domain,2024,1989,2023,4568,1829,101,20
g10_area_scaled_oxy50,oisst_matched_domain,2005,1989,2004,1977,798,149,91
g10_area_scaled_oxy50,oisst_matched_domain,2006,1989,2005,2126,889,139,24
g10_area_scaled_oxy50,oisst_matched_domain,2007,1989,2006,2265,913,158,42
g10_area_scaled_oxy50,oisst_matched_domain,2008,1989,2007,2423,955,162,45
g10_area_scaled_oxy50,oisst_matched_domain,2009,1989,2008,2585,1000,162,75
g10_area_scaled_oxy50,oisst_matched_domain,2010,1989,2009,2747,1075,160,79
g10_area_scaled_oxy50,oisst_matched_domain,2011,1989,2010,2907,1154,143,60
g10_area_scaled_oxy50,oisst_matched_domain,2012,1989,2011,3050,1214,145,27
g10_area_scaled_oxy50,oisst_matched_domain,2013,1989,2012,3195,1241,163,103
g10_area_scaled_oxy50,oisst_matched_domain,2014,1989,2013,3358,1344,147,53
g10_area_scaled_oxy50,oisst_matched_domain,2015,1989,2014,3505,1397,124,58
g10_area_scaled_oxy50,oisst_matched_domain,2016,1989,2015,3629,1455,112,33
g10_area_scaled_oxy50,oisst_matched_domain,2017,1989,2016,3741,1488,122,21
g10_area_scaled_oxy50,oisst_matched_domain,2018,1989,2017,3863,1509,138,106
g10_area_scaled_oxy50,oisst_matched_domain,2019,1989,2018,4001,1615,106,31
g10_area_scaled_oxy50,oisst_matched_domain,2020,1989,2019,4107,1646,120,47
g10_area_scaled_oxy50,oisst_matched_domain,2021,1989,2020,4227,1693,115,38
g10_area_scaled_oxy50,oisst_matched_domain,2022,1989,2021,4342,1731,113,75
g10_area_scaled_oxy50,oisst_matched_domain,2023,1989,2022,4455,1806,87,13
g10_area_scaled_oxy50,oisst_matched_domain,2024,1989,2023,4542,1819,100,19
g20_area_scaled_o00,full_kelp_domain,2005,1989,2004,825,316,60,32
g20_area_scaled_o00,full_kelp_domain,2006,1989,2005,885,348,57,8
g20_area_scaled_o00,full_kelp_domain,2007,1989,2006,942,356,63,17
g20_area_scaled_o00,full_kelp_domain,2008,1989,2007,1005,373,65,15
g20_area_scaled_o00,full_kelp_domain,2009,1989,2008,1070,388,64,30
g20_area_scaled_o00,full_kelp_domain,2010,1989,2009,1134,418,63,31
g20_area_scaled_o00,full_kelp_domain,2011,1989,2010,1197,449,54,23
g20_area_scaled_o00,full_kelp_domain,2012,1989,2011,1251,472,57,8
g20_area_scaled_o00,full_kelp_domain,2013,1989,2012,1308,480,65,42
g20_area_scaled_o00,full_kelp_domain,2014,1989,2013,1373,522,60,19
g20_area_scaled_o00,full_kelp_domain,2015,1989,2014,1433,541,49,22
g20_area_scaled_o00,full_kelp_domain,2016,1989,2015,1482,563,46,17
g20_area_scaled_o00,full_kelp_domain,2017,1989,2016,1528,580,51,5
g20_area_scaled_o00,full_kelp_domain,2018,1989,2017,1579,585,57,43
g20_area_scaled_o00,full_kelp_domain,2019,1989,2018,1636,628,44,11
g20_area_scaled_o00,full_kelp_domain,2020,1989,2019,1680,639,50,16
g20_area_scaled_o00,full_kelp_domain,2021,1989,2020,1730,655,49,15
g20_area_scaled_o00,full_kelp_domain,2022,1989,2021,1779,670,48,31
g20_area_scaled_o00,full_kelp_domain,2023,1989,2022,1827,701,38,4
g20_area_scaled_o00,full_kelp_domain,2024,1989,2023,1865,705,44,6
g20_area_scaled_o00,oisst_matched_domain,2005,1989,2004,825,316,60,32
g20_area_scaled_o00,oisst_matched_domain,2006,1989,2005,885,348,57,8
g20_area_scaled_o00,oisst_matched_domain,2007,1989,2006,942,356,63,17
g20_area_scaled_o00,oisst_matched_domain,2008,1989,2007,1005,373,65,15
g20_area_scaled_o00,oisst_matched_domain,2009,1989,2008,1070,388,64,30
g20_area_scaled_o00,oisst_matched_domain,2010,1989,2009,1134,418,63,31
g20_area_scaled_o00,oisst_matched_domain,2011,1989,2010,1197,449,54,23
g20_area_scaled_o00,oisst_matched_domain,2012,1989,2011,1251,472,57,8
g20_area_scaled_o00,oisst_matched_domain,2013,1989,2012,1308,480,65,42
g20_area_scaled_o00,oisst_matched_domain,2014,1989,2013,1373,522,60,19
g20_area_scaled_o00,oisst_matched_domain,2015,1989,2014,1433,541,49,22
g20_area_scaled_o00,oisst_matched_domain,2016,1989,2015,1482,563,46,17
g20_area_scaled_o00,oisst_matched_domain,2017,1989,2016,1528,580,51,5
g20_area_scaled_o00,oisst_matched_domain,2018,1989,2017,1579,585,57,43
g20_area_scaled_o00,oisst_matched_domain,2019,1989,2018,1636,628,44,11
g20_area_scaled_o00,oisst_matched_domain,2020,1989,2019,1680,639,50,16
g20_area_scaled_o00,oisst_matched_domain,2021,1989,2020,1730,655,49,15
g20_area_scaled_o00,oisst_matched_domain,2022,1989,2021,1779,670,48,31
g20_area_scaled_o00,oisst_matched_domain,2023,1989,2022,1827,701,38,4
g20_area_scaled_o00,oisst_matched_domain,2024,1989,2023,1865,705,44,6
g20_area_scaled_ox50,full_kelp_domain,2005,1989,2004,886,335,64,38
g20_area_scaled_ox50,full_kelp_domain,2006,1989,2005,950,373,61,6
g20_area_scaled_ox50,full_kelp_domain,2007,1989,2006,1011,379,69,20
g20_area_scaled_ox50,full_kelp_domain,2008,1989,2007,1080,399,70,16
g20_area_scaled_ox50,full_kelp_domain,2009,1989,2008,1150,415,69,32
g20_area_scaled_ox50,full_kelp_domain,2010,1989,2009,1219,447,69,31
g20_area_scaled_ox50,full_kelp_domain,2011,1989,2010,1288,478,60,22
g20_area_scaled_ox50,full_kelp_domain,2012,1989,2011,1348,500,62,9
g20_area_scaled_ox50,full_kelp_domain,2013,1989,2012,1410,509,69,43
g20_area_scaled_ox50,full_kelp_domain,2014,1989,2013,1479,552,65,22
g20_area_scaled_ox50,full_kelp_domain,2015,1989,2014,1544,574,55,25
g20_area_scaled_ox50,full_kelp_domain,2016,1989,2015,1599,599,50,11
g20_area_scaled_ox50,full_kelp_domain,2017,1989,2016,1649,610,55,5
g20_area_scaled_ox50,full_kelp_domain,2018,1989,2017,1704,615,64,50
g20_area_scaled_ox50,full_kelp_domain,2019,1989,2018,1768,665,47,15
g20_area_scaled_ox50,full_kelp_domain,2020,1989,2019,1815,680,54,18
g20_area_scaled_ox50,full_kelp_domain,2021,1989,2020,1869,698,55,16
g20_area_scaled_ox50,full_kelp_domain,2022,1989,2021,1924,714,52,35
g20_area_scaled_ox50,full_kelp_domain,2023,1989,2022,1976,749,42,5
g20_area_scaled_ox50,full_kelp_domain,2024,1989,2023,2018,754,44,4
g20_area_scaled_ox50,oisst_matched_domain,2005,1989,2004,886,335,64,38
g20_area_scaled_ox50,oisst_matched_domain,2006,1989,2005,950,373,61,6
g20_area_scaled_ox50,oisst_matched_domain,2007,1989,2006,1011,379,69,20
g20_area_scaled_ox50,oisst_matched_domain,2008,1989,2007,1080,399,70,16
g20_area_scaled_ox50,oisst_matched_domain,2009,1989,2008,1150,415,69,32
g20_area_scaled_ox50,oisst_matched_domain,2010,1989,2009,1219,447,69,31
g20_area_scaled_ox50,oisst_matched_domain,2011,1989,2010,1288,478,60,22
g20_area_scaled_ox50,oisst_matched_domain,2012,1989,2011,1348,500,62,9
g20_area_scaled_ox50,oisst_matched_domain,2013,1989,2012,1410,509,69,43
g20_area_scaled_ox50,oisst_matched_domain,2014,1989,2013,1479,552,65,22
g20_area_scaled_ox50,oisst_matched_domain,2015,1989,2014,1544,574,55,25
g20_area_scaled_ox50,oisst_matched_domain,2016,1989,2015,1599,599,50,11
g20_area_scaled_ox50,oisst_matched_domain,2017,1989,2016,1649,610,55,5
g20_area_scaled_ox50,oisst_matched_domain,2018,1989,2017,1704,615,64,50
g20_area_scaled_ox50,oisst_matched_domain,2019,1989,2018,1768,665,47,15
g20_area_scaled_ox50,oisst_matched_domain,2020,1989,2019,1815,680,54,18
g20_area_scaled_ox50,oisst_matched_domain,2021,1989,2020,1869,698,55,16
g20_area_scaled_ox50,oisst_matched_domain,2022,1989,2021,1924,714,52,35
g20_area_scaled_ox50,oisst_matched_domain,2023,1989,2022,1976,749,42,5
g20_area_scaled_ox50,oisst_matched_domain,2024,1989,2023,2018,754,44,4
g20_area_scaled_oy50,full_kelp_domain,2005,1989,2004,782,283,57,39
g20_area_scaled_oy50,full_kelp_domain,2006,1989,2005,839,322,55,6
g20_area_scaled_oy50,full_kelp_domain,2007,1989,2006,894,328,60,18
g20_area_scaled_oy50,full_kelp_domain,2008,1989,2007,954,346,61,15
g20_area_scaled_oy50,full_kelp_domain,2009,1989,2008,1015,361,59,27
g20_area_scaled_oy50,full_kelp_domain,2010,1989,2009,1074,388,58,29
g20_area_scaled_oy50,full_kelp_domain,2011,1989,2010,1132,417,54,22
g20_area_scaled_oy50,full_kelp_domain,2012,1989,2011,1186,439,57,9
g20_area_scaled_oy50,full_kelp_domain,2013,1989,2012,1243,448,61,36
g20_area_scaled_oy50,full_kelp_domain,2014,1989,2013,1304,484,54,17
g20_area_scaled_oy50,full_kelp_domain,2015,1989,2014,1358,501,49,25
g20_area_scaled_oy50,full_kelp_domain,2016,1989,2015,1407,526,46,13
g20_area_scaled_oy50,full_kelp_domain,2017,1989,2016,1453,539,53,5
g20_area_scaled_oy50,full_kelp_domain,2018,1989,2017,1506,544,55,41
g20_area_scaled_oy50,full_kelp_domain,2019,1989,2018,1561,585,44,11
g20_area_scaled_oy50,full_kelp_domain,2020,1989,2019,1605,596,48,16
g20_area_scaled_oy50,full_kelp_domain,2021,1989,2020,1653,612,49,21
g20_area_scaled_oy50,full_kelp_domain,2022,1989,2021,1702,633,47,29
g20_area_scaled_oy50,full_kelp_domain,2023,1989,2022,1749,662,40,6
g20_area_scaled_oy50,full_kelp_domain,2024,1989,2023,1789,668,47,9
g20_area_scaled_oy50,oisst_matched_domain,2005,1989,2004,782,283,57,39
g20_area_scaled_oy50,oisst_matched_domain,2006,1989,2005,839,322,55,6
g20_area_scaled_oy50,oisst_matched_domain,2007,1989,2006,894,328,60,18
g20_area_scaled_oy50,oisst_matched_domain,2008,1989,2007,954,346,61,15
g20_area_scaled_oy50,oisst_matched_domain,2009,1989,2008,1015,361,59,27
g20_area_scaled_oy50,oisst_matched_domain,2010,1989,2009,1074,388,58,29
g20_area_scaled_oy50,oisst_matched_domain,2011,1989,2010,1132,417,54,22
g20_area_scaled_oy50,oisst_matched_domain,2012,1989,2011,1186,439,57,9
g20_area_scaled_oy50,oisst_matched_domain,2013,1989,2012,1243,448,61,36
g20_area_scaled_oy50,oisst_matched_domain,2014,1989,2013,1304,484,54,17
g20_area_scaled_oy50,oisst_matched_domain,2015,1989,2014,1358,501,49,25
g20_area_scaled_oy50,oisst_matched_domain,2016,1989,2015,1407,526,46,13
g20_area_scaled_oy50,oisst_matched_domain,2017,1989,2016,1453,539,53,5
g20_area_scaled_oy50,oisst_matched_domain,2018,1989,2017,1506,544,55,41
g20_area_scaled_oy50,oisst_matched_domain,2019,1989,2018,1561,585,44,11
g20_area_scaled_oy50,oisst_matched_domain,2020,1989,2019,1605,596,48,16
g20_area_scaled_oy50,oisst_matched_domain,2021,1989,2020,1653,612,49,21
g20_area_scaled_oy50,oisst_matched_domain,2022,1989,2021,1702,633,47,29
g20_area_scaled_oy50,oisst_matched_domain,2023,1989,2022,1749,662,40,6
g20_area_scaled_oy50,oisst_matched_domain,2024,1989,2023,1789,668,47,9
g20_area_scaled_oxy50,full_kelp_domain,2005,1989,2004,878,323,65,47
g20_area_scaled_oxy50,full_kelp_domain,2006,1989,2005,943,370,61,5
g20_area_scaled_oxy50,full_kelp_domain,2007,1989,2006,1004,375,68,22
g20_area_scaled_oxy50,full_kelp_domain,2008,1989,2007,1072,397,69,16
g20_area_scaled_oxy50,full_kelp_domain,2009,1989,2008,1141,413,68,27
g20_area_scaled_oxy50,full_kelp_domain,2010,1989,2009,1209,440,66,36
g20_area_scaled_oxy50,full_kelp_domain,2011,1989,2010,1275,476,60,22
g20_area_scaled_oxy50,full_kelp_domain,2012,1989,2011,1335,498,65,8
g20_area_scaled_oxy50,full_kelp_domain,2013,1989,2012,1400,506,68,42
g20_area_scaled_oxy50,full_kelp_domain,2014,1989,2013,1468,548,63,24
g20_area_scaled_oxy50,full_kelp_domain,2015,1989,2014,1531,572,54,25
g20_area_scaled_oxy50,full_kelp_domain,2016,1989,2015,1585,597,52,14
g20_area_scaled_oxy50,full_kelp_domain,2017,1989,2016,1637,611,57,5
g20_area_scaled_oxy50,full_kelp_domain,2018,1989,2017,1694,616,62,53
g20_area_scaled_oxy50,full_kelp_domain,2019,1989,2018,1756,669,44,13
g20_area_scaled_oxy50,full_kelp_domain,2020,1989,2019,1800,682,51,16
g20_area_scaled_oxy50,full_kelp_domain,2021,1989,2020,1851,698,52,16
g20_area_scaled_oxy50,full_kelp_domain,2022,1989,2021,1903,714,52,37
g20_area_scaled_oxy50,full_kelp_domain,2023,1989,2022,1955,751,36,5
g20_area_scaled_oxy50,full_kelp_domain,2024,1989,2023,1991,756,45,3
g20_area_scaled_oxy50,oisst_matched_domain,2005,1989,2004,878,323,65,47
g20_area_scaled_oxy50,oisst_matched_domain,2006,1989,2005,943,370,61,5
g20_area_scaled_oxy50,oisst_matched_domain,2007,1989,2006,1004,375,68,22
g20_area_scaled_oxy50,oisst_matched_domain,2008,1989,2007,1072,397,69,16
g20_area_scaled_oxy50,oisst_matched_domain,2009,1989,2008,1141,413,68,27
g20_area_scaled_oxy50,oisst_matched_domain,2010,1989,2009,1209,440,66,36
g20_area_scaled_oxy50,oisst_matched_domain,2011,1989,2010,1275,476,60,22
g20_area_scaled_oxy50,oisst_matched_domain,2012,1989,2011,1335,498,65,8
g20_area_scaled_oxy50,oisst_matched_domain,2013,1989,2012,1400,506,68,42
g20_area_scaled_oxy50,oisst_matched_domain,2014,1989,2013,1468,548,63,24
g20_area_scaled_oxy50,oisst_matched_domain,2015,1989,2014,1531,572,54,25
g20_area_scaled_oxy50,oisst_matched_domain,2016,1989,2015,1585,597,52,14
g20_area_scaled_oxy50,oisst_matched_domain,2017,1989,2016,1637,611,57,5
g20_area_scaled_oxy50,oisst_matched_domain,2018,1989,2017,1694,616,62,53
g20_area_scaled_oxy50,oisst_matched_domain,2019,1989,2018,1756,669,44,13
g20_area_scaled_oxy50,oisst_matched_domain,2020,1989,2019,1800,682,51,16
g20_area_scaled_oxy50,oisst_matched_domain,2021,1989,2020,1851,698,52,16
g20_area_scaled_oxy50,oisst_matched_domain,2022,1989,2021,1903,714,52,37
g20_area_scaled_oxy50,oisst_matched_domain,2023,1989,2022,1955,751,36,5
g20_area_scaled_oxy50,oisst_matched_domain,2024,1989,2023,1991,756,45,3
g20_fixed_500_o00,full_kelp_domain,2005,1989,2004,1201,466,86,48
g20_fixed_500_o00,full_kelp_domain,2006,1989,2005,1287,514,81,13
g20_fixed_500_o00,full_kelp_domain,2007,1989,2006,1368,527,92,22
g20_fixed_500_o00,full_kelp_domain,2008,1989,2007,1460,549,94,24
g20_fixed_500_o00,full_kelp_domain,2009,1989,2008,1554,573,95,43
g20_fixed_500_o00,full_kelp_domain,2010,1989,2009,1649,616,93,42
g20_fixed_500_o00,full_kelp_domain,2011,1989,2010,1742,658,84,41
g20_fixed_500_o00,full_kelp_domain,2012,1989,2011,1826,699,83,14
g20_fixed_500_o00,full_kelp_domain,2013,1989,2012,1909,713,95,59
g20_fixed_500_o00,full_kelp_domain,2014,1989,2013,2004,772,90,34
g20_fixed_500_o00,full_kelp_domain,2015,1989,2014,2094,806,72,38
g20_fixed_500_o00,full_kelp_domain,2016,1989,2015,2166,844,65,21
g20_fixed_500_o00,full_kelp_domain,2017,1989,2016,2231,865,73,10
g20_fixed_500_o00,full_kelp_domain,2018,1989,2017,2304,875,81,62
g20_fixed_500_o00,full_kelp_domain,2019,1989,2018,2385,937,61,18
g20_fixed_500_o00,full_kelp_domain,2020,1989,2019,2446,955,71,25
g20_fixed_500_o00,full_kelp_domain,2021,1989,2020,2517,980,71,23
g20_fixed_500_o00,full_kelp_domain,2022,1989,2021,2588,1003,67,42
g20_fixed_500_o00,full_kelp_domain,2023,1989,2022,2655,1045,56,9
g20_fixed_500_o00,full_kelp_domain,2024,1989,2023,2711,1054,61,10
g20_fixed_500_o00,oisst_matched_domain,2005,1989,2004,1189,461,85,48
g20_fixed_500_o00,oisst_matched_domain,2006,1989,2005,1274,509,80,13
g20_fixed_500_o00,oisst_matched_domain,2007,1989,2006,1354,522,91,22
g20_fixed_500_o00,oisst_matched_domain,2008,1989,2007,1445,544,93,24
g20_fixed_500_o00,oisst_matched_domain,2009,1989,2008,1538,568,94,42
g20_fixed_500_o00,oisst_matched_domain,2010,1989,2009,1632,610,93,42
g20_fixed_500_o00,oisst_matched_domain,2011,1989,2010,1725,652,83,40
g20_fixed_500_o00,oisst_matched_domain,2012,1989,2011,1808,692,83,14
g20_fixed_500_o00,oisst_matched_domain,2013,1989,2012,1891,706,94,59
g20_fixed_500_o00,oisst_matched_domain,2014,1989,2013,1985,765,89,33
g20_fixed_500_o00,oisst_matched_domain,2015,1989,2014,2074,798,72,38
g20_fixed_500_o00,oisst_matched_domain,2016,1989,2015,2146,836,65,21
g20_fixed_500_o00,oisst_matched_domain,2017,1989,2016,2211,857,73,10
g20_fixed_500_o00,oisst_matched_domain,2018,1989,2017,2284,867,80,62
g20_fixed_500_o00,oisst_matched_domain,2019,1989,2018,2364,929,60,17
g20_fixed_500_o00,oisst_matched_domain,2020,1989,2019,2424,946,70,25
