C,l1_ratio,inner_macro_ap_lift,inner_rows,domain,year,model_family,feature_set
0.2,1.0,0.23927192740440342,898,full_oisst_domain,2013,elastic_net,current_plus_trajectory
0.2,0.5,0.239060933117893,898,full_oisst_domain,2013,elastic_net,current_plus_trajectory
0.2,0.0,0.2386191131938542,898,full_oisst_domain,2013,elastic_net,current_plus_trajectory
1.0,1.0,0.238452232825487,898,full_oisst_domain,2013,elastic_net,current_plus_trajectory
1.0,0.0,0.23844419623185154,898,full_oisst_domain,2013,elastic_net,current_plus_trajectory
1.0,0.5,0.23827140918003087,898,full_oisst_domain,2013,elastic_net,current_plus_trajectory
0.05,0.5,0.2332236484959959,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
0.05,1.0,0.23318057029192682,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
0.05,0.0,0.23308480983675536,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
0.2,0.0,0.22962137637643246,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
0.2,1.0,0.2291944631009232,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
0.2,0.5,0.2290144134850549,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
1.0,0.0,0.22846403056243667,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
1.0,0.5,0.22840627610092823,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
1.0,1.0,0.2281958958464878,898,full_oisst_domain,2013,elastic_net,trajectory_plus_oisst
0.2,,0.257750483231115,898,full_oisst_domain,2013,hierarchical_additive,current_only
1.0,,0.2561853393403301,898,full_oisst_domain,2013,hierarchical_additive,current_only
0.05,,0.24558348997272325,898,full_oisst_domain,2013,hierarchical_additive,current_only
0.2,,0.24259711689424282,898,full_oisst_domain,2013,hierarchical_additive,current_plus_trajectory
0.05,,0.24021686664971442,898,full_oisst_domain,2013,hierarchical_additive,current_plus_trajectory
1.0,,0.23428082615276624,898,full_oisst_domain,2013,hierarchical_additive,current_plus_trajectory
0.05,,0.27005352519204084,898,full_oisst_domain,2013,hierarchical_additive,trajectory_plus_oisst
0.2,,0.2680760513102689,898,full_oisst_domain,2013,hierarchical_additive,trajectory_plus_oisst
1.0,,0.2596066069145102,898,full_oisst_domain,2013,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
0.05,0.5,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
0.05,1.0,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
0.2,0.0,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
0.2,0.5,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
0.2,1.0,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
1.0,0.0,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
1.0,0.5,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
1.0,1.0,0.20059256857288355,905,full_oisst_domain,2014,elastic_net,current_only
0.05,1.0,0.20219943346956457,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
0.05,0.5,0.20167733223205797,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
0.05,0.0,0.1982151805027331,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
0.2,1.0,0.19708156091801343,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
1.0,1.0,0.1968925009604383,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
0.2,0.5,0.19689036932418502,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
1.0,0.5,0.1967285068112128,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
1.0,0.0,0.1966965619655774,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
0.2,0.0,0.19668811039644982,905,full_oisst_domain,2014,elastic_net,current_plus_trajectory
0.05,0.0,0.20402392022333612,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
0.05,0.5,0.20176490276594106,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
0.2,0.0,0.20126978775500703,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
0.2,0.5,0.2005922454281164,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
1.0,0.0,0.2003101257347045,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
1.0,0.5,0.20014856347740806,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
1.0,1.0,0.1999196324825223,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
0.2,1.0,0.19954636443424553,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
0.05,1.0,0.19954554360922386,905,full_oisst_domain,2014,elastic_net,trajectory_plus_oisst
0.2,,0.22625731954408743,905,full_oisst_domain,2014,hierarchical_additive,current_only
1.0,,0.2224592646348562,905,full_oisst_domain,2014,hierarchical_additive,current_only
0.05,,0.21677606627598425,905,full_oisst_domain,2014,hierarchical_additive,current_only
0.05,,0.20621597416728243,905,full_oisst_domain,2014,hierarchical_additive,current_plus_trajectory
0.2,,0.20367640378005147,905,full_oisst_domain,2014,hierarchical_additive,current_plus_trajectory
1.0,,0.19403680377179514,905,full_oisst_domain,2014,hierarchical_additive,current_plus_trajectory
0.05,,0.2585466785969434,905,full_oisst_domain,2014,hierarchical_additive,trajectory_plus_oisst
0.2,,0.2507310461259223,905,full_oisst_domain,2014,hierarchical_additive,trajectory_plus_oisst
1.0,,0.23783428603618292,905,full_oisst_domain,2014,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
0.05,0.5,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
0.05,1.0,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
0.2,0.0,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
0.2,0.5,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
0.2,1.0,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
1.0,0.0,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
1.0,0.5,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
1.0,1.0,0.1950059835885308,918,full_oisst_domain,2015,elastic_net,current_only
0.05,0.0,0.2102335285105462,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
0.05,1.0,0.20973832789918637,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
0.2,0.5,0.20942223759129217,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
0.05,0.5,0.20935666520217458,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
0.2,0.0,0.20916518570567003,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
0.2,1.0,0.20893707128851088,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
1.0,1.0,0.20876936456754083,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
1.0,0.0,0.2087546490394654,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
1.0,0.5,0.20873705144391008,918,full_oisst_domain,2015,elastic_net,current_plus_trajectory
0.05,0.0,0.19376639186037262,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
0.05,0.5,0.19260486328854623,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
0.05,1.0,0.191959725189509,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
0.2,0.0,0.190022670413542,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
0.2,0.5,0.18959388202729457,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
1.0,0.0,0.18947915442679977,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
0.2,1.0,0.1893299467477669,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
1.0,0.5,0.18914026388246621,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
1.0,1.0,0.18903992119820237,918,full_oisst_domain,2015,elastic_net,trajectory_plus_oisst
0.2,,0.2268819381482876,918,full_oisst_domain,2015,hierarchical_additive,current_only
1.0,,0.22517180260721478,918,full_oisst_domain,2015,hierarchical_additive,current_only
0.05,,0.21868643107789518,918,full_oisst_domain,2015,hierarchical_additive,current_only
0.2,,0.2156431711593546,918,full_oisst_domain,2015,hierarchical_additive,current_plus_trajectory
0.05,,0.21543298468772468,918,full_oisst_domain,2015,hierarchical_additive,current_plus_trajectory
1.0,,0.21215352957004016,918,full_oisst_domain,2015,hierarchical_additive,current_plus_trajectory
0.05,,0.24013037722639638,918,full_oisst_domain,2015,hierarchical_additive,trajectory_plus_oisst
0.2,,0.23573172105733398,918,full_oisst_domain,2015,hierarchical_additive,trajectory_plus_oisst
1.0,,0.23172568577979688,918,full_oisst_domain,2015,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
0.05,0.5,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
0.05,1.0,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
0.2,0.0,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
0.2,0.5,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
0.2,1.0,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
1.0,0.0,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
1.0,0.5,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
1.0,1.0,0.12894412067250502,881,full_oisst_domain,2016,elastic_net,current_only
1.0,0.0,0.14003935608635595,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
0.2,0.0,0.13985821034977225,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
1.0,0.5,0.13983829231351505,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
0.05,0.0,0.13979578500140408,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
1.0,1.0,0.13952034150775444,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
0.2,0.5,0.1392914797858891,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
0.05,0.5,0.1383538614343123,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
0.2,1.0,0.13764714398242803,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
0.05,1.0,0.13755820578491312,881,full_oisst_domain,2016,elastic_net,current_plus_trajectory
1.0,0.0,0.15739295100156722,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
1.0,0.5,0.15701251765776097,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
1.0,1.0,0.1568340445474123,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.2,0.0,0.1566900546781891,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.2,0.5,0.15541138135257285,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.05,0.0,0.1550887870881648,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.2,1.0,0.1537774171898177,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.05,0.5,0.1537343611598311,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.05,1.0,0.1513679981109792,881,full_oisst_domain,2016,elastic_net,trajectory_plus_oisst
0.2,,0.20232275327251625,881,full_oisst_domain,2016,hierarchical_additive,current_only
1.0,,0.20128314735186467,881,full_oisst_domain,2016,hierarchical_additive,current_only
0.05,,0.19242396111785168,881,full_oisst_domain,2016,hierarchical_additive,current_only
1.0,,0.20046886691355711,881,full_oisst_domain,2016,hierarchical_additive,current_plus_trajectory
0.2,,0.19863308085756826,881,full_oisst_domain,2016,hierarchical_additive,current_plus_trajectory
0.05,,0.18565585581751423,881,full_oisst_domain,2016,hierarchical_additive,current_plus_trajectory
1.0,,0.22496325545605567,881,full_oisst_domain,2016,hierarchical_additive,trajectory_plus_oisst
0.2,,0.2212369930179796,881,full_oisst_domain,2016,hierarchical_additive,trajectory_plus_oisst
0.05,,0.20886199521919546,881,full_oisst_domain,2016,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
0.05,0.5,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
0.05,1.0,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
0.2,0.0,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
0.2,0.5,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
0.2,1.0,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
1.0,0.0,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
1.0,0.5,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
1.0,1.0,0.17541534474190468,778,full_oisst_domain,2017,elastic_net,current_only
1.0,0.0,0.19516222971129168,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.2,0.0,0.19515552345878207,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
1.0,1.0,0.19513293317342795,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
1.0,0.5,0.19512329828401484,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.2,0.5,0.19511870202925108,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.05,0.0,0.1950302981640332,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.2,1.0,0.19430127877550665,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.05,1.0,0.19361730751250605,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.05,0.5,0.1934464914466544,778,full_oisst_domain,2017,elastic_net,current_plus_trajectory
0.05,1.0,0.19460005257790614,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
0.05,0.5,0.19337519274341708,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
0.2,0.5,0.19178930937312733,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
0.2,1.0,0.1911340049017606,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
1.0,0.0,0.19038408978675223,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
1.0,0.5,0.19034621119203723,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
1.0,1.0,0.1903395359589485,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
0.2,0.0,0.1900016666428633,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
0.05,0.0,0.18904357144034312,778,full_oisst_domain,2017,elastic_net,trajectory_plus_oisst
0.2,,0.2303489170467102,778,full_oisst_domain,2017,hierarchical_additive,current_only
1.0,,0.230122169617985,778,full_oisst_domain,2017,hierarchical_additive,current_only
0.05,,0.21748827798199408,778,full_oisst_domain,2017,hierarchical_additive,current_only
1.0,,0.23068029015663938,778,full_oisst_domain,2017,hierarchical_additive,current_plus_trajectory
0.2,,0.2264953270693999,778,full_oisst_domain,2017,hierarchical_additive,current_plus_trajectory
0.05,,0.2144874503011931,778,full_oisst_domain,2017,hierarchical_additive,current_plus_trajectory
1.0,,0.23832245308555264,778,full_oisst_domain,2017,hierarchical_additive,trajectory_plus_oisst
0.2,,0.22632059858387024,778,full_oisst_domain,2017,hierarchical_additive,trajectory_plus_oisst
0.05,,0.21085067012106498,778,full_oisst_domain,2017,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
0.05,0.5,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
0.05,1.0,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
0.2,0.0,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
0.2,0.5,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
0.2,1.0,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
1.0,0.0,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
1.0,0.5,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
1.0,1.0,0.14305418197829475,736,full_oisst_domain,2018,elastic_net,current_only
0.2,0.0,0.1741728297209794,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
0.05,0.0,0.17417118544074003,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
1.0,0.0,0.17396520897468895,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
1.0,0.5,0.17395645745249436,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
1.0,1.0,0.17392438835773852,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
0.2,0.5,0.1736004878232895,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
0.05,1.0,0.1735279898331528,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
0.05,0.5,0.1733370818782618,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
0.2,1.0,0.17317963825659302,736,full_oisst_domain,2018,elastic_net,current_plus_trajectory
0.2,1.0,0.18539916340765536,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
1.0,0.0,0.1848425842867029,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
1.0,0.5,0.18472347836912698,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
1.0,1.0,0.1844937866467087,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
0.2,0.0,0.18435237380454747,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
0.2,0.5,0.1842363034923292,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
0.05,1.0,0.18422136357895172,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
0.05,0.5,0.18368162727882634,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
0.05,0.0,0.18286645642260568,736,full_oisst_domain,2018,elastic_net,trajectory_plus_oisst
1.0,,0.19214316776906637,736,full_oisst_domain,2018,hierarchical_additive,current_only
0.2,,0.19168437906489996,736,full_oisst_domain,2018,hierarchical_additive,current_only
0.05,,0.17859272883553254,736,full_oisst_domain,2018,hierarchical_additive,current_only
0.2,,0.1917725153133316,736,full_oisst_domain,2018,hierarchical_additive,current_plus_trajectory
1.0,,0.1909146731137585,736,full_oisst_domain,2018,hierarchical_additive,current_plus_trajectory
0.05,,0.1863560618586041,736,full_oisst_domain,2018,hierarchical_additive,current_plus_trajectory
1.0,,0.15080203823197016,736,full_oisst_domain,2018,hierarchical_additive,trajectory_plus_oisst
0.2,,0.13565501343506375,736,full_oisst_domain,2018,hierarchical_additive,trajectory_plus_oisst
0.05,,0.12841339676193952,736,full_oisst_domain,2018,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
0.05,0.5,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
0.05,1.0,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
0.2,0.0,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
0.2,0.5,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
0.2,1.0,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
1.0,0.0,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
1.0,0.5,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
1.0,1.0,0.12198879654386267,760,full_oisst_domain,2019,elastic_net,current_only
0.2,0.5,0.16589819302173595,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
1.0,0.0,0.16572913568215747,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
1.0,1.0,0.16572396259612973,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
0.2,1.0,0.1657210905197716,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
0.2,0.0,0.16569208680400327,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
1.0,0.5,0.1656313872342175,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
0.05,0.0,0.16556829594960923,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
0.05,0.5,0.16541495951145002,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
0.05,1.0,0.16447477286463155,760,full_oisst_domain,2019,elastic_net,current_plus_trajectory
0.05,1.0,0.16052513775631896,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
1.0,0.0,0.15894627343024306,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
0.05,0.5,0.15878380994235666,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
1.0,0.5,0.15868952406340534,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
1.0,1.0,0.1584527896286664,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
0.2,1.0,0.15841335540928078,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
0.2,0.0,0.15838171744359583,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
0.05,0.0,0.1581891182965323,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
0.2,0.5,0.15795464854081337,760,full_oisst_domain,2019,elastic_net,trajectory_plus_oisst
0.2,,0.15867741555562379,760,full_oisst_domain,2019,hierarchical_additive,current_only
1.0,,0.15508819156621081,760,full_oisst_domain,2019,hierarchical_additive,current_only
0.05,,0.15053442028029634,760,full_oisst_domain,2019,hierarchical_additive,current_only
0.05,,0.16791140953215225,760,full_oisst_domain,2019,hierarchical_additive,current_plus_trajectory
0.2,,0.16228419094100402,760,full_oisst_domain,2019,hierarchical_additive,current_plus_trajectory
1.0,,0.1542579645043823,760,full_oisst_domain,2019,hierarchical_additive,current_plus_trajectory
1.0,,0.14238082448086767,760,full_oisst_domain,2019,hierarchical_additive,trajectory_plus_oisst
0.05,,0.1384407477857378,760,full_oisst_domain,2019,hierarchical_additive,trajectory_plus_oisst
0.2,,0.1379588455588325,760,full_oisst_domain,2019,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
0.05,0.5,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
0.05,1.0,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
0.2,0.0,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
0.2,0.5,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
0.2,1.0,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
1.0,0.0,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
1.0,0.5,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
1.0,1.0,0.10372216619529827,727,full_oisst_domain,2020,elastic_net,current_only
0.2,1.0,0.15484367754328912,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
0.05,0.0,0.15427419771852047,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
0.2,0.5,0.15412732857907974,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
0.05,0.5,0.15402174828272916,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
0.2,0.0,0.15393606760572429,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
1.0,0.0,0.15389618952105932,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
1.0,0.5,0.15387155834947341,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
1.0,1.0,0.1537144352896892,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
0.05,1.0,0.15165277507169936,727,full_oisst_domain,2020,elastic_net,current_plus_trajectory
0.05,0.0,0.1489999809261639,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
0.05,1.0,0.14771692055177868,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
0.2,0.5,0.14724333195033265,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
0.2,0.0,0.14686945059143208,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
0.05,0.5,0.14679295691307376,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
0.2,1.0,0.14615083892123537,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
1.0,1.0,0.14579063487762986,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
1.0,0.0,0.1452822402048943,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
1.0,0.5,0.14516131722847683,727,full_oisst_domain,2020,elastic_net,trajectory_plus_oisst
1.0,,0.14505088207604885,727,full_oisst_domain,2020,hierarchical_additive,current_only
0.2,,0.14175605873383576,727,full_oisst_domain,2020,hierarchical_additive,current_only
0.05,,0.13398815435222824,727,full_oisst_domain,2020,hierarchical_additive,current_only
0.05,,0.16329246302133998,727,full_oisst_domain,2020,hierarchical_additive,current_plus_trajectory
0.2,,0.15577895727021454,727,full_oisst_domain,2020,hierarchical_additive,current_plus_trajectory
1.0,,0.1405539353514736,727,full_oisst_domain,2020,hierarchical_additive,current_plus_trajectory
0.05,,0.1365697811776723,727,full_oisst_domain,2020,hierarchical_additive,trajectory_plus_oisst
0.2,,0.1308221030649608,727,full_oisst_domain,2020,hierarchical_additive,trajectory_plus_oisst
1.0,,0.1263423123586712,727,full_oisst_domain,2020,hierarchical_additive,trajectory_plus_oisst
0.05,0.0,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
0.05,0.5,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
0.05,1.0,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
0.2,0.0,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
0.2,0.5,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
0.2,1.0,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
1.0,0.0,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
1.0,0.5,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
1.0,1.0,0.09514142653865028,715,full_oisst_domain,2021,elastic_net,current_only
0.05,0.5,0.14621628250085136,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
0.2,1.0,0.14616330235718097,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
0.05,1.0,0.14407679761927814,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
0.2,0.5,0.14252070432304667,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
0.2,0.0,0.14241018282044046,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
0.05,0.0,0.14239460137546459,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
1.0,1.0,0.142228412200152,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
1.0,0.5,0.14113906195610867,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
1.0,0.0,0.14100916090594967,715,full_oisst_domain,2021,elastic_net,current_plus_trajectory
0.05,0.5,0.1455780602514511,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
0.05,1.0,0.14336472524179886,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
0.05,0.0,0.14265281466526672,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
0.2,1.0,0.14137275670793623,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
0.2,0.5,0.14098802515616002,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
0.2,0.0,0.14018831932686168,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
1.0,0.5,0.13983426890657677,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
1.0,0.0,0.13983167704276753,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
1.0,1.0,0.1396903972139585,715,full_oisst_domain,2021,elastic_net,trajectory_plus_oisst
1.0,,0.12897461718232003,715,full_oisst_domain,2021,hierarchical_additive,current_only
0.2,,0.12374863023419484,715,full_oisst_domain,2021,hierarchical_additive,current_only
