domain,model_family,feature_set,year,n,events,prevalence,ap,ap_lift
full_oisst_domain,elastic_net,trajectory_plus_oisst,2009,341,163,0.4780058651026393,0.5425983769128015,0.06459251181016223
full_oisst_domain,elastic_net,trajectory_plus_oisst,2010,328,162,0.49390243902439024,0.668277357445878,0.17437491842148778
full_oisst_domain,elastic_net,trajectory_plus_oisst,2011,280,109,0.3892857142857143,0.571500178501175,0.18221446421546067
full_oisst_domain,elastic_net,trajectory_plus_oisst,2012,290,63,0.21724137931034482,0.5612632628605844,0.34402188355023955
full_oisst_domain,elastic_net,trajectory_plus_oisst,2013,335,213,0.6358208955223881,0.7130393251137583,0.07721842959137026
full_oisst_domain,elastic_net,trajectory_plus_oisst,2014,293,116,0.39590443686006827,0.5522115803052488,0.15630714344518049
full_oisst_domain,elastic_net,trajectory_plus_oisst,2015,253,123,0.48616600790513836,0.7064574848684068,0.2202914769632684
full_oisst_domain,elastic_net,trajectory_plus_oisst,2016,232,80,0.3448275862068966,0.5564046154563194,0.2115770292494228
full_oisst_domain,elastic_net,trajectory_plus_oisst,2017,251,49,0.1952191235059761,0.3079449249306929,0.11272580142471683
full_oisst_domain,elastic_net,trajectory_plus_oisst,2018,277,208,0.7509025270758123,0.8892805309958851,0.13837800392007282
full_oisst_domain,elastic_net,trajectory_plus_oisst,2019,199,63,0.3165829145728643,0.52212258988986,0.20553967531699574
full_oisst_domain,elastic_net,trajectory_plus_oisst,2020,239,90,0.37656903765690375,0.5017417909928971,0.12517275333599331
full_oisst_domain,elastic_net,trajectory_plus_oisst,2021,229,83,0.3624454148471616,0.5084078355241626,0.145962420677001
full_oisst_domain,elastic_net,trajectory_plus_oisst,2022,225,150,0.6666666666666666,0.8111525977432508,0.14448593107658414
full_oisst_domain,elastic_net,trajectory_plus_oisst,2023,179,32,0.1787709497206704,0.34134075053473545,0.16256980081406505
full_oisst_domain,elastic_net,trajectory_plus_oisst,2024,204,51,0.25,0.37007417446298163,0.12007417446298163
full_oisst_domain,hierarchical_additive,current_only,2005,312,186,0.5961538461538461,0.7935198933086357,0.19736604715478956
full_oisst_domain,hierarchical_additive,current_only,2006,285,54,0.18947368421052632,0.5190054903766149,0.32953180616608857
full_oisst_domain,hierarchical_additive,current_only,2007,328,94,0.2865853658536585,0.5618638543436669,0.2752784884900084
full_oisst_domain,hierarchical_additive,current_only,2008,331,95,0.28700906344410876,0.49397215022273644,0.20696308677862768
full_oisst_domain,hierarchical_additive,current_only,2009,341,163,0.4780058651026393,0.572012058713959,0.09400619361131968
full_oisst_domain,hierarchical_additive,current_only,2010,328,162,0.49390243902439024,0.7030413413281433,0.2091389023037531
full_oisst_domain,hierarchical_additive,current_only,2011,280,109,0.3892857142857143,0.6462676404809063,0.25698192619519206
full_oisst_domain,hierarchical_additive,current_only,2012,290,63,0.21724137931034482,0.5187166581255008,0.301475278815156
full_oisst_domain,hierarchical_additive,current_only,2013,335,213,0.6358208955223881,0.7554015459823308,0.1195806504599427
full_oisst_domain,hierarchical_additive,current_only,2014,293,116,0.39590443686006827,0.6689440507545847,0.2730396138945165
full_oisst_domain,hierarchical_additive,current_only,2015,253,123,0.48616600790513836,0.7021265440190195,0.21596053611388116
full_oisst_domain,hierarchical_additive,current_only,2016,232,80,0.3448275862068966,0.5304588531712181,0.18563126696432153
full_oisst_domain,hierarchical_additive,current_only,2017,251,49,0.1952191235059761,0.35462840483886227,0.15940928133288618
full_oisst_domain,hierarchical_additive,current_only,2018,277,208,0.7509025270758123,0.8787353919203582,0.12783286484454592
full_oisst_domain,hierarchical_additive,current_only,2019,199,63,0.3165829145728643,0.4364428573428686,0.11985994277000428
full_oisst_domain,hierarchical_additive,current_only,2020,239,90,0.37656903765690375,0.4964917506757013,0.11992271301879753
full_oisst_domain,hierarchical_additive,current_only,2021,229,83,0.3624454148471616,0.4855991144771513,0.12315369962998973
full_oisst_domain,hierarchical_additive,current_only,2022,225,150,0.6666666666666666,0.778227474595634,0.11156080792896739
full_oisst_domain,hierarchical_additive,current_only,2023,179,32,0.1787709497206704,0.2595302383356553,0.08075928861498491
full_oisst_domain,hierarchical_additive,current_only,2024,204,51,0.25,0.4320889728737331,0.1820889728737331
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2005,312,186,0.5961538461538461,0.7815198023547743,0.1853659562009281
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2006,285,54,0.18947368421052632,0.5659869752891403,0.376513291078614
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2007,328,94,0.2865853658536585,0.576915723690786,0.2903303578371275
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2008,331,95,0.28700906344410876,0.521873036987907,0.23486397354379823
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2009,341,163,0.4780058651026393,0.5529010410959092,0.07489517599326989
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2010,328,162,0.49390243902439024,0.7098224572368494,0.2159200182124592
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2011,280,109,0.3892857142857143,0.6071062147535736,0.21782050046785933
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2012,290,63,0.21724137931034482,0.4899479014452469,0.2727065221349021
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2013,335,213,0.6358208955223881,0.7569345211941381,0.12111362567174999
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2014,293,116,0.39590443686006827,0.6362374110161415,0.24033297415607324
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2015,253,123,0.48616600790513836,0.6941290621005808,0.20796305419544242
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2016,232,80,0.3448275862068966,0.5301230018117478,0.1852954156048512
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2017,251,49,0.1952191235059761,0.35467739708421075,0.15945827357823467
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2018,277,208,0.7509025270758123,0.887081625424654,0.13617909834884168
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2019,199,63,0.3165829145728643,0.4988847085605953,0.182301793987731
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2020,239,90,0.37656903765690375,0.487833696028406,0.11126465837150223
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2021,229,83,0.3624454148471616,0.49007962969537877,0.1276342148482172
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2022,225,150,0.6666666666666666,0.8242559044313205,0.15758923776465383
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2023,179,32,0.1787709497206704,0.2786765234874124,0.099905573766742
full_oisst_domain,hierarchical_additive,current_plus_trajectory,2024,204,51,0.25,0.434343938523468,0.18434393852346798
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2005,312,186,0.5961538461538461,0.7639079012660775,0.1677540551122314
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2006,285,54,0.18947368421052632,0.49198914014108663,0.3025154559305603
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2007,328,94,0.2865853658536585,0.5425387400340649,0.25595337418040637
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2008,331,95,0.28700906344410876,0.5469716336303103,0.25996257018620156
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2009,341,163,0.4780058651026393,0.5664205530417016,0.08841468793906226
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2010,328,162,0.49390243902439024,0.6924329540814163,0.198530515057026
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2011,280,109,0.3892857142857143,0.6519465846591208,0.2626608703734065
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2012,290,63,0.21724137931034482,0.5749037921899764,0.35766241287963163
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2013,335,213,0.6358208955223881,0.7678695104632307,0.13204861494084263
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2014,293,116,0.39590443686006827,0.6174796020351763,0.221575165175108
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2015,253,123,0.48616600790513836,0.6064175646995987,0.12025155679446037
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2016,232,80,0.3448275862068966,0.5057821399068034,0.16095455369990685
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2017,251,49,0.1952191235059761,0.33972540797234113,0.14450628446636504
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2018,277,208,0.7509025270758123,0.8550763983446046,0.1041738712687923
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2019,199,63,0.3165829145728643,0.4373293580723192,0.1207464434994549
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2020,239,90,0.37656903765690375,0.5423193780245243,0.1657503403676206
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2021,229,83,0.3624454148471616,0.5864897457093747,0.22404433086221315
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2022,225,150,0.6666666666666666,0.7255549343107008,0.05888826764403421
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2023,179,32,0.1787709497206704,0.33725413734582255,0.15848318762515215
full_oisst_domain,hierarchical_additive,trajectory_plus_oisst,2024,204,51,0.25,0.3768588277222901,0.12685882772229012
full_oisst_domain,lambdamart_ranker,current_only,2005,312,186,0.5961538461538461,0.7632573942975897,0.1671035481437435
full_oisst_domain,lambdamart_ranker,current_only,2006,285,54,0.18947368421052632,0.4446458202102992,0.25517213599977284
full_oisst_domain,lambdamart_ranker,current_only,2007,328,94,0.2865853658536585,0.5429951642182369,0.2564097983645784
full_oisst_domain,lambdamart_ranker,current_only,2008,331,95,0.28700906344410876,0.5304102751820908,0.24340121173798207
full_oisst_domain,lambdamart_ranker,current_only,2009,341,163,0.4780058651026393,0.600855663836543,0.12284979873390367
full_oisst_domain,lambdamart_ranker,current_only,2010,328,162,0.49390243902439024,0.643949141489436,0.1500467024650458
full_oisst_domain,lambdamart_ranker,current_only,2011,280,109,0.3892857142857143,0.579152165211172,0.18986645092545767
full_oisst_domain,lambdamart_ranker,current_only,2012,290,63,0.21724137931034482,0.5485563784054277,0.3313149990950829
full_oisst_domain,lambdamart_ranker,current_only,2013,335,213,0.6358208955223881,0.7344824407517204,0.09866154522933235
full_oisst_domain,lambdamart_ranker,current_only,2014,293,116,0.39590443686006827,0.6054911757788938,0.2095867389188255
full_oisst_domain,lambdamart_ranker,current_only,2015,253,123,0.48616600790513836,0.6561588791457261,0.16999287124058776
full_oisst_domain,lambdamart_ranker,current_only,2016,232,80,0.3448275862068966,0.5067424955488767,0.16191490934198016
full_oisst_domain,lambdamart_ranker,current_only,2017,251,49,0.1952191235059761,0.2988725704666122,0.10365344696063611
full_oisst_domain,lambdamart_ranker,current_only,2018,277,208,0.7509025270758123,0.8185126939136381,0.06761016683782584
full_oisst_domain,lambdamart_ranker,current_only,2019,199,63,0.3165829145728643,0.4967798523867766,0.18019693781391227
full_oisst_domain,lambdamart_ranker,current_only,2020,239,90,0.37656903765690375,0.42651461199688817,0.04994557433998442
full_oisst_domain,lambdamart_ranker,current_only,2021,229,83,0.3624454148471616,0.45723707431680216,0.09479165946964058
full_oisst_domain,lambdamart_ranker,current_only,2022,225,150,0.6666666666666666,0.798285495051354,0.13161882838468741
full_oisst_domain,lambdamart_ranker,current_only,2023,179,32,0.1787709497206704,0.23586304876506625,0.057092099044395855
full_oisst_domain,lambdamart_ranker,current_only,2024,204,51,0.25,0.3563475468974217,0.10634754689742171
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2005,312,186,0.5961538461538461,0.7547045940165231,0.15855074786267698
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2006,285,54,0.18947368421052632,0.4838687086807151,0.2943950244701887
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2007,328,94,0.2865853658536585,0.5761521547819475,0.28956678892828897
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2008,331,95,0.28700906344410876,0.51969053268767,0.2326814692435612
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2009,341,163,0.4780058651026393,0.619151006824884,0.14114514172224468
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2010,328,162,0.49390243902439024,0.692895058200584,0.1989926191761937
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2011,280,109,0.3892857142857143,0.5749814331939183,0.18569571890820397
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2012,290,63,0.21724137931034482,0.5770650283814653,0.3598236490711205
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2013,335,213,0.6358208955223881,0.7412466157628883,0.10542572024050023
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2014,293,116,0.39590443686006827,0.6131761006373637,0.21727166377729545
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2015,253,123,0.48616600790513836,0.677343230301238,0.19117722239609963
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2016,232,80,0.3448275862068966,0.5197663675048808,0.17493878129798424
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2017,251,49,0.1952191235059761,0.35310944290117774,0.15789031939520165
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2018,277,208,0.7509025270758123,0.876126174622438,0.12522364754662574
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2019,199,63,0.3165829145728643,0.5056579815653935,0.18907506699252924
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2020,239,90,0.37656903765690375,0.46296028098089714,0.0863912433239934
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2021,229,83,0.3624454148471616,0.5502006789799434,0.18775526413278182
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2022,225,150,0.6666666666666666,0.8478019158596799,0.18113524919301327
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2023,179,32,0.1787709497206704,0.38310517936508,0.2043342296444096
full_oisst_domain,lambdamart_ranker,current_plus_trajectory,2024,204,51,0.25,0.3615110441163277,0.11151104411632767
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2005,312,186,0.5961538461538461,0.7111486902999175,0.1149948441460713
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2006,285,54,0.18947368421052632,0.433202935461679,0.24372925125115266
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2007,328,94,0.2865853658536585,0.505320067483217,0.2187347016295585
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2008,331,95,0.28700906344410876,0.5052005529267497,0.21819148948264094
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2009,341,163,0.4780058651026393,0.6350057946143259,0.15699992951168662
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2010,328,162,0.49390243902439024,0.6226641769850719,0.1287617379606817
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2011,280,109,0.3892857142857143,0.5762638424880722,0.18697812820235787
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2012,290,63,0.21724137931034482,0.601014213356012,0.3837728340456672
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2013,335,213,0.6358208955223881,0.7369728248911749,0.10115192936878681
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2014,293,116,0.39590443686006827,0.6151943464866041,0.21928990962653583
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2015,253,123,0.48616600790513836,0.7095716042852496,0.2234055963801112
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2016,232,80,0.3448275862068966,0.5268559672026081,0.1820283809957115
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2017,251,49,0.1952191235059761,0.343691516468509,0.1484723929625329
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2018,277,208,0.7509025270758123,0.8336327320351895,0.08273020495937722
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2019,199,63,0.3165829145728643,0.5327209954075598,0.2161380808346955
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2020,239,90,0.37656903765690375,0.4536013960387019,0.07703235838179817
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2021,229,83,0.3624454148471616,0.570397943325608,0.20795252847844642
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2022,225,150,0.6666666666666666,0.7959464238596567,0.12927975719299012
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2023,179,32,0.1787709497206704,0.36468686797529487,0.18591591825462447
full_oisst_domain,lambdamart_ranker,trajectory_plus_oisst,2024,204,51,0.25,0.3492407365587426,0.0992407365587426
upwelling_supported_domain,elastic_net,current_only,2005,207,129,0.6231884057971014,0.7601110328863905,0.13692262708928904
upwelling_supported_domain,elastic_net,current_only,2006,191,39,0.20418848167539266,0.5792491175200725,0.3750606358446798
upwelling_supported_domain,elastic_net,current_only,2007,217,71,0.3271889400921659,0.5811360364221532,0.25394709632998724
upwelling_supported_domain,elastic_net,current_only,2008,216,61,0.2824074074074074,0.5178580224455359,0.23545061503812853
upwelling_supported_domain,elastic_net,current_only,2009,228,99,0.4342105263157895,0.5764434558203898,0.14223292950460031
upwelling_supported_domain,elastic_net,current_only,2010,225,136,0.6044444444444445,0.7720691700935822,0.16762472564913777
upwelling_supported_domain,elastic_net,current_only,2011,186,65,0.34946236559139787,0.5469418377154118,0.19747947212401396
upwelling_supported_domain,elastic_net,current_only,2012,196,28,0.14285714285714285,0.5127320656231433,0.3698749227660005
upwelling_supported_domain,elastic_net,current_only,2013,230,185,0.8043478260869565,0.8139215084429595,0.009573682356002977
upwelling_supported_domain,elastic_net,current_only,2014,188,73,0.3882978723404255,0.436919166998486,0.04862129465806048
upwelling_supported_domain,elastic_net,current_only,2015,163,53,0.32515337423312884,0.46032967451020684,0.135176300277078
upwelling_supported_domain,elastic_net,current_only,2016,168,71,0.4226190476190476,0.6801538960674605,0.25753484844841285
upwelling_supported_domain,elastic_net,current_only,2017,175,36,0.2057142857142857,0.25514153376400317,0.04942724804971746
