domain,model_family,feature_set,budget_fraction,year,n_candidates,selected_n,events,true_positives,precision,recall
full_oisst_domain,random_forest,current_only,0.05,2023,87,5,14,2,0.4,0.14285714285714285
full_oisst_domain,random_forest,current_only,0.05,2024,102,6,17,0,0.0,0.0
full_oisst_domain,random_forest,current_only,0.1,2005,144,15,89,12,0.8,0.1348314606741573
full_oisst_domain,random_forest,current_only,0.1,2006,133,14,19,7,0.5,0.3684210526315789
full_oisst_domain,random_forest,current_only,0.1,2007,158,16,47,10,0.625,0.2127659574468085
full_oisst_domain,random_forest,current_only,0.1,2008,160,16,40,10,0.625,0.25
full_oisst_domain,random_forest,current_only,0.1,2009,160,16,79,9,0.5625,0.11392405063291139
full_oisst_domain,random_forest,current_only,0.1,2010,158,16,77,9,0.5625,0.11688311688311688
full_oisst_domain,random_forest,current_only,0.1,2011,141,15,51,10,0.6666666666666666,0.19607843137254902
full_oisst_domain,random_forest,current_only,0.1,2012,144,15,26,9,0.6,0.34615384615384615
full_oisst_domain,random_forest,current_only,0.1,2013,159,16,97,14,0.875,0.14432989690721648
full_oisst_domain,random_forest,current_only,0.1,2014,144,15,53,11,0.7333333333333333,0.20754716981132076
full_oisst_domain,random_forest,current_only,0.1,2015,120,12,59,8,0.6666666666666666,0.13559322033898305
full_oisst_domain,random_forest,current_only,0.1,2016,111,12,37,9,0.75,0.24324324324324326
full_oisst_domain,random_forest,current_only,0.1,2017,122,13,17,4,0.3076923076923077,0.23529411764705882
full_oisst_domain,random_forest,current_only,0.1,2018,134,14,104,14,1.0,0.1346153846153846
full_oisst_domain,random_forest,current_only,0.1,2019,93,10,29,8,0.8,0.27586206896551724
full_oisst_domain,random_forest,current_only,0.1,2020,117,12,41,7,0.5833333333333334,0.17073170731707318
full_oisst_domain,random_forest,current_only,0.1,2021,117,12,38,6,0.5,0.15789473684210525
full_oisst_domain,random_forest,current_only,0.1,2022,110,11,74,9,0.8181818181818182,0.12162162162162163
full_oisst_domain,random_forest,current_only,0.1,2023,87,9,14,2,0.2222222222222222,0.14285714285714285
full_oisst_domain,random_forest,current_only,0.1,2024,102,11,17,0,0.0,0.0
full_oisst_domain,random_forest,current_only,0.2,2005,144,29,89,23,0.7931034482758621,0.25842696629213485
full_oisst_domain,random_forest,current_only,0.2,2006,133,27,19,9,0.3333333333333333,0.47368421052631576
full_oisst_domain,random_forest,current_only,0.2,2007,158,32,47,17,0.53125,0.3617021276595745
full_oisst_domain,random_forest,current_only,0.2,2008,160,32,40,17,0.53125,0.425
full_oisst_domain,random_forest,current_only,0.2,2009,160,32,79,17,0.53125,0.21518987341772153
full_oisst_domain,random_forest,current_only,0.2,2010,158,32,77,22,0.6875,0.2857142857142857
full_oisst_domain,random_forest,current_only,0.2,2011,141,29,51,18,0.6206896551724138,0.35294117647058826
full_oisst_domain,random_forest,current_only,0.2,2012,144,29,26,14,0.4827586206896552,0.5384615384615384
full_oisst_domain,random_forest,current_only,0.2,2013,159,32,97,25,0.78125,0.25773195876288657
full_oisst_domain,random_forest,current_only,0.2,2014,144,29,53,18,0.6206896551724138,0.33962264150943394
full_oisst_domain,random_forest,current_only,0.2,2015,120,24,59,19,0.7916666666666666,0.3220338983050847
full_oisst_domain,random_forest,current_only,0.2,2016,111,23,37,13,0.5652173913043478,0.35135135135135137
full_oisst_domain,random_forest,current_only,0.2,2017,122,25,17,6,0.24,0.35294117647058826
full_oisst_domain,random_forest,current_only,0.2,2018,134,27,104,27,1.0,0.25961538461538464
full_oisst_domain,random_forest,current_only,0.2,2019,93,19,29,12,0.631578947368421,0.41379310344827586
full_oisst_domain,random_forest,current_only,0.2,2020,117,24,41,9,0.375,0.21951219512195122
full_oisst_domain,random_forest,current_only,0.2,2021,117,24,38,15,0.625,0.39473684210526316
full_oisst_domain,random_forest,current_only,0.2,2022,110,22,74,20,0.9090909090909091,0.2702702702702703
full_oisst_domain,random_forest,current_only,0.2,2023,87,18,14,5,0.2777777777777778,0.35714285714285715
full_oisst_domain,random_forest,current_only,0.2,2024,102,21,17,2,0.09523809523809523,0.11764705882352941
full_oisst_domain,random_forest,current_only,0.3,2005,144,44,89,32,0.7272727272727273,0.3595505617977528
full_oisst_domain,random_forest,current_only,0.3,2006,133,40,19,9,0.225,0.47368421052631576
full_oisst_domain,random_forest,current_only,0.3,2007,158,48,47,24,0.5,0.5106382978723404
full_oisst_domain,random_forest,current_only,0.3,2008,160,48,40,22,0.4583333333333333,0.55
full_oisst_domain,random_forest,current_only,0.3,2009,160,48,79,28,0.5833333333333334,0.35443037974683544
full_oisst_domain,random_forest,current_only,0.3,2010,158,48,77,32,0.6666666666666666,0.4155844155844156
full_oisst_domain,random_forest,current_only,0.3,2011,141,43,51,24,0.5581395348837209,0.47058823529411764
full_oisst_domain,random_forest,current_only,0.3,2012,144,44,26,16,0.36363636363636365,0.6153846153846154
full_oisst_domain,random_forest,current_only,0.3,2013,159,48,97,37,0.7708333333333334,0.38144329896907214
full_oisst_domain,random_forest,current_only,0.3,2014,144,44,53,25,0.5681818181818182,0.4716981132075472
full_oisst_domain,random_forest,current_only,0.3,2015,120,36,59,26,0.7222222222222222,0.4406779661016949
full_oisst_domain,random_forest,current_only,0.3,2016,111,34,37,20,0.5882352941176471,0.5405405405405406
full_oisst_domain,random_forest,current_only,0.3,2017,122,37,17,6,0.16216216216216217,0.35294117647058826
full_oisst_domain,random_forest,current_only,0.3,2018,134,41,104,37,0.9024390243902439,0.3557692307692308
full_oisst_domain,random_forest,current_only,0.3,2019,93,28,29,16,0.5714285714285714,0.5517241379310345
full_oisst_domain,random_forest,current_only,0.3,2020,117,36,41,12,0.3333333333333333,0.2926829268292683
full_oisst_domain,random_forest,current_only,0.3,2021,117,36,38,20,0.5555555555555556,0.5263157894736842
full_oisst_domain,random_forest,current_only,0.3,2022,110,33,74,29,0.8787878787878788,0.3918918918918919
full_oisst_domain,random_forest,current_only,0.3,2023,87,27,14,6,0.2222222222222222,0.42857142857142855
full_oisst_domain,random_forest,current_only,0.3,2024,102,31,17,6,0.1935483870967742,0.35294117647058826
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2005,144,8,89,6,0.75,0.06741573033707865
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2006,133,7,19,4,0.5714285714285714,0.21052631578947367
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2007,158,8,47,6,0.75,0.1276595744680851
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2008,160,8,40,6,0.75,0.15
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2009,160,8,79,7,0.875,0.08860759493670886
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2010,158,8,77,6,0.75,0.07792207792207792
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2011,141,8,51,4,0.5,0.0784313725490196
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2012,144,8,26,7,0.875,0.2692307692307692
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2013,159,8,97,6,0.75,0.061855670103092786
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2014,144,8,53,6,0.75,0.11320754716981132
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2015,120,6,59,6,1.0,0.1016949152542373
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2016,111,6,37,5,0.8333333333333334,0.13513513513513514
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2017,122,7,17,2,0.2857142857142857,0.11764705882352941
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2018,134,7,104,7,1.0,0.0673076923076923
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2019,93,5,29,4,0.8,0.13793103448275862
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2020,117,6,41,4,0.6666666666666666,0.0975609756097561
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2021,117,6,38,4,0.6666666666666666,0.10526315789473684
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2022,110,6,74,6,1.0,0.08108108108108109
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2023,87,5,14,2,0.4,0.14285714285714285
full_oisst_domain,random_forest,current_plus_trajectory,0.05,2024,102,6,17,0,0.0,0.0
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2005,144,15,89,12,0.8,0.1348314606741573
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2006,133,14,19,7,0.5,0.3684210526315789
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2007,158,16,47,13,0.8125,0.2765957446808511
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2008,160,16,40,11,0.6875,0.275
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2009,160,16,79,12,0.75,0.1518987341772152
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2010,158,16,77,12,0.75,0.15584415584415584
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2011,141,15,51,9,0.6,0.17647058823529413
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2012,144,15,26,9,0.6,0.34615384615384615
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2013,159,16,97,11,0.6875,0.1134020618556701
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2014,144,15,53,11,0.7333333333333333,0.20754716981132076
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2015,120,12,59,10,0.8333333333333334,0.1694915254237288
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2016,111,12,37,9,0.75,0.24324324324324326
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2017,122,13,17,3,0.23076923076923078,0.17647058823529413
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2018,134,14,104,14,1.0,0.1346153846153846
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2019,93,10,29,7,0.7,0.2413793103448276
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2020,117,12,41,6,0.5,0.14634146341463414
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2021,117,12,38,7,0.5833333333333334,0.18421052631578946
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2022,110,11,74,9,0.8181818181818182,0.12162162162162163
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2023,87,9,14,2,0.2222222222222222,0.14285714285714285
full_oisst_domain,random_forest,current_plus_trajectory,0.1,2024,102,11,17,1,0.09090909090909091,0.058823529411764705
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2005,144,29,89,24,0.8275862068965517,0.2696629213483146
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2006,133,27,19,12,0.4444444444444444,0.631578947368421
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2007,158,32,47,20,0.625,0.425531914893617
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2008,160,32,40,18,0.5625,0.45
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2009,160,32,79,19,0.59375,0.24050632911392406
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2010,158,32,77,21,0.65625,0.2727272727272727
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2011,141,29,51,18,0.6206896551724138,0.35294117647058826
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2012,144,29,26,13,0.4482758620689655,0.5
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2013,159,32,97,24,0.75,0.24742268041237114
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2014,144,29,53,20,0.6896551724137931,0.37735849056603776
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2015,120,24,59,19,0.7916666666666666,0.3220338983050847
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2016,111,23,37,15,0.6521739130434783,0.40540540540540543
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2017,122,25,17,5,0.2,0.29411764705882354
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2018,134,27,104,26,0.9629629629629629,0.25
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2019,93,19,29,13,0.6842105263157895,0.4482758620689655
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2020,117,24,41,10,0.4166666666666667,0.24390243902439024
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2021,117,24,38,12,0.5,0.3157894736842105
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2022,110,22,74,19,0.8636363636363636,0.25675675675675674
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2023,87,18,14,5,0.2777777777777778,0.35714285714285715
full_oisst_domain,random_forest,current_plus_trajectory,0.2,2024,102,21,17,5,0.23809523809523808,0.29411764705882354
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2005,144,44,89,37,0.8409090909090909,0.4157303370786517
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2006,133,40,19,15,0.375,0.7894736842105263
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2007,158,48,47,25,0.5208333333333334,0.5319148936170213
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2008,160,48,40,22,0.4583333333333333,0.55
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2009,160,48,79,30,0.625,0.379746835443038
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2010,158,48,77,35,0.7291666666666666,0.45454545454545453
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2011,141,43,51,26,0.6046511627906976,0.5098039215686274
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2012,144,44,26,16,0.36363636363636365,0.6153846153846154
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2013,159,48,97,35,0.7291666666666666,0.36082474226804123
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2014,144,44,53,24,0.5454545454545454,0.4528301886792453
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2015,120,36,59,25,0.6944444444444444,0.423728813559322
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2016,111,34,37,20,0.5882352941176471,0.5405405405405406
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2017,122,37,17,8,0.21621621621621623,0.47058823529411764
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2018,134,41,104,36,0.8780487804878049,0.34615384615384615
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2019,93,28,29,18,0.6428571428571429,0.6206896551724138
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2020,117,36,41,15,0.4166666666666667,0.36585365853658536
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2021,117,36,38,15,0.4166666666666667,0.39473684210526316
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2022,110,33,74,29,0.8787878787878788,0.3918918918918919
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2023,87,27,14,7,0.25925925925925924,0.5
full_oisst_domain,random_forest,current_plus_trajectory,0.3,2024,102,31,17,7,0.22580645161290322,0.4117647058823529
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2005,144,8,89,8,1.0,0.0898876404494382
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2006,133,7,19,5,0.7142857142857143,0.2631578947368421
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2007,158,8,47,6,0.75,0.1276595744680851
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2008,160,8,40,6,0.75,0.15
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2009,160,8,79,6,0.75,0.0759493670886076
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2010,158,8,77,6,0.75,0.07792207792207792
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2011,141,8,51,5,0.625,0.09803921568627451
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2012,144,8,26,6,0.75,0.23076923076923078
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2013,159,8,97,6,0.75,0.061855670103092786
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2014,144,8,53,3,0.375,0.05660377358490566
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2015,120,6,59,6,1.0,0.1016949152542373
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2016,111,6,37,5,0.8333333333333334,0.13513513513513514
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2017,122,7,17,2,0.2857142857142857,0.11764705882352941
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2018,134,7,104,7,1.0,0.0673076923076923
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2019,93,5,29,4,0.8,0.13793103448275862
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2020,117,6,41,4,0.6666666666666666,0.0975609756097561
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2021,117,6,38,3,0.5,0.07894736842105263
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2022,110,6,74,5,0.8333333333333334,0.06756756756756757
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2023,87,5,14,2,0.4,0.14285714285714285
full_oisst_domain,random_forest,trajectory_plus_oisst,0.05,2024,102,6,17,0,0.0,0.0
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2005,144,15,89,13,0.8666666666666667,0.14606741573033707
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2006,133,14,19,7,0.5,0.3684210526315789
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2007,158,16,47,11,0.6875,0.23404255319148937
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2008,160,16,40,12,0.75,0.3
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2009,160,16,79,10,0.625,0.12658227848101267
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2010,158,16,77,11,0.6875,0.14285714285714285
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2011,141,15,51,11,0.7333333333333333,0.21568627450980393
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2012,144,15,26,10,0.6666666666666666,0.38461538461538464
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2013,159,16,97,13,0.8125,0.13402061855670103
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2014,144,15,53,6,0.4,0.11320754716981132
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2015,120,12,59,10,0.8333333333333334,0.1694915254237288
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2016,111,12,37,11,0.9166666666666666,0.2972972972972973
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2017,122,13,17,3,0.23076923076923078,0.17647058823529413
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2018,134,14,104,14,1.0,0.1346153846153846
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2019,93,10,29,7,0.7,0.2413793103448276
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2020,117,12,41,7,0.5833333333333334,0.17073170731707318
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2021,117,12,38,8,0.6666666666666666,0.21052631578947367
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2022,110,11,74,9,0.8181818181818182,0.12162162162162163
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2023,87,9,14,3,0.3333333333333333,0.21428571428571427
full_oisst_domain,random_forest,trajectory_plus_oisst,0.1,2024,102,11,17,1,0.09090909090909091,0.058823529411764705
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2005,144,29,89,25,0.8620689655172413,0.2808988764044944
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2006,133,27,19,10,0.37037037037037035,0.5263157894736842
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2007,158,32,47,21,0.65625,0.44680851063829785
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2008,160,32,40,17,0.53125,0.425
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2009,160,32,79,19,0.59375,0.24050632911392406
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2010,158,32,77,20,0.625,0.2597402597402597
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2011,141,29,51,19,0.6551724137931034,0.37254901960784315
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2012,144,29,26,15,0.5172413793103449,0.5769230769230769
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2013,159,32,97,25,0.78125,0.25773195876288657
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2014,144,29,53,12,0.41379310344827586,0.22641509433962265
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2015,120,24,59,20,0.8333333333333334,0.3389830508474576
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2016,111,23,37,17,0.7391304347826086,0.4594594594594595
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2017,122,25,17,6,0.24,0.35294117647058826
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2018,134,27,104,26,0.9629629629629629,0.25
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2019,93,19,29,14,0.7368421052631579,0.4827586206896552
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2020,117,24,41,12,0.5,0.2926829268292683
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2021,117,24,38,14,0.5833333333333334,0.3684210526315789
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2022,110,22,74,18,0.8181818181818182,0.24324324324324326
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2023,87,18,14,6,0.3333333333333333,0.42857142857142855
full_oisst_domain,random_forest,trajectory_plus_oisst,0.2,2024,102,21,17,5,0.23809523809523808,0.29411764705882354
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2005,144,44,89,34,0.7727272727272727,0.38202247191011235
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2006,133,40,19,11,0.275,0.5789473684210527
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2007,158,48,47,25,0.5208333333333334,0.5319148936170213
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2008,160,48,40,22,0.4583333333333333,0.55
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2009,160,48,79,29,0.6041666666666666,0.3670886075949367
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2010,158,48,77,34,0.7083333333333334,0.44155844155844154
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2011,141,43,51,23,0.5348837209302325,0.45098039215686275
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2012,144,44,26,17,0.38636363636363635,0.6538461538461539
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2013,159,48,97,38,0.7916666666666666,0.3917525773195876
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2014,144,44,53,20,0.45454545454545453,0.37735849056603776
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2015,120,36,59,25,0.6944444444444444,0.423728813559322
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2016,111,34,37,21,0.6176470588235294,0.5675675675675675
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2017,122,37,17,8,0.21621621621621623,0.47058823529411764
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2018,134,41,104,37,0.9024390243902439,0.3557692307692308
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2019,93,28,29,18,0.6428571428571429,0.6206896551724138
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2020,117,36,41,18,0.5,0.43902439024390244
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2021,117,36,38,19,0.5277777777777778,0.5
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2022,110,33,74,27,0.8181818181818182,0.36486486486486486
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2023,87,27,14,7,0.25925925925925924,0.5
full_oisst_domain,random_forest,trajectory_plus_oisst,0.3,2024,102,31,17,7,0.22580645161290322,0.4117647058823529
full_oisst_domain,xgboost,current_only,0.05,2005,144,8,89,7,0.875,0.07865168539325842
full_oisst_domain,xgboost,current_only,0.05,2006,133,7,19,4,0.5714285714285714,0.21052631578947367
full_oisst_domain,xgboost,current_only,0.05,2007,158,8,47,5,0.625,0.10638297872340426
full_oisst_domain,xgboost,current_only,0.05,2008,160,8,40,6,0.75,0.15
full_oisst_domain,xgboost,current_only,0.05,2009,160,8,79,4,0.5,0.05063291139240506
full_oisst_domain,xgboost,current_only,0.05,2010,158,8,77,6,0.75,0.07792207792207792
full_oisst_domain,xgboost,current_only,0.05,2011,141,8,51,5,0.625,0.09803921568627451
full_oisst_domain,xgboost,current_only,0.05,2012,144,8,26,6,0.75,0.23076923076923078
full_oisst_domain,xgboost,current_only,0.05,2013,159,8,97,7,0.875,0.07216494845360824
full_oisst_domain,xgboost,current_only,0.05,2014,144,8,53,6,0.75,0.11320754716981132
full_oisst_domain,xgboost,current_only,0.05,2015,120,6,59,5,0.8333333333333334,0.0847457627118644
full_oisst_domain,xgboost,current_only,0.05,2016,111,6,37,5,0.8333333333333334,0.13513513513513514
full_oisst_domain,xgboost,current_only,0.05,2017,122,7,17,2,0.2857142857142857,0.11764705882352941
full_oisst_domain,xgboost,current_only,0.05,2018,134,7,104,7,1.0,0.0673076923076923
full_oisst_domain,xgboost,current_only,0.05,2019,93,5,29,4,0.8,0.13793103448275862
full_oisst_domain,xgboost,current_only,0.05,2020,117,6,41,4,0.6666666666666666,0.0975609756097561
full_oisst_domain,xgboost,current_only,0.05,2021,117,6,38,2,0.3333333333333333,0.05263157894736842
full_oisst_domain,xgboost,current_only,0.05,2022,110,6,74,6,1.0,0.08108108108108109
full_oisst_domain,xgboost,current_only,0.05,2023,87,5,14,2,0.4,0.14285714285714285
full_oisst_domain,xgboost,current_only,0.05,2024,102,6,17,0,0.0,0.0
full_oisst_domain,xgboost,current_only,0.1,2005,144,15,89,12,0.8,0.1348314606741573
full_oisst_domain,xgboost,current_only,0.1,2006,133,14,19,7,0.5,0.3684210526315789
full_oisst_domain,xgboost,current_only,0.1,2007,158,16,47,12,0.75,0.2553191489361702
full_oisst_domain,xgboost,current_only,0.1,2008,160,16,40,10,0.625,0.25
full_oisst_domain,xgboost,current_only,0.1,2009,160,16,79,10,0.625,0.12658227848101267
full_oisst_domain,xgboost,current_only,0.1,2010,158,16,77,12,0.75,0.15584415584415584
full_oisst_domain,xgboost,current_only,0.1,2011,141,15,51,9,0.6,0.17647058823529413
full_oisst_domain,xgboost,current_only,0.1,2012,144,15,26,9,0.6,0.34615384615384615
full_oisst_domain,xgboost,current_only,0.1,2013,159,16,97,14,0.875,0.14432989690721648
full_oisst_domain,xgboost,current_only,0.1,2014,144,15,53,11,0.7333333333333333,0.20754716981132076
full_oisst_domain,xgboost,current_only,0.1,2015,120,12,59,10,0.8333333333333334,0.1694915254237288
full_oisst_domain,xgboost,current_only,0.1,2016,111,12,37,9,0.75,0.24324324324324326
full_oisst_domain,xgboost,current_only,0.1,2017,122,13,17,4,0.3076923076923077,0.23529411764705882
full_oisst_domain,xgboost,current_only,0.1,2018,134,14,104,14,1.0,0.1346153846153846
full_oisst_domain,xgboost,current_only,0.1,2019,93,10,29,9,0.9,0.3103448275862069
full_oisst_domain,xgboost,current_only,0.1,2020,117,12,41,6,0.5,0.14634146341463414
full_oisst_domain,xgboost,current_only,0.1,2021,117,12,38,6,0.5,0.15789473684210525
full_oisst_domain,xgboost,current_only,0.1,2022,110,11,74,9,0.8181818181818182,0.12162162162162163
full_oisst_domain,xgboost,current_only,0.1,2023,87,9,14,2,0.2222222222222222,0.14285714285714285
full_oisst_domain,xgboost,current_only,0.1,2024,102,11,17,1,0.09090909090909091,0.058823529411764705
full_oisst_domain,xgboost,current_only,0.2,2005,144,29,89,23,0.7931034482758621,0.25842696629213485
full_oisst_domain,xgboost,current_only,0.2,2006,133,27,19,9,0.3333333333333333,0.47368421052631576
full_oisst_domain,xgboost,current_only,0.2,2007,158,32,47,18,0.5625,0.3829787234042553
full_oisst_domain,xgboost,current_only,0.2,2008,160,32,40,16,0.5,0.4
