cell_id,region_group,year,event,model_family,score_current,score_trajectory,score_oisst,risk_percentile_current,risk_percentile_trajectory,risk_percentile_oisst,selected_at_budget_current,selected_at_budget_trajectory,selected_at_budget_oisst,false_negative_current,false_positive_current,false_negative_trajectory,false_positive_trajectory,false_negative_oisst,false_positive_oisst,trajectory_rank_quality_pp,oisst_signed_rank_gain_pp,oisst_brier_gain,trajectory_false_negative,trajectory_false_positive,n_sites,n_transects,median_match_distance_km,max_match_distance_km,grazing_log1p,grazing_log1p_iqr,rock_probability,rock_probability_iqr,depth_m,depth_m_iqr,kelp_species_contrast,kelp_species_contrast_iqr
westcoast_0110,Central California,2019,0,xgboost,0.236132875084877,0.287762314081192,0.3049953281879425,0.053763440860215055,0.46236559139784944,0.5591397849462365,False,False,False,0,0,0,0,0,0,3.7634408602150557,-9.677419354838706,-0.010215000811108155,0,0,6,36,3.1560007979811946,4.149333177071205,6.802848418912429,0.5553647219063045,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.0
westcoast_0110,Central California,2020,0,logistic,0.2780714674613929,0.256316920170766,0.2183436000589144,0.20512820512820512,0.1282051282051282,0.06837606837606838,False,False,False,0,0,0,0,0,0,37.17948717948718,5.982905982905981,0.018024435879139676,0,0,6,36,3.1560007979811946,4.149333177071205,6.642713756292398,1.4080353532565155,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.0
westcoast_0110,Central California,2020,0,random_forest,0.2831441250445533,0.2659002195293192,0.2310018220396365,0.36752136752136755,0.3504273504273504,0.15384615384615385,False,False,False,0,0,0,0,0,0,14.95726495726496,19.658119658119656,0.017341084960108236,0,0,6,36,3.1560007979811946,4.149333177071205,6.642713756292398,1.4080353532565155,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.0
westcoast_0110,Central California,2020,0,xgboost,0.2966682910919189,0.3745107650756836,0.2308263033628463,0.36752136752136755,0.7008547008547008,0.1794871794871795,False,False,False,0,0,0,0,0,0,-20.08547008547008,52.13675213675213,0.08697753083341712,0,0,6,36,3.1560007979811946,4.149333177071205,6.642713756292398,1.4080353532565155,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.0
westcoast_0110,Central California,2021,0,logistic,0.2695667564869493,0.2859223217375822,0.1898117266222615,0.20512820512820512,0.23931623931623933,0.06837606837606838,False,False,False,0,0,0,0,0,0,26.068376068376065,17.094017094017094,0.045723082504485334,0,0,6,36,3.1560007979811946,4.149333177071205,6.861564212938158,0.6853151733685863,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.18686822327685992
westcoast_0110,Central California,2021,0,random_forest,0.2874023838250967,0.3078165854641144,0.2538029317805923,0.3418803418803419,0.2564102564102564,0.21367521367521367,False,False,False,0,0,0,0,0,0,24.35897435897436,4.2735042735042725,0.030335122106362425,0,0,6,36,3.1560007979811946,4.149333177071205,6.861564212938158,0.6853151733685863,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.18686822327685992
westcoast_0110,Central California,2021,0,xgboost,0.2862767279148102,0.3155387043952942,0.1662677228450775,0.23504273504273504,0.3247863247863248,0.1282051282051282,False,False,False,0,0,0,0,0,0,17.52136752136752,19.65811965811966,0.07191971831137335,0,0,6,36,3.1560007979811946,4.149333177071205,6.861564212938158,0.6853151733685863,0.7787461005,0.02372963700000008,12.698079055000001,0.5815395274999986,0.0,0.18686822327685992
westcoast_0112,Central California,2007,0,logistic,0.381821878541078,0.3041635742184715,0.2141108891446511,0.35443037974683544,0.12658227848101267,0.06329113924050633,False,False,False,0,0,0,0,0,0,37.34177215189873,6.329113924050633,0.04667200703104255,0,0,1,6,5.531447091701406,5.531447091701406,0.0,0.0,0.722532337,0.0,10.9619316,0.0,2.5619819897016294,0.0
westcoast_0112,Central California,2007,0,random_forest,0.391896484922217,0.2018550194779418,0.245142881625021,0.5759493670886076,0.03164556962025317,0.03164556962025317,False,False,False,0,0,0,0,0,0,46.835443037974684,-0.0,-0.01934958352297879,0,0,1,6,5.531447091701406,5.531447091701406,0.0,0.0,0.722532337,0.0,10.9619316,0.0,2.5619819897016294,0.0
westcoast_0112,Central California,2007,0,xgboost,0.3973479568958282,0.1708171963691711,0.1829908490180969,0.5791139240506329,0.0379746835443038,0.04430379746835443,False,False,False,0,0,0,0,0,0,46.20253164556962,-0.6329113924050632,-0.004307136248939979,0,0,1,6,5.531447091701406,5.531447091701406,0.0,0.0,0.722532337,0.0,10.9619316,0.0,2.5619819897016294,0.0
westcoast_0112,Central California,2008,0,logistic,0.4693940252350599,0.4676354678020781,0.3586342962932375,0.5875,0.575,0.41875,False,False,False,0,0,0,0,0,0,-7.499999999999996,15.624999999999995,0.09006437226872274,0,0,1,6,5.531447091701406,5.531447091701406,0.0,0.0,0.722532337,0.0,10.9619316,0.0,1.8402556022217098,0.0
westcoast_0112,Central California,2008,0,random_forest,0.3740574523506721,0.3523063518588589,0.3253379581520417,0.428125,0.34375,0.34375,False,False,False,0,0,0,0,0,0,15.625,-0.0,0.018274978545558457,0,0,1,6,5.531447091701406,5.531447091701406,0.0,0.0,0.722532337,0.0,10.9619316,0.0,1.8402556022217098,0.0
westcoast_0112,Central California,2008,0,xgboost,0.3710180521011352,0.3578441441059112,0.3340966403484344,0.365625,0.30625,0.4375,False,False,False,0,0,0,0,0,0,19.374999999999996,-13.124999999999998,0.016431866378781038,0,0,1,6,5.531447091701406,5.531447091701406,0.0,0.0,0.722532337,0.0,10.9619316,0.0,1.8402556022217098,0.0
westcoast_0112,Central California,2019,0,logistic,0.3211829532705118,0.2667125730877493,0.2472013914808771,0.4838709677419355,0.41935483870967744,0.27956989247311825,False,False,False,0,0,0,0,0,0,8.064516129032256,13.978494623655918,0.01002706869300616,0,0,1,6,5.531447091701406,5.531447091701406,4.316152999258371,0.0,0.722532337,0.0,10.9619316,0.0,0.8673005276940533,0.0
westcoast_0112,Central California,2019,0,random_forest,0.2837514136687619,0.2336627717458708,0.2345919650239341,0.3548387096774194,0.1827956989247312,0.2903225806451613,False,False,False,0,0,0,0,0,0,31.72043010752688,-10.752688172043012,-0.000435099153827799,0,0,1,6,5.531447091701406,5.531447091701406,4.316152999258371,0.0,0.722532337,0.0,10.9619316,0.0,0.8673005276940533,0.0
westcoast_0112,Central California,2019,0,xgboost,0.3300950825214386,0.2129499316215515,0.2555248439311981,0.5483870967741935,0.23655913978494625,0.45161290322580644,False,False,False,0,0,0,0,0,0,26.344086021505376,-21.50537634408602,-0.01994527248843969,0,0,1,6,5.531447091701406,5.531447091701406,4.316152999258371,0.0,0.722532337,0.0,10.9619316,0.0,0.8673005276940533,0.0
westcoast_0112,Central California,2020,0,logistic,0.3531569284005816,0.3242801518197467,0.2863112123495058,0.5641025641025641,0.46153846153846156,0.20512820512820512,False,False,False,0,0,0,0,0,0,3.8461538461538436,25.641025641025646,0.023183506547194158,0,0,1,6,5.531447091701406,5.531447091701406,5.421669274409648,0.0,0.722532337,0.0,10.9619316,0.0,0.626381484247684,0.0
westcoast_0112,Central California,2020,0,random_forest,0.2920541351519417,0.2364432213354266,0.2206807598386105,0.47863247863247865,0.1452991452991453,0.06837606837606838,False,False,False,0,0,0,0,0,0,35.470085470085465,7.6923076923076925,0.007205399152527062,0,0,1,6,5.531447091701406,5.531447091701406,5.421669274409648,0.0,0.722532337,0.0,10.9619316,0.0,0.626381484247684,0.0
westcoast_0112,Central California,2020,0,xgboost,0.3221199214458465,0.2156656086444854,0.1890863329172134,0.5256410256410257,0.13675213675213677,0.08547008547008547,False,False,False,0,0,0,0,0,0,36.324786324786324,5.1282051282051295,0.010758013455917072,0,0,1,6,5.531447091701406,5.531447091701406,5.421669274409648,0.0,0.722532337,0.0,10.9619316,0.0,0.626381484247684,0.0
westcoast_0112,Central California,2021,0,logistic,0.3340795188846552,0.3371818341230188,0.2319272044528838,0.5042735042735043,0.4188034188034188,0.19658119658119658,False,False,False,0,0,0,0,0,0,8.11965811965812,22.222222222222225,0.05990136109723319,0,0,1,6,5.531447091701406,5.531447091701406,1.3862943611198906,0.0,0.722532337,0.0,10.9619316,0.0,1.4978661367769954,0.0
westcoast_0112,Central California,2021,0,random_forest,0.3059624700351984,0.3278453015002419,0.2780177359468512,0.5213675213675214,0.3504273504273504,0.28205128205128205,False,False,False,0,0,0,0,0,0,14.95726495726496,6.8376068376068355,0.030188680214771432,0,0,1,6,5.531447091701406,5.531447091701406,1.3862943611198906,0.0,0.722532337,0.0,10.9619316,0.0,1.4978661367769954,0.0
westcoast_0112,Central California,2021,0,xgboost,0.308660477399826,0.3203473091125488,0.1805228143930435,0.4444444444444444,0.358974358974359,0.20512820512820512,False,False,False,0,0,0,0,0,0,14.102564102564102,15.384615384615385,0.07003391193926564,0,0,1,6,5.531447091701406,5.531447091701406,1.3862943611198906,0.0,0.722532337,0.0,10.9619316,0.0,1.4978661367769954,0.0
westcoast_0113,Central California,2005,0,logistic,0.5115554453877281,0.5445053112462132,0.2911810179382033,0.7152777777777778,0.8125,0.3819444444444444,False,True,False,0,0,0,1,0,0,-31.25,43.05555555555556,0.2116996487678072,0,1,1,6,5.355442594636981,5.355442594636981,0.0,0.0,0.573216472,0.0,11.05510111,0.0,2.4773263296726595,0.0
westcoast_0113,Central California,2005,0,random_forest,0.6050945927420546,0.6837077542901134,0.6207941133107584,0.8090277777777778,0.9027777777777778,0.8402777777777778,True,True,True,0,1,0,1,0,1,-40.27777777777778,6.25,0.08207096215513937,0,1,1,6,5.355442594636981,5.355442594636981,0.0,0.0,0.573216472,0.0,11.05510111,0.0,2.4773263296726595,0.0
westcoast_0113,Central California,2005,0,xgboost,0.5876590013504028,0.620060384273529,0.4751792848110199,0.8125,0.8333333333333334,0.5555555555555556,True,True,False,0,1,0,1,0,0,-33.333333333333336,27.77777777777778,0.15867952743192415,0,1,1,6,5.355442594636981,5.355442594636981,0.0,0.0,0.573216472,0.0,11.05510111,0.0,2.4773263296726595,0.0
westcoast_0113,Central California,2006,0,logistic,0.4841300539755858,0.3706174751289081,0.4387459973039199,0.8872180451127819,0.7368421052631579,0.8345864661654135,True,False,True,0,1,0,0,0,1,-23.684210526315784,-9.774436090225569,-0.05514073727928445,0,0,1,6,5.355442594636981,5.355442594636981,0.0,0.0,0.573216472,0.0,11.05510111,0.0,-0.8958797346140275,0.0
westcoast_0113,Central California,2006,0,random_forest,0.4399802953816396,0.4047295479446798,0.3840802823685638,0.868421052631579,0.7969924812030075,0.6165413533834586,True,False,False,0,1,0,0,0,0,-29.699248120300748,18.045112781954884,0.016288343675189193,0,0,1,6,5.355442594636981,5.355442594636981,0.0,0.0,0.573216472,0.0,11.05510111,0.0,-0.8958797346140275,0.0
westcoast_0113,Central California,2006,0,xgboost,0.4447537958621979,0.2883554995059967,0.2644546627998352,0.8458646616541353,0.42105263157894735,0.2556390977443609,True,False,False,0,1,0,0,0,0,7.8947368421052655,16.541353383458645,0.013212625418778323,0,0,1,6,5.355442594636981,5.355442594636981,0.0,0.0,0.573216472,0.0,11.05510111,0.0,-0.8958797346140275,0.0
westcoast_0113,Central California,2007,0,logistic,0.3943539404524391,0.3072160598303205,0.2194713947114442,0.3924050632911392,0.13291139240506328,0.0759493670886076,False,False,False,0,0,0,0,0,0,36.708860759493675,5.696202531645568,0.04621401432108054,0,0,2,12,5.487284057715633,5.617948286251721,0.0,0.0,0.660261027,0.08704455499999986,11.092909355,0.03780824499999902,-0.5775960676293271,0.18553658824649116
westcoast_0113,Central California,2007,0,random_forest,0.3835489988799105,0.1972765167299169,0.2448494709643633,0.5126582278481012,0.02531645569620253,0.02531645569620253,False,False,False,0,0,0,0,0,0,47.46835443037975,-0.0,-0.021033239378439407,0,0,2,12,5.487284057715633,5.617948286251721,0.0,0.0,0.660261027,0.08704455499999986,11.092909355,0.03780824499999902,-0.5775960676293271,0.18553658824649116
westcoast_0113,Central California,2007,0,xgboost,0.3930053412914276,0.1345175355672836,0.1785062551498413,0.5253164556962026,0.012658227848101266,0.03164556962025317,False,False,False,0,0,0,0,0,0,48.734177215189874,-1.8987341772151902,-0.013769515752524837,0,0,2,12,5.487284057715633,5.617948286251721,0.0,0.0,0.660261027,0.08704455499999986,11.092909355,0.03780824499999902,-0.5775960676293271,0.18553658824649116
