validation_scheme,heldout_band,target_definition,train_rows,test_rows,train_positive_count,test_positive_count,pr_auc,roc_auc,recall,precision,f1,f2,false_negatives,false_positives,true_positives,true_negatives,feature_family,model,decision_threshold,status,notes
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.325387,0.626116,0.381579,0.341176,0.360248,0.372751,94,112,58,348,trajectory_absolute,Random Forest,0.509571,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.302680,0.542878,0.440789,0.246324,0.316038,0.380682,85,205,67,255,trajectory_relative,Logistic Regression,0.546227,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.268948,0.508839,0.348684,0.259804,0.297753,0.326355,99,151,53,309,trajectory_relative,Random Forest,0.503373,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.387496,0.612157,0.644737,0.304348,0.413502,0.526882,54,224,98,236,relative_dynamic_combined,Logistic Regression,0.452102,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.523458,0.715975,0.500000,0.500000,0.500000,0.500000,76,76,76,384,relative_dynamic_combined,Random Forest,0.534272,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.369414,0.598999,0.592105,0.299003,0.397351,0.495050,62,211,90,249,relative_dynamic_plus_habitat_context,Logistic Regression,0.443421,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,original_decline,1188,612,506,152,0.469118,0.681121,0.453947,0.456954,0.455446,0.454545,83,82,69,378,relative_dynamic_plus_habitat_context,Random Forest,0.504317,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.433638,0.555091,0.116883,0.409091,0.181818,0.136364,204,39,27,306,canopy_absolute_baseline,Logistic Regression,0.588538,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.430426,0.522398,0.216450,0.458716,0.294118,0.242014,181,59,50,286,canopy_absolute_baseline,Random Forest,0.489769,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.594216,0.657595,0.688312,0.473214,0.560847,0.630952,72,177,159,168,canopy_relative,Logistic Regression,0.545722,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.454153,0.550486,0.329004,0.406417,0.363636,0.342034,155,111,76,234,canopy_relative,Random Forest,0.488235,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.565577,0.619173,0.541126,0.494071,0.516529,0.531011,106,128,125,217,thermal_absolute,Logistic Regression,0.438519,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.646038,0.693262,0.337662,0.678261,0.450867,0.375361,153,37,78,308,thermal_absolute,Random Forest,0.513532,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.473118,0.598168,0.606061,0.487805,0.540541,0.578035,91,147,140,198,thermal_relative,Logistic Regression,0.490342,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.524180,0.648435,0.398268,0.557576,0.464646,0.422406,139,73,92,272,thermal_relative,Random Forest,0.532192,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.428869,0.561001,0.627706,0.436747,0.515098,0.577229,86,187,145,158,trajectory_absolute,Logistic Regression,0.459511,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.462647,0.599084,0.216450,0.476190,0.297619,0.242954,181,55,50,290,trajectory_absolute,Random Forest,0.519512,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.564007,0.638873,0.562771,0.469314,0.511811,0.541216,101,147,130,198,trajectory_relative,Logistic Regression,0.432516,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.438044,0.488801,0.129870,0.410959,0.197368,0.150451,201,43,30,302,trajectory_relative,Random Forest,0.510396,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.570101,0.673417,0.839827,0.458629,0.593272,0.720119,37,229,194,116,relative_dynamic_combined,Logistic Regression,0.417631,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.679667,0.775620,0.251082,0.725000,0.372990,0.288845,173,22,58,323,relative_dynamic_combined,Random Forest,0.553158,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.492941,0.630140,0.844156,0.472155,0.605590,0.729245,36,218,195,127,relative_dynamic_plus_habitat_context,Logistic Regression,0.467468,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,original_decline,1224,576,427,231,0.648828,0.737813,0.281385,0.650000,0.392749,0.317383,166,35,65,310,relative_dynamic_plus_habitat_context,Random Forest,0.510997,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.671826,0.719676,1.000000,0.449346,0.620068,0.803154,0,337,275,0,canopy_absolute_baseline,Logistic Regression,0.335097,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.541551,0.647985,0.705455,0.587879,0.641322,0.678322,81,136,194,201,canopy_absolute_baseline,Random Forest,0.530301,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.714077,0.718392,0.778182,0.532338,0.632201,0.712383,61,188,214,149,canopy_relative,Logistic Regression,0.386881,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.696548,0.714044,0.385455,0.773723,0.514563,0.428456,169,31,106,306,canopy_relative,Random Forest,0.580062,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.562742,0.628465,0.960000,0.461538,0.623377,0.789474,11,308,264,29,thermal_absolute,Logistic Regression,0.468634,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.451974,0.510785,0.010909,0.272727,0.020979,0.013501,272,8,3,329,thermal_absolute,Random Forest,0.622776,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.497099,0.563615,0.760000,0.516049,0.614706,0.694352,66,196,209,141,thermal_relative,Logistic Regression,0.415715,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.483037,0.553979,0.298182,0.440860,0.355748,0.318818,193,104,82,233,thermal_relative,Random Forest,0.541838,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.644915,0.698025,0.741818,0.552846,0.633540,0.694350,71,165,204,172,trajectory_absolute,Logistic Regression,0.444217,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.636639,0.728222,0.450909,0.712644,0.552339,0.486656,151,50,124,287,trajectory_absolute,Random Forest,0.536692,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.662969,0.715867,0.956364,0.474729,0.634499,0.795042,12,291,263,46,trajectory_relative,Logistic Regression,0.393152,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.696056,0.690531,0.465455,0.731429,0.568889,0.501961,147,47,128,290,trajectory_relative,Random Forest,0.562496,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.683239,0.689517,0.556364,0.604743,0.579545,0.565410,122,100,153,237,relative_dynamic_combined,Logistic Regression,0.519217,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.742183,0.791972,0.429091,0.797297,0.557920,0.472756,157,30,118,307,relative_dynamic_combined,Random Forest,0.596431,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.681144,0.677205,0.560000,0.601562,0.580038,0.567847,121,102,154,235,relative_dynamic_plus_habitat_context,Logistic Regression,0.499498,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,original_decline,1188,612,383,275,0.750140,0.793752,0.418182,0.833333,0.556901,0.464459,160,23,115,314,relative_dynamic_plus_habitat_context,Random Forest,0.550607,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.263768,0.631461,0.682243,0.235484,0.350120,0.494580,34,237,73,268,canopy_absolute_baseline,Logistic Regression,0.428117,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.217871,0.580180,0.046729,0.227273,0.077519,0.055556,102,17,5,488,canopy_absolute_baseline,Random Forest,0.709193,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.221406,0.631776,0.859813,0.232911,0.366534,0.558931,15,303,92,202,canopy_relative,Logistic Regression,0.419062,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.243718,0.619839,0.102804,0.169231,0.127907,0.111562,96,54,11,451,canopy_relative,Random Forest,0.669844,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.241161,0.531248,0.785047,0.165029,0.272727,0.448239,23,425,84,80,thermal_absolute,Logistic Regression,0.508058,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.448321,0.714463,0.224299,0.533333,0.315789,0.253700,83,21,24,484,thermal_absolute,Random Forest,0.618078,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.166370,0.475081,0.383178,0.154717,0.220430,0.295815,66,224,41,281,thermal_relative,Logistic Regression,0.500259,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.391190,0.675544,0.224299,0.406780,0.289157,0.246407,83,35,24,470,thermal_relative,Random Forest,0.601623,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.243982,0.638383,0.719626,0.227811,0.346067,0.502611,30,261,77,244,trajectory_absolute,Logistic Regression,0.472726,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.298813,0.705765,0.093458,0.312500,0.143885,0.108696,97,22,10,483,trajectory_absolute,Random Forest,0.662364,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.229164,0.636347,0.644860,0.235495,0.345000,0.478502,38,224,69,281,trajectory_relative,Logistic Regression,0.482815,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.235826,0.608902,0.093458,0.188679,0.125000,0.103950,97,43,10,462,trajectory_relative,Random Forest,0.674574,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.236980,0.646155,0.429907,0.239583,0.307692,0.370968,61,146,46,359,relative_dynamic_combined,Logistic Regression,0.603569,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.489160,0.762654,0.327103,0.546875,0.409357,0.355691,72,29,35,476,relative_dynamic_combined,Random Forest,0.651579,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.233355,0.643342,0.476636,0.247573,0.325879,0.402208,56,155,51,350,relative_dynamic_plus_habitat_context,Logistic Regression,0.582147,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_1_south,new_transition,1188,612,210,107,0.480693,0.753493,0.214953,0.638889,0.321678,0.247845,84,13,23,492,relative_dynamic_plus_habitat_context,Random Forest,0.681782,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.352315,0.711798,1.000000,0.221359,0.362480,0.587024,0,401,114,61,canopy_absolute_baseline,Logistic Regression,0.427436,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.221212,0.528727,0.271930,0.276786,0.274336,0.272887,83,81,31,381,canopy_absolute_baseline,Random Forest,0.655959,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.281702,0.681154,0.692982,0.312253,0.430518,0.557123,35,174,79,288,canopy_relative,Logistic Regression,0.453656,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.330123,0.710052,0.210526,0.352941,0.263736,0.229008,90,44,24,418,canopy_relative,Random Forest,0.648198,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.305025,0.503019,0.570175,0.188953,0.283843,0.406250,49,279,65,183,thermal_absolute,Logistic Regression,0.445301,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.452147,0.724311,0.228070,0.520000,0.317073,0.256917,88,24,26,438,thermal_absolute,Random Forest,0.619405,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.198096,0.503626,0.552632,0.196875,0.290323,0.405928,51,257,63,205,thermal_relative,Logistic Regression,0.476488,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.400484,0.697226,0.280702,0.470588,0.351648,0.305344,82,36,32,426,thermal_relative,Random Forest,0.611814,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.296920,0.665945,0.815789,0.262712,0.397436,0.574074,21,261,93,201,trajectory_absolute,Logistic Regression,0.513724,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.355105,0.727861,0.263158,0.405405,0.319149,0.283019,84,44,30,418,trajectory_absolute,Random Forest,0.637504,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.293508,0.693419,0.991228,0.226908,0.369281,0.592243,1,385,113,77,trajectory_relative,Logistic Regression,0.394336,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.267170,0.615231,0.114035,0.203125,0.146067,0.125000,101,51,13,411,trajectory_relative,Random Forest,0.653235,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.374114,0.720988,0.500000,0.377483,0.430189,0.469522,57,94,57,368,relative_dynamic_combined,Logistic Regression,0.551095,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.546882,0.818998,0.228070,0.590909,0.329114,0.260000,88,18,26,444,relative_dynamic_combined,Random Forest,0.680318,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.378087,0.698603,0.561404,0.303318,0.393846,0.479760,50,147,64,315,relative_dynamic_plus_habitat_context,Logistic Regression,0.507549,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_2_central,new_transition,1224,576,203,114,0.496164,0.783075,0.157895,0.545455,0.244898,0.184049,96,15,18,447,relative_dynamic_plus_habitat_context,Random Forest,0.671110,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.221335,0.669089,0.270833,0.245283,0.257426,0.265306,70,80,26,436,canopy_absolute_baseline,Logistic Regression,0.433540,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.237077,0.670432,0.020833,0.142857,0.036364,0.025126,94,12,2,504,canopy_absolute_baseline,Random Forest,0.641663,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.213747,0.619368,0.458333,0.207547,0.285714,0.369128,52,168,44,348,canopy_relative,Logistic Regression,0.456709,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.243723,0.699814,0.052083,0.263158,0.086957,0.062035,91,14,5,502,canopy_relative,Random Forest,0.659621,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.147063,0.467034,0.833333,0.143627,0.245023,0.425080,16,477,80,39,thermal_absolute,Logistic Regression,0.462794,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.224337,0.623547,0.052083,0.454545,0.093458,0.063291,91,6,5,510,thermal_absolute,Random Forest,0.608630,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.137321,0.443112,0.625000,0.167131,0.263736,0.403769,36,299,60,217,thermal_relative,Logistic Regression,0.475830,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.211582,0.618237,0.083333,0.140351,0.104575,0.090703,88,49,8,467,thermal_relative,Random Forest,0.601746,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.172233,0.579942,0.302083,0.159341,0.208633,0.256184,67,153,29,363,trajectory_absolute,Logistic Regression,0.486201,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.229075,0.674297,0.010417,0.200000,0.019802,0.012853,95,4,1,512,trajectory_absolute,Random Forest,0.666190,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.200707,0.602895,0.458333,0.203704,0.282051,0.366667,52,172,44,344,trajectory_relative,Logistic Regression,0.469704,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.217561,0.653464,0.052083,0.250000,0.086207,0.061881,91,15,5,501,trajectory_relative,Random Forest,0.646833,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.207477,0.572311,0.312500,0.223881,0.260870,0.289575,66,104,30,412,relative_dynamic_combined,Logistic Regression,0.565491,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.378516,0.777233,0.114583,0.523810,0.188034,0.135802,85,10,11,506,relative_dynamic_combined,Random Forest,0.635784,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.203968,0.564660,0.375000,0.200000,0.260870,0.319149,60,144,36,372,relative_dynamic_plus_habitat_context,Logistic Regression,0.536709,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
three_band_holdout,band_3_north,new_transition,1188,612,221,96,0.381514,0.769319,0.093750,0.500000,0.157895,0.111940,87,9,9,507,relative_dynamic_plus_habitat_context,Random Forest,0.631617,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.251824,0.500047,1.000000,0.221774,0.363036,0.587607,0,193,55,0,canopy_absolute_baseline,Logistic Regression,0.383929,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.259085,0.534432,0.309091,0.265625,0.285714,0.299296,38,47,17,146,canopy_absolute_baseline,Random Forest,0.564529,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.259018,0.566180,0.636364,0.271318,0.380435,0.501433,20,94,35,99,canopy_relative,Logistic Regression,0.414132,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.259074,0.520772,0.127273,0.184211,0.150538,0.135659,48,31,7,162,canopy_relative,Random Forest,0.537734,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.324909,0.610080,0.800000,0.243094,0.372881,0.548628,11,137,44,56,thermal_absolute,Logistic Regression,0.428951,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.473620,0.686199,0.181818,0.666667,0.285714,0.212766,45,5,10,188,thermal_absolute,Random Forest,0.585604,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.293926,0.643429,0.890909,0.300613,0.449541,0.639687,6,114,49,79,thermal_relative,Logistic Regression,0.444421,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.396352,0.634668,0.363636,0.322581,0.341880,0.354610,35,42,20,151,thermal_relative,Random Forest,0.516416,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.295289,0.586905,0.527273,0.302083,0.384106,0.458861,26,67,29,126,trajectory_absolute,Logistic Regression,0.501876,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.371831,0.654828,0.309091,0.447368,0.365591,0.329457,38,21,17,172,trajectory_absolute,Random Forest,0.558026,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.261173,0.564767,0.818182,0.228426,0.357143,0.539568,10,152,45,41,trajectory_relative,Logistic Regression,0.422942,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.236125,0.464060,0.218182,0.226415,0.222222,0.219780,43,41,12,152,trajectory_relative,Random Forest,0.545574,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.276748,0.609703,0.309091,0.293103,0.300885,0.305755,38,41,17,152,relative_dynamic_combined,Logistic Regression,0.533284,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.510703,0.757513,0.254545,0.500000,0.337349,0.282258,41,14,14,179,relative_dynamic_combined,Random Forest,0.548384,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.262971,0.590014,0.127273,0.200000,0.155556,0.137255,48,28,7,165,relative_dynamic_plus_habitat_context,Logistic Regression,0.581514,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,at_risk_original,911,248,286,55,0.474414,0.730193,0.145455,0.615385,0.235294,0.171674,47,5,8,188,relative_dynamic_plus_habitat_context,Random Forest,0.585842,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.261579,0.465041,1.000000,0.283217,0.441417,0.663934,0,205,81,0,canopy_absolute_baseline,Logistic Regression,0.357661,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.288816,0.503643,0.197531,0.290909,0.235294,0.211082,65,39,16,166,canopy_absolute_baseline,Random Forest,0.539855,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.295395,0.509545,0.728395,0.299492,0.424460,0.566219,22,138,59,67,canopy_relative,Logistic Regression,0.442302,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.323836,0.523637,0.185185,0.294118,0.227273,0.200000,66,36,15,169,canopy_relative,Random Forest,0.573158,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.403344,0.656640,0.753086,0.356725,0.484127,0.616162,20,110,61,95,thermal_absolute,Logistic Regression,0.413936,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.711806,0.819542,0.555556,0.692308,0.616438,0.578406,36,20,45,185,thermal_absolute,Random Forest,0.618299,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.355960,0.623276,0.876543,0.353234,0.503546,0.676190,10,130,71,75,thermal_relative,Logistic Regression,0.469925,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.593895,0.757754,0.629630,0.481132,0.545455,0.593023,30,55,51,150,thermal_relative,Random Forest,0.548138,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.255100,0.474797,0.777778,0.293023,0.425676,0.584416,18,152,63,53,trajectory_absolute,Logistic Regression,0.460669,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.317593,0.574104,0.283951,0.310811,0.296774,0.288945,58,51,23,154,trajectory_absolute,Random Forest,0.581028,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.238757,0.428967,0.925926,0.289575,0.441176,0.643225,6,184,75,21,trajectory_relative,Logistic Regression,0.373629,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
