validation_scheme,heldout_band,target_definition,train_rows,test_rows,train_positive_count,test_positive_count,pr_auc,roc_auc,recall,precision,f1,f2,false_negatives,false_positives,true_positives,true_negatives,feature_family,model,decision_threshold,status,notes
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.252709,0.446914,0.308642,0.250000,0.276243,0.294811,56,75,25,130,trajectory_relative,Random Forest,0.567894,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.423228,0.670039,0.765432,0.380368,0.508197,0.636550,19,101,62,104,relative_dynamic_combined,Logistic Regression,0.481623,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.585358,0.768805,0.432099,0.636364,0.514706,0.461741,46,20,35,185,relative_dynamic_combined,Random Forest,0.557009,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.403035,0.655465,0.518519,0.400000,0.451613,0.489510,39,63,42,142,relative_dynamic_plus_habitat_context,Logistic Regression,0.578511,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,at_risk_original,873,286,260,81,0.569234,0.755977,0.407407,0.647059,0.500000,0.440000,48,18,33,187,relative_dynamic_plus_habitat_context,Random Forest,0.579419,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.333709,0.358905,1.000000,0.406528,0.578059,0.774011,0,200,137,0,canopy_absolute_baseline,Logistic Regression,0.420190,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.437819,0.524653,0.248175,0.441558,0.317757,0.272000,103,43,34,157,canopy_absolute_baseline,Random Forest,0.595386,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.536292,0.632482,1.000000,0.407738,0.579281,0.774887,0,199,137,1,canopy_relative,Logistic Regression,0.441029,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.449779,0.563139,0.372263,0.432203,0.400000,0.382883,86,67,51,133,canopy_relative,Random Forest,0.589033,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.614285,0.673248,0.832117,0.463415,0.595300,0.717884,23,132,114,68,thermal_absolute,Logistic Regression,0.431809,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.647524,0.700365,0.284672,0.684211,0.402062,0.322314,98,18,39,182,thermal_absolute,Random Forest,0.593623,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.482695,0.611460,0.656934,0.483871,0.557276,0.613079,47,96,90,104,thermal_relative,Logistic Regression,0.493435,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.621126,0.695456,0.386861,0.638554,0.481818,0.419968,84,30,53,170,thermal_relative,Random Forest,0.527810,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.384632,0.470000,0.795620,0.414449,0.545000,0.672010,28,154,109,46,trajectory_absolute,Logistic Regression,0.510703,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.457096,0.560182,0.291971,0.465116,0.358744,0.315457,97,46,40,154,trajectory_absolute,Random Forest,0.569021,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.633354,0.665036,0.956204,0.432343,0.595455,0.769683,6,172,131,28,trajectory_relative,Logistic Regression,0.457145,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.411329,0.474562,0.145985,0.425532,0.217391,0.168067,117,27,20,173,trajectory_relative,Random Forest,0.565919,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.613132,0.695511,0.759124,0.512315,0.611765,0.692410,33,99,104,101,relative_dynamic_combined,Logistic Regression,0.556178,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.692975,0.773029,0.416058,0.686747,0.518182,0.451664,80,26,57,174,relative_dynamic_combined,Random Forest,0.554077,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.606844,0.684161,0.781022,0.486364,0.599440,0.696615,30,113,107,87,relative_dynamic_plus_habitat_context,Logistic Regression,0.570587,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,at_risk_original,822,337,204,137,0.634943,0.706022,0.197080,0.750000,0.312139,0.231164,110,9,27,191,relative_dynamic_plus_habitat_context,Random Forest,0.636957,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.251769,0.479568,1.000000,0.234973,0.380531,0.605634,0,140,43,0,canopy_absolute_baseline,Logistic Regression,0.400353,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.243673,0.513787,0.046512,0.105263,0.064516,0.052356,41,17,2,123,canopy_absolute_baseline,Random Forest,0.551527,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.345553,0.631063,0.744186,0.280702,0.407643,0.559441,11,82,32,58,canopy_relative,Logistic Regression,0.413966,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.299115,0.568771,0.069767,0.200000,0.103448,0.080214,40,12,3,128,canopy_relative,Random Forest,0.569685,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.282456,0.559967,0.976744,0.240000,0.385321,0.605187,1,133,42,7,thermal_absolute,Logistic Regression,0.360228,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.302547,0.551495,0.372093,0.290909,0.326531,0.352423,27,39,16,101,thermal_absolute,Random Forest,0.608666,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.233598,0.514950,0.581395,0.227273,0.326797,0.443262,18,85,25,55,thermal_relative,Logistic Regression,0.433283,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.346344,0.633555,0.325581,0.341463,0.333333,0.328638,29,27,14,113,thermal_relative,Random Forest,0.568680,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.323351,0.605814,0.325581,0.325581,0.325581,0.325581,29,29,14,111,trajectory_absolute,Logistic Regression,0.507821,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.407354,0.641196,0.162791,0.583333,0.254545,0.190217,36,5,7,135,trajectory_absolute,Random Forest,0.563610,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.254186,0.544684,0.813953,0.253623,0.386740,0.564516,8,103,35,37,trajectory_relative,Logistic Regression,0.419094,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.305858,0.565116,0.232558,0.285714,0.256410,0.241546,33,25,10,115,trajectory_relative,Random Forest,0.561656,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.390512,0.685382,0.534884,0.418182,0.469388,0.506608,20,32,23,108,relative_dynamic_combined,Logistic Regression,0.529739,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.442348,0.711296,0.302326,0.520000,0.382353,0.329949,30,12,13,128,relative_dynamic_combined,Random Forest,0.556466,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.375597,0.671761,0.372093,0.432432,0.400000,0.382775,27,21,16,119,relative_dynamic_plus_habitat_context,Logistic Regression,0.563879,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,at_risk_original,976,183,298,43,0.442668,0.675415,0.255814,0.647059,0.366667,0.291005,32,6,11,134,relative_dynamic_plus_habitat_context,Random Forest,0.561584,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.217738,0.420500,1.000000,0.238095,0.384615,0.609756,0,80,25,0,canopy_absolute_baseline,Logistic Regression,0.378680,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.312133,0.603000,0.280000,0.333333,0.304348,0.289256,18,14,7,66,canopy_absolute_baseline,Random Forest,0.566182,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.257021,0.497500,0.200000,0.227273,0.212766,0.204918,20,17,5,63,canopy_relative,Logistic Regression,0.415549,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.260586,0.498250,0.040000,0.250000,0.068966,0.048077,24,3,1,77,canopy_relative,Random Forest,0.537700,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.174597,0.288000,0.440000,0.164179,0.239130,0.329341,14,56,11,24,thermal_absolute,Logistic Regression,0.464812,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.480326,0.669500,0.240000,0.857143,0.375000,0.280374,19,1,6,79,thermal_absolute,Random Forest,0.572714,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.197649,0.360000,0.440000,0.255814,0.323529,0.384615,14,32,11,48,thermal_relative,Logistic Regression,0.429752,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.453541,0.711500,0.320000,0.444444,0.372093,0.338983,17,10,8,70,thermal_relative,Random Forest,0.522897,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.222157,0.452000,0.080000,0.181818,0.111111,0.090090,23,9,2,71,trajectory_absolute,Logistic Regression,0.525296,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.293615,0.567000,0.040000,0.333333,0.071429,0.048544,24,2,1,78,trajectory_absolute,Random Forest,0.572289,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.256539,0.502000,0.480000,0.240000,0.320000,0.400000,13,38,12,42,trajectory_relative,Logistic Regression,0.432806,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.261123,0.477500,0.080000,0.500000,0.137931,0.096154,23,2,2,78,trajectory_relative,Random Forest,0.567235,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.335770,0.527000,0.280000,0.437500,0.341463,0.301724,18,9,7,71,relative_dynamic_combined,Logistic Regression,0.505717,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.484743,0.703500,0.200000,0.555556,0.294118,0.229358,20,4,5,76,relative_dynamic_combined,Random Forest,0.587993,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.362167,0.535000,0.240000,0.500000,0.324324,0.267857,19,6,6,74,relative_dynamic_plus_habitat_context,Logistic Regression,0.528933,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_5_north,at_risk_original,1054,105,316,25,0.582263,0.740500,0.240000,0.666667,0.352941,0.275229,19,3,6,77,relative_dynamic_plus_habitat_context,Random Forest,0.582138,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.491150,0.763668,0.783019,0.497006,0.608059,0.702200,23,84,83,170,canopy_absolute_baseline,Logistic Regression,0.397644,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.520062,0.779899,0.283019,0.545455,0.372671,0.313152,76,25,30,229,canopy_absolute_baseline,Random Forest,0.696629,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.471060,0.743946,0.669811,0.435583,0.527881,0.604770,35,92,71,162,canopy_relative,Logistic Regression,0.472097,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.443240,0.724818,0.462264,0.422414,0.441441,0.453704,57,67,49,187,canopy_relative,Random Forest,0.649598,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.393024,0.576995,0.905660,0.301887,0.452830,0.646900,10,222,96,32,thermal_absolute,Logistic Regression,0.459812,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.530658,0.684761,0.273585,0.674419,0.389262,0.310493,77,14,29,240,thermal_absolute,Random Forest,0.604212,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.360583,0.532053,0.367925,0.309524,0.336207,0.354545,67,87,39,167,thermal_relative,Logistic Regression,0.523255,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.546736,0.686098,0.292453,0.584906,0.389937,0.324948,75,22,31,232,thermal_relative,Random Forest,0.612088,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.520190,0.781570,0.801887,0.494186,0.611511,0.713087,21,87,85,167,trajectory_absolute,Logistic Regression,0.518044,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.498602,0.782907,0.471698,0.490196,0.480769,0.475285,56,52,50,202,trajectory_absolute,Random Forest,0.672782,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.476651,0.744986,0.660377,0.445860,0.532319,0.602410,36,87,70,167,trajectory_relative,Logistic Regression,0.479258,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.447347,0.726229,0.386792,0.450549,0.416244,0.398058,65,50,41,204,trajectory_relative,Random Forest,0.646802,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.524472,0.776371,0.622642,0.500000,0.554622,0.593525,40,66,66,188,relative_dynamic_combined,Logistic Regression,0.591423,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.557847,0.791524,0.575472,0.539823,0.557078,0.567970,45,52,61,202,relative_dynamic_combined,Random Forest,0.618892,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.520003,0.766528,0.641509,0.489209,0.555102,0.603908,38,71,68,183,relative_dynamic_plus_habitat_context,Logistic Regression,0.502362,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_1_south,actionable_drop,1440,360,364,106,0.575553,0.794644,0.481132,0.536842,0.507463,0.491329,55,44,51,210,relative_dynamic_plus_habitat_context,Random Forest,0.642787,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.602425,0.802881,0.956140,0.459916,0.621083,0.786436,5,128,109,118,canopy_absolute_baseline,Logistic Regression,0.400132,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.517628,0.759521,0.622807,0.563492,0.591667,0.609966,43,55,71,191,canopy_absolute_baseline,Random Forest,0.675072,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.552849,0.779739,0.666667,0.584615,0.622951,0.648464,38,54,76,192,canopy_relative,Logistic Regression,0.502648,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.553408,0.790686,0.421053,0.615385,0.500000,0.449438,66,30,48,216,canopy_relative,Random Forest,0.671060,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.363956,0.557713,0.745614,0.323194,0.450928,0.591099,29,178,85,68,thermal_absolute,Logistic Regression,0.483538,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.800750,0.884271,0.429825,0.859649,0.573099,0.477583,65,8,49,238,thermal_absolute,Random Forest,0.648833,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.347510,0.540454,0.578947,0.417722,0.485294,0.537459,48,92,66,154,thermal_relative,Logistic Regression,0.512016,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.653829,0.806714,0.447368,0.698630,0.545455,0.482042,63,22,51,224,thermal_relative,Random Forest,0.608945,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.626743,0.813614,0.789474,0.542169,0.642857,0.723473,24,76,90,170,trajectory_absolute,Logistic Regression,0.509345,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.592407,0.799993,0.368421,0.636364,0.466667,0.402299,72,24,42,222,trajectory_absolute,Random Forest,0.686531,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.554939,0.778990,0.552632,0.577982,0.565022,0.557522,51,46,63,200,trajectory_relative,Logistic Regression,0.567216,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.528398,0.770290,0.464912,0.576087,0.514563,0.483577,61,39,53,207,trajectory_relative,Random Forest,0.648422,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.670504,0.826772,0.552632,0.692308,0.614634,0.575868,51,28,63,218,relative_dynamic_combined,Logistic Regression,0.628698,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.762506,0.873520,0.473684,0.794118,0.593407,0.515267,60,14,54,232,relative_dynamic_combined,Random Forest,0.647953,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.686133,0.835009,0.640351,0.663636,0.651786,0.644876,41,37,73,209,relative_dynamic_plus_habitat_context,Logistic Regression,0.584788,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_2_south_central,actionable_drop,1440,360,356,114,0.747382,0.865996,0.473684,0.760563,0.583784,0.512334,60,17,54,229,relative_dynamic_plus_habitat_context,Random Forest,0.641804,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.410663,0.666253,0.925532,0.296928,0.449612,0.650224,7,206,87,60,canopy_absolute_baseline,Logistic Regression,0.391533,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.354905,0.609862,0.723404,0.298246,0.422360,0.562914,26,160,68,106,canopy_absolute_baseline,Random Forest,0.681608,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.408394,0.703527,0.787234,0.371859,0.505119,0.643478,20,125,74,141,canopy_relative,Logistic Regression,0.374898,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.441998,0.691249,0.382979,0.493151,0.431138,0.400891,58,37,36,229,canopy_relative,Random Forest,0.665129,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.269309,0.504719,0.425532,0.281690,0.338983,0.386100,54,102,40,164,thermal_absolute,Logistic Regression,0.510721,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.584279,0.761318,0.404255,0.612903,0.487179,0.433790,56,24,38,242,thermal_absolute,Random Forest,0.625031,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.306406,0.489682,0.446809,0.248521,0.319392,0.385321,52,127,42,139,thermal_relative,Logistic Regression,0.520120,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.478706,0.708647,0.414894,0.464286,0.438202,0.423913,55,45,39,221,thermal_relative,Random Forest,0.581816,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.435115,0.720045,0.808511,0.380000,0.517007,0.659722,18,124,76,142,trajectory_absolute,Logistic Regression,0.478885,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.437148,0.701808,0.414894,0.464286,0.438202,0.423913,55,45,39,221,trajectory_absolute,Random Forest,0.682768,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.419891,0.702928,0.872340,0.329317,0.478134,0.656000,12,167,82,99,trajectory_relative,Logistic Regression,0.386213,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.405927,0.680411,0.404255,0.368932,0.385787,0.396660,56,65,38,201,trajectory_relative,Random Forest,0.658123,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.528016,0.756359,0.627660,0.446970,0.522124,0.580709,35,73,59,193,relative_dynamic_combined,Logistic Regression,0.598958,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.516531,0.763998,0.521277,0.556818,0.538462,0.528017,45,39,49,227,relative_dynamic_combined,Random Forest,0.622489,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.481084,0.738162,0.797872,0.401070,0.533808,0.666075,19,112,75,154,relative_dynamic_plus_habitat_context,Logistic Regression,0.525188,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_3_central,actionable_drop,1440,360,376,94,0.530129,0.770397,0.457447,0.581081,0.511905,0.477778,51,31,43,235,relative_dynamic_plus_habitat_context,Random Forest,0.674975,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.549681,0.842396,0.741176,0.470149,0.575342,0.664557,22,71,63,204,canopy_absolute_baseline,Logistic Regression,0.390864,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.499286,0.818032,0.470588,0.439560,0.454545,0.464037,45,51,40,224,canopy_absolute_baseline,Random Forest,0.675984,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.534217,0.803294,0.870588,0.415730,0.562738,0.714286,11,104,74,171,canopy_relative,Logistic Regression,0.433720,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.517435,0.814674,0.588235,0.471698,0.523560,0.560538,35,56,50,219,canopy_relative,Random Forest,0.619514,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.394804,0.685947,0.152941,0.419355,0.224138,0.175202,72,18,13,257,thermal_absolute,Logistic Regression,0.511343,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.537380,0.751679,0.294118,0.641026,0.403226,0.329815,60,14,25,261,thermal_absolute,Random Forest,0.585090,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.332306,0.639743,0.694118,0.301020,0.419929,0.550373,26,137,59,138,thermal_relative,Logistic Regression,0.473499,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.400894,0.705070,0.352941,0.441176,0.392157,0.367647,55,38,30,237,thermal_relative,Random Forest,0.574335,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.518328,0.833882,0.858824,0.474026,0.610879,0.738866,12,81,73,194,trajectory_absolute,Logistic Regression,0.494551,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.561104,0.864043,0.564706,0.527473,0.545455,0.556845,37,43,48,232,trajectory_absolute,Random Forest,0.665318,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
five_band_holdout,band_4_north_central,actionable_drop,1440,360,385,85,0.535089,0.800898,0.917647,0.406250,0.563177,0.733083,7,114,78,161,trajectory_relative,Logistic Regression,0.351712,computed,Cell-relative/anomaly repair features; threshold selected on non-held-out bands.
