validation_scheme,heldout_band,target_definition,feature_family,model,precision_floor,decision_threshold,train_rows,test_rows,test_positive_count,pr_auc,roc_auc,recall,precision,f1,f2,false_negatives,false_positives,true_positives,true_negatives,status
three_band_holdout,band_3_north,at_risk_original,trajectory_relative,Random Forest,0.500000,0.378168,950,209,49,0.242017,0.506569,0.408163,0.256410,0.314961,0.364964,29.000000,58.000000,20.000000,102.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_combined,Logistic Regression,0.300000,0.128151,950,209,49,0.451026,0.615944,0.673469,0.253846,0.368715,0.506135,16.000000,97.000000,33.000000,63.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_combined,Logistic Regression,0.400000,0.368931,950,209,49,0.451026,0.615944,0.530612,0.376812,0.440678,0.490566,23.000000,43.000000,26.000000,117.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_combined,Logistic Regression,0.500000,0.491635,950,209,49,0.451026,0.615944,0.428571,0.446809,0.437500,0.432099,28.000000,26.000000,21.000000,134.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_combined,Random Forest,0.300000,0.479148,950,209,49,0.414302,0.711480,0.306122,0.405405,0.348837,0.321888,34.000000,22.000000,15.000000,138.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_combined,Random Forest,0.400000,0.479148,950,209,49,0.414302,0.711480,0.306122,0.405405,0.348837,0.321888,34.000000,22.000000,15.000000,138.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_combined,Random Forest,0.500000,0.479148,950,209,49,0.414302,0.711480,0.306122,0.405405,0.348837,0.321888,34.000000,22.000000,15.000000,138.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_plus_habitat_context,Logistic Regression,0.300000,0.112694,950,209,49,0.457854,0.618367,0.693878,0.246377,0.363636,0.508982,15.000000,104.000000,34.000000,56.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_plus_habitat_context,Logistic Regression,0.400000,0.373705,950,209,49,0.457854,0.618367,0.510204,0.378788,0.434783,0.477099,24.000000,41.000000,25.000000,119.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_plus_habitat_context,Logistic Regression,0.500000,0.494027,950,209,49,0.457854,0.618367,0.448980,0.478261,0.463158,0.454545,27.000000,24.000000,22.000000,136.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_plus_habitat_context,Random Forest,0.300000,0.529305,950,209,49,0.469334,0.721684,0.183673,0.562500,0.276923,0.212264,40.000000,7.000000,9.000000,153.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_plus_habitat_context,Random Forest,0.400000,0.529305,950,209,49,0.469334,0.721684,0.183673,0.562500,0.276923,0.212264,40.000000,7.000000,9.000000,153.000000,computed
three_band_holdout,band_3_north,at_risk_original,relative_dynamic_plus_habitat_context,Random Forest,0.500000,0.529305,950,209,49,0.469334,0.721684,0.183673,0.562500,0.276923,0.212264,40.000000,7.000000,9.000000,153.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.300000,0.195326,1188,612,186,0.523416,0.770243,0.967742,0.386266,0.552147,0.743802,6.000000,286.000000,180.000000,140.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.400000,0.351679,1188,612,186,0.523416,0.770243,0.876344,0.475219,0.616257,0.749770,23.000000,180.000000,163.000000,246.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.500000,0.688966,1188,612,186,0.523416,0.770243,0.333333,0.548673,0.414716,0.361727,124.000000,51.000000,62.000000,375.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_absolute_baseline,Random Forest,0.300000,0.437467,1188,612,186,0.511336,0.756298,0.741935,0.477509,0.581053,0.667957,48.000000,151.000000,138.000000,275.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_absolute_baseline,Random Forest,0.400000,0.437467,1188,612,186,0.511336,0.756298,0.741935,0.477509,0.581053,0.667957,48.000000,151.000000,138.000000,275.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_absolute_baseline,Random Forest,0.500000,0.437467,1188,612,186,0.511336,0.756298,0.741935,0.477509,0.581053,0.667957,48.000000,151.000000,138.000000,275.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_relative,Logistic Regression,0.300000,0.163119,1188,612,186,0.502076,0.759592,0.983871,0.383648,0.552036,0.749386,3.000000,294.000000,183.000000,132.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_relative,Logistic Regression,0.400000,0.291017,1188,612,186,0.502076,0.759592,0.860215,0.449438,0.590406,0.727273,26.000000,196.000000,160.000000,230.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_relative,Logistic Regression,0.500000,0.539997,1188,612,186,0.502076,0.759592,0.591398,0.493274,0.537897,0.568769,76.000000,113.000000,110.000000,313.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_relative,Random Forest,0.300000,0.381404,1188,612,186,0.493240,0.756272,0.801075,0.479100,0.599598,0.706161,37.000000,162.000000,149.000000,264.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_relative,Random Forest,0.400000,0.381404,1188,612,186,0.493240,0.756272,0.801075,0.479100,0.599598,0.706161,37.000000,162.000000,149.000000,264.000000,computed
three_band_holdout,band_1_south,actionable_drop,canopy_relative,Random Forest,0.500000,0.381404,1188,612,186,0.493240,0.756272,0.801075,0.479100,0.599598,0.706161,37.000000,162.000000,149.000000,264.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_absolute,Logistic Regression,0.300000,0.403969,1188,612,186,0.369178,0.547415,0.930108,0.308378,0.463186,0.662835,13.000000,388.000000,173.000000,38.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_absolute,Logistic Regression,0.400000,0.726206,1188,612,186,0.369178,0.547415,0.150538,0.383562,0.216216,0.171359,158.000000,45.000000,28.000000,381.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_absolute,Logistic Regression,0.500000,0.742182,1188,612,186,0.369178,0.547415,0.134409,0.416667,0.203252,0.155473,161.000000,35.000000,25.000000,391.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_absolute,Random Forest,0.300000,0.444945,1188,612,186,0.608342,0.740743,0.602151,0.497778,0.545012,0.577915,74.000000,113.000000,112.000000,313.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_absolute,Random Forest,0.400000,0.444945,1188,612,186,0.608342,0.740743,0.602151,0.497778,0.545012,0.577915,74.000000,113.000000,112.000000,313.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_absolute,Random Forest,0.500000,0.444945,1188,612,186,0.608342,0.740743,0.602151,0.497778,0.545012,0.577915,74.000000,113.000000,112.000000,313.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_relative,Logistic Regression,0.300000,0.469486,1188,612,186,0.323398,0.503231,0.623656,0.309333,0.413547,0.518320,70.000000,259.000000,116.000000,167.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_relative,Logistic Regression,0.400000,0.565071,1188,612,186,0.323398,0.503231,0.252688,0.326389,0.284848,0.264640,139.000000,97.000000,47.000000,329.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_relative,Logistic Regression,0.500000,0.675139,1188,612,186,0.323398,0.503231,0.005376,0.250000,0.010526,0.006684,185.000000,3.000000,1.000000,423.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_relative,Random Forest,0.300000,0.440687,1188,612,186,0.567029,0.729694,0.586022,0.500000,0.539604,0.566528,77.000000,109.000000,109.000000,317.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_relative,Random Forest,0.400000,0.440687,1188,612,186,0.567029,0.729694,0.586022,0.500000,0.539604,0.566528,77.000000,109.000000,109.000000,317.000000,computed
three_band_holdout,band_1_south,actionable_drop,thermal_relative,Random Forest,0.500000,0.440687,1188,612,186,0.567029,0.729694,0.586022,0.500000,0.539604,0.566528,77.000000,109.000000,109.000000,317.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_absolute,Logistic Regression,0.300000,0.096229,1188,612,186,0.583984,0.800192,0.994624,0.349057,0.516760,0.726060,1.000000,345.000000,185.000000,81.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_absolute,Logistic Regression,0.400000,0.308702,1188,612,186,0.583984,0.800192,0.908602,0.430025,0.583765,0.743184,17.000000,224.000000,169.000000,202.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_absolute,Logistic Regression,0.500000,0.515790,1188,612,186,0.583984,0.800192,0.817204,0.511785,0.629400,0.730067,34.000000,145.000000,152.000000,281.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_absolute,Random Forest,0.300000,0.550356,1188,612,186,0.511547,0.786133,0.725806,0.521236,0.606742,0.672981,51.000000,124.000000,135.000000,302.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_absolute,Random Forest,0.400000,0.550356,1188,612,186,0.511547,0.786133,0.725806,0.521236,0.606742,0.672981,51.000000,124.000000,135.000000,302.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_absolute,Random Forest,0.500000,0.550356,1188,612,186,0.511547,0.786133,0.725806,0.521236,0.606742,0.672981,51.000000,124.000000,135.000000,302.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_relative,Logistic Regression,0.300000,0.161586,1188,612,186,0.503054,0.758367,0.973118,0.383475,0.550152,0.744243,5.000000,291.000000,181.000000,135.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_relative,Logistic Regression,0.400000,0.306397,1188,612,186,0.503054,0.758367,0.838710,0.458824,0.593156,0.719557,30.000000,184.000000,156.000000,242.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_relative,Logistic Regression,0.500000,0.538264,1188,612,186,0.503054,0.758367,0.580645,0.509434,0.542714,0.564854,78.000000,104.000000,108.000000,322.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_relative,Random Forest,0.300000,0.510772,1188,612,186,0.478516,0.739159,0.607527,0.497797,0.547215,0.581874,73.000000,114.000000,113.000000,312.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_relative,Random Forest,0.400000,0.510772,1188,612,186,0.478516,0.739159,0.607527,0.497797,0.547215,0.581874,73.000000,114.000000,113.000000,312.000000,computed
three_band_holdout,band_1_south,actionable_drop,trajectory_relative,Random Forest,0.500000,0.510772,1188,612,186,0.478516,0.739159,0.607527,0.497797,0.547215,0.581874,73.000000,114.000000,113.000000,312.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_combined,Logistic Regression,0.300000,0.119021,1188,612,186,0.554840,0.784441,0.983871,0.385263,0.553707,0.750615,3.000000,292.000000,183.000000,134.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_combined,Logistic Regression,0.400000,0.275997,1188,612,186,0.554840,0.784441,0.854839,0.459538,0.597744,0.729358,27.000000,187.000000,159.000000,239.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_combined,Logistic Regression,0.500000,0.498614,1188,612,186,0.554840,0.784441,0.661290,0.521186,0.582938,0.627551,63.000000,113.000000,123.000000,313.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_combined,Random Forest,0.300000,0.465181,1188,612,186,0.618611,0.816523,0.725806,0.564854,0.635294,0.686673,51.000000,104.000000,135.000000,322.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_combined,Random Forest,0.400000,0.465181,1188,612,186,0.618611,0.816523,0.725806,0.564854,0.635294,0.686673,51.000000,104.000000,135.000000,322.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_combined,Random Forest,0.500000,0.465181,1188,612,186,0.618611,0.816523,0.725806,0.564854,0.635294,0.686673,51.000000,104.000000,135.000000,322.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_plus_habitat_context,Logistic Regression,0.300000,0.107129,1188,612,186,0.551647,0.779860,0.967742,0.380550,0.546282,0.739523,6.000000,293.000000,180.000000,133.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_plus_habitat_context,Logistic Regression,0.400000,0.265860,1188,612,186,0.551647,0.779860,0.860215,0.467836,0.606061,0.736648,26.000000,182.000000,160.000000,244.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_plus_habitat_context,Logistic Regression,0.500000,0.445999,1188,612,186,0.551647,0.779860,0.682796,0.522634,0.592075,0.643364,59.000000,116.000000,127.000000,310.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_plus_habitat_context,Random Forest,0.300000,0.572700,1188,612,186,0.618437,0.815627,0.596774,0.596774,0.596774,0.596774,75.000000,75.000000,111.000000,351.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_plus_habitat_context,Random Forest,0.400000,0.572700,1188,612,186,0.618437,0.815627,0.596774,0.596774,0.596774,0.596774,75.000000,75.000000,111.000000,351.000000,computed
three_band_holdout,band_1_south,actionable_drop,relative_dynamic_plus_habitat_context,Random Forest,0.500000,0.572700,1188,612,186,0.618437,0.815627,0.596774,0.596774,0.596774,0.596774,75.000000,75.000000,111.000000,351.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.300000,0.100014,1224,576,152,0.421341,0.682488,0.993421,0.274047,0.429587,0.651424,1.000000,400.000000,151.000000,24.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.400000,0.204003,1224,576,152,0.421341,0.682488,0.993421,0.289272,0.448071,0.668142,1.000000,371.000000,151.000000,53.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.500000,0.347026,1224,576,152,0.421341,0.682488,0.967105,0.316129,0.476499,0.684995,5.000000,318.000000,147.000000,106.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_absolute_baseline,Random Forest,0.300000,0.442124,1224,576,152,0.332008,0.620865,0.967105,0.316810,0.477273,0.685634,5.000000,317.000000,147.000000,107.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_absolute_baseline,Random Forest,0.400000,0.442124,1224,576,152,0.332008,0.620865,0.967105,0.316810,0.477273,0.685634,5.000000,317.000000,147.000000,107.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_absolute_baseline,Random Forest,0.500000,0.442124,1224,576,152,0.332008,0.620865,0.967105,0.316810,0.477273,0.685634,5.000000,317.000000,147.000000,107.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_relative,Logistic Regression,0.300000,0.135854,1224,576,152,0.437003,0.716097,0.993421,0.293204,0.452774,0.672306,1.000000,364.000000,151.000000,60.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_relative,Logistic Regression,0.400000,0.217132,1224,576,152,0.437003,0.716097,0.927632,0.338942,0.496479,0.688477,11.000000,275.000000,141.000000,149.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_relative,Logistic Regression,0.500000,0.424203,1224,576,152,0.437003,0.716097,0.723684,0.413534,0.526316,0.629291,42.000000,156.000000,110.000000,268.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_relative,Random Forest,0.300000,0.409294,1224,576,152,0.439144,0.717493,0.809211,0.344538,0.483301,0.637306,29.000000,234.000000,123.000000,190.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_relative,Random Forest,0.400000,0.409294,1224,576,152,0.439144,0.717493,0.809211,0.344538,0.483301,0.637306,29.000000,234.000000,123.000000,190.000000,computed
three_band_holdout,band_2_central,actionable_drop,canopy_relative,Random Forest,0.500000,0.409294,1224,576,152,0.439144,0.717493,0.809211,0.344538,0.483301,0.637306,29.000000,234.000000,123.000000,190.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_absolute,Logistic Regression,0.300000,0.351746,1224,576,152,0.272640,0.516851,0.855263,0.280172,0.422078,0.606343,22.000000,334.000000,130.000000,90.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_absolute,Logistic Regression,0.400000,0.568278,1224,576,152,0.272640,0.516851,0.223684,0.278689,0.248175,0.232877,118.000000,88.000000,34.000000,336.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_absolute,Logistic Regression,0.500000,0.682111,1224,576,152,0.272640,0.516851,0.026316,0.153846,0.044944,0.031546,148.000000,22.000000,4.000000,402.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_absolute,Random Forest,0.300000,0.418796,1224,576,152,0.574271,0.759760,0.657895,0.423729,0.515464,0.592417,52.000000,136.000000,100.000000,288.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_absolute,Random Forest,0.400000,0.418796,1224,576,152,0.574271,0.759760,0.657895,0.423729,0.515464,0.592417,52.000000,136.000000,100.000000,288.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_absolute,Random Forest,0.500000,0.418796,1224,576,152,0.574271,0.759760,0.657895,0.423729,0.515464,0.592417,52.000000,136.000000,100.000000,288.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_relative,Logistic Regression,0.300000,0.412718,1224,576,152,0.306936,0.516587,0.671053,0.269841,0.384906,0.517241,50.000000,276.000000,102.000000,148.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_relative,Logistic Regression,0.400000,0.531775,1224,576,152,0.306936,0.516587,0.434211,0.286957,0.345550,0.393795,86.000000,164.000000,66.000000,260.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_relative,Logistic Regression,0.500000,0.729952,1224,576,152,0.306936,0.516587,0.000000,0.000000,0.000000,0.000000,152.000000,0.000000,0.000000,424.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_relative,Random Forest,0.300000,0.439974,1224,576,152,0.444565,0.683357,0.598684,0.429245,0.500000,0.554878,61.000000,121.000000,91.000000,303.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_relative,Random Forest,0.400000,0.439974,1224,576,152,0.444565,0.683357,0.598684,0.429245,0.500000,0.554878,61.000000,121.000000,91.000000,303.000000,computed
three_band_holdout,band_2_central,actionable_drop,thermal_relative,Random Forest,0.500000,0.439974,1224,576,152,0.444565,0.683357,0.598684,0.429245,0.500000,0.554878,61.000000,121.000000,91.000000,303.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_absolute,Logistic Regression,0.300000,0.068197,1224,576,152,0.445735,0.723607,0.993421,0.291506,0.450746,0.670515,1.000000,367.000000,151.000000,57.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_absolute,Logistic Regression,0.400000,0.179561,1224,576,152,0.445735,0.723607,0.953947,0.313853,0.472313,0.677570,7.000000,317.000000,145.000000,107.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_absolute,Logistic Regression,0.500000,0.347787,1224,576,152,0.445735,0.723607,0.868421,0.352000,0.500949,0.671414,20.000000,243.000000,132.000000,181.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_absolute,Random Forest,0.300000,0.548450,1224,576,152,0.417829,0.725360,0.677632,0.436441,0.530928,0.610190,49.000000,133.000000,103.000000,291.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_absolute,Random Forest,0.400000,0.548450,1224,576,152,0.417829,0.725360,0.677632,0.436441,0.530928,0.610190,49.000000,133.000000,103.000000,291.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_absolute,Random Forest,0.500000,0.548450,1224,576,152,0.417829,0.725360,0.677632,0.436441,0.530928,0.610190,49.000000,133.000000,103.000000,291.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_relative,Logistic Regression,0.300000,0.167102,1224,576,152,0.438354,0.713707,1.000000,0.279926,0.437410,0.660295,0.000000,391.000000,152.000000,33.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_relative,Logistic Regression,0.400000,0.219364,1224,576,152,0.438354,0.713707,0.986842,0.298805,0.458716,0.675676,2.000000,352.000000,150.000000,72.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_relative,Logistic Regression,0.500000,0.422668,1224,576,152,0.438354,0.713707,0.815789,0.360465,0.500000,0.651261,28.000000,220.000000,124.000000,204.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_relative,Random Forest,0.300000,0.376516,1224,576,152,0.412935,0.686538,0.855263,0.358127,0.504854,0.669413,22.000000,233.000000,130.000000,191.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_relative,Random Forest,0.400000,0.376516,1224,576,152,0.412935,0.686538,0.855263,0.358127,0.504854,0.669413,22.000000,233.000000,130.000000,191.000000,computed
three_band_holdout,band_2_central,actionable_drop,trajectory_relative,Random Forest,0.500000,0.376516,1224,576,152,0.412935,0.686538,0.855263,0.358127,0.504854,0.669413,22.000000,233.000000,130.000000,191.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_combined,Logistic Regression,0.300000,0.124117,1224,576,152,0.530683,0.758456,0.953947,0.308511,0.466238,0.672542,7.000000,325.000000,145.000000,99.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_combined,Logistic Regression,0.400000,0.194254,1224,576,152,0.530683,0.758456,0.927632,0.342233,0.500000,0.691176,11.000000,271.000000,141.000000,153.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_combined,Logistic Regression,0.500000,0.383519,1224,576,152,0.530683,0.758456,0.802632,0.410774,0.543430,0.674033,30.000000,175.000000,122.000000,249.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_combined,Random Forest,0.300000,0.485391,1224,576,152,0.538005,0.779667,0.723684,0.482456,0.578947,0.657895,42.000000,118.000000,110.000000,306.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_combined,Random Forest,0.400000,0.485391,1224,576,152,0.538005,0.779667,0.723684,0.482456,0.578947,0.657895,42.000000,118.000000,110.000000,306.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_combined,Random Forest,0.500000,0.485391,1224,576,152,0.538005,0.779667,0.723684,0.482456,0.578947,0.657895,42.000000,118.000000,110.000000,306.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_plus_habitat_context,Logistic Regression,0.300000,0.147598,1224,576,152,0.457000,0.730605,0.967105,0.320961,0.481967,0.689493,5.000000,311.000000,147.000000,113.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_plus_habitat_context,Logistic Regression,0.400000,0.191452,1224,576,152,0.457000,0.730605,0.953947,0.334101,0.494881,0.695777,7.000000,289.000000,145.000000,135.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_plus_habitat_context,Logistic Regression,0.500000,0.398722,1224,576,152,0.457000,0.730605,0.802632,0.382445,0.518047,0.658037,30.000000,197.000000,122.000000,227.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_plus_habitat_context,Random Forest,0.300000,0.516176,1224,576,152,0.517947,0.768713,0.730263,0.447581,0.555000,0.648364,41.000000,137.000000,111.000000,287.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_plus_habitat_context,Random Forest,0.400000,0.516176,1224,576,152,0.517947,0.768713,0.730263,0.447581,0.555000,0.648364,41.000000,137.000000,111.000000,287.000000,computed
three_band_holdout,band_2_central,actionable_drop,relative_dynamic_plus_habitat_context,Random Forest,0.500000,0.516176,1224,576,152,0.517947,0.768713,0.730263,0.447581,0.555000,0.648364,41.000000,137.000000,111.000000,287.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.300000,0.198398,1188,612,132,0.737534,0.936127,1.000000,0.258317,0.410575,0.635226,0.000000,379.000000,132.000000,101.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.400000,0.368957,1188,612,132,0.737534,0.936127,0.757576,0.645161,0.696864,0.732064,32.000000,55.000000,100.000000,425.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_absolute_baseline,Logistic Regression,0.500000,0.668255,1188,612,132,0.737534,0.936127,0.053030,0.875000,0.100000,0.065299,125.000000,1.000000,7.000000,479.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_absolute_baseline,Random Forest,0.300000,0.417455,1188,612,132,0.665980,0.928078,0.522727,0.663462,0.584746,0.545886,63.000000,35.000000,69.000000,445.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_absolute_baseline,Random Forest,0.400000,0.417455,1188,612,132,0.665980,0.928078,0.522727,0.663462,0.584746,0.545886,63.000000,35.000000,69.000000,445.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_absolute_baseline,Random Forest,0.500000,0.417455,1188,612,132,0.665980,0.928078,0.522727,0.663462,0.584746,0.545886,63.000000,35.000000,69.000000,445.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_relative,Logistic Regression,0.300000,0.161549,1188,612,132,0.631810,0.871212,1.000000,0.302059,0.463972,0.683938,0.000000,305.000000,132.000000,175.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_relative,Logistic Regression,0.400000,0.339057,1188,612,132,0.631810,0.871212,0.939394,0.450909,0.609337,0.772105,8.000000,151.000000,124.000000,329.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_relative,Logistic Regression,0.500000,0.721300,1188,612,132,0.631810,0.871212,0.530303,0.555556,0.542636,0.535168,62.000000,56.000000,70.000000,424.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_relative,Random Forest,0.300000,0.452816,1188,612,132,0.608275,0.888715,0.780303,0.575419,0.662379,0.728430,29.000000,76.000000,103.000000,404.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_relative,Random Forest,0.400000,0.452816,1188,612,132,0.608275,0.888715,0.780303,0.575419,0.662379,0.728430,29.000000,76.000000,103.000000,404.000000,computed
three_band_holdout,band_3_north,actionable_drop,canopy_relative,Random Forest,0.500000,0.452816,1188,612,132,0.608275,0.888715,0.780303,0.575419,0.662379,0.728430,29.000000,76.000000,103.000000,404.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_absolute,Logistic Regression,0.300000,0.361600,1188,612,132,0.205158,0.443403,0.583333,0.185542,0.281536,0.408271,55.000000,338.000000,77.000000,142.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_absolute,Logistic Regression,0.400000,0.503103,1188,612,132,0.205158,0.443403,0.265152,0.233333,0.248227,0.258112,97.000000,115.000000,35.000000,365.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_absolute,Logistic Regression,0.500000,0.652985,1188,612,132,0.205158,0.443403,0.000000,0.000000,0.000000,0.000000,132.000000,9.000000,0.000000,471.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_absolute,Random Forest,0.300000,0.470466,1188,612,132,0.301255,0.648737,0.363636,0.390244,0.376471,0.368664,84.000000,75.000000,48.000000,405.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_absolute,Random Forest,0.400000,0.470466,1188,612,132,0.301255,0.648737,0.363636,0.390244,0.376471,0.368664,84.000000,75.000000,48.000000,405.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_absolute,Random Forest,0.500000,0.470466,1188,612,132,0.301255,0.648737,0.363636,0.390244,0.376471,0.368664,84.000000,75.000000,48.000000,405.000000,computed
three_band_holdout,band_3_north,actionable_drop,thermal_relative,Logistic Regression,0.300000,0.322444,1188,612,132,0.172014,0.362626,0.772727,0.188192,0.302671,0.476636,30.000000,440.000000,102.000000,40.000000,computed
