target_definition,target,comparison,scale,model_family,validation_design,held_out_region,n_train,n_test,test_positive_events,test_event_prevalence,pr_auc,roc_auc,recall,precision,f1,balanced_accuracy,brier_score,feature_count,features
C_new_decline_transition,new_decline_event_next,M1_fixed_30km_buffer,30km,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.11173489278752435,0.507183908045977,0.0,0.0,0.0,0.5,0.138741131308808,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_50km,50km,Logistic Regression L2,region_holdout,Northern California,1088,64,6,0.09375,0.12703857073560462,0.34195402298850575,0.0,0.0,0.0,0.4827586206896552,0.1937917092166342,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_50km,50km,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.34528985507246374,0.8448275862068966,0.0,0.0,0.0,0.5,0.12308366165227905,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_75km,75km,Logistic Regression L2,region_holdout,Northern California,1088,64,6,0.09375,0.11209035426813833,0.35344827586206895,0.0,0.0,0.0,0.49137931034482757,0.1957793186182245,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_75km,75km,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.2528985507246377,0.7729885057471265,0.0,0.0,0.0,0.5,0.13449866803863517,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M3_multiscale_l1_regularized,multi,Logistic Regression L1,region_holdout,Northern California,1088,64,6,0.09375,0.13111679465062925,0.410919540229885,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.5804597701149425,0.19379725091450523,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M3_multiscale_random_forest,multi,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.2380706429093526,0.7011494252873562,0.0,0.0,0.0,0.49137931034482757,0.13477127171784295,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M0_nearest_grid_baseline,nearest,Logistic Regression L2,temporal_holdout,none,1400,200,34,0.17,0.385560822844912,0.7761339475549256,1.0,0.18085106382978725,0.3063063063063063,0.536144578313253,0.3286634871889136,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M0_nearest_grid_baseline,nearest,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.19927958418919053,0.5908043940467753,0.7647058823529411,0.23636363636363636,0.3611111111111111,0.6293408929836994,0.2584199658906473,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_10km,10km,Logistic Regression L2,temporal_holdout,none,1400,200,34,0.17,0.2896959262222881,0.7166017009213325,1.0,0.17801047120418848,0.3022222222222222,0.5271084337349398,0.35789404310944123,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_10km,10km,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.2823030376856479,0.6692948263642806,0.7647058823529411,0.26262626262626265,0.39097744360902253,0.6624734231041813,0.262143607546145,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_25km,25km,Logistic Regression L2,temporal_holdout,none,1400,200,34,0.17,0.37135129229869857,0.7725903614457831,1.0,0.17989417989417988,0.30493273542600896,0.5331325301204819,0.3318386500894831,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_25km,25km,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.16661769833456763,0.5147944720056697,0.5,0.1650485436893204,0.24817518248175183,0.49096385542168675,0.2525542845271672,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M1_fixed_30km_buffer,30km,Logistic Regression L2,temporal_holdout,none,1400,200,34,0.17,0.3781434787236061,0.7771970233876683,1.0,0.17989417989417988,0.30493273542600896,0.5331325301204819,0.33034051237476975,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M1_fixed_30km_buffer,30km,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.17442164974127053,0.5303862508858965,0.4411764705882353,0.17045454545454544,0.2459016393442623,0.5007087172218285,0.2448117136201191,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_50km,50km,Logistic Regression L2,temporal_holdout,none,1400,200,34,0.17,0.38698084279667583,0.7915485471296952,1.0,0.1827956989247312,0.3090909090909091,0.5421686746987951,0.32804369164908925,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_50km,50km,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.15615973673269007,0.476169383416017,0.4117647058823529,0.1308411214953271,0.19858156028368795,0.42576187101346563,0.2649046306862108,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_75km,75km,Logistic Regression L2,temporal_holdout,none,1400,200,34,0.17,0.38390696243751754,0.7870304748405386,1.0,0.1827956989247312,0.3090909090909091,0.5421686746987951,0.3272237240384302,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_75km,75km,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.18868919799055778,0.5062012756909993,0.7058823529411765,0.1935483870967742,0.3037974683544304,0.5517363571934798,0.2632160637114304,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M3_multiscale_l1_regularized,multi,Logistic Regression L1,temporal_holdout,none,1400,200,34,0.17,0.33653257617457427,0.7611622962437987,1.0,0.18478260869565216,0.3119266055045872,0.5481927710843374,0.3270607020657989,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M3_multiscale_random_forest,multi,Random Forest,temporal_holdout,none,1400,200,34,0.17,0.15828228374457223,0.44968107725017714,0.14705882352941177,0.06756756756756757,0.09259259259259259,0.3656980864635011,0.2762764006347346,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M0_nearest_grid_baseline,nearest,Logistic Regression L2,region_holdout,Central California,512,136,33,0.2426470588235294,0.7678248161253565,0.8692262430126508,0.7272727272727273,0.8,0.7619047619047619,0.8345101500441306,0.12995399327373822,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M0_nearest_grid_baseline,nearest,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.7773468553982561,0.8765813474551338,0.5454545454545454,0.72,0.6206896551724138,0.7387466902030009,0.13576969154969099,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_10km,10km,Logistic Regression L2,region_holdout,Central California,512,136,33,0.2426470588235294,0.7010210795971691,0.8733451015004413,0.9393939393939394,0.34831460674157305,0.5081967213114754,0.6881435716387173,0.24035944480378468,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_10km,10km,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.559629574894037,0.7315386878493675,0.7272727272727273,0.34782608695652173,0.47058823529411764,0.6451897616946161,0.23833042766332233,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_25km,25km,Logistic Regression L2,region_holdout,Central California,512,136,33,0.2426470588235294,0.7539982496589084,0.8665784054133568,0.7272727272727273,0.8,0.7619047619047619,0.8345101500441306,0.13235646580487678,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_25km,25km,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.6926911730247804,0.8487790526625478,0.48484848484848486,0.64,0.5517241379310345,0.6987349220358929,0.14053728571249202,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M1_fixed_30km_buffer,30km,Logistic Regression L2,region_holdout,Central California,512,136,33,0.2426470588235294,0.7566490498150584,0.8671668137687555,0.7272727272727273,0.7741935483870968,0.75,0.8296557811120918,0.13220683885848786,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M1_fixed_30km_buffer,30km,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.7271238412854888,0.8462783171521037,0.48484848484848486,0.6956521739130435,0.5714285714285714,0.7084436598999706,0.13913002070494293,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_50km,50km,Logistic Regression L2,region_holdout,Central California,512,136,33,0.2426470588235294,0.7608598545294594,0.8709914680788468,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8199470432480142,0.13056384252784875,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_50km,50km,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.7369502394602339,0.8377463959988232,0.5151515151515151,0.68,0.5862068965517241,0.7187408061194469,0.12763938740344297,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_75km,75km,Logistic Regression L2,region_holdout,Central California,512,136,33,0.2426470588235294,0.7690774841779136,0.8720211827007943,0.7878787878787878,0.7647058823529411,0.7761194029850746,0.8551044424830833,0.12910512445367844,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_75km,75km,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.7297941849155432,0.8602530155928215,0.36363636363636365,0.8,0.5,0.6672550750220654,0.12566805534943382,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M3_multiscale_l1_regularized,multi,Logistic Regression L1,region_holdout,Central California,512,136,33,0.2426470588235294,0.801936546443897,0.8559870550161812,0.7272727272727273,0.6857142857142857,0.7058823529411765,0.8102383053839365,0.13418345971243037,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M3_multiscale_random_forest,multi,Random Forest,region_holdout,Central California,512,136,33,0.2426470588235294,0.7995134020988138,0.885701676963813,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.7581641659311562,0.11004093607220511,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M0_nearest_grid_baseline,nearest,Logistic Regression L2,region_holdout,Northern California,1088,64,1,0.015625,0.07142857142857142,0.7936507936507936,1.0,0.01639344262295082,0.03225806451612903,0.5238095238095238,0.32728629874252413,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M0_nearest_grid_baseline,nearest,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.1111111111111111,0.873015873015873,1.0,0.029411764705882353,0.05714285714285714,0.7380952380952381,0.24556104274780555,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_10km,10km,Logistic Regression L2,region_holdout,Northern California,1088,64,1,0.015625,0.05,0.6984126984126985,1.0,0.01639344262295082,0.03225806451612903,0.5238095238095238,0.3311840763261207,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_10km,10km,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.3333333333333333,0.9682539682539683,1.0,0.030303030303030304,0.058823529411764705,0.746031746031746,0.2050664081384609,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_25km,25km,Logistic Regression L2,region_holdout,Northern California,1088,64,1,0.015625,0.0625,0.7619047619047619,1.0,0.01639344262295082,0.03225806451612903,0.5238095238095238,0.3269300713871574,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_25km,25km,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.14285714285714285,0.9047619047619048,1.0,0.030303030303030304,0.058823529411764705,0.746031746031746,0.25906755644128354,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M1_fixed_30km_buffer,30km,Logistic Regression L2,region_holdout,Northern California,1088,64,1,0.015625,0.07142857142857142,0.7936507936507937,1.0,0.01639344262295082,0.03225806451612903,0.5238095238095238,0.3257292071398271,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M1_fixed_30km_buffer,30km,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.14285714285714285,0.9047619047619048,1.0,0.030303030303030304,0.058823529411764705,0.746031746031746,0.26489977150915567,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_50km,50km,Logistic Regression L2,region_holdout,Northern California,1088,64,1,0.015625,0.05555555555555555,0.7301587301587302,1.0,0.01639344262295082,0.03225806451612903,0.5238095238095238,0.3266153370809326,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_50km,50km,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.14285714285714285,0.9047619047619048,1.0,0.02702702702702703,0.05263157894736842,0.7142857142857143,0.2637494551879453,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_75km,75km,Logistic Regression L2,region_holdout,Northern California,1088,64,1,0.015625,0.045454545454545456,0.6666666666666666,1.0,0.01639344262295082,0.03225806451612903,0.5238095238095238,0.33076729118465964,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M2_single_scale_75km,75km,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.09090909090909091,0.8412698412698413,1.0,0.023255813953488372,0.045454545454545456,0.6666666666666666,0.30593543829466985,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M3_multiscale_l1_regularized,multi,Logistic Regression L1,region_holdout,Northern California,1088,64,1,0.015625,0.03333333333333333,0.5396825396825398,1.0,0.017241379310344827,0.03389830508474576,0.5476190476190477,0.3138237725556742,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
D_actionable_decline_drop,actionable_decline_drop_next,M3_multiscale_random_forest,multi,Random Forest,region_holdout,Northern California,1088,64,1,0.015625,0.09090909090909091,0.8412698412698413,1.0,0.02857142857142857,0.05555555555555555,0.7301587301587301,0.26367028085553984,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
