target_definition,target,comparison,scale,model_family,validation_design,held_out_region,n_train,n_test,test_positive_events,test_event_prevalence,pr_auc,roc_auc,recall,precision,f1,balanced_accuracy,brier_score,feature_count,features
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_75km,75km,Logistic Regression L2,temporal_holdout,none,955,93,45,0.4838709677419355,0.41774283607776813,0.337037037037037,0.4888888888888889,0.3492063492063492,0.4074074074074074,0.3173611111111111,0.25901964299447233,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_75km,75km,Random Forest,temporal_holdout,none,955,93,45,0.4838709677419355,0.5965785434434013,0.5969907407407408,0.0,0.0,0.0,0.5,0.2639265349020535,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M3_multiscale_l1_regularized,multi,Logistic Regression L1,temporal_holdout,none,955,93,45,0.4838709677419355,0.5614194159978146,0.5175925925925926,0.6,0.4426229508196721,0.5094339622641509,0.4458333333333333,0.252733904455973,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M3_multiscale_random_forest,multi,Random Forest,temporal_holdout,none,955,93,45,0.4838709677419355,0.5205433083662764,0.4282407407407407,0.022222222222222223,1.0,0.043478260869565216,0.5111111111111111,0.2924992176655841,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M0_nearest_grid_baseline,nearest,Logistic Regression L2,region_holdout,Central California,176,91,45,0.4945054945054945,0.6013046925842748,0.6311594202898552,0.5777777777777777,0.6190476190476191,0.5977011494252874,0.614975845410628,0.24305341249127949,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M0_nearest_grid_baseline,nearest,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.6045542434152744,0.5565217391304348,0.1111111111111111,0.8333333333333334,0.19607843137254902,0.5446859903381642,0.27757582057096963,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_10km,10km,Logistic Regression L2,region_holdout,Central California,176,91,45,0.4945054945054945,0.5874598294542532,0.5722222222222222,0.5333333333333333,0.4897959183673469,0.5106382978723404,0.494927536231884,0.24705699505953363,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_10km,10km,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.49065319866515156,0.43840579710144933,0.28888888888888886,0.48148148148148145,0.3611111111111111,0.49227053140096616,0.29061356837969654,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_25km,25km,Logistic Regression L2,region_holdout,Central California,176,91,45,0.4945054945054945,0.5990343681441145,0.6405797101449275,0.6,0.6428571428571429,0.6206896551724138,0.6369565217391304,0.24281127131387326,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_25km,25km,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.4983339405985674,0.4845410628019324,0.022222222222222223,0.25,0.04081632653061224,0.47850241545893724,0.28971030919937973,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M1_fixed_30km_buffer,30km,Logistic Regression L2,region_holdout,Central California,176,91,45,0.4945054945054945,0.602718062984483,0.6381642512077295,0.6666666666666666,0.6521739130434783,0.6593406593406593,0.6594202898550725,0.24273114080492106,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M1_fixed_30km_buffer,30km,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.4763419951561533,0.47826086956521735,0.022222222222222223,0.25,0.04081632653061224,0.47850241545893724,0.28601736084992607,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_50km,50km,Logistic Regression L2,region_holdout,Central California,176,91,45,0.4945054945054945,0.5908531326389425,0.6391304347826088,0.7111111111111111,0.5925925925925926,0.6464646464646465,0.6164251207729469,0.24181245144650212,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_50km,50km,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.45117751742087964,0.43671497584541064,0.0,0.0,0.0,0.5,0.29571561851004274,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_75km,75km,Logistic Regression L2,region_holdout,Central California,176,91,45,0.4945054945054945,0.6091662513792859,0.6555555555555554,0.6888888888888889,0.6078431372549019,0.6458333333333334,0.6270531400966184,0.24039982848728778,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M2_single_scale_75km,75km,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.505129489046521,0.48888888888888893,0.2222222222222222,0.625,0.32786885245901637,0.5458937198067633,0.2681640661885656,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M3_multiscale_l1_regularized,multi,Logistic Regression L1,region_holdout,Central California,176,91,45,0.4945054945054945,0.5072033760371372,0.5570048309178744,0.5777777777777777,0.5652173913043478,0.5714285714285714,0.5714975845410628,0.2500897274883729,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
B_at_risk_original_decline_gt005,decline_event_next_at_risk_gt005,M3_multiscale_random_forest,multi,Random Forest,region_holdout,Central California,176,91,45,0.4945054945054945,0.5069016608346394,0.4275362318840579,0.13333333333333333,0.46153846153846156,0.20689655172413793,0.4905797101449275,0.2881690024358598,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M0_nearest_grid_baseline,nearest,Logistic Regression L2,temporal_holdout,none,1400,200,26,0.13,0.17804363007789872,0.5522767462422635,1.0,0.13,0.23008849557522124,0.5,0.2840619183685213,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M0_nearest_grid_baseline,nearest,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.23296789530248718,0.7167329796640142,0.3076923076923077,0.2857142857142857,0.2962962962962963,0.5963748894783378,0.1659572353987898,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_10km,10km,Logistic Regression L2,temporal_holdout,none,1400,200,26,0.13,0.2510746259908956,0.6553934571175951,0.8461538461538461,0.125,0.21782178217821782,0.48054818744473915,0.27174388984682724,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_10km,10km,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.2735209430579256,0.658709106984969,0.38461538461538464,0.23809523809523808,0.29411764705882354,0.6003536693191865,0.17180624595634228,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_25km,25km,Logistic Regression L2,temporal_holdout,none,1400,200,26,0.13,0.18967601439350487,0.5674182139699382,1.0,0.13,0.23008849557522124,0.5,0.2825623318715563,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_25km,25km,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.23150076707200423,0.600132625994695,0.15384615384615385,0.26666666666666666,0.1951219512195122,0.5453138815207781,0.16381421481472064,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M1_fixed_30km_buffer,30km,Logistic Regression L2,temporal_holdout,none,1400,200,26,0.13,0.1970556240492054,0.5710654288240495,1.0,0.13,0.23008849557522124,0.5,0.28178745214604745,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M1_fixed_30km_buffer,30km,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.21688652616987575,0.6356100795755969,0.15384615384615385,0.3076923076923077,0.20512820512820512,0.5510610079575597,0.16299996733002017,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_50km,50km,Logistic Regression L2,temporal_holdout,none,1400,200,26,0.13,0.1866868555833221,0.5979221927497789,1.0,0.13,0.23008849557522124,0.5,0.2814683445769656,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_50km,50km,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.2705746359314142,0.5999115826702034,0.23076923076923078,0.4,0.2926829268292683,0.5895225464190982,0.16031943113157998,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_75km,75km,Logistic Regression L2,temporal_holdout,none,1400,200,26,0.13,0.1933352383471023,0.6064323607427056,1.0,0.13,0.23008849557522124,0.5,0.28184509010378994,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_75km,75km,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.28193580761049475,0.7178381962864722,0.19230769230769232,0.3125,0.23809523809523808,0.5645446507515474,0.1544918818877291,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M3_multiscale_l1_regularized,multi,Logistic Regression L1,temporal_holdout,none,1400,200,26,0.13,0.24856613858236684,0.5723916887709991,0.8461538461538461,0.13496932515337423,0.2328042328042328,0.5179045092838196,0.27653268765175837,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M3_multiscale_random_forest,multi,Random Forest,temporal_holdout,none,1400,200,26,0.13,0.15010959435821888,0.5206675508399646,0.11538461538461539,0.16666666666666666,0.13636363636363635,0.5145888594164456,0.17420017607627108,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M0_nearest_grid_baseline,nearest,Logistic Regression L2,region_holdout,Central California,512,136,20,0.14705882352941177,0.20925896295713778,0.6530172413793103,0.85,0.265625,0.40476190476190477,0.7224137931034482,0.23844776355794478,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M0_nearest_grid_baseline,nearest,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.3054075167302024,0.6456896551724138,0.1,0.5,0.16666666666666666,0.5413793103448276,0.13246362554440672,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_10km,10km,Logistic Regression L2,region_holdout,Central California,512,136,20,0.14705882352941177,0.2623829953297212,0.6896551724137931,0.9,0.2222222222222222,0.3564356435643564,0.678448275862069,0.2494900656307464,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_10km,10km,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.31090024854356163,0.6905172413793103,0.3,0.3,0.3,0.5896551724137931,0.15701939255813485,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_25km,25km,Logistic Regression L2,region_holdout,Central California,512,136,20,0.14705882352941177,0.20071673857688765,0.6469827586206897,0.75,0.23809523809523808,0.3614457831325301,0.6681034482758621,0.23703011652341321,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_25km,25km,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.18342167411921975,0.5719827586206897,0.0,0.0,0.0,0.4870689655172414,0.1439757410447214,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M1_fixed_30km_buffer,30km,Logistic Regression L2,region_holdout,Central California,512,136,20,0.14705882352941177,0.20799523074523799,0.6594827586206896,0.75,0.24193548387096775,0.36585365853658536,0.6724137931034483,0.23604074880101417,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M1_fixed_30km_buffer,30km,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.17999417279617,0.5073275862068967,0.05,0.3333333333333333,0.08695652173913043,0.5163793103448275,0.14834332966192312,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_50km,50km,Logistic Regression L2,region_holdout,Central California,512,136,20,0.14705882352941177,0.23436748909759123,0.6939655172413793,0.75,0.22388059701492538,0.3448275862068966,0.6508620689655172,0.23606063835917515,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_50km,50km,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.17639921126487723,0.530603448275862,0.05,0.2,0.08,0.5077586206896552,0.15262877022724056,5,oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_75km,75km,Logistic Regression L2,region_holdout,Central California,512,136,20,0.14705882352941177,0.26165510654787827,0.7424568965517242,0.9,0.2727272727272727,0.4186046511627907,0.743103448275862,0.23010593238287602,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_75km,75km,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.19950974189534165,0.5851293103448276,0.15,0.3,0.2,0.5448275862068965,0.15891873753910546,5,oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M3_multiscale_l1_regularized,multi,Logistic Regression L1,region_holdout,Central California,512,136,20,0.14705882352941177,0.19318177664578118,0.6364224137931034,0.65,0.22033898305084745,0.3291139240506329,0.6267241379310344,0.24033517214980402,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M3_multiscale_random_forest,multi,Random Forest,region_holdout,Central California,512,136,20,0.14705882352941177,0.1483912993665169,0.4502155172413793,0.1,0.2,0.13333333333333333,0.5155172413793103,0.17005505573450344,20,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;oisst_50km_annual_mean_sst_anomaly_mean;oisst_50km_hot_days_p90_mean;lag1_oisst_50km_hot_days_p90_mean;oisst_75km_annual_mean_sst_anomaly_mean;oisst_75km_hot_days_p90_mean;lag1_oisst_75km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M0_nearest_grid_baseline,nearest,Logistic Regression L2,region_holdout,Northern California,1088,64,6,0.09375,0.10981842231842232,0.3261494252873563,0.0,0.0,0.0,0.4827586206896552,0.19523268017427425,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M0_nearest_grid_baseline,nearest,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.16459235209235212,0.6795977011494252,0.0,0.0,0.0,0.49137931034482757,0.13715012772744672,5,oisst_nearest_annual_mean_sst_anomaly_mean;oisst_nearest_hot_days_p90_mean;lag1_oisst_nearest_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_10km,10km,Logistic Regression L2,region_holdout,Northern California,1088,64,6,0.09375,0.10612096123304433,0.3275862068965517,0.0,0.0,0.0,0.5,0.19463811779642798,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_10km,10km,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.28709150326797384,0.8505747126436782,0.6666666666666666,0.26666666666666666,0.38095238095238093,0.7385057471264367,0.14493297623584364,5,oisst_10km_annual_mean_sst_anomaly_mean;oisst_10km_hot_days_p90_mean;lag1_oisst_10km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_25km,25km,Logistic Regression L2,region_holdout,Northern California,1088,64,6,0.09375,0.11193322022326943,0.3448275862068966,0.0,0.0,0.0,0.49137931034482757,0.19367492365380728,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M2_single_scale_25km,25km,Random Forest,region_holdout,Northern California,1088,64,6,0.09375,0.17221491228070174,0.5919540229885057,0.0,0.0,0.0,0.5,0.1336433939500029,5,oisst_25km_annual_mean_sst_anomaly_mean;oisst_25km_hot_days_p90_mean;lag1_oisst_25km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
C_new_decline_transition,new_decline_event_next,M1_fixed_30km_buffer,30km,Logistic Regression L2,region_holdout,Northern California,1088,64,6,0.09375,0.12812442984856778,0.3462643678160919,0.0,0.0,0.0,0.49137931034482757,0.1937558540086961,5,oisst_30km_annual_mean_sst_anomaly_mean;oisst_30km_hot_days_p90_mean;lag1_oisst_30km_hot_days_p90_mean;cuti_anomaly;beuti_anomaly
