source_table,experiment_layer,target_definition,normalized_target,feature_family,normalized_feature_family,model,learning_strategy,threshold,pr_auc,roc_auc,recall,precision,f1,f2,false_negatives,false_positives,true_positives,true_negatives,train_positive_count,validation_positive_count,test_positive_count,n_train,n_validation,n_test,event_prevalence_test,status,notes
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,OISST_only,LightGBM (unweighted),unweighted,,0.710217952810963,0.5708955223880596,0.1044776119402985,0.6363636363636364,0.1794871794871795,0.1254480286738351,120.0,8.0,14.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,OISST_only,Logistic Regression (unweighted),unweighted,,0.8124245256159479,0.6165196743554953,0.4402985074626865,0.8676470588235294,0.5841584158415841,0.48841059602649,75.0,9.0,59.0,57.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,OISST_only,Random Forest (unweighted),unweighted,,0.7585832695447985,0.5923224785165083,0.044776119402985,0.6666666666666666,0.0839160839160839,0.055045871559633,128.0,3.0,6.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,OISST_only,SVM (unweighted),unweighted,,0.8039601683998949,0.6580167345092718,0.3059701492537313,0.9318181818181818,0.4606741573033708,0.3534482758620689,93.0,3.0,41.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,OISST_only,XGBoost (unweighted),unweighted,,0.7514920774528686,0.6465400271370421,0.1791044776119403,0.7058823529411765,0.2857142857142857,0.2105263157894736,110.0,10.0,24.0,56.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,canopy_only,LightGBM (unweighted),unweighted,,0.8755971785355523,0.757123473541384,0.373134328358209,0.9090909090909092,0.5291005291005291,0.4230118443316413,84.0,5.0,50.0,61.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,canopy_only,Logistic Regression (unweighted),unweighted,,0.8580309903843929,0.7494346449570332,0.0,0.0,0.0,0.0,134.0,0.0,0.0,66.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,canopy_only,Random Forest (unweighted),unweighted,,0.8735653124737967,0.7618724559023067,0.3208955223880597,0.9347826086956522,0.4777777777777778,0.3694158075601375,91.0,3.0,43.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,canopy_only,SVM (unweighted),unweighted,,0.7890220288966198,0.6396426956128448,0.0149253731343283,1.0,0.0294117647058823,0.0185873605947955,132.0,0.0,2.0,66.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,canopy_only,XGBoost (unweighted),unweighted,,0.8907807038128097,0.7894617819990953,0.291044776119403,0.951219512195122,0.4457142857142857,0.3379549393414211,95.0,2.0,39.0,64.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,canopy_plus_trajectory,LightGBM (unweighted),unweighted,,0.6874144443124965,0.4833785617367707,0.1716417910447761,0.696969696969697,0.2754491017964072,0.2021089630931458,111.0,10.0,23.0,56.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,canopy_plus_trajectory,LightGBM (unweighted),unweighted,,0.6940254703418594,0.5633197648123021,0.0970149253731343,0.5909090909090909,0.1666666666666666,0.1164874551971326,121.0,9.0,13.0,57.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,canopy_plus_trajectory,Logistic Regression (unweighted),unweighted,,0.6990024930438538,0.4742198100407055,0.0,0.0,0.0,0.0,134.0,0.0,0.0,66.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,canopy_plus_trajectory,Logistic Regression (unweighted),unweighted,,0.7333513789818996,0.5581184984170059,0.3507462686567164,0.746031746031746,0.4771573604060913,0.3923205342237061,87.0,16.0,47.0,50.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,canopy_plus_trajectory,Random Forest (unweighted),unweighted,,0.7048637031670509,0.5351650836725464,0.0970149253731343,0.6842105263157895,0.1699346405228758,0.1171171171171171,121.0,6.0,13.0,60.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,canopy_plus_trajectory,Random Forest (unweighted),unweighted,,0.7489150414043936,0.6039122568973315,0.0522388059701492,0.7777777777777778,0.0979020979020979,0.0642201834862385,127.0,2.0,7.0,64.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,canopy_plus_trajectory,SVM (unweighted),unweighted,,0.7439364575016945,0.5903437358661239,0.0223880597014925,0.75,0.0434782608695652,0.0277777777777777,131.0,1.0,3.0,65.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,canopy_plus_trajectory,SVM (unweighted),unweighted,,0.8034423030308788,0.6429217548620534,0.2014925373134328,0.9642857142857144,0.3333333333333333,0.2393617021276596,107.0,1.0,27.0,65.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,canopy_plus_trajectory,XGBoost (unweighted),unweighted,,0.6610062042504805,0.4433514246947082,0.1343283582089552,0.6923076923076923,0.225,0.1601423487544484,116.0,8.0,18.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,canopy_plus_trajectory,XGBoost (unweighted),unweighted,,0.7603519063080435,0.6483491632745364,0.1716417910447761,0.7419354838709677,0.2787878787878788,0.2028218694885361,111.0,8.0,23.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,canopy_trajectory,LightGBM (unweighted),unweighted,,0.6288653998654046,0.4157620985979194,0.1940298507462686,0.65,0.2988505747126437,0.2256944444444444,108.0,14.0,26.0,52.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,canopy_trajectory,Logistic Regression (unweighted),unweighted,,0.7028562996573682,0.4683401175938489,0.0,0.0,0.0,0.0,134.0,0.0,0.0,66.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,canopy_trajectory,Random Forest (unweighted),unweighted,,0.6870377563832331,0.4946856625961103,0.2164179104477611,0.7837837837837838,0.3391812865497076,0.2530541012216405,105.0,8.0,29.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,canopy_trajectory,SVM (unweighted),unweighted,,0.710633732221703,0.5417232021709635,0.0223880597014925,0.75,0.0434782608695652,0.0277777777777777,131.0,1.0,3.0,65.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,canopy_trajectory,XGBoost (unweighted),unweighted,,0.7042040002212266,0.4745590230664858,0.2388059701492537,0.8,0.367816091954023,0.2777777777777778,102.0,8.0,32.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,other,LightGBM (unweighted),unweighted,,0.778673338068325,0.6745816372682044,0.2014925373134328,0.7714285714285715,0.3195266272189349,0.2364273204903677,107.0,8.0,27.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,other,Logistic Regression (unweighted),unweighted,,0.8298957636699715,0.6526458616010854,0.4552238805970149,0.8356164383561644,0.5893719806763285,0.5008210180623974,73.0,12.0,61.0,54.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,other,Random Forest (unweighted),unweighted,,0.8150800993587355,0.6477838082315693,0.1567164179104477,0.875,0.2658227848101265,0.1875,113.0,3.0,21.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,other,SVM (unweighted),unweighted,,0.8212328506295751,0.6538896426956129,0.291044776119403,0.975,0.4482758620689655,0.3385416666666667,95.0,1.0,39.0,65.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,other,XGBoost (unweighted),unweighted,,0.783848590529574,0.6962912709181366,0.2537313432835821,0.7727272727272727,0.3820224719101123,0.293103448275862,100.0,10.0,34.0,56.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,rare_event_learning,LightGBM (cost_sensitive),cost_sensitive,,0.877195809506113,0.7678652193577566,0.6194029850746269,0.8645833333333334,0.7217391304347827,0.6566455696202531,51.0,13.0,83.0,53.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,rare_event_learning,LightGBM (cost_sensitive),cost_sensitive,,0.6123267349869121,0.3952962460425147,0.3134328358208955,0.5753424657534246,0.4057971014492754,0.3448275862068966,92.0,31.0,42.0,35.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,rare_event_learning,LightGBM (cost_sensitive),cost_sensitive,,0.6458127791924175,0.4319312528267752,0.2686567164179104,0.6545454545454545,0.3809523809523809,0.3045685279187817,98.0,19.0,36.0,47.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,rare_event_learning,LightGBM (cost_sensitive),cost_sensitive,,0.6973986739118496,0.5115332428765265,0.2238805970149253,0.7894736842105263,0.3488372093023256,0.2613240418118467,104.0,8.0,30.0,58.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,rare_event_learning,LightGBM (cost_sensitive),cost_sensitive,,0.7871349818587792,0.6882632293080054,0.2686567164179104,0.8,0.4022346368715084,0.3098106712564544,98.0,9.0,36.0,57.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,rare_event_learning,LightGBM (cost_sensitive),cost_sensitive,,0.7033972972045279,0.5616236996834012,0.1417910447761194,0.6333333333333333,0.2317073170731707,0.1678445229681978,115.0,11.0,19.0,55.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,rare_event_learning,Logistic Regression (cost_sensitive),cost_sensitive,,0.8573500909620518,0.7486431478968792,0.8955223880597015,0.7317073170731707,0.8053691275167785,0.8571428571428571,14.0,44.0,120.0,22.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,rare_event_learning,Logistic Regression (cost_sensitive),cost_sensitive,,0.6972109676682121,0.4608774310266847,0.5149253731343284,0.6388888888888888,0.5702479338842975,0.5357142857142857,65.0,39.0,69.0,27.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,rare_event_learning,Logistic Regression (cost_sensitive),cost_sensitive,,0.6934981267558595,0.4669832654907281,0.5223880597014925,0.6481481481481481,0.5785123966942148,0.5434782608695652,64.0,38.0,70.0,28.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,rare_event_learning,Logistic Regression (cost_sensitive),cost_sensitive,,0.7832571011241156,0.598767526006332,0.6268656716417911,0.6666666666666666,0.6461538461538462,0.6344410876132931,50.0,42.0,84.0,24.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,rare_event_learning,Logistic Regression (cost_sensitive),cost_sensitive,,0.8017616395445619,0.6287878787878787,0.6865671641791045,0.6917293233082706,0.6891385767790262,0.6875934230194319,42.0,41.0,92.0,25.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,rare_event_learning,Logistic Regression (cost_sensitive),cost_sensitive,,0.7213069687326359,0.5511080958842154,0.6268656716417911,0.6829268292682927,0.6536964980544747,0.637329286798179,50.0,39.0,84.0,27.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,rare_event_learning,Random Forest (cost_sensitive),cost_sensitive,,0.8764210960825551,0.7654907281772954,0.4552238805970149,0.8970588235294118,0.6039603960396039,0.5049668874172185,73.0,7.0,61.0,59.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,rare_event_learning,Random Forest (cost_sensitive),cost_sensitive,,0.6505678860960048,0.4633649932157395,0.2388059701492537,0.6666666666666666,0.3516483516483517,0.273972602739726,102.0,16.0,32.0,50.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,rare_event_learning,Random Forest (cost_sensitive),cost_sensitive,,0.6727736398585491,0.4958163726820442,0.1567164179104477,0.6363636363636364,0.2514970059880239,0.1845342706502636,113.0,12.0,21.0,54.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,rare_event_learning,Random Forest (cost_sensitive),cost_sensitive,,0.6977819411151741,0.5385572139303482,0.044776119402985,0.6666666666666666,0.0839160839160839,0.055045871559633,128.0,3.0,6.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,rare_event_learning,Random Forest (cost_sensitive),cost_sensitive,,0.7818685740011313,0.6097919493441881,0.044776119402985,0.6666666666666666,0.0839160839160839,0.055045871559633,128.0,3.0,6.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,rare_event_learning,Random Forest (cost_sensitive),cost_sensitive,,0.6807466013626274,0.5254409769335142,0.044776119402985,0.75,0.0845070422535211,0.0551470588235294,128.0,2.0,6.0,64.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,rare_event_learning,SVM (cost_sensitive),cost_sensitive,,0.8882178823579658,0.764246947082768,0.0,0.0,0.0,0.0,134.0,0.0,0.0,66.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,rare_event_learning,SVM (cost_sensitive),cost_sensitive,,0.6355911446687399,0.4510402532790593,0.0,0.0,0.0,0.0,134.0,3.0,0.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,rare_event_learning,SVM (cost_sensitive),cost_sensitive,,0.6805393516124442,0.5400271370420624,0.0,0.0,0.0,0.0,134.0,1.0,0.0,65.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,rare_event_learning,SVM (cost_sensitive),cost_sensitive,,0.7278713504305259,0.6410560832202623,0.0895522388059701,0.5,0.1518987341772152,0.1071428571428571,122.0,12.0,12.0,54.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,rare_event_learning,SVM (cost_sensitive),cost_sensitive,,0.778701499395152,0.6472184531886024,0.1343283582089552,0.72,0.2264150943396226,0.160427807486631,116.0,7.0,18.0,59.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,rare_event_learning,SVM (cost_sensitive),cost_sensitive,,0.7996351905673693,0.6764473089099954,0.1417910447761194,0.8636363636363636,0.2435897435897435,0.1702508960573476,115.0,3.0,19.0,63.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_only,rare_event_learning,XGBoost (cost_sensitive),cost_sensitive,,0.8854584122618577,0.7834690185436454,0.6492537313432836,0.8529411764705882,0.7372881355932204,0.6818181818181818,47.0,15.0,87.0,51.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_trajectory_only,rare_event_learning,XGBoost (cost_sensitive),cost_sensitive,,0.6812853845556154,0.451831750339213,0.4552238805970149,0.6630434782608695,0.5398230088495575,0.4856687898089172,73.0,31.0,61.0,35.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_current_plus_trajectory,rare_event_learning,XGBoost (cost_sensitive),cost_sensitive,,0.6484652585350521,0.4127091813658977,0.373134328358209,0.6329113924050633,0.4694835680751174,0.4065040650406504,84.0,29.0,50.0,37.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,environment_only,rare_event_learning,XGBoost (cost_sensitive),cost_sensitive,,0.7569313786052866,0.6470488466757123,0.3134328358208955,0.8076923076923077,0.4516129032258064,0.3571428571428571,92.0,10.0,42.0,56.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_environment,rare_event_learning,XGBoost (cost_sensitive),cost_sensitive,,0.7954220052258505,0.7039800995024876,0.373134328358209,0.8333333333333334,0.5154639175257731,0.4194630872483221,84.0,10.0,50.0,56.0,,,134.0,,,200.0,0.67,computed,
outputs/model_results/feature_ablation_performance.csv,rare_event_learning,decline_event_next,original_decline,canopy_plus_trajectory_plus_environment,rare_event_learning,XGBoost (cost_sensitive),cost_sensitive,,0.7498325665692843,0.6534373586612392,0.3208955223880597,0.7818181818181819,0.455026455026455,0.3637901861252115,91.0,12.0,43.0,54.0,,,134.0,,,200.0,0.67,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,LightGBM,default_0.5,0.5,0.8834960300128065,0.7721619176843059,0.5895522388059702,0.8586956521739131,0.6991150442477876,0.6289808917197452,55.0,13.0,79.0,53.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,LightGBM,max_f1,0.4,0.8834960300128065,0.7721619176843059,0.6716417910447762,0.8333333333333334,0.743801652892562,0.6987577639751553,44.0,18.0,90.0,48.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,LightGBM,max_f2,0.1,0.8834960300128065,0.7721619176843059,0.9776119402985076,0.6752577319587629,0.7987804878048781,0.8972602739726028,3.0,63.0,131.0,3.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,LightGBM,recall_ge_0.70_then_max_f1,0.4,0.8834960300128065,0.7721619176843059,0.6716417910447762,0.8333333333333334,0.743801652892562,0.6987577639751553,44.0,18.0,90.0,48.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,LightGBM,max_recall_precision_ge_0.65,0.4,0.8834960300128065,0.7721619176843059,0.6716417910447762,0.8333333333333334,0.743801652892562,0.6987577639751553,44.0,18.0,90.0,48.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,LightGBM,default_0.5,0.5,0.6735824616294275,0.4562415196743555,0.3208955223880597,0.6825396825396826,0.4365482233502538,0.3589315525876461,91.0,20.0,43.0,46.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,LightGBM,max_f1,0.2,0.6735824616294275,0.4562415196743555,0.664179104477612,0.6223776223776224,0.6425992779783394,0.6553755522827688,45.0,54.0,89.0,12.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,LightGBM,max_f2,0.2,0.6735824616294275,0.4562415196743555,0.664179104477612,0.6223776223776224,0.6425992779783394,0.6553755522827688,45.0,54.0,89.0,12.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,LightGBM,recall_ge_0.70_then_max_f1,0.2,0.6735824616294275,0.4562415196743555,0.664179104477612,0.6223776223776224,0.6425992779783394,0.6553755522827688,45.0,54.0,89.0,12.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,LightGBM,max_recall_precision_ge_0.65,0.85,0.6735824616294275,0.4562415196743555,0.0223880597014925,1.0,0.0437956204379562,0.0278293135435992,131.0,0.0,3.0,66.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_noaa,threshold_tuned,LightGBM,default_0.5,0.5,0.8155294953487338,0.6534373586612392,0.3805970149253731,0.8947368421052632,0.5340314136125655,0.4300168634064081,83.0,6.0,51.0,60.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_noaa,threshold_tuned,LightGBM,max_f1,0.05,0.8155294953487338,0.6534373586612392,0.9477611940298508,0.6649214659685864,0.7815384615384615,0.8734525447042641,7.0,64.0,127.0,2.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_noaa,threshold_tuned,LightGBM,max_f2,0.05,0.8155294953487338,0.6534373586612392,0.9477611940298508,0.6649214659685864,0.7815384615384615,0.8734525447042641,7.0,64.0,127.0,2.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_noaa,threshold_tuned,LightGBM,recall_ge_0.70_then_max_f1,0.05,0.8155294953487338,0.6534373586612392,0.9477611940298508,0.6649214659685864,0.7815384615384615,0.8734525447042641,7.0,64.0,127.0,2.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_noaa,threshold_tuned,LightGBM,max_recall_precision_ge_0.65,0.7,0.8155294953487338,0.6534373586612392,0.1567164179104477,0.9130434782608696,0.267515923566879,0.1878354203935599,113.0,2.0,21.0,64.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,Logistic Regression,default_0.5,0.5,0.8134724490243929,0.6863410221619177,0.7985074626865671,0.6993464052287581,0.7456445993031359,0.7764876632801161,27.0,46.0,107.0,20.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,Logistic Regression,max_f1,0.4,0.8134724490243929,0.6863410221619177,1.0,0.67,0.8023952095808383,0.9103260869565216,0.0,66.0,134.0,0.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,Logistic Regression,max_f2,0.05,0.8134724490243929,0.6863410221619177,1.0,0.67,0.8023952095808383,0.9103260869565216,0.0,66.0,134.0,0.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,Logistic Regression,recall_ge_0.70_then_max_f1,0.4,0.8134724490243929,0.6863410221619177,1.0,0.67,0.8023952095808383,0.9103260869565216,0.0,66.0,134.0,0.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,canopy_only,threshold_tuned,Logistic Regression,max_recall_precision_ge_0.65,0.05,0.8134724490243929,0.6863410221619177,1.0,0.67,0.8023952095808383,0.9103260869565216,0.0,66.0,134.0,0.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,Logistic Regression,default_0.5,0.5,0.7141019005558481,0.5197874265038445,0.2611940298507462,0.7142857142857143,0.3825136612021858,0.2991452991452991,99.0,14.0,35.0,52.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,Logistic Regression,max_f1,0.45,0.7141019005558481,0.5197874265038445,0.3656716417910448,0.6805555555555556,0.4757281553398058,0.4029605263157895,85.0,23.0,49.0,43.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,Logistic Regression,max_f2,0.05,0.7141019005558481,0.5197874265038445,1.0,0.67,0.8023952095808383,0.9103260869565216,0.0,66.0,134.0,0.0,,,,,,,,computed,
outputs/metadata/threshold_tuning_test_results.csv,threshold_tuned,decline_event_next,original_decline,oisst_only,threshold_tuned,Logistic Regression,recall_ge_0.70_then_max_f1,0.45,0.7141019005558481,0.5197874265038445,0.3656716417910448,0.6805555555555556,0.4757281553398058,0.4029605263157895,85.0,23.0,49.0,43.0,,,,,,,,computed,
