target_definition,feature_family,model,learning_strategy,threshold_strategy,selected_threshold,precision_floor,pr_auc,roc_auc,recall,precision,f1,f2,false_negatives,false_positives,true_positives,true_negatives,train_positive_count,validation_positive_count,test_positive_count,sampling_ratio,hard_negative_rule,status,notes
actionable_drop,bathymetry_habitat,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.150411,0.426293,1.000000,0.170000,0.290598,0.505952,0,166,34,0,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.400000,0.150411,0.426293,1.000000,0.170000,0.290598,0.505952,0,166,34,0,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.500000,0.150411,0.426293,1.000000,0.170000,0.290598,0.505952,0,166,34,0,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.174341,0.480865,0.970588,0.168367,0.286957,0.496988,1,163,33,3,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.400000,0.174341,0.480865,0.970588,0.168367,0.286957,0.496988,1,163,33,3,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.500000,0.174341,0.480865,0.970588,0.168367,0.286957,0.496988,1,163,33,3,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.160263,0.459603,1.000000,0.170000,0.290598,0.505952,0,166,34,0,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.400000,0.160263,0.459603,1.000000,0.170000,0.290598,0.505952,0,166,34,0,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.500000,0.160263,0.459603,1.000000,0.170000,0.290598,0.505952,0,166,34,0,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.166413,0.466690,0.970588,0.168367,0.286957,0.496988,1,163,33,3,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.400000,0.166413,0.466690,0.970588,0.168367,0.286957,0.496988,1,163,33,3,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,bathymetry_habitat,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.500000,0.166413,0.466690,0.970588,0.168367,0.286957,0.496988,1,163,33,3,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,original_distribution,default_0_50,0.500000,,0.398858,0.788094,0.147059,0.357143,0.208333,0.166667,29,9,5,157,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,original_distribution,default_0_50,0.500000,,0.339350,0.801382,0.088235,0.200000,0.122449,0.099338,31,12,3,154,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,original_distribution,default_0_50,0.500000,,0.462383,0.849929,0.205882,0.538462,0.297872,0.234899,27,6,7,160,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,original_distribution,default_0_50,0.500000,,0.375161,0.831325,0.205882,0.318182,0.250000,0.221519,27,15,7,151,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted,default_0_50,0.500000,,0.419566,0.806166,0.529412,0.409091,0.461538,0.500000,16,26,18,140,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,class_weighted,default_0_50,0.500000,,0.376473,0.816885,0.352941,0.363636,0.358209,0.355030,22,21,12,145,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,class_weighted,default_0_50,0.500000,,0.413117,0.844791,0.558824,0.441860,0.493506,0.530726,15,24,19,142,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,class_weighted,default_0_50,0.500000,,0.370404,0.824947,0.323529,0.343750,0.333333,0.327381,23,21,11,145,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_train_only,default_0_50,0.500000,,0.394870,0.798901,0.470588,0.380952,0.421053,0.449438,18,26,16,140,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_train_only,default_0_50,0.500000,,0.368822,0.823352,0.294118,0.384615,0.333333,0.308642,24,16,10,150,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_train_only,default_0_50,0.500000,,0.390378,0.838235,0.500000,0.414634,0.453333,0.480226,17,24,17,142,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_train_only,default_0_50,0.500000,,0.380246,0.831857,0.382353,0.433333,0.406250,0.391566,21,17,13,149,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,random_negative_undersampling_train_only,default_0_50,0.500000,,0.398858,0.788094,0.147059,0.357143,0.208333,0.166667,29,9,5,157,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,random_negative_undersampling_train_only,default_0_50,0.500000,,0.354355,0.798901,0.147059,0.384615,0.212766,0.167785,29,8,5,158,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,random_negative_undersampling_train_only,default_0_50,0.500000,,0.431503,0.844259,0.088235,0.333333,0.139535,0.103448,31,6,3,160,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,random_negative_undersampling_train_only,default_0_50,0.500000,,0.375161,0.831325,0.205882,0.318182,0.250000,0.221519,27,15,7,151,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.398858,0.788094,0.147059,0.357143,0.208333,0.166667,29,9,5,157,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.355921,0.803154,0.058824,0.181818,0.088889,0.068027,32,9,2,157,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.460650,0.853473,0.176471,0.545455,0.266667,0.204082,28,5,6,161,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.375161,0.831325,0.205882,0.318182,0.250000,0.221519,27,15,7,151,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.419566,0.806166,0.764706,0.346667,0.477064,0.616114,8,49,26,117,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.419566,0.806166,0.529412,0.409091,0.461538,0.500000,16,26,18,140,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.500000,0.419566,0.806166,0.764706,0.346667,0.477064,0.616114,8,49,26,117,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.300000,0.376473,0.816885,0.764706,0.376812,0.504854,0.634146,8,43,26,123,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.400000,0.376473,0.816885,0.764706,0.376812,0.504854,0.634146,8,43,26,123,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.376473,0.816885,0.352941,0.363636,0.358209,0.355030,22,21,12,145,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.413117,0.844791,1.000000,0.361702,0.531250,0.739130,0,60,34,106,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.413117,0.844791,0.823529,0.437500,0.571429,0.700000,6,36,28,130,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.500000,0.413117,0.844791,1.000000,0.361702,0.531250,0.739130,0,60,34,106,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.100000,0.300000,0.370404,0.824947,0.852941,0.337209,0.483333,0.653153,5,57,29,109,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.400000,0.370404,0.824947,0.676471,0.396552,0.500000,0.592784,11,35,23,131,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.370404,0.824947,0.323529,0.343750,0.333333,0.327381,23,21,11,145,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.394870,0.798901,0.558824,0.327586,0.413043,0.489691,15,39,19,127,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.394870,0.798901,0.470588,0.380952,0.421053,0.449438,18,26,16,140,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.394870,0.798901,0.558824,0.327586,0.413043,0.489691,15,39,19,127,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.150000,0.300000,0.368822,0.823352,0.852941,0.349398,0.495726,0.662100,5,54,29,112,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.150000,0.400000,0.368822,0.823352,0.852941,0.349398,0.495726,0.662100,5,54,29,112,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.368822,0.823352,0.441176,0.416667,0.428571,0.436047,19,21,15,145,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.300000,0.390378,0.838235,0.852941,0.353659,0.500000,0.665138,5,53,29,113,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.400000,0.390378,0.838235,0.852941,0.353659,0.500000,0.665138,5,53,29,113,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.500000,0.390378,0.838235,0.852941,0.353659,0.500000,0.665138,5,53,29,113,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.380246,0.831857,1.000000,0.365591,0.535433,0.742358,0,59,34,107,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.400000,0.380246,0.831857,0.764706,0.393939,0.520000,0.643564,8,40,26,126,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.380246,0.831857,0.382353,0.433333,0.406250,0.391566,21,17,13,149,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.398858,0.788094,0.147059,0.357143,0.208333,0.166667,29,9,5,157,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.398858,0.788094,0.147059,0.357143,0.208333,0.166667,29,9,5,157,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.398858,0.788094,0.147059,0.357143,0.208333,0.166667,29,9,5,157,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.300000,0.355921,0.803154,0.647059,0.343750,0.448980,0.550000,12,42,22,124,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.400000,0.355921,0.803154,0.647059,0.343750,0.448980,0.550000,12,42,22,124,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.355921,0.803154,0.323529,0.407407,0.360656,0.337423,23,16,11,150,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.460650,0.853473,1.000000,0.365591,0.535433,0.742358,0,59,34,107,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.400000,0.460650,0.853473,0.705882,0.444444,0.545455,0.631579,10,30,24,136,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.460650,0.853473,0.294118,0.400000,0.338983,0.310559,24,15,10,151,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.375161,0.831325,0.941176,0.351648,0.512000,0.704846,2,59,32,107,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.100000,0.400000,0.375161,0.831325,0.852941,0.367089,0.513274,0.674419,5,50,29,116,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.375161,0.831325,0.264706,0.346154,0.300000,0.277778,25,17,9,149,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,original_distribution,default_0_50,0.500000,,0.393816,0.769490,0.176471,0.352941,0.235294,0.196078,28,11,6,155,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,original_distribution,default_0_50,0.500000,,0.341069,0.784196,0.058824,0.153846,0.085106,0.067114,32,11,2,155,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,original_distribution,default_0_50,0.500000,,0.436064,0.841247,0.147059,0.500000,0.227273,0.171233,29,5,5,161,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,original_distribution,default_0_50,0.500000,,0.379097,0.837527,0.176471,0.300000,0.222222,0.192308,28,14,6,152,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted,default_0_50,0.500000,,0.401581,0.785790,0.441176,0.384615,0.410959,0.428571,19,24,15,142,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted,default_0_50,0.500000,,0.366050,0.812899,0.352941,0.400000,0.375000,0.361446,22,18,12,148,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted,default_0_50,0.500000,,0.410363,0.841779,0.529412,0.418605,0.467532,0.502793,16,25,18,141,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted,default_0_50,0.500000,,0.378209,0.830971,0.382353,0.393939,0.388060,0.384615,21,20,13,146,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_train_only,default_0_50,0.500000,,0.395869,0.779943,0.411765,0.350000,0.378378,0.397727,20,26,14,140,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_train_only,default_0_50,0.500000,,0.368016,0.819631,0.205882,0.304348,0.245614,0.220126,27,16,7,150,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_train_only,default_0_50,0.500000,,0.406369,0.841602,0.529412,0.418605,0.467532,0.502793,16,25,18,141,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_train_only,default_0_50,0.500000,,0.374556,0.831857,0.352941,0.387097,0.369231,0.359281,22,19,12,147,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,random_negative_undersampling_train_only,default_0_50,0.500000,,0.393816,0.769490,0.176471,0.352941,0.235294,0.196078,28,11,6,155,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,random_negative_undersampling_train_only,default_0_50,0.500000,,0.377048,0.823884,0.088235,0.300000,0.136364,0.102740,31,7,3,159,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,random_negative_undersampling_train_only,default_0_50,0.500000,,0.409828,0.838058,0.176471,0.461538,0.255319,0.201342,28,7,6,159,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,random_negative_undersampling_train_only,default_0_50,0.500000,,0.379097,0.837527,0.176471,0.300000,0.222222,0.192308,28,14,6,152,395,41,34,2.544304,random_negative,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.393816,0.769490,0.176471,0.352941,0.235294,0.196078,28,11,6,155,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.390145,0.833097,0.176471,0.400000,0.244898,0.198675,28,9,6,157,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.478763,0.848689,0.176471,0.545455,0.266667,0.204082,28,5,6,161,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.379097,0.837527,0.176471,0.300000,0.222222,0.192308,28,14,6,152,395,41,34,2.544304,hard_negative_any,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.401581,0.785790,0.441176,0.384615,0.410959,0.428571,19,24,15,142,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.401581,0.785790,0.441176,0.384615,0.410959,0.428571,19,24,15,142,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.401581,0.785790,0.441176,0.384615,0.410959,0.428571,19,24,15,142,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.366050,0.812899,0.794118,0.391304,0.524272,0.658537,7,42,27,124,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.400000,0.366050,0.812899,0.794118,0.391304,0.524272,0.658537,7,42,27,124,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.366050,0.812899,0.529412,0.391304,0.450000,0.494505,16,28,18,138,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.410363,0.841779,1.000000,0.361702,0.531250,0.739130,0,60,34,106,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.410363,0.841779,0.735294,0.431034,0.543478,0.644330,9,33,25,133,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.500000,0.410363,0.841779,1.000000,0.361702,0.531250,0.739130,0,60,34,106,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.050000,0.300000,0.378209,0.830971,0.882353,0.337079,0.487805,0.666667,4,59,30,107,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.400000,0.378209,0.830971,0.705882,0.421053,0.527473,0.621762,10,33,24,133,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.378209,0.830971,0.470588,0.410256,0.438356,0.457143,18,23,16,143,395,41,34,2.544304,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.395869,0.779943,0.411765,0.350000,0.378378,0.397727,20,26,14,140,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.395869,0.779943,0.411765,0.350000,0.378378,0.397727,20,26,14,140,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.395869,0.779943,0.411765,0.350000,0.378378,0.397727,20,26,14,140,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.300000,0.368016,0.819631,0.794118,0.380282,0.514286,0.652174,7,44,27,122,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.400000,0.368016,0.819631,0.794118,0.380282,0.514286,0.652174,7,44,27,122,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.368016,0.819631,0.205882,0.304348,0.245614,0.220126,27,16,7,150,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.100000,0.300000,0.406369,0.841602,1.000000,0.365591,0.535433,0.742358,0,59,34,107,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.406369,0.841602,0.794118,0.450000,0.574468,0.688776,7,33,27,133,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.100000,0.500000,0.406369,0.841602,1.000000,0.365591,0.535433,0.742358,0,59,34,107,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.100000,0.300000,0.374556,0.831857,0.852941,0.333333,0.479339,0.650224,5,58,29,108,395,41,34,1.000000,not_applicable,computed,
actionable_drop,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.400000,0.374556,0.831857,0.823529,0.394366,0.533333,0.676329,6,43,28,123,395,41,34,1.000000,not_applicable,computed,
