,count,mean,std,min,25%,50%,75%,max
q1_mean_sst_anomaly_crw5km,2478.0,0.014753511807446447,0.8611735456572694,-2.189262454212457,-0.6847457417582414,0.00256654456654365,0.5741338827838809,2.7836518925518945
q1_max_monthly_sst_anomaly_crw5km,2478.0,-0.005908595641646433,0.8548483408940529,-2.5134999999999987,-0.6838749999999996,-0.1014999999999988,0.6085000000000025,2.693999999999999
q1_max_7day_mean_anomaly_crw5km,2478.0,0.8172716908797417,0.9131400286566014,-1.5418571428571433,0.10310714285714202,0.741642857142857,1.4750178571428563,4.210857142857144
q1_positive_anomaly_degree_days_crw5km,2478.0,37.59459997982243,47.82041030188703,0.0,1.3349999999999973,18.07475,58.24431249999999,253.45899999999992
q1_days_above_local_p90_crw5km,2478.0,13.28410008071025,22.711385295042103,0.0,0.0,0.0,18.0,90.0
q1_max_consecutive_hot_days_crw5km,2478.0,8.836158192090396,17.960071897685705,0.0,0.0,0.0,10.0,90.0
