model_family,feature_set,forecast_year,n,events,prevalence,average_precision,ap_lift,recall_top_5pct,selected_top_5pct,recall_top_10pct,selected_top_10pct,recall_top_20pct,selected_top_20pct,recall_top_30pct,selected_top_30pct
random_forest,prior_trajectory,2024,84,16,0.19047619047619047,0.28436892217583964,0.09389273169964918,0.0625,5,0.0625,9,0.3125,17,0.375,26
xgboost,daily_stress,2005,145,45,0.3103448275862069,0.43329824767572755,0.12295342008952065,0.08888888888888889,8,0.17777777777777778,15,0.28888888888888886,29,0.4222222222222222,44
xgboost,daily_stress,2006,136,88,0.6470588235294118,0.6582020574568399,0.011143233927428109,0.056818181818181816,7,0.125,14,0.20454545454545456,28,0.29545454545454547,41
xgboost,daily_stress,2007,108,20,0.18518518518518517,0.5026408186658878,0.31745563348070266,0.2,6,0.25,11,0.45,22,0.65,33
xgboost,daily_stress,2008,153,48,0.3137254901960784,0.5237666718747407,0.21004118167866226,0.125,8,0.20833333333333334,16,0.375,31,0.5,46
xgboost,daily_stress,2009,152,43,0.28289473684210525,0.49111676365883095,0.2082220268167257,0.13953488372093023,8,0.23255813953488372,16,0.37209302325581395,31,0.46511627906976744,46
xgboost,daily_stress,2010,151,76,0.5033112582781457,0.6117800470517559,0.10846878877361021,0.06578947368421052,8,0.11842105263157894,16,0.23684210526315788,31,0.3684210526315789,46
xgboost,daily_stress,2011,150,80,0.5333333333333333,0.6558156903612098,0.12248235702787647,0.0625,8,0.125,15,0.275,30,0.4,45
xgboost,daily_stress,2012,121,43,0.35537190082644626,0.46576847290014445,0.11039657207369818,0.046511627906976744,7,0.16279069767441862,13,0.3488372093023256,25,0.4186046511627907,37
xgboost,daily_stress,2013,125,25,0.2,0.4304196910788842,0.23041969107888421,0.12,7,0.28,13,0.44,25,0.56,38
xgboost,daily_stress,2014,146,92,0.6301369863013698,0.7217263124036237,0.0915893261022539,0.07608695652173914,8,0.09782608695652174,15,0.21739130434782608,30,0.33695652173913043,44
xgboost,daily_stress,2015,124,45,0.3629032258064516,0.48013165371594574,0.11722842790949412,0.06666666666666667,7,0.13333333333333333,13,0.26666666666666666,25,0.4222222222222222,38
xgboost,daily_stress,2016,109,55,0.5045871559633027,0.6371224006247581,0.1325352446614554,0.07272727272727272,6,0.10909090909090909,11,0.2545454545454545,22,0.45454545454545453,33
xgboost,daily_stress,2017,99,38,0.3838383838383838,0.6050370696355772,0.22119868579719343,0.10526315789473684,5,0.18421052631578946,10,0.3684210526315789,20,0.4473684210526316,30
xgboost,daily_stress,2018,118,16,0.13559322033898305,0.19492017558150257,0.05932695524251952,0.0625,6,0.1875,12,0.3125,24,0.375,36
xgboost,daily_stress,2019,128,98,0.765625,0.8496102767527831,0.08398527675278311,0.07142857142857142,7,0.12244897959183673,13,0.24489795918367346,26,0.35714285714285715,39
xgboost,daily_stress,2020,93,29,0.3118279569892473,0.41321954931025806,0.10139159232101075,0.034482758620689655,5,0.1724137931034483,10,0.3103448275862069,19,0.41379310344827586,28
xgboost,daily_stress,2021,116,41,0.35344827586206895,0.46267534151802636,0.10922706565595741,0.07317073170731707,6,0.12195121951219512,12,0.24390243902439024,24,0.36585365853658536,35
xgboost,daily_stress,2022,112,38,0.3392857142857143,0.5905874113049079,0.2513016970191936,0.13157894736842105,6,0.23684210526315788,12,0.34210526315789475,23,0.5,34
xgboost,daily_stress,2023,108,73,0.6759259259259259,0.8418959162166904,0.16596999029076442,0.0684931506849315,6,0.136986301369863,11,0.2602739726027397,22,0.3835616438356164,33
xgboost,daily_stress,2024,84,16,0.19047619047619047,0.25826945480383384,0.06779326432764338,0.0625,5,0.0625,9,0.125,17,0.3125,26
xgboost,monthly_and_daily_crw,2005,145,45,0.3103448275862069,0.4399917374791048,0.1296469098928979,0.1111111111111111,8,0.17777777777777778,15,0.26666666666666666,29,0.4444444444444444,44
xgboost,monthly_and_daily_crw,2006,136,88,0.6470588235294118,0.628198331842403,-0.018860491687008762,0.056818181818181816,7,0.11363636363636363,14,0.20454545454545456,28,0.26136363636363635,41
xgboost,monthly_and_daily_crw,2007,108,20,0.18518518518518517,0.5132356085730246,0.32805042338783946,0.2,6,0.3,11,0.5,22,0.65,33
xgboost,monthly_and_daily_crw,2008,153,48,0.3137254901960784,0.5134993054235537,0.19977381522747528,0.10416666666666667,8,0.20833333333333334,16,0.3333333333333333,31,0.4375,46
xgboost,monthly_and_daily_crw,2009,152,43,0.28289473684210525,0.40497670693855997,0.12208197009645472,0.09302325581395349,8,0.18604651162790697,16,0.3488372093023256,31,0.4418604651162791,46
xgboost,monthly_and_daily_crw,2010,151,76,0.5033112582781457,0.6406594120145157,0.13734815373637,0.07894736842105263,8,0.15789473684210525,16,0.25,31,0.3815789473684211,46
xgboost,monthly_and_daily_crw,2011,150,80,0.5333333333333333,0.6797955297713201,0.14646219643798675,0.0625,8,0.1375,15,0.275,30,0.3875,45
xgboost,monthly_and_daily_crw,2012,121,43,0.35537190082644626,0.41305509210911306,0.0576831912826668,0.06976744186046512,7,0.11627906976744186,13,0.2558139534883721,25,0.37209302325581395,37
xgboost,monthly_and_daily_crw,2013,125,25,0.2,0.4446879796030015,0.24468797960300148,0.16,7,0.32,13,0.44,25,0.52,38
xgboost,monthly_and_daily_crw,2014,146,92,0.6301369863013698,0.7490515009285099,0.11891451462714009,0.07608695652173914,8,0.14130434782608695,15,0.22826086956521738,30,0.34782608695652173,44
xgboost,monthly_and_daily_crw,2015,124,45,0.3629032258064516,0.43182235269786,0.06891912689140839,0.0,7,0.08888888888888889,13,0.26666666666666666,25,0.37777777777777777,38
xgboost,monthly_and_daily_crw,2016,109,55,0.5045871559633027,0.6261628707664644,0.12157571480316165,0.07272727272727272,6,0.12727272727272726,11,0.2727272727272727,22,0.43636363636363634,33
xgboost,monthly_and_daily_crw,2017,99,38,0.3838383838383838,0.6635079419155997,0.2796695580772159,0.10526315789473684,5,0.23684210526315788,10,0.34210526315789475,20,0.5,30
xgboost,monthly_and_daily_crw,2018,118,16,0.13559322033898305,0.212292764592405,0.07669954425342196,0.125,6,0.1875,12,0.25,24,0.375,36
xgboost,monthly_and_daily_crw,2019,128,98,0.765625,0.8556755989492257,0.09005059894922574,0.07142857142857142,7,0.12244897959183673,13,0.24489795918367346,26,0.35714285714285715,39
xgboost,monthly_and_daily_crw,2020,93,29,0.3118279569892473,0.5318401002998414,0.2200121433105941,0.10344827586206896,5,0.20689655172413793,10,0.3448275862068966,19,0.5172413793103449,28
xgboost,monthly_and_daily_crw,2021,116,41,0.35344827586206895,0.47606056999356344,0.12261229413149449,0.0975609756097561,6,0.14634146341463414,12,0.2682926829268293,24,0.4146341463414634,35
xgboost,monthly_and_daily_crw,2022,112,38,0.3392857142857143,0.5158123536602717,0.17652663937455737,0.07894736842105263,6,0.21052631578947367,12,0.3684210526315789,23,0.5,34
xgboost,monthly_and_daily_crw,2023,108,73,0.6759259259259259,0.8471892664745053,0.1712633405485794,0.0547945205479452,6,0.1095890410958904,11,0.2602739726027397,22,0.410958904109589,33
xgboost,monthly_and_daily_crw,2024,84,16,0.19047619047619047,0.2748833712098099,0.08440718073361941,0.0625,5,0.125,9,0.25,17,0.375,26
xgboost,monthly_crw,2005,145,45,0.3103448275862069,0.40410181787780775,0.09375699029160084,0.06666666666666667,8,0.15555555555555556,15,0.28888888888888886,29,0.4666666666666667,44
xgboost,monthly_crw,2006,136,88,0.6470588235294118,0.6231381092281553,-0.02392071430125653,0.045454545454545456,7,0.09090909090909091,14,0.19318181818181818,28,0.26136363636363635,41
xgboost,monthly_crw,2007,108,20,0.18518518518518517,0.5283639308993135,0.3431787457141284,0.2,6,0.25,11,0.5,22,0.65,33
xgboost,monthly_crw,2008,153,48,0.3137254901960784,0.522143173759202,0.20841768356312362,0.10416666666666667,8,0.1875,16,0.375,31,0.4791666666666667,46
xgboost,monthly_crw,2009,152,43,0.28289473684210525,0.41172828459002714,0.12883354774792188,0.11627906976744186,8,0.2558139534883721,16,0.3488372093023256,31,0.4186046511627907,46
xgboost,monthly_crw,2010,151,76,0.5033112582781457,0.6232948220009515,0.11998356372280583,0.07894736842105263,8,0.11842105263157894,16,0.25,31,0.35526315789473684,46
xgboost,monthly_crw,2011,150,80,0.5333333333333333,0.6725903449888725,0.13925701165553916,0.075,8,0.1375,15,0.275,30,0.3875,45
xgboost,monthly_crw,2012,121,43,0.35537190082644626,0.41546676305241437,0.060094862225968104,0.06976744186046512,7,0.13953488372093023,13,0.2558139534883721,25,0.3488372093023256,37
xgboost,monthly_crw,2013,125,25,0.2,0.4222893736188984,0.2222893736188984,0.16,7,0.36,13,0.44,25,0.56,38
xgboost,monthly_crw,2014,146,92,0.6301369863013698,0.7131742422312819,0.08303725592991207,0.06521739130434782,8,0.10869565217391304,15,0.20652173913043478,30,0.34782608695652173,44
xgboost,monthly_crw,2015,124,45,0.3629032258064516,0.4196149587762097,0.056711732969758066,0.06666666666666667,7,0.1111111111111111,13,0.2,25,0.37777777777777777,38
xgboost,monthly_crw,2016,109,55,0.5045871559633027,0.5867352479932573,0.08214809202995454,0.05454545454545454,6,0.12727272727272726,11,0.23636363636363636,22,0.38181818181818183,33
xgboost,monthly_crw,2017,99,38,0.3838383838383838,0.6563089696041924,0.27247058576580857,0.10526315789473684,5,0.23684210526315788,10,0.3684210526315789,20,0.5,30
xgboost,monthly_crw,2018,118,16,0.13559322033898305,0.24912440088751758,0.11353118054853453,0.125,6,0.1875,12,0.25,24,0.4375,36
xgboost,monthly_crw,2019,128,98,0.765625,0.8825500973489941,0.11692509734899414,0.07142857142857142,7,0.12244897959183673,13,0.25510204081632654,26,0.35714285714285715,39
xgboost,monthly_crw,2020,93,29,0.3118279569892473,0.6166343502247794,0.3048063932355321,0.10344827586206896,5,0.2413793103448276,10,0.41379310344827586,19,0.6551724137931034,28
xgboost,monthly_crw,2021,116,41,0.35344827586206895,0.479948699999402,0.12650042413733303,0.07317073170731707,6,0.14634146341463414,12,0.2926829268292683,24,0.3902439024390244,35
xgboost,monthly_crw,2022,112,38,0.3392857142857143,0.5300530356416415,0.19076732135592722,0.10526315789473684,6,0.21052631578947367,12,0.34210526315789475,23,0.47368421052631576,34
xgboost,monthly_crw,2023,108,73,0.6759259259259259,0.8239220276371138,0.14799610171118782,0.0684931506849315,6,0.1232876712328767,11,0.2465753424657534,22,0.3835616438356164,33
xgboost,monthly_crw,2024,84,16,0.19047619047619047,0.3100875286263737,0.11961133815018321,0.125,5,0.125,9,0.3125,17,0.4375,26
xgboost,prior_trajectory,2005,145,45,0.3103448275862069,0.3622872531910485,0.05194242560484158,0.022222222222222223,8,0.1111111111111111,15,0.3111111111111111,29,0.4222222222222222,44
xgboost,prior_trajectory,2006,136,88,0.6470588235294118,0.7385774186414619,0.09151859511205007,0.056818181818181816,7,0.11363636363636363,14,0.23863636363636365,28,0.38636363636363635,41
xgboost,prior_trajectory,2007,108,20,0.18518518518518517,0.44772484973515475,0.2625396645499696,0.2,6,0.3,11,0.4,22,0.7,33
xgboost,prior_trajectory,2008,153,48,0.3137254901960784,0.533261530508965,0.21953604031288654,0.125,8,0.22916666666666666,16,0.375,31,0.4791666666666667,46
xgboost,prior_trajectory,2009,152,43,0.28289473684210525,0.4608428026584527,0.17794806581634742,0.13953488372093023,8,0.18604651162790697,16,0.3488372093023256,31,0.4418604651162791,46
xgboost,prior_trajectory,2010,151,76,0.5033112582781457,0.6162475256689357,0.11293626739078999,0.06578947368421052,8,0.13157894736842105,16,0.23684210526315788,31,0.39473684210526316,46
xgboost,prior_trajectory,2011,150,80,0.5333333333333333,0.6581102993689166,0.1247769660355833,0.075,8,0.1125,15,0.2625,30,0.3625,45
xgboost,prior_trajectory,2012,121,43,0.35537190082644626,0.4627680827700907,0.10739618194364442,0.06976744186046512,7,0.16279069767441862,13,0.3023255813953488,25,0.4418604651162791,37
xgboost,prior_trajectory,2013,125,25,0.2,0.36539719410541316,0.16539719410541315,0.08,7,0.32,13,0.4,25,0.44,38
xgboost,prior_trajectory,2014,146,92,0.6301369863013698,0.7288490454000696,0.09871205909869973,0.05434782608695652,8,0.10869565217391304,15,0.2391304347826087,30,0.3695652173913043,44
xgboost,prior_trajectory,2015,124,45,0.3629032258064516,0.5736403428141046,0.21073711700765296,0.13333333333333333,7,0.2,13,0.37777777777777777,25,0.4666666666666667,38
xgboost,prior_trajectory,2016,109,55,0.5045871559633027,0.6434091102394309,0.1388219542761282,0.07272727272727272,6,0.14545454545454545,11,0.2909090909090909,22,0.4,33
xgboost,prior_trajectory,2017,99,38,0.3838383838383838,0.6194317455917853,0.23559336175340145,0.10526315789473684,5,0.23684210526315788,10,0.34210526315789475,20,0.4473684210526316,30
xgboost,prior_trajectory,2018,118,16,0.13559322033898305,0.20740723677020717,0.07181401643122412,0.125,6,0.125,12,0.25,24,0.4375,36
xgboost,prior_trajectory,2019,128,98,0.765625,0.8402305382089394,0.07460553820893945,0.061224489795918366,7,0.12244897959183673,13,0.24489795918367346,26,0.336734693877551,39
xgboost,prior_trajectory,2020,93,29,0.3118279569892473,0.5178288266500363,0.20600086966078895,0.10344827586206896,5,0.1724137931034483,10,0.3448275862068966,19,0.5517241379310345,28
xgboost,prior_trajectory,2021,116,41,0.35344827586206895,0.4847140335159358,0.13126575765386683,0.0975609756097561,6,0.14634146341463414,12,0.24390243902439024,24,0.3902439024390244,35
xgboost,prior_trajectory,2022,112,38,0.3392857142857143,0.5048061046919456,0.16552039040623134,0.10526315789473684,6,0.18421052631578946,12,0.2631578947368421,23,0.39473684210526316,34
xgboost,prior_trajectory,2023,108,73,0.6759259259259259,0.8347288773716799,0.15880295144575396,0.0684931506849315,6,0.1232876712328767,11,0.2602739726027397,22,0.3972602739726027,33
xgboost,prior_trajectory,2024,84,16,0.19047619047619047,0.29239075086756317,0.1019145603913727,0.0625,5,0.0625,9,0.25,17,0.5,26
