model_family,feature_set,forecast_year,n,events,prevalence,average_precision,ap_lift,recall_top_5pct,selected_top_5pct,recall_top_10pct,selected_top_10pct,recall_top_20pct,selected_top_20pct,recall_top_30pct,selected_top_30pct
random_forest,monthly_crw,2021,116,41,0.35344827586206895,0.45322796222934725,0.0997796863672783,0.0975609756097561,6,0.12195121951219512,12,0.2682926829268293,24,0.34146341463414637,35
random_forest,monthly_crw,2022,112,38,0.3392857142857143,0.5375625985151767,0.19827688422946244,0.13157894736842105,6,0.18421052631578946,12,0.3157894736842105,23,0.42105263157894735,34
random_forest,monthly_crw,2023,108,73,0.6759259259259259,0.8647243858173217,0.18879845989139576,0.0821917808219178,6,0.136986301369863,11,0.273972602739726,22,0.3972602739726027,33
random_forest,monthly_crw,2024,84,16,0.19047619047619047,0.30970439010075135,0.11922819962456088,0.0625,5,0.0625,9,0.3125,17,0.4375,26
random_forest,prior_trajectory,2005,145,45,0.3103448275862069,0.3618988435370438,0.05155401595083692,0.022222222222222223,8,0.13333333333333333,15,0.28888888888888886,29,0.4444444444444444,44
random_forest,prior_trajectory,2006,136,88,0.6470588235294118,0.7441106506631257,0.09705182713371385,0.045454545454545456,7,0.11363636363636363,14,0.25,28,0.36363636363636365,41
random_forest,prior_trajectory,2007,108,20,0.18518518518518517,0.5403710161754102,0.355185830990225,0.2,6,0.3,11,0.45,22,0.7,33
random_forest,prior_trajectory,2008,153,48,0.3137254901960784,0.6180759984733547,0.3043505082772763,0.16666666666666666,8,0.2916666666666667,16,0.3958333333333333,31,0.4791666666666667,46
random_forest,prior_trajectory,2009,152,43,0.28289473684210525,0.46007917936895054,0.1771844425268453,0.13953488372093023,8,0.23255813953488372,16,0.4186046511627907,31,0.4883720930232558,46
random_forest,prior_trajectory,2010,151,76,0.5033112582781457,0.6548734204676282,0.15156216218948249,0.07894736842105263,8,0.15789473684210525,16,0.27631578947368424,31,0.39473684210526316,46
random_forest,prior_trajectory,2011,150,80,0.5333333333333333,0.6680144090897812,0.13468107575644783,0.0625,8,0.125,15,0.2625,30,0.4,45
random_forest,prior_trajectory,2012,121,43,0.35537190082644626,0.49299087836829214,0.13761897754184588,0.09302325581395349,7,0.13953488372093023,13,0.32558139534883723,25,0.3953488372093023,37
random_forest,prior_trajectory,2013,125,25,0.2,0.4567635541861342,0.25676355418613417,0.2,7,0.32,13,0.44,25,0.6,38
random_forest,prior_trajectory,2014,146,92,0.6301369863013698,0.761966058485341,0.13182907218397122,0.06521739130434782,8,0.13043478260869565,15,0.2608695652173913,30,0.3695652173913043,44
random_forest,prior_trajectory,2015,124,45,0.3629032258064516,0.5488320866177236,0.18592886081127202,0.1111111111111111,7,0.2,13,0.35555555555555557,25,0.4444444444444444,38
random_forest,prior_trajectory,2016,109,55,0.5045871559633027,0.6866748476647452,0.18208769170144246,0.09090909090909091,6,0.18181818181818182,11,0.3090909090909091,22,0.4,33
random_forest,prior_trajectory,2017,99,38,0.3838383838383838,0.6290689385158267,0.24523055467744287,0.10526315789473684,5,0.21052631578947367,10,0.3157894736842105,20,0.5263157894736842,30
random_forest,prior_trajectory,2018,118,16,0.13559322033898305,0.2263493491864035,0.09075612884742046,0.0625,6,0.1875,12,0.3125,24,0.4375,36
random_forest,prior_trajectory,2019,128,98,0.765625,0.841823202456407,0.07619820245640696,0.061224489795918366,7,0.12244897959183673,13,0.22448979591836735,26,0.336734693877551,39
random_forest,prior_trajectory,2020,93,29,0.3118279569892473,0.5872062228655714,0.27537826587632414,0.13793103448275862,5,0.2413793103448276,10,0.41379310344827586,19,0.6206896551724138,28
random_forest,prior_trajectory,2021,116,41,0.35344827586206895,0.4621631517346756,0.10871487587260664,0.0975609756097561,6,0.12195121951219512,12,0.21951219512195122,24,0.34146341463414637,35
random_forest,prior_trajectory,2022,112,38,0.3392857142857143,0.5275039878608312,0.1882182735751169,0.13157894736842105,6,0.18421052631578946,12,0.2894736842105263,23,0.39473684210526316,34
random_forest,prior_trajectory,2023,108,73,0.6759259259259259,0.8448099493831065,0.16888402345718057,0.0684931506849315,6,0.1232876712328767,11,0.2602739726027397,22,0.3972602739726027,33
