support_m,model_family,all_years_gain,exclude_2021_gain,exclude_2021_positive
300,logistic_linear,0.04758799118136907,0.021158108150071662,True
300,logistic_spline,0.03780392263744207,4.4495871996433556e-05,True
300,random_forest,0.04188711745161959,0.04333902788360485,True
300,xgboost,0.07161250437982235,0.06709368603541306,True
1000,logistic_linear,0.034580491586074194,-0.005909239024106112,False
1000,logistic_spline,0.01947935145991242,-0.018935663543642435,False
1000,random_forest,0.014605409291894115,0.019810362718638393,True
1000,xgboost,0.04044651615866203,0.0583634937458047,True
