support_m,model_family,feature_set,year,n,events,prevalence,ap,ap_lift,brier,log_loss,selected,true_positives
300,logistic_linear,trajectory_plus_paper_environment,2018,44,35,0.7954545454545454,0.7719818258121456,-0.02347271964239983,0.34938389541452974,0.9302917294512476,9,7
300,logistic_linear,trajectory_plus_paper_environment,2019,30,9,0.3,0.6417530544981527,0.3417530544981527,0.1886236384288816,0.5556047990299553,6,3
300,logistic_linear,trajectory_plus_paper_environment,2020,36,14,0.3888888888888889,0.5843859429798602,0.19549705409097135,0.23575149840163345,0.6618854560833358,8,5
300,logistic_linear,trajectory_plus_paper_environment,2021,21,4,0.19047619047619047,0.3910931174089069,0.20061692693271643,0.2846629964697063,0.7590866287406396,5,1
300,logistic_linear,trajectory_plus_paper_full,2008,80,27,0.3375,0.4602098736940294,0.12270987369402936,0.2344829188969097,0.6916147854379756,16,7
300,logistic_linear,trajectory_plus_paper_full,2009,56,17,0.30357142857142855,0.40646732303452093,0.10289589446309239,0.36776156617690864,1.4226295144797463,12,3
300,logistic_linear,trajectory_plus_paper_full,2010,71,45,0.6338028169014085,0.8854096765937179,0.25160685969230945,0.2404654362450261,0.78136943181847,15,14
300,logistic_linear,trajectory_plus_paper_full,2011,68,29,0.4264705882352941,0.5853657439586442,0.15889515572335006,0.22769239556099585,0.6572356938292333,14,9
300,logistic_linear,trajectory_plus_paper_full,2012,44,12,0.2727272727272727,0.5640778710900662,0.29135059836279353,0.1746432943964892,0.5295873089423594,9,5
300,logistic_linear,trajectory_plus_paper_full,2013,39,31,0.7948717948717948,0.7908293153189674,-0.004042479552827438,0.33196738705921025,0.9273224554212982,8,6
300,logistic_linear,trajectory_plus_paper_full,2014,43,18,0.4186046511627907,0.5388013617209376,0.1201967105581469,0.2962100684998148,1.0252056910754002,9,5
300,logistic_linear,trajectory_plus_paper_full,2015,37,13,0.35135135135135137,0.25679383477011813,-0.09455751658123324,0.38371334892344733,1.053912440803381,8,0
300,logistic_linear,trajectory_plus_paper_full,2016,37,22,0.5945945945945946,0.6963162446379402,0.10172165004334555,0.20442843309565703,0.7577147878120517,8,5
300,logistic_linear,trajectory_plus_paper_full,2017,35,10,0.2857142857142857,0.5653324453324454,0.2796181596181597,0.1990148437107914,0.6310878983003351,7,4
300,logistic_linear,trajectory_plus_paper_full,2018,44,35,0.7954545454545454,0.8477999539646875,0.05234540851014213,0.3206483744587944,0.8641140358514948,9,9
300,logistic_linear,trajectory_plus_paper_full,2019,30,9,0.3,0.7168722707938395,0.41687227079383954,0.18040625308246916,0.5367457917513762,6,4
300,logistic_linear,trajectory_plus_paper_full,2020,36,14,0.3888888888888889,0.6206396887386093,0.2317507998497204,0.28164209071946933,0.7767574204544707,8,5
300,logistic_linear,trajectory_plus_paper_full,2021,21,4,0.19047619047619047,0.8125,0.6220238095238095,0.29337782307896926,0.7674959586043609,5,3
300,logistic_spline,trajectory,2008,80,27,0.3375,0.49429568111600736,0.15679568111600733,0.2135210124679104,0.6167428806515194,16,8
300,logistic_spline,trajectory,2009,56,17,0.30357142857142855,0.4297493951329374,0.12617796656150887,0.29457082267132495,1.1837530928353914,12,4
300,logistic_spline,trajectory,2010,71,45,0.6338028169014085,0.8575101090313928,0.2237072921299843,0.28253205290773237,0.7664597936767671,15,14
300,logistic_spline,trajectory,2011,68,29,0.4264705882352941,0.7663201678421395,0.3398495796068454,0.1979017741952861,0.5743493921094989,14,12
300,logistic_spline,trajectory,2012,44,12,0.2727272727272727,0.37262182325141235,0.09989455052413965,0.26264514843161346,0.77817804569274,9,3
300,logistic_spline,trajectory,2013,39,31,0.7948717948717948,0.796646574593435,0.0017747797216401962,0.33104430048101274,0.8745026148291811,8,6
300,logistic_spline,trajectory,2014,43,18,0.4186046511627907,0.5150197273800102,0.09641507621721951,0.2647529854409507,0.7542224941466803,9,5
300,logistic_spline,trajectory,2015,37,13,0.35135135135135137,0.6715603362155085,0.3202089848641571,0.19562432800219973,0.580312060732688,8,6
300,logistic_spline,trajectory,2016,37,22,0.5945945945945946,0.5691130808103604,-0.025481513784234244,0.2953593129698217,0.8003966717989359,8,3
300,logistic_spline,trajectory,2017,35,10,0.2857142857142857,0.427714552472617,0.14200026675833133,0.23219098707759267,0.6598102822770272,7,2
300,logistic_spline,trajectory,2018,44,35,0.7954545454545454,0.7662409645385987,-0.029213580915946724,0.32846299495692327,0.8629060306443592,9,7
300,logistic_spline,trajectory,2019,30,9,0.3,0.36607953238388025,0.06607953238388026,0.2292215558736484,0.651159691979899,6,2
300,logistic_spline,trajectory,2020,36,14,0.3888888888888889,0.6782383357383357,0.2893494468494468,0.20564936809340797,0.6004546427940238,8,5
300,logistic_spline,trajectory,2021,21,4,0.19047619047619047,0.4213235294117647,0.23084733893557424,0.23773157556646676,0.6624121138571043,5,1
300,logistic_spline,trajectory_plus_field_state,2008,80,27,0.3375,0.40564661733118146,0.06814661733118144,0.25154612881441973,1.0625803014823698,16,7
300,logistic_spline,trajectory_plus_field_state,2009,56,17,0.30357142857142855,0.42361663216926376,0.12004520359783521,0.34727854318125967,1.336417065211103,12,3
300,logistic_spline,trajectory_plus_field_state,2010,71,45,0.6338028169014085,0.8768507234739072,0.24304790657249875,0.25566131492611344,0.7545063897172423,15,15
300,logistic_spline,trajectory_plus_field_state,2011,68,29,0.4264705882352941,0.6479834317421859,0.22151284350689177,0.23668416695213748,0.782201221226009,14,9
300,logistic_spline,trajectory_plus_field_state,2012,44,12,0.2727272727272727,0.32354494920284393,0.05081767647557123,0.2955313774432485,0.9086234353408383,9,2
300,logistic_spline,trajectory_plus_field_state,2013,39,31,0.7948717948717948,0.797472094641485,0.0026002997696902286,0.3816080474579014,1.0315118296332129,8,6
300,logistic_spline,trajectory_plus_field_state,2014,43,18,0.4186046511627907,0.5866931604697391,0.16808850930694835,0.2698928487072167,0.8473415938944866,9,5
300,logistic_spline,trajectory_plus_field_state,2015,37,13,0.35135135135135137,0.3344327933037611,-0.016918558047590293,0.30313960889997116,0.8336000999747417,8,2
300,logistic_spline,trajectory_plus_field_state,2016,37,22,0.5945945945945946,0.5623289214142824,-0.03226567318031226,0.33468089628179454,1.0048082431339935,8,3
300,logistic_spline,trajectory_plus_field_state,2017,35,10,0.2857142857142857,0.6981077694235588,0.4123934837092731,0.20367947111173088,0.5938984186108983,7,5
300,logistic_spline,trajectory_plus_field_state,2018,44,35,0.7954545454545454,0.8521922951261193,0.056737749671573856,0.30708441427847505,0.8684426263471781,9,8
300,logistic_spline,trajectory_plus_field_state,2019,30,9,0.3,0.47840590781767245,0.17840590781767246,0.22088797615037334,0.6706311242096056,6,3
300,logistic_spline,trajectory_plus_field_state,2020,36,14,0.3888888888888889,0.5481720684415555,0.15928317955266663,0.2940683323231528,0.8169565264853339,8,4
300,logistic_spline,trajectory_plus_field_state,2021,21,4,0.19047619047619047,0.6838235294117647,0.49334733893557425,0.37643413964559624,1.0295698318968358,5,2
300,logistic_spline,trajectory_plus_full_regime,2008,80,27,0.3375,0.4679799682875978,0.13047996828759778,0.2458954820744256,1.1039189444114008,16,6
300,logistic_spline,trajectory_plus_full_regime,2009,56,17,0.30357142857142855,0.42867379150137536,0.1251023629299468,0.341884895624013,1.1600470991644565,12,3
300,logistic_spline,trajectory_plus_full_regime,2010,71,45,0.6338028169014085,0.8133656528305302,0.1795628359291217,0.3085425963937862,0.925643992824262,15,13
300,logistic_spline,trajectory_plus_full_regime,2011,68,29,0.4264705882352941,0.6098861252806411,0.18341553704534702,0.2543506338728035,0.9118450760934576,14,9
300,logistic_spline,trajectory_plus_full_regime,2012,44,12,0.2727272727272727,0.39100146339401975,0.11827419066674705,0.2485039439456037,0.7962549053473403,9,4
300,logistic_spline,trajectory_plus_full_regime,2013,39,31,0.7948717948717948,0.8157842594899524,0.020912464618157545,0.3643987106683208,1.1692600390163852,8,7
300,logistic_spline,trajectory_plus_full_regime,2014,43,18,0.4186046511627907,0.5499727993181346,0.13136814815534387,0.2707159317943883,1.107547811682912,9,6
300,logistic_spline,trajectory_plus_full_regime,2015,37,13,0.35135135135135137,0.5557208403406716,0.20436948898932022,0.311479768859307,1.0430530126728497,8,5
300,logistic_spline,trajectory_plus_full_regime,2016,37,22,0.5945945945945946,0.5112869417981295,-0.08330765279646513,0.46501003483414693,1.600367737804592,8,2
300,logistic_spline,trajectory_plus_full_regime,2017,35,10,0.2857142857142857,0.5409199482419513,0.25520566252766563,0.24764573615593913,0.7320672008940885,7,4
300,logistic_spline,trajectory_plus_full_regime,2018,44,35,0.7954545454545454,0.8815650118966355,0.08611046644209008,0.3507457292069658,1.082714079226167,9,9
300,logistic_spline,trajectory_plus_full_regime,2019,30,9,0.3,0.6091235924569258,0.30912359245692583,0.19098768605660152,0.6130053997780726,6,4
300,logistic_spline,trajectory_plus_full_regime,2020,36,14,0.3888888888888889,0.44544667584948916,0.056557786960600265,0.379403036868591,1.4974441859626415,8,4
300,logistic_spline,trajectory_plus_full_regime,2021,21,4,0.19047619047619047,0.5083333333333333,0.31785714285714284,0.36105573281097275,1.0450094595223238,5,2
300,logistic_spline,trajectory_plus_paper_environment,2008,80,27,0.3375,0.4822551333166714,0.1447551333166714,0.23887039292500512,0.7306119196343566,16,5
300,logistic_spline,trajectory_plus_paper_environment,2009,56,17,0.30357142857142855,0.3843073239410627,0.08073589536963416,0.35634315403246586,1.1565587313312093,12,3
300,logistic_spline,trajectory_plus_paper_environment,2010,71,45,0.6338028169014085,0.7825942975921706,0.1487914806907621,0.2976939806638649,0.8410823944332488,15,12
300,logistic_spline,trajectory_plus_paper_environment,2011,68,29,0.4264705882352941,0.5975605959995047,0.17109000776421063,0.2647172357872535,0.9032755852853528,14,9
300,logistic_spline,trajectory_plus_paper_environment,2012,44,12,0.2727272727272727,0.3521952890519067,0.07946801632463402,0.26336022476604265,0.8892138292896856,9,4
300,logistic_spline,trajectory_plus_paper_environment,2013,39,31,0.7948717948717948,0.7996140979464355,0.00474230307464063,0.3898228723468248,1.3543955331822575,8,6
300,logistic_spline,trajectory_plus_paper_environment,2014,43,18,0.4186046511627907,0.5135897315651968,0.09498508040240611,0.2911848508472138,1.1130475659369765,9,5
300,logistic_spline,trajectory_plus_paper_environment,2015,37,13,0.35135135135135137,0.47899288000707874,0.12764152865572737,0.319572846670847,0.9546298989548082,8,4
300,logistic_spline,trajectory_plus_paper_environment,2016,37,22,0.5945945945945946,0.6489894079465823,0.0543948133519877,0.23760505967666667,0.7087279895469092,8,4
300,logistic_spline,trajectory_plus_paper_environment,2017,35,10,0.2857142857142857,0.6213526570048309,0.3356383712905452,0.19021566663845152,0.5526775122323746,7,4
300,logistic_spline,trajectory_plus_paper_environment,2018,44,35,0.7954545454545454,0.8180205186403201,0.02256597318577469,0.3449125571425205,0.9826073840209247,9,7
300,logistic_spline,trajectory_plus_paper_environment,2019,30,9,0.3,0.741425120772947,0.441425120772947,0.19133844332288816,0.562912036070136,6,5
300,logistic_spline,trajectory_plus_paper_environment,2020,36,14,0.3888888888888889,0.536534604881379,0.14764571599249016,0.30162343679582787,0.8185325674320801,8,4
300,logistic_spline,trajectory_plus_paper_environment,2021,21,4,0.19047619047619047,0.8409090909090909,0.6504329004329005,0.2918669323547703,0.7696136477563255,5,3
300,logistic_spline,trajectory_plus_paper_full,2008,80,27,0.3375,0.4679799682875978,0.13047996828759778,0.24589548207442125,1.1039189444114186,16,6
300,logistic_spline,trajectory_plus_paper_full,2009,56,17,0.30357142857142855,0.42867379150137536,0.1251023629299468,0.34188489562401286,1.1600470991644563,12,3
300,logistic_spline,trajectory_plus_paper_full,2010,71,45,0.6338028169014085,0.8133656528305302,0.1795628359291217,0.308542596393788,0.9256439928242686,15,13
300,logistic_spline,trajectory_plus_paper_full,2011,68,29,0.4264705882352941,0.6098861252806411,0.18341553704534702,0.25435063387281,0.9118450760934838,14,9
300,logistic_spline,trajectory_plus_paper_full,2012,44,12,0.2727272727272727,0.39100146339401975,0.11827419066674705,0.24850394394558226,0.7962549053473146,9,4
300,logistic_spline,trajectory_plus_paper_full,2013,39,31,0.7948717948717948,0.8157842594899524,0.020912464618157545,0.36439871066830926,1.1692600390163603,8,7
300,logistic_spline,trajectory_plus_paper_full,2014,43,18,0.4186046511627907,0.5499727993181346,0.13136814815534387,0.2707159318006811,1.1075478116995414,9,6
300,logistic_spline,trajectory_plus_paper_full,2015,37,13,0.35135135135135137,0.5707894298683772,0.21943807851702585,0.3152270408933423,0.970196960222977,8,4
300,logistic_spline,trajectory_plus_paper_full,2016,37,22,0.5945945945945946,0.5609064482616226,-0.03368814633297201,0.3486389881028552,1.1946372017458267,8,2
300,logistic_spline,trajectory_plus_paper_full,2017,35,10,0.2857142857142857,0.5885479797979798,0.3028336940836941,0.27590257963936954,0.8035661100193382,7,3
300,logistic_spline,trajectory_plus_paper_full,2018,44,35,0.7954545454545454,0.8487197997317747,0.05326525427722928,0.32189059663756237,0.9441003415341073,9,8
300,logistic_spline,trajectory_plus_paper_full,2019,30,9,0.3,0.5531563570779258,0.2531563570779258,0.20881352015122176,0.6433134460300421,6,3
300,logistic_spline,trajectory_plus_paper_full,2020,36,14,0.3888888888888889,0.5129046520026578,0.12401576311376888,0.3543365502283317,1.003391569023493,8,4
300,logistic_spline,trajectory_plus_paper_full,2021,21,4,0.19047619047619047,0.95,0.7595238095238095,0.3687634737343057,1.0080423097799058,5,4
300,random_forest,trajectory,2008,80,27,0.3375,0.3962844961592847,0.05878449615928466,0.23519575667643738,0.664507346112668,16,6
300,random_forest,trajectory,2009,56,17,0.30357142857142855,0.34204147089057574,0.03847004231914719,0.2325458859346874,0.6526079175869218,12,3
300,random_forest,trajectory,2010,71,45,0.6338028169014085,0.7903761932399277,0.1565733763385192,0.28937745321236263,0.7935797356516363,15,13
300,random_forest,trajectory,2011,68,29,0.4264705882352941,0.8139747753122675,0.38750418707697337,0.16737276416600014,0.5091272336359726,14,11
300,random_forest,trajectory,2012,44,12,0.2727272727272727,0.40989912864912864,0.13717185592185593,0.23391088293090687,0.6864397079711554,9,4
300,random_forest,trajectory,2013,39,31,0.7948717948717948,0.6917303862608366,-0.10314140861095822,0.4005391041677574,1.0563677657837225,8,5
300,random_forest,trajectory,2014,43,18,0.4186046511627907,0.6572568868515062,0.23865223568871546,0.22370872112691328,0.634995757893376,9,6
300,random_forest,trajectory,2015,37,13,0.35135135135135137,0.6744688093826026,0.3231174580312512,0.1907771863284709,0.5847747928265097,8,7
300,random_forest,trajectory,2016,37,22,0.5945945945945946,0.5977965539465545,0.003201959351959882,0.2637100456737896,0.7279561457714474,8,4
300,random_forest,trajectory,2017,35,10,0.2857142857142857,0.3904615482556659,0.10474726254138023,0.2266170409511406,0.6522787275073268,7,2
300,random_forest,trajectory,2018,44,35,0.7954545454545454,0.7738345556884407,-0.021619989766104686,0.34971541224802166,0.9235997434492195,9,7
300,random_forest,trajectory,2019,30,9,0.3,0.38942370170440344,0.08942370170440345,0.23771269079731844,0.6671863027513807,6,1
300,random_forest,trajectory,2020,36,14,0.3888888888888889,0.722249233026544,0.3333603441376551,0.19558654944387405,0.5801091431331513,8,7
300,random_forest,trajectory,2021,21,4,0.19047619047619047,0.4061085972850679,0.2156324068088774,0.28315881782192426,0.7543259897680267,5,1
300,random_forest,trajectory_plus_field_state,2008,80,27,0.3375,0.45900362290038677,0.12150362290038674,0.2172125065361598,0.6238682236305995,16,10
300,random_forest,trajectory_plus_field_state,2009,56,17,0.30357142857142855,0.38374019437954743,0.08016876580811888,0.24246560219072338,0.6828547144948649,12,4
300,random_forest,trajectory_plus_field_state,2010,71,45,0.6338028169014085,0.850418425586745,0.21661560868533647,0.26201862778361446,0.7248355913542596,15,13
300,random_forest,trajectory_plus_field_state,2011,68,29,0.4264705882352941,0.6708550594286722,0.24438447119337808,0.18718344851653215,0.551455314986406,14,9
300,random_forest,trajectory_plus_field_state,2012,44,12,0.2727272727272727,0.33703037302108513,0.06430310029381242,0.2444707089912627,0.6961953299855517,9,2
300,random_forest,trajectory_plus_field_state,2013,39,31,0.7948717948717948,0.730719889624154,-0.0641519052476408,0.37678326756443636,0.9810795587886353,8,5
300,random_forest,trajectory_plus_field_state,2014,43,18,0.4186046511627907,0.6790970259151063,0.2604923747523156,0.2155886927487185,0.621205038841683,9,6
300,random_forest,trajectory_plus_field_state,2015,37,13,0.35135135135135137,0.5531592928144653,0.20180794146311393,0.21504608646880755,0.6205755721931233,8,5
300,random_forest,trajectory_plus_field_state,2016,37,22,0.5945945945945946,0.6669341140951749,0.07233951950058026,0.23844449657038433,0.6683792459639626,8,5
300,random_forest,trajectory_plus_field_state,2017,35,10,0.2857142857142857,0.5994181104936254,0.31370382477933967,0.19556351095791175,0.5779057029343075,7,5
300,random_forest,trajectory_plus_field_state,2018,44,35,0.7954545454545454,0.8300768143643918,0.03462226890984643,0.32811653269591523,0.8724545198812592,9,8
300,random_forest,trajectory_plus_field_state,2019,30,9,0.3,0.5094562844562844,0.20945628445628445,0.20320185412279462,0.5960780575991204,6,3
300,random_forest,trajectory_plus_field_state,2020,36,14,0.3888888888888889,0.6583695978391356,0.26948070895024673,0.23663896494931475,0.6670541978255494,8,5
300,random_forest,trajectory_plus_field_state,2021,21,4,0.19047619047619047,0.41602564102564105,0.22554945054945058,0.3189225271603964,0.8464928748065293,5,1
300,random_forest,trajectory_plus_full_regime,2008,80,27,0.3375,0.5375817355504665,0.2000817355504665,0.20243839125932114,0.5917036642791558,16,9
300,random_forest,trajectory_plus_full_regime,2009,56,17,0.30357142857142855,0.32470987687364494,0.021138448302216395,0.24370916596683573,0.6852403481467185,12,4
300,random_forest,trajectory_plus_full_regime,2010,71,45,0.6338028169014085,0.8704281623964888,0.2366253454950803,0.25682951862370695,0.7136269071262911,15,14
300,random_forest,trajectory_plus_full_regime,2011,68,29,0.4264705882352941,0.6812426172756171,0.254772029040323,0.17365652046668226,0.5256991211633109,14,10
300,random_forest,trajectory_plus_full_regime,2012,44,12,0.2727272727272727,0.40999278499278496,0.13726551226551226,0.24169606110817748,0.6798089878519934,9,2
300,random_forest,trajectory_plus_full_regime,2013,39,31,0.7948717948717948,0.7766417738142893,-0.018230021057505486,0.3726930535492259,0.9673350478642302,8,6
300,random_forest,trajectory_plus_full_regime,2014,43,18,0.4186046511627907,0.6466260010520337,0.228021349889243,0.21960096969646717,0.6304002773788725,9,6
300,random_forest,trajectory_plus_full_regime,2015,37,13,0.35135135135135137,0.42499384415686325,0.07364249280551188,0.22802395995885372,0.6489009659867158,8,4
300,random_forest,trajectory_plus_full_regime,2016,37,22,0.5945945945945946,0.7302706455288375,0.13567605093424284,0.21509890434136725,0.6219342623280031,8,6
300,random_forest,trajectory_plus_full_regime,2017,35,10,0.2857142857142857,0.6651587301587302,0.3794444444444445,0.1858688202675787,0.5600089872312158,7,5
300,random_forest,trajectory_plus_full_regime,2018,44,35,0.7954545454545454,0.8650730695206122,0.06961852406606683,0.3297065559076049,0.869896135217111,9,8
300,random_forest,trajectory_plus_full_regime,2019,30,9,0.3,0.7160273368606702,0.4160273368606702,0.18013701947110725,0.5425678029063871,6,3
300,random_forest,trajectory_plus_full_regime,2020,36,14,0.3888888888888889,0.6188466862730536,0.22995779738416472,0.24228822495739838,0.6771034280389552,8,5
300,random_forest,trajectory_plus_full_regime,2021,21,4,0.19047619047619047,0.4784090909090909,0.28793290043290043,0.27671885250199324,0.7480847077735282,5,1
300,random_forest,trajectory_plus_paper_environment,2008,80,27,0.3375,0.5000810354878703,0.16258103548787028,0.2052643417322219,0.5998793327505001,16,10
300,random_forest,trajectory_plus_paper_environment,2009,56,17,0.30357142857142855,0.3260285536217041,0.022457125050275528,0.24368452124571902,0.6800282496097123,12,4
300,random_forest,trajectory_plus_paper_environment,2010,71,45,0.6338028169014085,0.8377361227603919,0.2039333058589834,0.2679396854008901,0.7512227527997984,15,13
