comparison,primary_estimate,primary_ci_low,primary_ci_high,primary_ci_excludes_zero,same_direction_families_300m,logistic_spline_estimate_1000m,stable_positive_increment
field_state_minus_trajectory,0.006202648860780048,-0.08563332377956669,0.10837424170844905,False,4,-0.03045046770043813,False
paper_environment_minus_trajectory,0.033279067118341256,-0.06874283951794412,0.15101961005708103,False,4,0.017519121225215806,False
paper_full_minus_trajectory,0.037803922637442075,-0.05716330009989242,0.1458999404513327,False,4,0.019479351459912444,False
paper_full_minus_environment,0.004524855519100824,-0.05050240092198616,0.06269974079793536,False,3,0.0019602302346966344,False
regime_minus_paper_full,-0.03804488020165726,-0.1263332842234849,0.02113943289000137,False,3,-0.04852319480842803,False
