year,ap_gain
2008,-0.026315712828409554
2009,-0.001075603631562061
2010,-0.0441444562008626
2011,-0.1564340425614984
2012,0.0183796401426074
2013,0.01913768489651735
2014,0.03495307193812436
2015,-0.10077090634713126
2016,-0.008206632548737769
2017,0.16083342732536277
2018,0.082478835193176
2019,0.18707682469404552
2020,-0.16533368373567792
2021,0.5286764705882352
