domain,model_family,feature_set,protocol,year,n,events,prevalence,average_precision,ap_lift,estimable
full_oisst_domain,random_forest,current_only,expanding_window,2014,293,116,0.39590443686006827,0.5812419151868431,0.18533747832677483,True
full_oisst_domain,random_forest,current_only,expanding_window,2015,253,123,0.48616600790513836,0.6203892005050409,0.1342231925999025,True
full_oisst_domain,random_forest,current_only,expanding_window,2016,232,80,0.3448275862068966,0.5732055509018419,0.2283779646949453,True
full_oisst_domain,random_forest,current_only,expanding_window,2017,251,49,0.1952191235059761,0.26157776993000503,0.06635864642402894,True
full_oisst_domain,random_forest,current_only,expanding_window,2018,277,208,0.7509025270758123,0.8064053464879828,0.0555028194121705,True
full_oisst_domain,random_forest,current_only,expanding_window,2019,199,63,0.3165829145728643,0.4941201528787247,0.17753723830586038,True
full_oisst_domain,random_forest,current_only,expanding_window,2020,239,90,0.37656903765690375,0.4115470068859911,0.03497796922908736,True
full_oisst_domain,random_forest,current_only,expanding_window,2021,229,83,0.3624454148471616,0.41777207832889623,0.05532666348173465,True
full_oisst_domain,random_forest,current_only,expanding_window,2022,225,150,0.6666666666666666,0.8095711801768657,0.14290451351019906,True
full_oisst_domain,random_forest,current_only,expanding_window,2023,179,32,0.1787709497206704,0.2505384283988625,0.07176747867819208,True
full_oisst_domain,random_forest,current_only,expanding_window,2024,204,51,0.25,0.28732312344610544,0.037323123446105444,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2005,312,186,0.5961538461538461,0.7464046865407086,0.15025084038686243,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2006,285,54,0.18947368421052632,0.5611012845915573,0.37162760038103093,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2007,328,94,0.2865853658536585,0.5592624583891547,0.27267709253549616,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2008,331,95,0.28700906344410876,0.5197434831941875,0.23273441975007875,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2009,341,163,0.4780058651026393,0.6266743416699729,0.14866847656733362,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2010,328,162,0.49390243902439024,0.7241753897062094,0.2302729506818192,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2011,280,109,0.3892857142857143,0.574149120856259,0.18486340657054473,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2012,290,63,0.21724137931034482,0.6051886942818824,0.38794731497153756,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2013,335,213,0.6358208955223881,0.760218386408271,0.12439749088588292,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2014,293,116,0.39590443686006827,0.5663242101685655,0.17041977330849722,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2015,253,123,0.48616600790513836,0.6434534013913731,0.15728739348623472,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2016,232,80,0.3448275862068966,0.60880929258003,0.26398170637313345,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2017,251,49,0.1952191235059761,0.3534219423969413,0.1582028188909652,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2018,277,208,0.7509025270758123,0.8661645949931964,0.11526206791738414,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2019,199,63,0.3165829145728643,0.5095425671369467,0.19295965256408237,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2020,239,90,0.37656903765690375,0.49598784997632966,0.11941881231942592,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2021,229,83,0.3624454148471616,0.4872495885311623,0.12480417368400071,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2022,225,150,0.6666666666666666,0.8501890189009536,0.18352235223428692,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2023,179,32,0.1787709497206704,0.3584631768232929,0.17969222710262248,True
full_oisst_domain,random_forest,current_plus_trajectory,expanding_window,2024,204,51,0.25,0.35419549414964124,0.10419549414964124,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2005,312,186,0.5961538461538461,0.7517302580239131,0.155576411870067,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2006,285,54,0.18947368421052632,0.5634442185369563,0.3739705343264299,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2007,328,94,0.2865853658536585,0.5556120155325234,0.26902664967886486,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2008,331,95,0.28700906344410876,0.5410909189236366,0.25408185547952783,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2009,341,163,0.4780058651026393,0.6224424573562509,0.1444365922536116,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2010,328,162,0.49390243902439024,0.6832181823100538,0.18931574328566358,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2011,280,109,0.3892857142857143,0.6208090990237926,0.23152338473807826,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2012,290,63,0.21724137931034482,0.6356212539680349,0.4183798746576901,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2013,335,213,0.6358208955223881,0.7653832963419274,0.1295624008195393,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2014,293,116,0.39590443686006827,0.5190117510330918,0.12310731417302356,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2015,253,123,0.48616600790513836,0.6621260550741301,0.17596004716899177,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2016,232,80,0.3448275862068966,0.5760615149013849,0.23123392869448833,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2017,251,49,0.1952191235059761,0.3416913736167959,0.14647225011081982,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2018,277,208,0.7509025270758123,0.879153693195298,0.12825116611948573,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2019,199,63,0.3165829145728643,0.5316217034256692,0.21503878885280486,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2020,239,90,0.37656903765690375,0.5436843020512927,0.16711526439438895,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2021,229,83,0.3624454148471616,0.4905842075866469,0.1281387927394853,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2022,225,150,0.6666666666666666,0.788359666923603,0.12169300025693641,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2023,179,32,0.1787709497206704,0.3778689028857337,0.19909795316506332,True
full_oisst_domain,random_forest,trajectory_plus_oisst,expanding_window,2024,204,51,0.25,0.36605492647769566,0.11605492647769566,True
full_oisst_domain,xgboost,current_only,expanding_window,2005,312,186,0.5961538461538461,0.7276970800855795,0.1315432339317334,True
full_oisst_domain,xgboost,current_only,expanding_window,2006,285,54,0.18947368421052632,0.4566620466001723,0.26718836238964594,True
full_oisst_domain,xgboost,current_only,expanding_window,2007,328,94,0.2865853658536585,0.5280301384252575,0.24144477257159896,True
full_oisst_domain,xgboost,current_only,expanding_window,2008,331,95,0.28700906344410876,0.5096051922285718,0.22259612878446305,True
full_oisst_domain,xgboost,current_only,expanding_window,2009,341,163,0.4780058651026393,0.597136514734485,0.11913064963184572,True
full_oisst_domain,xgboost,current_only,expanding_window,2010,328,162,0.49390243902439024,0.6841560678474562,0.19025362882306596,True
full_oisst_domain,xgboost,current_only,expanding_window,2011,280,109,0.3892857142857143,0.5627702271555853,0.17348451286987104,True
full_oisst_domain,xgboost,current_only,expanding_window,2012,290,63,0.21724137931034482,0.5440659127897849,0.32682453347944007,True
full_oisst_domain,xgboost,current_only,expanding_window,2013,335,213,0.6358208955223881,0.7240725452403172,0.08825164971792909,True
full_oisst_domain,xgboost,current_only,expanding_window,2014,293,116,0.39590443686006827,0.5696971434065887,0.17379270654652046,True
full_oisst_domain,xgboost,current_only,expanding_window,2015,253,123,0.48616600790513836,0.6131252361653604,0.12695922826022205,True
full_oisst_domain,xgboost,current_only,expanding_window,2016,232,80,0.3448275862068966,0.5660514266008261,0.2212238403939295,True
full_oisst_domain,xgboost,current_only,expanding_window,2017,251,49,0.1952191235059761,0.25795123638652384,0.06273211288054775,True
full_oisst_domain,xgboost,current_only,expanding_window,2018,277,208,0.7509025270758123,0.8034825630288753,0.05258003595306304,True
full_oisst_domain,xgboost,current_only,expanding_window,2019,199,63,0.3165829145728643,0.48292303739621856,0.16634012282335425,True
full_oisst_domain,xgboost,current_only,expanding_window,2020,239,90,0.37656903765690375,0.3981885881546294,0.021619550497725626,True
full_oisst_domain,xgboost,current_only,expanding_window,2021,229,83,0.3624454148471616,0.4320055227175643,0.06956010787040273,True
full_oisst_domain,xgboost,current_only,expanding_window,2022,225,150,0.6666666666666666,0.8114478451553293,0.14478117848866268,True
full_oisst_domain,xgboost,current_only,expanding_window,2023,179,32,0.1787709497206704,0.2436439180405601,0.0648729683198897,True
full_oisst_domain,xgboost,current_only,expanding_window,2024,204,51,0.25,0.27975236213677807,0.029752362136778066,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2005,312,186,0.5961538461538461,0.7422203248181204,0.14606647866427425,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2006,285,54,0.18947368421052632,0.4691052155091289,0.27963153129860263,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2007,328,94,0.2865853658536585,0.5625691372053715,0.275983771351713,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2008,331,95,0.28700906344410876,0.5001000861701331,0.21309102272602437,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2009,341,163,0.4780058651026393,0.6173875339052501,0.13938166880261083,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2010,328,162,0.49390243902439024,0.7333680570039003,0.23946561797951005,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2011,280,109,0.3892857142857143,0.5557712804606776,0.1664855661749633,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2012,290,63,0.21724137931034482,0.5551368665756815,0.3378954872653367,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2013,335,213,0.6358208955223881,0.7442086674426136,0.10838777192022553,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2014,293,116,0.39590443686006827,0.5836161314367184,0.18771169457665016,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2015,253,123,0.48616600790513836,0.6256595922688503,0.1394935843637119,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2016,232,80,0.3448275862068966,0.571099332757922,0.22627174655102544,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2017,251,49,0.1952191235059761,0.33236694875361983,0.13714782524764374,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2018,277,208,0.7509025270758123,0.8696655971293401,0.11876307005352782,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2019,199,63,0.3165829145728643,0.4876016990577915,0.1710187844849272,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2020,239,90,0.37656903765690375,0.4710803098253673,0.09451127216846356,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2021,229,83,0.3624454148471616,0.5065309651635427,0.1440855503163811,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2022,225,150,0.6666666666666666,0.8351778278699862,0.16851116120331955,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2023,179,32,0.1787709497206704,0.349474422370047,0.1707034726493766,True
full_oisst_domain,xgboost,current_plus_trajectory,expanding_window,2024,204,51,0.25,0.34174962419090016,0.09174962419090016,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2005,312,186,0.5961538461538461,0.7197846698237573,0.12363082366991118,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2006,285,54,0.18947368421052632,0.5574751366978915,0.36800145248736515,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2007,328,94,0.2865853658536585,0.564653464821258,0.2780680989675995,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2008,331,95,0.28700906344410876,0.5585415677110908,0.271532504266982,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2009,341,163,0.4780058651026393,0.616905533048549,0.1388996679459097,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2010,328,162,0.49390243902439024,0.6606269446314745,0.1667245056070843,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2011,280,109,0.3892857142857143,0.6287541841139876,0.23946846982827336,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2012,290,63,0.21724137931034482,0.6620421434674952,0.4448007641571504,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2013,335,213,0.6358208955223881,0.7725987336667839,0.1367778381443958,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2014,293,116,0.39590443686006827,0.5374181196279717,0.14151368276790344,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2015,253,123,0.48616600790513836,0.7008544194448343,0.21468841153969592,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2016,232,80,0.3448275862068966,0.510877982907787,0.1660503967008904,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2017,251,49,0.1952191235059761,0.343667281553523,0.1484481580475469,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2018,277,208,0.7509025270758123,0.883218270911668,0.13231574383585576,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2019,199,63,0.3165829145728643,0.49157432346926594,0.17499140889640163,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2020,239,90,0.37656903765690375,0.5023430958082562,0.12577405815135245,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2021,229,83,0.3624454148471616,0.5139904403935621,0.15154502554640054,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2022,225,150,0.6666666666666666,0.7625740117162614,0.09590734504959475,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2023,179,32,0.1787709497206704,0.4114839709260549,0.23271302120538448,True
full_oisst_domain,xgboost,trajectory_plus_oisst,expanding_window,2024,204,51,0.25,0.36180423649117993,0.11180423649117993,True
upwelling_supported_domain,logistic,current_only,expanding_window,2005,207,129,0.6231884057971014,0.7601110328863905,0.13692262708928904,True
upwelling_supported_domain,logistic,current_only,expanding_window,2006,191,39,0.20418848167539266,0.5792491175200725,0.3750606358446798,True
upwelling_supported_domain,logistic,current_only,expanding_window,2007,217,71,0.3271889400921659,0.5811360364221532,0.25394709632998724,True
upwelling_supported_domain,logistic,current_only,expanding_window,2008,216,61,0.2824074074074074,0.5178580224455359,0.23545061503812853,True
upwelling_supported_domain,logistic,current_only,expanding_window,2009,228,99,0.4342105263157895,0.5764434558203898,0.14223292950460031,True
upwelling_supported_domain,logistic,current_only,expanding_window,2010,225,136,0.6044444444444445,0.7720691700935822,0.16762472564913777,True
upwelling_supported_domain,logistic,current_only,expanding_window,2011,186,65,0.34946236559139787,0.5469418377154118,0.19747947212401396,True
upwelling_supported_domain,logistic,current_only,expanding_window,2012,196,28,0.14285714285714285,0.5127320656231433,0.3698749227660005,True
upwelling_supported_domain,logistic,current_only,expanding_window,2013,230,185,0.8043478260869565,0.8139215084429595,0.009573682356002977,True
upwelling_supported_domain,logistic,current_only,expanding_window,2014,188,73,0.3882978723404255,0.436919166998486,0.04862129465806048,True
upwelling_supported_domain,logistic,current_only,expanding_window,2015,163,53,0.32515337423312884,0.46032967451020684,0.135176300277078,True
upwelling_supported_domain,logistic,current_only,expanding_window,2016,168,71,0.4226190476190476,0.6801538960674605,0.25753484844841285,True
upwelling_supported_domain,logistic,current_only,expanding_window,2017,175,36,0.2057142857142857,0.25514153376400317,0.04942724804971746,True
upwelling_supported_domain,logistic,current_only,expanding_window,2018,181,156,0.861878453038674,0.8963291950282077,0.034450741989533684,True
upwelling_supported_domain,logistic,current_only,expanding_window,2019,123,21,0.17073170731707318,0.25807896051555124,0.08734725319847805,True
upwelling_supported_domain,logistic,current_only,expanding_window,2020,156,56,0.358974358974359,0.38324424744990615,0.024269888475547174,True
upwelling_supported_domain,logistic,current_only,expanding_window,2021,161,46,0.2857142857142857,0.3068864797256828,0.021172194011397083,True
upwelling_supported_domain,logistic,current_only,expanding_window,2022,160,126,0.7875,0.8673381546646456,0.07983815466464561,True
upwelling_supported_domain,logistic,current_only,expanding_window,2023,111,10,0.09009009009009009,0.20289286888070018,0.1128027787906101,True
upwelling_supported_domain,logistic,current_only,expanding_window,2024,138,39,0.2826086956521739,0.3457723368581662,0.06316364120599233,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2005,207,129,0.6231884057971014,0.7220263414599748,0.09883793566287336,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2006,191,39,0.20418848167539266,0.6817179928125505,0.47752951113715786,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2007,217,71,0.3271889400921659,0.5645452181531174,0.2373562780609515,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2008,216,61,0.2824074074074074,0.5310720275967569,0.24866462018934948,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2009,228,99,0.4342105263157895,0.5685371050798328,0.1343265787640433,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2010,225,136,0.6044444444444445,0.793145480354999,0.18870103591055454,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2011,186,65,0.34946236559139787,0.5441238998767421,0.19466153428534427,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2012,196,28,0.14285714285714285,0.5197620178868547,0.37690487502971187,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2013,230,185,0.8043478260869565,0.7963468854269964,-0.008000940659960154,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2014,188,73,0.3882978723404255,0.42233003128384494,0.03403215894341943,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2015,163,53,0.32515337423312884,0.469274529965394,0.14412115573226514,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2016,168,71,0.4226190476190476,0.6726917436564994,0.2500726960374518,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2017,175,36,0.2057142857142857,0.3189444646391577,0.113230178924872,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2018,181,156,0.861878453038674,0.9023515727712426,0.04047311973256851,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2019,123,21,0.17073170731707318,0.3216670819793933,0.15093537466232013,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2020,156,56,0.358974358974359,0.41757543614867365,0.058601077174314675,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2021,161,46,0.2857142857142857,0.40915858189728843,0.12344429618300273,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2022,160,126,0.7875,0.8638525221063469,0.07635252210634691,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2023,111,10,0.09009009009009009,0.3789554686265213,0.28886537853643124,True
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2024,138,39,0.2826086956521739,0.4111045269482538,0.1284958312960799,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2005,207,129,0.6231884057971014,0.7322914758188421,0.10910307002174069,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2006,191,39,0.20418848167539266,0.5826958122586362,0.37850733058324354,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2007,217,71,0.3271889400921659,0.5488949027268432,0.22170596263467723,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2008,216,61,0.2824074074074074,0.4853768915119671,0.20296948410455973,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2009,228,99,0.4342105263157895,0.5449463270865107,0.1107358007707212,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2010,225,136,0.6044444444444445,0.7872089158073358,0.1827644713628913,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2011,186,65,0.34946236559139787,0.5686133206421171,0.21915095505071924,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2012,196,28,0.14285714285714285,0.5759417813704745,0.4330846385133316,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2013,230,185,0.8043478260869565,0.7973760808264372,-0.0069717452605193575,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2014,188,73,0.3882978723404255,0.45381158863226245,0.06551371629183694,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2015,163,53,0.32515337423312884,0.5345797636571807,0.2094263894240519,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2016,168,71,0.4226190476190476,0.6340810360946305,0.2114619884755829,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2017,175,36,0.2057142857142857,0.32575863786127357,0.12004435214698786,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2018,181,156,0.861878453038674,0.9055966947714722,0.043718241732798147,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2019,123,21,0.17073170731707318,0.2835228892396924,0.1127911819226192,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2020,156,56,0.358974358974359,0.4262948667258929,0.06732050775153392,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2021,161,46,0.2857142857142857,0.4453484158666878,0.15963413015240208,True
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2022,160,126,0.7875,0.8465141616642091,0.05901416166420914,True
