domain,model_family,feature_set,budget_fraction,years,total_selected,total_events,total_true_positives,micro_recall,recall_ci_low,recall_ci_high,micro_precision,precision_ci_low,precision_ci_high
upwelling_supported_domain,random_forest,trajectory_plus_oisst,0.05,20,191,1500,145,0.09666666666666666,0.08046568307161225,0.12080492438187516,0.7591623036649214,0.6629834254143646,0.845360824742268
upwelling_supported_domain,random_forest,trajectory_plus_oisst,0.1,20,371,1500,249,0.166,0.1420065840038114,0.20142922135333957,0.6711590296495957,0.5860215053763441,0.7525530343716433
upwelling_supported_domain,random_forest,trajectory_plus_oisst,0.2,20,734,1500,427,0.2846666666666667,0.25420048336330936,0.32613785353994457,0.5817438692098093,0.49170621428908723,0.6695926905256964
upwelling_supported_domain,random_forest,trajectory_plus_oisst,0.3,20,1095,1500,608,0.4053333333333333,0.3665370558289243,0.4580591047894568,0.5552511415525114,0.46757840308488835,0.6446271991324994
upwelling_supported_domain,random_forest,trajectory_plus_oisst_cuti_beuti,0.05,20,191,1500,144,0.096,0.07993560043828635,0.11990258118234803,0.7539267015706806,0.651685393258427,0.8453620698241944
upwelling_supported_domain,random_forest,trajectory_plus_oisst_cuti_beuti,0.1,20,371,1500,257,0.17133333333333334,0.1458357477578411,0.20893070452287843,0.692722371967655,0.6077224949599102,0.771054244944787
upwelling_supported_domain,random_forest,trajectory_plus_oisst_cuti_beuti,0.2,20,734,1500,418,0.2786666666666667,0.24719000020220674,0.32201989876439624,0.5694822888283378,0.4794085147871303,0.6548305557583405
upwelling_supported_domain,random_forest,trajectory_plus_oisst_cuti_beuti,0.3,20,1095,1500,597,0.398,0.35896805896805895,0.447965044005768,0.5452054794520548,0.4409839067385523,0.6452060673413411
upwelling_supported_domain,xgboost,current_only,0.05,20,191,1500,126,0.084,0.06811640614900599,0.10413385578638966,0.6596858638743456,0.5536462979482605,0.7525563423176487
upwelling_supported_domain,xgboost,current_only,0.1,20,371,1500,238,0.15866666666666668,0.13556105895975648,0.19116269706729955,0.6415094339622641,0.5413079975579976,0.7345925425541646
upwelling_supported_domain,xgboost,current_only,0.2,20,734,1500,411,0.274,0.24943511020562548,0.3054422361692236,0.5599455040871935,0.46533996625919577,0.6522371661793971
upwelling_supported_domain,xgboost,current_only,0.3,20,1095,1500,575,0.38333333333333336,0.3562288805902413,0.41872276933507996,0.5251141552511416,0.43104297450504747,0.6156519998510352
upwelling_supported_domain,xgboost,current_plus_trajectory,0.05,20,191,1500,128,0.08533333333333333,0.07329032445865945,0.10242333879344809,0.6701570680628273,0.5652173913043478,0.7635606921813817
upwelling_supported_domain,xgboost,current_plus_trajectory,0.1,20,371,1500,229,0.15266666666666667,0.1330116361583128,0.17846495855312733,0.6172506738544474,0.5273583496799297,0.702770955779457
