domain,feature_set,feature_label,random_repeats,random_pooled_mean,random_pooled_p025,random_pooled_p975,expanding_pooled,random_minus_expanding_pooled,random_macro_within_year_mean,random_macro_within_year_p025,random_macro_within_year_p975,expanding_macro_within_year,random_minus_expanding_macro_within_year
full_oisst_domain,current_only,Current,20,0.16417852676393346,0.1634455879155482,0.16456682971179631,0.15966284138971515,0.0045156853742183145,0.15297376881207883,0.15244244892360756,0.1534429613598995,0.15297377049503907,-1.6829602433876545e-09
full_oisst_domain,current_plus_trajectory,Current + trajectory,20,0.19617149565591058,0.1950025107763257,0.19678923747000468,0.1848446195943228,0.011326876061587776,0.19746806394143618,0.19624683283172906,0.198263668882684,0.19092350908951483,0.006544554851921347
full_oisst_domain,trajectory_plus_oisst,Current + trajectory + OISST,20,0.19762624196214634,0.19615630903261905,0.19857392814084182,0.1664586871150549,0.03116755484709144,0.1906967301867195,0.1891130650537889,0.19171705334441036,0.1738955493418151,0.016801180844904423
upwelling_supported_domain,current_only,Current,20,0.15772958059769465,0.15724518223964487,0.1582175837915353,0.1507496519165707,0.006979928681123959,0.14015771545419836,0.13913384094743222,0.14217023422547417,0.14009855252356565,5.9162930632711275e-05
upwelling_supported_domain,current_plus_trajectory,Current + trajectory,20,0.18195861893251863,0.18126036125098943,0.18312229047239853,0.16396088160873373,0.0179977373237849,0.1794587796551021,0.17800315792340524,0.18093481696026642,0.16788026088545496,0.011578518769647134
upwelling_supported_domain,trajectory_plus_oisst,Current + trajectory + OISST,20,0.18704631568233865,0.1854107890604789,0.18853469033712406,0.14336649572266819,0.04367981995967046,0.1760961467667707,0.17407269281816615,0.1775259646946564,0.16317193837392024,0.012924208392850467
upwelling_supported_domain,trajectory_plus_oisst_cuti_beuti,Current + trajectory + OISST + CUTI/BEUTI,20,0.20194427289213798,0.20060035407137353,0.20337890429045963,0.13481357930084975,0.06713069359128823,0.16725119512703324,0.16511793915919595,0.16944508681351558,0.1541807462486021,0.013070448878431146
