domain,model_family,feature_set,protocol,year,n,events,prevalence,average_precision,ap_lift,estimable,decline_threshold,canopy_cutoff
upwelling_supported_domain,logistic,current_only,expanding_window,2024,159,50,0.31446540880503143,0.436800782861992,0.12233537405696054,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2005,218,141,0.6467889908256881,0.806250360945848,0.15946137012015993,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2006,211,47,0.22274881516587677,0.6610768260596052,0.4383280108937284,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2007,221,74,0.334841628959276,0.6131010761350355,0.2782594471757595,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2008,221,68,0.3076923076923077,0.556306145325794,0.24861383763348632,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2009,235,114,0.4851063829787234,0.7070820572749379,0.2219756742962145,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2010,233,149,0.6394849785407726,0.8149339179819751,0.17544893944120254,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2011,208,76,0.36538461538461536,0.6333378650814303,0.26795324969681494,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2012,211,32,0.15165876777251186,0.5031329049928134,0.3514741372203015,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2013,238,200,0.8403361344537815,0.8561746890554942,0.015838554601712684,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2014,213,89,0.41784037558685444,0.45502028995950716,0.03717991437265272,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2015,184,66,0.358695652173913,0.49959353374114945,0.14089788156723643,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2016,191,85,0.44502617801047123,0.6713383296374273,0.22631215162695612,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2017,196,51,0.2602040816326531,0.3062313056229662,0.046027223990313115,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2018,194,172,0.8865979381443299,0.9336246572124671,0.04702671906813727,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2019,156,30,0.19230769230769232,0.30940114002274144,0.11709344771504912,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2020,177,73,0.4124293785310734,0.4721509180275678,0.05972153949649439,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2021,189,72,0.38095238095238093,0.49151321334723413,0.1105608323948532,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2022,178,147,0.8258426966292135,0.8797055973670813,0.053862900737867814,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2023,144,19,0.13194444444444445,0.330314622634044,0.19837017818959954,True,0.2,0.02
upwelling_supported_domain,logistic,current_plus_trajectory,expanding_window,2024,159,50,0.31446540880503143,0.5127816947314089,0.19831628592637746,True,0.2,0.02
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2005,218,141,0.6467889908256881,0.7884101659443442,0.14162117511865613,True,0.2,0.02
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2006,211,47,0.22274881516587677,0.5929230725985578,0.37017425743268106,True,0.2,0.02
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2007,221,74,0.334841628959276,0.6012231418337401,0.26638151287446415,True,0.2,0.02
upwelling_supported_domain,logistic,trajectory_plus_oisst,expanding_window,2008,221,68,0.3076923076923077,0.5200390744858647,0.21234676679355702,True,0.2,0.02
