site_id,support_m,overlap_cluster,region_group,year,event,model_family,score_current,score_trajectory,score_mur,risk_percentile_current,risk_percentile_trajectory,risk_percentile_mur,selected_at_budget_current,selected_at_budget_trajectory,selected_at_budget_mur,trajectory_false_negative,trajectory_false_positive,trajectory_rank_quality_pp,mur_signed_rank_gain_pp,mur_brier_gain,grazing_log1p,rock_probability,depth_m,kelp_species_contrast,n_transects
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2016,0,xgboost,0.6775670647621155,0.6975051760673523,0.6523346900939941,0.9565217391304348,0.9565217391304348,0.7565217391304347,True,True,False,0,1,-45.652173913043484,20.000000000000007,0.06097292274072075,2.0871936349478184,0.516933226,10.28960629,-3.5964671106079,6
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2017,0,logistic,0.8008385592274548,0.8790686256424725,0.8760002417547128,0.9375,0.9479166666666666,0.9479166666666666,True,True,True,0,1,-44.791666666666664,-0.0,0.005385225034630126,0.6931471805599453,0.516933226,10.28960629,-3.784705896225356,6
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2017,0,random_forest,0.8994322154304512,0.7877727050993412,0.6159342656507818,0.9375,0.9479166666666666,0.9375,True,True,True,0,1,-44.791666666666664,1.041666666666663,0.24121081529676575,0.6931471805599453,0.516933226,10.28960629,-3.784705896225356,6
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2017,0,xgboost,0.7112767696380615,0.7798752188682556,0.5862171649932861,0.9375,0.9270833333333334,0.78125,True,True,False,0,1,-42.708333333333336,14.583333333333337,0.26455479247204394,0.6931471805599453,0.516933226,10.28960629,-3.784705896225356,6
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2018,0,logistic,0.6707035495467172,0.49225018989553515,0.3533446683480773,0.9159663865546218,0.6974789915966386,0.37815126050420167,True,False,False,0,0,-19.747899159663863,31.932773109243694,0.11745779480217768,2.418140953475739,0.516933226,10.28960629,-3.737386091198936,8
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2018,0,random_forest,0.4522135566108921,0.6636550018109892,0.5106726042752008,0.6134453781512605,0.9159663865546218,0.7899159663865546,False,True,False,0,1,-41.59663865546218,12.605042016806722,0.17965145267152832,2.418140953475739,0.516933226,10.28960629,-3.737386091198936,8
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2018,0,xgboost,0.5514859557151794,0.5534310936927795,0.6141190528869629,0.7899159663865546,0.6974789915966386,0.8151260504201681,False,False,True,0,0,-19.747899159663863,-11.764705882352944,-0.0708562356527942,2.418140953475739,0.516933226,10.28960629,-3.737386091198936,8
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2019,0,logistic,0.7196081527868257,0.2857640228703262,0.2325398549416554,0.9878048780487805,0.13414634146341464,0.024390243902439025,True,False,False,0,0,36.58536585365854,10.975609756097562,0.027586292630746183,1.3862943611198906,0.516933226,10.28960629,-3.5400132499612957,8
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2019,0,random_forest,0.4862185492860012,0.5279604244056869,0.5382843648694253,0.9146341463414634,0.7073170731707317,0.6097560975609756,True,False,False,0,0,-20.731707317073166,9.756097560975608,-0.011007847724247566,1.3862943611198906,0.516933226,10.28960629,-3.5400132499612957,8
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2019,0,xgboost,0.6259346008300781,0.28556424379348755,0.5245884656906128,0.9634146341463414,0.21951219512195122,0.4146341463414634,True,False,False,0,0,28.04878048780488,-19.51219512195122,-0.19364612100228484,1.3862943611198906,0.516933226,10.28960629,-3.5400132499612957,8
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2020,1,logistic,0.817320356469905,0.44360676852572994,0.4691936655618411,0.9895833333333334,0.6666666666666666,0.5208333333333334,True,False,False,1,0,16.666666666666664,-14.583333333333325,0.02781806335070619,1.0986122886681098,0.516933226,10.28960629,-2.772588722239781,5
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2020,1,random_forest,0.7484936733581362,0.5854047239165412,0.6455137053470391,0.96875,0.875,0.9791666666666666,True,True,True,0,0,37.5,10.416666666666663,0.0462287098539336,1.0986122886681098,0.516933226,10.28960629,-2.772588722239781,5
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,2020,1,xgboost,0.714042067527771,0.360217809677124,0.5684610605239868,0.9635416666666666,0.3541666666666667,0.65625,True,False,False,1,0,-14.583333333333332,30.208333333333332,0.22309539477025453,1.0986122886681098,0.516933226,10.28960629,-2.772588722239781,5
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2010,1,logistic,0.4893121759695123,0.453664572291022,0.5488829727665228,0.8793103448275862,0.867816091954023,0.8563218390804598,True,True,True,0,0,36.7816091954023,-1.1494252873563204,0.09497582730998214,5.108418685868243,0.516933226,10.28960629,-2.5619819897016294,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2010,1,random_forest,0.5097225708728073,0.5879287473327043,0.4859571610591037,0.867816091954023,0.8908045977011494,0.8160919540229885,True,True,True,0,0,39.08045977011494,-7.471264367816088,-0.09443732299162202,5.108418685868243,0.516933226,10.28960629,-2.5619819897016294,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2010,1,xgboost,0.4509124755859375,0.6037071347236633,0.530385434627533,0.8333333333333334,0.8563218390804598,0.7758620689655172,True,True,False,0,0,35.63218390804598,-8.045977011494255,-0.0634898049410424,5.108418685868243,0.516933226,10.28960629,-2.5619819897016294,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2011,1,logistic,0.3345767040154171,0.3012652730081668,0.4030884694647678,0.5928571428571429,0.4142857142857143,0.7285714285714285,False,False,False,1,0,-8.57142857142857,31.428571428571423,0.1319268434184382,6.383333976789548,0.516933226,10.28960629,-2.644133515347268,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2011,1,random_forest,0.31527099913850853,0.24670344158015034,0.4719786511909504,0.4357142857142857,0.32142857142857145,0.7714285714285715,False,False,False,1,0,-17.857142857142854,45.0,0.28864916012906194,6.383333976789548,0.516933226,10.28960629,-2.644133515347268,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2011,1,xgboost,0.2466530203819275,0.18653637170791626,0.534305989742279,0.17857142857142858,0.2571428571428571,0.8428571428571429,False,False,True,1,0,-24.28571428571429,58.57142857142858,0.4448521633642031,6.383333976789548,0.516933226,10.28960629,-2.644133515347268,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2012,0,logistic,0.24153013533697132,0.23136477340282338,0.20774237448619784,0.17006802721088435,0.047619047619047616,0.38095238095238093,False,False,False,0,0,45.23809523809524,-33.33333333333333,0.010372764214576141,5.915180247785679,0.516933226,10.28960629,-0.8047189562170501,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2012,0,random_forest,0.2268252090682238,0.23680285083060226,0.22080633875373368,0.23129251700680273,0.3673469387755102,0.3945578231292517,False,False,False,0,0,13.265306122448978,-2.7210884353741474,0.007320150927671874,5.915180247785679,0.516933226,10.28960629,-0.8047189562170501,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2012,0,xgboost,0.2364385724067688,0.20895318686962128,0.08088936656713486,0.2619047619047619,0.3469387755102041,0.061224489795918366,False,False,False,0,0,15.306122448979592,28.57142857142857,0.037118344679338555,5.915180247785679,0.516933226,10.28960629,-0.8047189562170501,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2013,0,logistic,0.23914850768739507,0.20821644612004467,0.36639314091554764,0.11363636363636363,0.045454545454545456,0.25,False,False,False,0,0,45.45454545454545,-20.454545454545453,-0.09088984527509889,5.832900523245385,0.516933226,10.28960629,0.0,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2013,0,random_forest,0.24032543115774815,0.29069791898071407,0.2731762709738978,0.11931818181818182,0.3693181818181818,0.26704545454545453,False,False,False,0,0,13.068181818181818,10.22727272727273,0.009880005076513376,5.832900523245385,0.516933226,10.28960629,0.0,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2013,0,xgboost,0.23400819301605225,0.4096124470233917,0.45803046226501465,0.17045454545454544,0.48295454545454547,0.4943181818181818,False,False,False,0,0,1.704545454545453,-1.1363636363636354,-0.042009547606212116,5.832900523245385,0.516933226,10.28960629,0.0,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2014,0,logistic,0.2876553775200904,0.29299715373982316,0.16504939955753634,0.48322147651006714,0.37583892617449666,0.7449664429530202,False,False,False,0,0,12.416107382550335,-36.91275167785235,0.05860602780533428,5.597433327929865,0.516933226,10.28960629,0.0,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2014,0,random_forest,0.3886941177706336,0.2694780318929131,0.2501319328407929,0.7583892617449665,0.4228187919463087,0.6912751677852349,False,False,False,0,0,7.718120805369128,-26.845637583892618,0.01005242584620697,5.597433327929865,0.516933226,10.28960629,0.0,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2014,0,xgboost,0.333546906709671,0.20691804587841034,0.2719554901123047,0.5637583892617449,0.24161073825503357,0.8456375838926175,False,False,True,0,0,25.838926174496645,-60.40268456375839,-0.031144710892083927,5.597433327929865,0.516933226,10.28960629,0.0,4
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2015,0,logistic,0.4662336914016567,0.5690878058351645,0.7178746799580904,0.8285714285714286,0.9357142857142857,0.9357142857142857,True,True,True,0,1,-43.57142857142857,-0.0,-0.19148312537464884,2.138333059508028,0.516933226,10.28960629,-3.020127355638707,6
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2015,0,random_forest,0.5274125432063864,0.5972458253167834,0.4158062011627528,0.8857142857142857,0.8571428571428571,0.9285714285714286,True,True,True,0,1,-35.71428571428571,-7.142857142857151,0.18380777893292607,2.138333059508028,0.516933226,10.28960629,-3.020127355638707,6
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2015,0,xgboost,0.5104933381080627,0.55706787109375,0.7063471674919128,0.8928571428571429,0.8,0.8857142857142857,True,False,True,0,0,-30.000000000000004,-8.571428571428562,-0.1886017080189255,2.138333059508028,0.516933226,10.28960629,-3.020127355638707,6
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2016,0,logistic,0.5682745273671311,0.6698185666993005,0.649721792941989,0.9861111111111112,0.9791666666666666,0.8472222222222222,True,True,True,0,1,-47.916666666666664,13.194444444444443,0.026518504071352533,2.0871936349478184,0.516933226,10.28960629,-3.5964671106079,6
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2016,0,random_forest,0.6325017450089417,0.6254418085140843,0.573264659919751,0.9791666666666666,0.9444444444444444,0.7986111111111112,True,True,False,0,1,-44.44444444444444,14.583333333333325,0.06254508552446075,2.0871936349478184,0.516933226,10.28960629,-3.5964671106079,6
ABALONE_COVE_KELP_W VRG,1000,s1000_c001,Southern California,2016,0,xgboost,0.6446987986564636,0.5732682347297668,0.5195730328559875,0.9791666666666666,0.9166666666666666,0.7152777777777778,True,True,False,0,1,-41.666666666666664,20.138888888888886,0.05868033247901394,2.0871936349478184,0.516933226,10.28960629,-3.5964671106079,6
