site_id,site_latitude,site_longitude,mur_latitude,mur_longitude,mur_match_distance_km,mapping_radius_degrees,year,mur_expected_days,mur_valid_days,mur_daily_coverage,annual_mean_sst_mur1km,annual_max_sst_mur1km,annual_max_7day_mean_anomaly_mur1km,annual_positive_anomaly_degree_days_mur1km,annual_days_above_expanding_p90_mur1km,annual_max_consecutive_hot_days_mur1km,climatology_rule
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2002,214,213,0.9953271028037384,17.463187793427227,20.481,,,,,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2003,365,365,1.0,16.870035616438358,22.061,,,,,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2004,366,366,1.0,17.238849726775957,22.787,4.119357142857143,318.3235000000001,59.0,45.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2005,365,365,1.0,16.744920547945206,21.196,1.6703571428571429,108.29166666666666,16.0,5.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2006,365,365,1.0,17.349654794520546,23.453,3.211035714285715,306.30425,72.0,68.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2007,365,365,1.0,16.82136164383562,22.125,1.6952000000000003,104.12599999999999,60.0,37.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2008,366,366,1.0,17.14949726775956,22.117,2.991571428571428,194.6628,61.0,19.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2009,365,365,1.0,17.284657534246573,22.449,2.3703877551020414,198.29595238095246,54.0,31.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2010,365,365,1.0,16.459928767123287,19.876,1.189448979591837,84.6113392857143,0.0,0.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2011,365,365,1.0,16.56973424657534,20.622,1.8283571428571428,65.90748611111108,1.0,1.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2012,366,366,1.0,17.261945355191255,22.317,2.4214714285714285,248.18236666666672,61.0,42.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2013,365,365,1.0,17.16991506849315,21.085,2.4720259740259745,187.79346363636367,26.0,9.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2014,365,365,1.0,18.501060273972602,22.819,3.0723452380952385,576.5531893939394,119.0,78.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2015,365,365,1.0,18.857972602739725,23.555,4.036296703296703,659.3620064102564,115.0,112.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2016,366,366,1.0,17.990710382513658,23.203,2.3117216117216097,313.2143424908425,74.0,57.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2017,365,365,1.0,17.764320547945204,22.805,1.9234857142857134,223.80909999999997,57.0,39.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2018,365,365,1.0,18.059087671232877,23.708,2.8260714285714283,321.6479208333333,76.0,75.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2019,365,365,1.0,17.546257534246575,22.534,1.8171932773109236,161.6343088235294,49.0,24.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2020,366,366,1.0,17.64627049180328,23.608,2.8056218487394946,241.1445833333333,30.0,13.0,strictly prior MUR days at the same source pixel
3_PALMS_EAST VRG,33.7181,-118.3326,33.72,-118.33,0.3200959101706178,0.05,2021,365,363,0.9945205479452055,16.95708815426997,21.471,1.3582777777777786,55.56409649122806,7.0,4.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2002,214,213,0.9953271028037384,17.490032863849766,20.495,,,,,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2003,365,365,1.0,16.90960273972603,22.107,,,,,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2004,366,366,1.0,17.26957650273224,22.968,4.138,311.606,62.0,46.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2005,365,365,1.0,16.804553424657534,21.213,1.507857142857143,108.90150000000003,20.0,7.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2006,365,365,1.0,17.347120547945206,23.254,3.000214285714286,293.9590833333333,70.0,67.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2007,365,365,1.0,16.83653698630137,22.047,1.6715714285714276,102.85555000000002,60.0,37.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2008,366,366,1.0,17.161368852459017,22.182,2.8184285714285706,190.89170000000001,59.0,19.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2009,365,365,1.0,17.27851506849315,22.37,2.2478163265306117,190.09197619047626,54.0,30.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2010,365,365,1.0,16.447520547945206,19.783,1.2064081632653063,81.81933928571428,0.0,0.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2011,365,365,1.0,16.561961643835616,20.631,1.6903571428571424,62.66430555555556,2.0,2.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2012,366,366,1.0,17.265218579234975,22.164,2.3408571428571436,246.9651333333333,64.0,43.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2013,365,365,1.0,17.188824657534248,21.107,2.3971428571428572,189.2008,26.0,10.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2014,365,365,1.0,18.535512328767126,22.858,3.172166666666667,583.9096818181818,125.0,79.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2015,365,365,1.0,18.907586301369864,23.869,4.1070659340659335,673.4457948717949,116.0,112.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2016,366,366,1.0,18.046112021857926,23.182,2.3374542124542126,324.52087728937727,74.0,57.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2017,365,365,1.0,17.811424657534246,22.731,2.065019047619048,232.1461571428571,60.0,39.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2018,365,365,1.0,18.10093698630137,23.802,2.9379999999999997,326.00941666666665,76.0,74.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2019,365,365,1.0,17.61585205479452,22.581,1.8030252100840336,171.98234558823526,52.0,27.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2020,366,366,1.0,17.694226775956285,23.371,2.8334789915966394,243.3207434640523,32.0,13.0,strictly prior MUR days at the same source pixel
ABALONE_COVE_KELP_W VRG,33.73922,-118.3879,33.74,-118.39,0.212669297316848,0.05,2021,365,363,0.9945205479452055,17.005683195592287,21.409,1.4473650793650783,60.18065789473681,8.0,7.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2002,214,214,1.0,16.69694859813084,18.776,,,,,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2003,365,365,1.0,16.033728767123286,21.197,,,,,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2004,366,366,1.0,16.389521857923498,22.114,4.601928571428572,322.14250000000004,68.0,45.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2005,365,364,0.9972602739726028,16.077373626373625,19.774,1.7334285714285715,133.09233333333333,41.0,22.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2006,365,364,0.9972602739726028,16.63368956043956,22.742,3.3743214285714282,328.9484166666666,85.0,50.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2007,365,364,0.9972602739726028,16.005326923076925,20.946,1.8924285714285713,116.0352,57.0,45.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2008,366,366,1.0,16.231715846994536,20.97,2.22547619047619,170.90206666666666,79.0,66.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2009,365,365,1.0,16.381901369863012,20.75,1.886551020408162,171.09054761904767,45.0,31.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2010,365,365,1.0,15.58307397260274,18.962,1.6273469387755095,95.13862499999999,0.0,0.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2011,365,365,1.0,15.65757808219178,19.464,2.052767857142857,57.07309722222223,3.0,2.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2012,366,366,1.0,16.60672950819672,21.163,2.517814285714285,295.0633000000001,75.0,75.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2013,365,365,1.0,16.488868493150683,20.328,3.032493506493507,229.25513409090908,16.0,15.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2014,365,365,1.0,17.991279452054794,22.191,3.8754642857142847,677.8430505050505,132.0,91.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2015,365,365,1.0,18.351526027397263,23.023,4.58354945054945,751.7974858974359,123.0,119.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2016,366,366,1.0,17.296275956284152,21.956,2.4484183673469375,344.5846721611721,83.0,43.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2017,365,365,1.0,17.076843835616437,21.344,1.8953333333333322,244.30371666666665,79.0,37.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2018,365,365,1.0,17.449049315068493,22.944,3.492339285714286,370.2115913461538,85.0,84.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2019,365,365,1.0,16.831846575342464,22.07,1.6664117647058825,165.08082037815126,46.0,37.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2020,366,366,1.0,17.2369043715847,21.925,2.6898991596638657,290.9999068627451,62.0,33.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_CEN UCSB,34.01006,-119.3878,34.01,-119.39,0.2028925510456256,0.05,2021,365,363,0.9945205479452055,16.35930027548209,20.966,1.327047619047619,87.92168421052634,26.0,8.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2002,214,214,1.0,16.69694859813084,18.776,,,,,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2003,365,365,1.0,16.033728767123286,21.197,,,,,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2004,366,366,1.0,16.389521857923498,22.114,4.601928571428572,322.14250000000004,68.0,45.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2005,365,364,0.9972602739726028,16.077373626373625,19.774,1.7334285714285715,133.09233333333333,41.0,22.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2006,365,364,0.9972602739726028,16.63368956043956,22.742,3.3743214285714282,328.9484166666666,85.0,50.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2007,365,364,0.9972602739726028,16.005326923076925,20.946,1.8924285714285713,116.0352,57.0,45.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2008,366,366,1.0,16.231715846994536,20.97,2.22547619047619,170.90206666666666,79.0,66.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2009,365,365,1.0,16.381901369863012,20.75,1.886551020408162,171.09054761904767,45.0,31.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2010,365,365,1.0,15.58307397260274,18.962,1.6273469387755095,95.13862499999999,0.0,0.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2011,365,365,1.0,15.65757808219178,19.464,2.052767857142857,57.07309722222223,3.0,2.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2012,366,366,1.0,16.60672950819672,21.163,2.517814285714285,295.0633000000001,75.0,75.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2013,365,365,1.0,16.488868493150683,20.328,3.032493506493507,229.25513409090908,16.0,15.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2014,365,365,1.0,17.991279452054794,22.191,3.8754642857142847,677.8430505050505,132.0,91.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2015,365,365,1.0,18.351526027397263,23.023,4.58354945054945,751.7974858974359,123.0,119.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2016,366,366,1.0,17.296275956284152,21.956,2.4484183673469375,344.5846721611721,83.0,43.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2017,365,365,1.0,17.076843835616437,21.344,1.8953333333333322,244.30371666666665,79.0,37.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2018,365,365,1.0,17.449049315068493,22.944,3.492339285714286,370.2115913461538,85.0,84.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2019,365,365,1.0,16.831846575342464,22.07,1.6664117647058825,165.08082037815126,46.0,37.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2020,366,366,1.0,17.2369043715847,21.925,2.6898991596638657,290.9999068627451,62.0,33.0,strictly prior MUR days at the same source pixel
ANACAPA_MIDDLE_ISLE_W UCSB,34.00783,-119.3945,34.01,-119.39,0.4798666192652778,0.05,2021,365,363,0.9945205479452055,16.35930027548209,20.966,1.327047619047619,87.92168421052634,26.0,8.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2002,214,214,1.0,16.663093457943926,18.798,,,,,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2003,365,365,1.0,15.989271232876712,21.127,,,,,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2004,366,366,1.0,16.357710382513662,21.937,4.653785714285713,325.841,72.0,55.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2005,365,364,0.9972602739726028,16.03927197802198,19.888,1.8032857142857133,133.11016666666666,38.0,22.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2006,365,365,1.0,16.577720547945205,22.665,3.279392857142857,326.2835,85.0,52.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2007,365,365,1.0,15.939827397260276,20.82,1.8783142857142856,115.54544999999997,56.0,28.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2008,366,366,1.0,16.184202185792348,20.841,2.2572142857142867,169.74880000000002,83.0,66.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2009,365,365,1.0,16.32379726027397,20.565,1.7688571428571422,165.56566666666666,42.0,18.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2010,365,365,1.0,15.510915068493151,18.947,1.698734693877551,92.17775000000003,0.0,0.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2011,365,365,1.0,15.609616438356163,19.339,2.021017857142857,56.110708333333335,4.0,2.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2012,366,366,1.0,16.567024590163935,21.331,2.5771571428571427,297.0278666666667,78.0,78.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2013,365,365,1.0,16.434821917808218,20.257,2.9044155844155832,229.12746363636364,18.0,17.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2014,365,365,1.0,17.927468493150684,22.11,3.8292023809523825,672.8802803030304,131.0,84.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2015,365,365,1.0,18.305849315068492,23.176,4.7275934065934075,753.112455128205,120.0,106.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2016,366,366,1.0,17.247825136612022,21.797,2.4120000000000013,343.49086080586085,84.0,44.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2017,365,365,1.0,17.015052054794523,21.293,1.7725047619047625,241.30646190476193,82.0,43.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2018,365,365,1.0,17.38668493150685,23.169,3.3880892857142864,366.5588583333333,85.0,84.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2019,365,365,1.0,16.78545479452055,21.959,1.6837310924369753,166.63659926470592,43.0,35.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2020,366,366,1.0,17.182978142076504,21.834,2.599344537815125,290.1993676470588,57.0,25.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_CEN UCSB,34.01698,-119.4329,34.02,-119.43,0.4291914617202102,0.05,2021,365,363,0.9945205479452055,16.31239393939394,20.821,1.4308095238095238,88.8612397660819,26.0,8.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2002,214,214,1.0,16.654490654205606,18.829,,,,,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2003,365,365,1.0,15.983684931506849,21.109,,,,,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2004,366,366,1.0,16.351401639344264,21.947,4.657214285714285,326.885,73.0,55.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2005,365,364,0.9972602739726028,16.036134615384615,19.931,1.8434285714285716,133.96533333333332,38.0,22.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2006,365,365,1.0,16.573035616438357,22.649,3.2793214285714294,326.9670833333333,82.0,51.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2007,365,365,1.0,15.933306849315066,20.805,1.879714285714286,116.41190000000002,55.0,26.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2008,366,366,1.0,16.178745901639346,20.814,2.2568571428571422,169.8499,82.0,66.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2009,365,365,1.0,16.31409589041096,20.532,1.7460000000000004,164.3457380952381,45.0,18.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2010,365,365,1.0,15.49838904109589,18.946,1.7105306122448982,91.3342142857143,0.0,0.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2011,365,365,1.0,15.60096712328767,19.324,2.014821428571428,56.02733333333333,5.0,3.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2012,366,366,1.0,16.562207650273223,21.346,2.5807142857142864,297.8129,78.0,78.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2013,365,365,1.0,16.42605479452055,20.237,2.863402597402598,228.87831818181814,18.0,17.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2014,365,365,1.0,17.92133698630137,22.165,3.833035714285714,673.2509166666666,128.0,83.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2015,365,365,1.0,18.302301369863013,23.197,4.757934065934066,754.3005256410257,120.0,106.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2016,366,366,1.0,17.24067213114754,21.766,2.4083367346938767,343.29922710622714,87.0,47.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2017,365,365,1.0,17.004019178082192,21.286,1.75295238095238,239.98789999999997,82.0,43.0,strictly prior MUR days at the same source pixel
ANACAPA_WEST_ISLE_W UCSB,34.01742,-119.4381,34.02,-119.44,0.3361048893993886,0.05,2018,365,365,1.0,17.37583561643836,23.185,3.3435803571428573,365.4158791666666,85.0,84.0,strictly prior MUR days at the same source pixel
