outcome,axis,left_out_overlap_cluster,reference_estimate_per_sd,estimate_per_sd,absolute_change,same_direction_as_reference,n,remaining_overlap_clusters,years
trajectory_rank_quality_pp,grazing_log1p,s300_c026,-0.34739686501069955,-0.3288262611390641,0.01857060387163545,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c027,-0.34739686501069955,-0.3753389256300585,0.027942060619358944,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c028,-0.34739686501069955,-0.3245191347659415,0.022877730244758032,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c029,-0.34739686501069955,-0.36965837161091997,0.022261506600220415,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c030,-0.34739686501069955,-0.412617192034337,0.06522032702363745,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c031,-0.34739686501069955,-0.41078191296184113,0.06338504795114158,True,730,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c032,-0.34739686501069955,-0.3824596044034586,0.03506273939275906,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c033,-0.34739686501069955,-0.36850326043648807,0.021106395425788516,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c034,-0.34739686501069955,-0.42935442870476703,0.08195756369406748,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c035,-0.34739686501069955,-0.45445021759706544,0.10705335258636589,True,728,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c037,-0.34739686501069955,-0.378919502133168,0.031522637122468444,True,730,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c038,-0.34739686501069955,-0.29047834057263555,0.056918524438064,True,727,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c039,-0.34739686501069955,-0.3479949821067192,0.0005981170960196458,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c040,-0.34739686501069955,-0.3629233373342535,0.015526472323553975,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c041,-0.34739686501069955,-0.3166771539351006,0.030719711075598954,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c044,-0.34739686501069955,-0.34472841729706527,0.002668447713634281,True,731,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c045,-0.34739686501069955,-0.31987513882886603,0.027521726181833517,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c046,-0.34739686501069955,-0.46477287772507303,0.11737601271437348,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c047,-0.34739686501069955,-0.29450064036901924,0.05289622464168031,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c048,-0.34739686501069955,-0.3975095290190071,0.05011266400830755,True,730,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c049,-0.34739686501069955,-0.24007300489914918,0.10732386011155037,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c050,-0.34739686501069955,-0.2585199950078997,0.08887687000279987,True,728,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c051,-0.34739686501069955,-0.3700734018725605,0.02267653686186094,True,722,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c052,-0.34739686501069955,-0.39427940106159964,0.04688253605090009,True,728,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c053,-0.34739686501069955,-0.2880180029873999,0.05937886202329967,True,730,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c054,-0.34739686501069955,-0.5786468933834698,0.2312500283727702,True,722,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c055,-0.34739686501069955,-0.29359622263303486,0.05380064237766469,True,731,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c057,-0.34739686501069955,-0.2626704347955352,0.08472643021516435,True,718,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c058,-0.34739686501069955,-0.16717755445131532,0.18021931055938423,True,724,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c059,-0.34739686501069955,-0.19974546484227618,0.14765140016842337,True,731,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c060,-0.34739686501069955,-0.4263764429305078,0.07897957791980825,True,722,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c061,-0.34739686501069955,-0.3291171581836081,0.018279706827091458,True,728,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c062,-0.34739686501069955,-0.3226919277810424,0.024704937229657165,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c063,-0.34739686501069955,-0.5614630192555653,0.21406615424486575,True,729,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c065,-0.34739686501069955,-0.35302335457312406,0.005626489562424508,True,725,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c066,-0.34739686501069955,-0.18103737730560848,0.16635948770509107,True,727,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c067,-0.34739686501069955,-0.37730008557059974,0.02990322055990019,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c068,-0.34739686501069955,-0.3963844584239284,0.048987593413228836,True,709,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c069,-0.34739686501069955,-0.2885072046646413,0.05888966034605825,True,728,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c071,-0.34739686501069955,-0.19183569464400063,0.15556117036669892,True,713,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c072,-0.34739686501069955,-0.3630898295847363,0.01569296457403674,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c073,-0.34739686501069955,-0.37324001243178556,0.02584314742108601,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c074,-0.34739686501069955,-0.40983984769873605,0.0624429826880365,True,729,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c075,-0.34739686501069955,-0.37069439793731623,0.023297532926616682,True,729,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c077,-0.34739686501069955,-0.31614823205896725,0.031248632951732302,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c078,-0.34739686501069955,-0.21219020287624507,0.13520666213445448,True,731,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c079,-0.34739686501069955,-0.3479351788103626,0.0005383137996630705,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c080,-0.34739686501069955,-0.5040589570960652,0.15666209208536563,True,721,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c081,-0.34739686501069955,-0.33992637612170956,0.00747048888898999,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c084,-0.34739686501069955,-0.35917111682509134,0.01177425181439179,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c085,-0.34739686501069955,-0.3503002669810959,0.0029034019703963465,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c086,-0.34739686501069955,-0.41495117121932734,0.06755430620862779,True,732,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c087,-0.34739686501069955,-0.13654190817848952,0.21085495683221003,True,726,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c088,-0.34739686501069955,-0.38609691070471447,0.03870004569401492,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c089,-0.34739686501069955,-0.28114667970341223,0.06625018530728732,True,720,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c090,-0.34739686501069955,-0.4080246153124632,0.06062775030176365,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c091,-0.34739686501069955,-0.32790252904829914,0.01949433596240041,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c092,-0.34739686501069955,-0.28651891383282874,0.060877951177870815,True,730,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c093,-0.34739686501069955,-0.38406687413530466,0.03667000912460511,True,733,119,14
trajectory_rank_quality_pp,grazing_log1p,s300_c094,-0.34739686501069955,-0.32988812145290175,0.0175087435577978,True,732,119,14
