site_id,support_m,overlap_cluster,region_group,latitude,longitude,year,annual_area_m2,annual_complete,valid_quarters,selected_quarter,pre2005_footprint_pixels,positive_reference_years,p95_annual_area_pre2005,relative_canopy,next_year_area_m2,relative_drop_next,event,eligible,canopy_lag1,canopy_lag2,canopy_2yr_change,canopy_3yr_change,canopy_3yr_mean,canopy_3yr_std,canopy_3yr_slope,canopy_drop_from_3yr_max,annual_mean_sst_mur1km,annual_max_sst_mur1km,annual_max_7day_mean_anomaly_mur1km,annual_positive_anomaly_degree_days_mur1km,annual_days_above_expanding_p90_mur1km,annual_max_consecutive_hot_days_mur1km
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2010,47347.0,True,4,2,752,21,161675.0,0.2928529457244472,29128.0,0.3847973472448096,1,True,0.4614566259471161,0.4004144116282666,-0.1075614659038193,0.1662718416576465,0.3849079944332765,0.0853647291146976,-0.0537807329519096,0.3653727582231992,15.887578082191782,19.604,1.4002448979591835,101.4280892857143,0.0,0.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2011,29128.0,True,4,4,752,21,161675.0,0.1801639090768517,22047.0,0.2430994232353749,0,True,0.2928529457244472,0.4614566259471161,-0.2812927168702644,-0.2202505025514148,0.3114911602494716,0.1415695427045457,-0.1406463584351321,0.6095756373482025,15.952501369863011,19.831,2.021303571428571,69.48600000000003,4.0,2.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2012,22047.0,True,4,2,752,21,161675.0,0.1363661666924385,62465.0,-1.8332652968657868,0,True,0.1801639090768517,0.2928529457244472,-0.1564867790320086,-0.3250904592546776,0.2031276738312458,0.0807312137387046,-0.0782433895160043,0.534352757302469,16.77511202185792,21.684,2.569300000000001,290.07400000000007,72.0,62.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2013,62465.0,True,4,2,752,21,161675.0,0.3863615277563012,35211.0,0.4363083326662931,1,True,0.1363661666924385,0.1801639090768517,0.2061976186794495,0.093508582031854,0.2342972011751971,0.1334999255558452,0.1030988093397247,0.0,16.756013698630134,20.785,2.884870129870129,238.41677272727276,30.0,14.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2014,35211.0,True,4,2,752,21,161675.0,0.2177887737745477,43317.0,-0.230212149612337,0,True,0.3863615277563012,0.1363661666924385,0.0814226070821091,0.0376248646976959,0.2468388227410958,0.1275043103078549,0.0407113035410546,0.4363083326662931,18.1156,22.159,3.8507142857142864,644.7097348484848,138.0,91.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2015,43317.0,True,4,2,752,21,161675.0,0.2679263955466213,69574.0,-0.6061592446383637,0,True,0.2177887737745477,0.3863615277563012,-0.1184351322096799,0.1315602288541827,0.2906922323591567,0.0865615725398939,-0.0592175661048399,0.3065396622108381,18.371490410958906,23.089,4.316505494505495,687.1720384615385,109.0,83.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2016,69574.0,True,4,4,752,21,161675.0,0.4303324570898407,214785.0,-2.0871446229913477,0,True,0.2679263955466213,0.2177887737745477,0.212543683315293,0.0439709293335395,0.3053492088036699,0.1111038007601978,0.1062718416576465,0.0,17.35814480874317,22.346,2.640489795918367,311.6590915750916,65.0,43.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2017,214785.0,True,4,2,752,21,161675.0,1.3284985310035564,281089.0,-0.3086993970714901,0,True,0.4303324570898407,0.2679263955466213,1.060572135456935,1.1107097572290088,0.6755857945466728,0.5712400662394113,0.5302860677284674,0.0,17.253438356164384,22.519,2.4894571428571437,245.2324333333333,61.0,27.0
DEEP_HOLE_EAST VRG,1000,s1000_c017,Southern California,34.04518,-118.9604,2018,281089.0,True,4,2,752,21,161675.0,1.7386052265347147,2190.0,0.9922088733461644,1,True,1.3284985310035564,0.4303324570898407,1.308272769444874,1.4706788309880934,1.165812071542704,0.6691371854012231,0.654136384722437,0.0,17.58838082191781,23.243,3.281205357142858,361.30625833333335,77.0,76.0
DOLAN_DC UCSC,1000,s1000_c020,Central California,36.10018,-121.6284,2004,247537.0,True,4,3,920,21,295947.0,0.8364234136517688,285998.0,-0.1553747520572682,0,True,0.4616873967298198,0.5110982709741947,0.325325142677574,0.1047653802876866,0.6030696937852612,0.2035947630835604,0.1626625713387869,0.0,13.132117486338796,15.748,2.1282142857142854,181.181,48.0,14.0
