support_m,model_family,outcome,outcome_label,axis,axis_label,n,cells,years,events,axis_mean,axis_sd,estimate_per_sd,standard_error,ci_low,ci_high,t_statistic,degrees_freedom,p_value,cell_clusters,year_clusters,q_value,ci_excludes_zero,supported_bh
300,xgboost,trajectory_rank_quality_pp,Trajectory rank quality (pp),grazing_log1p,Urchin grazing pressure,734,120,14,326,3.162661810789787,2.3496941269294425,0.6227213590715173,1.6025262444216004,-2.8393261105359384,4.084768828678973,0.38858730784547996,13,0.7038709461762703,120,14,0.8845635270598331,False,False
300,xgboost,trajectory_rank_quality_pp,Trajectory rank quality (pp),rock_probability,Rock probability,752,120,14,337,0.6707593702992021,0.20172611422220557,0.5272972195151412,1.350657449326935,-2.39062079962875,3.4452152386590322,0.39040040817004046,13,0.7025625262356456,120,14,0.8845635270598331,False,False
300,xgboost,trajectory_rank_quality_pp,Trajectory rank quality (pp),depth_m,Depth,752,120,14,337,10.812139618285904,2.907082082430104,0.17257386671811153,1.1655288624707965,-2.3453981559665285,2.690545889402751,0.14806485903083808,13,0.8845635270598331,120,14,0.8845635270598331,False,False
300,xgboost,trajectory_rank_quality_pp,Trajectory rank quality (pp),kelp_species_contrast,Bull-vs-giant kelp contrast,735,120,14,327,-1.244708343670454,1.900252882378525,1.1471811108538783,1.9468501051846294,-3.0587328352182834,5.3530950569260405,0.5892498389058491,13,0.565793518320406,120,14,0.8845635270598331,False,False
300,xgboost,trajectory_false_negative,False-negative probability,grazing_log1p,Urchin grazing pressure,326,96,14,326,3.3861229470514007,2.322088288028331,0.06081643083581201,0.04139898420259871,-0.028620637044880493,0.1502534987165045,1.4690319583250648,13,0.16560405046455742,96,14,0.559050485390861,False,False
300,xgboost,trajectory_false_negative,False-negative probability,rock_probability,Rock probability,337,96,14,337,0.6783100435192878,0.21330975583578426,0.0023387882573956548,0.038694632842513364,-0.08125588370890593,0.08593346022369724,0.060442187600396456,13,0.9527227807622966,96,14,0.9527227807622966,False,False
300,xgboost,trajectory_false_negative,False-negative probability,depth_m,Depth,337,96,14,337,10.718416974035607,2.982012361184601,0.022934800341898806,0.02819083686392086,-0.03796780001837163,0.08383740070216925,0.8135551439145525,13,0.43054926027430895,96,14,0.5740656803657452,False,False
300,xgboost,trajectory_false_negative,False-negative probability,kelp_species_contrast,Bull-vs-giant kelp contrast,327,96,14,327,-1.1238884811273466,1.9984007684226175,-0.04830725285380688,0.04280851022267999,-0.1407894165687517,0.04417491086113795,-1.1284497545587011,13,0.2795252426954305,96,14,0.559050485390861,False,False
300,xgboost,trajectory_false_positive,False-positive probability,grazing_log1p,Urchin grazing pressure,408,96,14,0,2.9841119813258494,2.356338651225103,-0.011619592903601313,0.02872227038675996,-0.07367028558960695,0.050431099782404315,-0.4045499449429865,13,0.6923856864222007,96,14,0.7384226829325032,False,False
300,xgboost,trajectory_false_positive,False-positive probability,rock_probability,Rock probability,415,96,14,0,0.6646278597566265,0.19158681601460953,-0.007007002684640826,0.020537821397612552,-0.051376268304073824,0.03736226293479217,-0.3411755584482473,13,0.7384226829325032,96,14,0.7384226829325032,False,False
300,xgboost,trajectory_false_positive,False-positive probability,depth_m,Depth,415,96,14,0,10.888246922171085,2.8425107246837666,-0.027960257351849024,0.015331498541059259,-0.06108194625655846,0.005161431552860411,-1.8237132708827326,13,0.09126095339567936,96,14,0.3650438135827174,False,False
300,xgboost,trajectory_false_positive,False-positive probability,kelp_species_contrast,Bull-vs-giant kelp contrast,408,96,14,0,-1.3415419099733858,1.8119620457369663,-0.0213051799326786,0.029435573554313595,-0.08489687042442273,0.042286510559065536,-0.7237902089241426,13,0.48201672966875725,96,14,0.7384226829325032,False,False
300,xgboost,mur_signed_rank_gain_pp,MUR signed rank gain (pp),grazing_log1p,Urchin grazing pressure,734,120,14,326,3.162661810789787,2.3496941269294425,-2.5048402591865218,0.7059074730677876,-4.029860638365022,-0.9798198800080216,-3.548397424241441,13,0.0035673449473609033,120,14,0.014269379789443613,True,True
300,xgboost,mur_signed_rank_gain_pp,MUR signed rank gain (pp),rock_probability,Rock probability,752,120,14,337,0.6707593702992021,0.20172611422220557,1.1093276984681215,1.189847715731069,-1.461182012561129,3.679837409497372,0.9323274598939124,13,0.3681601684645219,120,14,0.4779466590940941,False,False
300,xgboost,mur_signed_rank_gain_pp,MUR signed rank gain (pp),depth_m,Depth,752,120,14,337,10.812139618285904,2.907082082430104,-0.652888302672775,0.8935541045050825,-2.583294582899233,1.277517977553683,-0.7306645444087503,13,0.4779466590940941,120,14,0.4779466590940941,False,False
300,xgboost,mur_signed_rank_gain_pp,MUR signed rank gain (pp),kelp_species_contrast,Bull-vs-giant kelp contrast,735,120,14,327,-1.244708343670454,1.900252882378525,-0.6246361920219734,0.8408774133073506,-2.4412413996586815,1.1919690156147347,-0.742838589949926,13,0.47079059999418865,120,14,0.4779466590940941,False,False
300,xgboost,mur_brier_gain,MUR Brier-score improvement,grazing_log1p,Urchin grazing pressure,734,120,14,326,3.162661810789787,2.3496941269294425,-0.010291562361761783,0.006470268588714609,-0.024269727819716563,0.003686603096192998,-1.5905927583458042,13,0.13571565427263294,120,14,0.5020317264789594,False,False
300,xgboost,mur_brier_gain,MUR Brier-score improvement,rock_probability,Rock probability,752,120,14,337,0.6707593702992021,0.20172611422220557,0.009980806829479019,0.00830744136830901,-0.007966329118018131,0.027927942776976168,1.2014297046445028,13,0.2510158632394797,120,14,0.5020317264789594,False,False
300,xgboost,mur_brier_gain,MUR Brier-score improvement,depth_m,Depth,752,120,14,337,10.812139618285904,2.907082082430104,-0.0004584956664417904,0.004793906333594991,-0.010815100651558867,0.009898109318675286,-0.09564134852379576,13,0.9252640256920442,120,14,0.9329087875063569,False,False
300,xgboost,mur_brier_gain,MUR Brier-score improvement,kelp_species_contrast,Bull-vs-giant kelp contrast,735,120,14,327,-1.244708343670454,1.900252882378525,-0.0006956985404235443,0.008105466634993062,-0.018206494604667486,0.016815097523820398,-0.0858307820823125,13,0.9329087875063569,120,14,0.9329087875063569,False,False
1000,logistic,trajectory_rank_quality_pp,Trajectory rank quality (pp),grazing_log1p,Urchin grazing pressure,943,73,14,392,3.4106571127100094,2.4140991312250315,-1.0460976757610454,1.7041152041970473,-4.727614749910035,2.635419398387945,-0.6138655844303381,13,0.5498957817664537,73,14,0.5498957817664537,False,False
1000,logistic,trajectory_rank_quality_pp,Trajectory rank quality (pp),rock_probability,Rock probability,965,73,14,401,0.655515872588601,0.20204528149148904,1.6543543747731249,1.2337238229943484,-1.010943903155314,4.3196526527015635,1.3409438514025545,13,0.20289927344473876,73,14,0.292979224958226,False,False
1000,logistic,trajectory_rank_quality_pp,Trajectory rank quality (pp),depth_m,Depth,965,73,14,401,11.021035947465284,2.791624709735535,-1.5600152125451952,1.2098933121493427,-4.173830801776587,1.0538003766861967,-1.2893824578415682,13,0.21973441871866947,73,14,0.292979224958226,False,False
1000,logistic,trajectory_rank_quality_pp,Trajectory rank quality (pp),kelp_species_contrast,Bull-vs-giant kelp contrast,944,73,14,392,-1.2182738673754563,1.8204821825313207,2.770091797178126,1.8232261004463914,-1.168748723871139,6.708932318227391,1.5193353125538889,13,0.15261916237963494,73,14,0.292979224958226,False,False
1000,logistic,trajectory_false_negative,False-negative probability,grazing_log1p,Urchin grazing pressure,392,59,14,392,3.6048726880468824,2.396929482768141,0.10638878865108942,0.03580918502077638,0.029027747718727237,0.1837498295834516,2.9709916209867093,13,0.010826168454765264,59,14,0.04330467381906106,True,True
1000,logistic,trajectory_false_negative,False-negative probability,rock_probability,Rock probability,401,59,14,401,0.673050170394015,0.2103214923465412,-0.006769142082096419,0.03947569643493355,-0.09205119935216682,0.07851291518797399,-0.1714761915158043,13,0.8664897608093263,59,14,0.8664897608093263,False,False
1000,logistic,trajectory_false_negative,False-negative probability,depth_m,Depth,401,59,14,401,10.868183581194513,2.862596951540326,0.016992407047984433,0.02851040231473957,-0.04460057249592314,0.07858538659189201,0.5960072699219521,13,0.5614048077746117,59,14,0.8664897608093263,False,False
1000,logistic,trajectory_false_negative,False-negative probability,kelp_species_contrast,Bull-vs-giant kelp contrast,392,59,14,392,-1.005394222356392,1.9811596731251078,-0.011992122038447753,0.06885764373419252,-0.1607500173196788,0.13676577324278327,-0.17415818183875562,13,0.8644240126860658,59,14,0.8664897608093263,False,False
1000,logistic,trajectory_false_positive,False-positive probability,grazing_log1p,Urchin grazing pressure,551,68,14,0,3.2724855963178956,2.4167571715369256,-0.017708171044096378,0.025932035596097476,-0.07373092794418276,0.03831458585599,-0.6828685306432823,13,0.5066773473033608,68,14,0.5787682642942317,False,False
1000,logistic,trajectory_false_positive,False-positive probability,rock_probability,Rock probability,564,68,14,0,0.6430491112056738,0.19499174006695327,-0.008638981994422052,0.015171158170718893,-0.04141427658868252,0.02413631259983842,-0.5694345742895046,13,0.5787682642942317,68,14,0.5787682642942317,False,False
1000,logistic,trajectory_false_positive,False-positive probability,depth_m,Depth,564,68,14,0,11.129712895824468,2.734854655498851,-0.014429604290315552,0.01619176030044458,-0.049409775736354564,0.020550567155723464,-0.8911695839469261,13,0.38903456161961497,68,14,0.5787682642942317,False,False
1000,logistic,trajectory_false_positive,False-positive probability,kelp_species_contrast,Bull-vs-giant kelp contrast,552,68,14,0,-1.3694492674614585,1.6808734361467075,-0.026539522804353816,0.02178637481331338,-0.07360612408898644,0.020527078480278807,-1.218170670052727,13,0.24480652750121812,68,14,0.5787682642942317,False,False
1000,logistic,mur_signed_rank_gain_pp,MUR signed rank gain (pp),grazing_log1p,Urchin grazing pressure,943,73,14,392,3.4106571127100094,2.4140991312250315,-2.0554178138007666,1.5559611603222843,-5.4168675352345055,1.3060319076329723,-1.3209955789481471,13,0.20928401462792098,73,14,0.279045352837228,False,False
