scope,domain,model,n,events,prevalence,ap,ap_lift,estimable,region_group,year,top10_k,top10_tp,top10_recall,top20_k,top20_tp,top20_recall
region_year,full_oisst_domain,current_only,37,33,0.8918918918918919,0.9817485538576907,0.08985666196579878,True,Baja California Norte,2005,4,4,0.12121212121212122,8,8,0.24242424242424243
region_year,full_oisst_domain,current_only,30,0,0.0,,,False,Baja California Norte,2006,3,0,,6,0,
region_year,full_oisst_domain,current_only,40,16,0.4,0.6707420077912623,0.27074200779126223,True,Baja California Norte,2007,4,2,0.125,8,6,0.375
region_year,full_oisst_domain,current_only,40,5,0.125,0.1955564387917329,0.0705564387917329,True,Baja California Norte,2008,4,1,0.2,8,1,0.2
region_year,full_oisst_domain,current_only,39,22,0.5641025641025641,0.6593742887067413,0.09527172460417721,True,Baja California Norte,2009,4,2,0.09090909090909091,8,5,0.22727272727272727
region_year,full_oisst_domain,current_only,38,15,0.39473684210526316,0.6401530118355653,0.24541616973030211,True,Baja California Norte,2010,4,2,0.13333333333333333,8,5,0.3333333333333333
region_year,full_oisst_domain,current_only,33,17,0.5151515151515151,0.839137884266423,0.32398636911490786,True,Baja California Norte,2011,4,4,0.23529411764705882,7,7,0.4117647058823529
region_year,full_oisst_domain,current_only,35,7,0.2,0.3367709466231633,0.1367709466231633,True,Baja California Norte,2012,4,2,0.2857142857142857,7,2,0.2857142857142857
region_year,full_oisst_domain,current_only,38,7,0.18421052631578946,0.4957792207792207,0.3115686944634313,True,Baja California Norte,2013,4,2,0.2857142857142857,8,5,0.7142857142857143
region_year,full_oisst_domain,current_only,39,17,0.4358974358974359,0.5821899121639607,0.14629247626652475,True,Baja California Norte,2014,4,2,0.11764705882352941,8,4,0.23529411764705882
region_year,full_oisst_domain,current_only,32,30,0.9375,0.9912450562353232,0.05374505623532322,True,Baja California Norte,2015,4,4,0.13333333333333333,7,7,0.23333333333333334
region_year,full_oisst_domain,current_only,20,3,0.15,0.18977591036414565,0.039775910364145656,True,Baja California Norte,2016,2,0,0.0,4,0,0.0
region_year,full_oisst_domain,current_only,26,3,0.11538461538461539,0.30036630036630035,0.18498168498168496,True,Baja California Norte,2017,3,1,0.3333333333333333,6,1,0.3333333333333333
region_year,full_oisst_domain,current_only,35,31,0.8857142857142857,0.9542401981597383,0.06852591244545259,True,Baja California Norte,2018,4,4,0.12903225806451613,7,7,0.22580645161290322
region_year,full_oisst_domain,current_only,19,9,0.47368421052631576,0.6294321476597018,0.15574793713338603,True,Baja California Norte,2019,2,2,0.2222222222222222,4,3,0.3333333333333333
region_year,full_oisst_domain,current_only,23,16,0.6956521739130435,0.7957065914713941,0.10005441755835065,True,Baja California Norte,2020,3,2,0.125,5,4,0.25
region_year,full_oisst_domain,current_only,17,2,0.11764705882352941,0.3269230769230769,0.20927601809954752,True,Baja California Norte,2021,2,1,0.5,4,1,0.5
region_year,full_oisst_domain,current_only,16,12,0.75,0.9866452991452991,0.23664529914529908,True,Baja California Norte,2022,2,2,0.16666666666666666,4,4,0.3333333333333333
region_year,full_oisst_domain,current_only,17,5,0.29411764705882354,0.6408119658119659,0.3466943187531423,True,Baja California Norte,2023,2,2,0.4,4,2,0.4
region_year,full_oisst_domain,current_only,15,5,0.3333333333333333,0.4514285714285714,0.11809523809523809,True,Baja California Norte,2024,2,1,0.2,3,2,0.4
region_year,full_oisst_domain,current_only,3,1,0.3333333333333333,1.0,0.6666666666666667,True,Baja California Sur,2005,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,3,0,0.0,,,False,Baja California Sur,2006,1,0,,1,0,
region_year,full_oisst_domain,current_only,3,0,0.0,,,False,Baja California Sur,2007,1,0,,1,0,
region_year,full_oisst_domain,current_only,3,3,1.0,,,False,Baja California Sur,2008,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_only,3,1,0.3333333333333333,1.0,0.6666666666666667,True,Baja California Sur,2009,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,3,0,0.0,,,False,Baja California Sur,2010,1,0,,1,0,
region_year,full_oisst_domain,current_only,3,0,0.0,,,False,Baja California Sur,2011,1,0,,1,0,
region_year,full_oisst_domain,current_only,3,2,0.6666666666666666,1.0,0.33333333333333337,True,Baja California Sur,2012,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,3,0,0.0,,,False,Baja California Sur,2013,1,0,,1,0,
region_year,full_oisst_domain,current_only,3,3,1.0,,,False,Baja California Sur,2014,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_only,1,1,1.0,,,False,Baja California Sur,2015,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,1,0,0.0,,,False,Baja California Sur,2017,1,0,,1,0,
region_year,full_oisst_domain,current_only,2,1,0.5,1.0,0.5,True,Baja California Sur,2018,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,2,0,0.0,,,False,Baja California Sur,2019,1,0,,1,0,
region_year,full_oisst_domain,current_only,2,0,0.0,,,False,Baja California Sur,2020,1,0,,1,0,
region_year,full_oisst_domain,current_only,2,2,1.0,,,False,Baja California Sur,2021,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,2,1,0.5,1.0,0.5,True,Baja California Sur,2022,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,2,1,0.5,0.5,0.0,True,Baja California Sur,2023,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_only,2,0,0.0,,,False,Baja California Sur,2024,1,0,,1,0,
region_year,full_oisst_domain,current_only,33,17,0.5151515151515151,0.6860968549405755,0.17094533978906035,True,Central California,2005,4,2,0.11764705882352941,7,5,0.29411764705882354
region_year,full_oisst_domain,current_only,33,2,0.06060606060606061,0.29166666666666663,0.23106060606060602,True,Central California,2006,4,1,0.5,7,1,0.5
region_year,full_oisst_domain,current_only,34,7,0.20588235294117646,0.4483294930875576,0.24244714014638113,True,Central California,2007,4,2,0.2857142857142857,7,2,0.2857142857142857
region_year,full_oisst_domain,current_only,33,3,0.09090909090909091,0.08073206986250464,-0.010177021046586271,True,Central California,2008,4,0,0.0,7,0,0.0
region_year,full_oisst_domain,current_only,34,18,0.5294117647058824,0.7430891706254026,0.21367740591952022,True,Central California,2009,4,3,0.16666666666666666,7,5,0.2777777777777778
region_year,full_oisst_domain,current_only,34,23,0.6764705882352942,0.7602543576152669,0.08378376937997278,True,Central California,2010,4,3,0.13043478260869565,7,5,0.21739130434782608
region_year,full_oisst_domain,current_only,30,1,0.03333333333333333,0.08333333333333333,0.049999999999999996,True,Central California,2011,3,0,0.0,6,0,0.0
region_year,full_oisst_domain,current_only,34,0,0.0,,,False,Central California,2012,4,0,,7,0,
region_year,full_oisst_domain,current_only,34,25,0.7352941176470589,0.8489198760699115,0.11362575842285261,True,Central California,2013,4,4,0.16,7,6,0.24
region_year,full_oisst_domain,current_only,33,1,0.030303030303030304,0.2,0.1696969696969697,True,Central California,2014,4,0,0.0,7,1,1.0
region_year,full_oisst_domain,current_only,34,7,0.20588235294117646,0.4647377230462077,0.25885537010503124,True,Central California,2015,4,2,0.2857142857142857,7,2,0.2857142857142857
region_year,full_oisst_domain,current_only,34,22,0.6470588235294118,0.9057819280693102,0.25872310453989844,True,Central California,2016,4,4,0.18181818181818182,7,7,0.3181818181818182
region_year,full_oisst_domain,current_only,34,0,0.0,,,False,Central California,2017,4,0,,7,0,
region_year,full_oisst_domain,current_only,34,32,0.9411764705882353,0.9232181616721965,-0.01795830891603878,True,Central California,2018,4,4,0.125,7,6,0.1875
region_year,full_oisst_domain,current_only,29,0,0.0,,,False,Central California,2019,3,0,,6,0,
region_year,full_oisst_domain,current_only,34,9,0.2647058823529412,0.33272019051825225,0.06801430816531107,True,Central California,2020,4,1,0.1111111111111111,7,3,0.3333333333333333
region_year,full_oisst_domain,current_only,33,1,0.030303030303030304,0.16666666666666666,0.13636363636363635,True,Central California,2021,4,0,0.0,7,1,1.0
region_year,full_oisst_domain,current_only,34,33,0.9705882352941176,0.9908408541608507,0.02025261886673302,True,Central California,2022,4,4,0.12121212121212122,7,7,0.21212121212121213
region_year,full_oisst_domain,current_only,22,1,0.045454545454545456,0.07692307692307693,0.03146853146853147,True,Central California,2023,3,0,0.0,5,0,0.0
region_year,full_oisst_domain,current_only,31,1,0.03225806451612903,0.14285714285714285,0.11059907834101382,True,Central California,2024,4,0,0.0,7,1,1.0
region_year,full_oisst_domain,current_only,3,1,0.3333333333333333,0.3333333333333333,0.0,True,Northern California,2005,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_only,6,1,0.16666666666666666,1.0,0.8333333333333334,True,Northern California,2006,1,1,1.0,2,1,1.0
region_year,full_oisst_domain,current_only,16,0,0.0,,,False,Northern California,2007,2,0,,4,0,
region_year,full_oisst_domain,current_only,16,11,0.6875,0.975068870523416,0.28756887052341595,True,Northern California,2008,2,2,0.18181818181818182,4,4,0.36363636363636365
region_year,full_oisst_domain,current_only,16,15,0.9375,0.913506956006956,-0.023993043993044028,True,Northern California,2009,2,2,0.13333333333333333,4,3,0.2
region_year,full_oisst_domain,current_only,15,5,0.3333333333333333,0.72,0.38666666666666666,True,Northern California,2010,2,2,0.4,3,2,0.4
region_year,full_oisst_domain,current_only,14,0,0.0,,,False,Northern California,2011,2,0,,3,0,
region_year,full_oisst_domain,current_only,16,9,0.5625,0.7540885040885041,0.19158850408850414,True,Northern California,2012,2,1,0.1111111111111111,4,3,0.3333333333333333
region_year,full_oisst_domain,current_only,16,16,1.0,,,False,Northern California,2013,2,2,0.125,4,4,0.25
region_year,full_oisst_domain,current_only,6,6,1.0,,,False,Northern California,2014,1,1,0.16666666666666666,2,2,0.3333333333333333
region_year,full_oisst_domain,current_only,3,2,0.6666666666666666,1.0,0.33333333333333337,True,Northern California,2016,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,1,1,1.0,,,False,Northern California,2017,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,7,7,1.0,,,False,Northern California,2021,1,1,0.14285714285714285,2,2,0.2857142857142857
region_year,full_oisst_domain,current_only,3,2,0.6666666666666666,0.8333333333333333,0.16666666666666663,True,Oregon,2005,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,5,4,0.8,1.0,0.19999999999999996,True,Oregon,2006,1,1,0.25,1,1,0.25
region_year,full_oisst_domain,current_only,1,0,0.0,,,False,Oregon,2007,1,0,,1,0,
region_year,full_oisst_domain,current_only,4,2,0.5,1.0,0.5,True,Oregon,2008,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,4,0,0.0,,,False,Oregon,2009,1,0,,1,0,
region_year,full_oisst_domain,current_only,4,2,0.5,1.0,0.5,True,Oregon,2010,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,5,3,0.6,0.7555555555555555,0.15555555555555556,True,Oregon,2011,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_only,3,0,0.0,,,False,Oregon,2012,1,0,,1,0,
region_year,full_oisst_domain,current_only,5,4,0.8,0.8875,0.08749999999999991,True,Oregon,2013,1,1,0.25,1,1,0.25
region_year,full_oisst_domain,current_only,5,2,0.4,0.8333333333333333,0.43333333333333324,True,Oregon,2014,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_only,4,1,0.25,0.3333333333333333,0.08333333333333331,True,Oregon,2015,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_only,4,0,0.0,,,False,Oregon,2016,1,0,,1,0,
region_year,full_oisst_domain,current_only,5,3,0.6,0.5333333333333333,-0.06666666666666665,True,Oregon,2017,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_only,3,3,1.0,,,False,Oregon,2018,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_only,2,0,0.0,,,False,Oregon,2019,1,0,,1,0,
region_year,full_oisst_domain,current_only,4,3,0.75,0.9166666666666665,0.16666666666666652,True,Oregon,2020,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_only,3,1,0.3333333333333333,0.3333333333333333,0.0,True,Oregon,2021,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_only,2,1,0.5,1.0,0.5,True,Oregon,2022,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,2,1,0.5,0.5,0.0,True,Oregon,2023,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_only,2,1,0.5,1.0,0.5,True,Oregon,2024,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_only,50,33,0.66,0.7326574219141273,0.07265742191412727,True,Southern California,2005,5,4,0.12121212121212122,10,7,0.21212121212121213
region_year,full_oisst_domain,current_only,41,7,0.17073170731707318,0.7687074829931972,0.597975775676124,True,Southern California,2006,5,3,0.42857142857142855,9,6,0.8571428571428571
region_year,full_oisst_domain,current_only,50,24,0.48,0.599888039769146,0.11988803976914597,True,Southern California,2007,5,4,0.16666666666666666,10,7,0.2916666666666667
region_year,full_oisst_domain,current_only,50,12,0.24,0.4690257904963787,0.22902579049637872,True,Southern California,2008,5,3,0.25,10,5,0.4166666666666667
region_year,full_oisst_domain,current_only,49,11,0.22448979591836735,0.3998699042895545,0.17538010837118714,True,Southern California,2009,5,2,0.18181818181818182,10,4,0.36363636363636365
region_year,full_oisst_domain,current_only,49,31,0.6326530612244898,0.6909318658019343,0.0582788045774445,True,Southern California,2010,5,4,0.12903225806451613,10,7,0.22580645161290322
region_year,full_oisst_domain,current_only,47,26,0.5531914893617021,0.680181553618331,0.12699006425662884,True,Southern California,2011,5,3,0.11538461538461539,10,7,0.2692307692307692
region_year,full_oisst_domain,current_only,45,3,0.06666666666666667,0.13992673992673993,0.07326007326007326,True,Southern California,2012,5,0,0.0,9,0,0.0
region_year,full_oisst_domain,current_only,52,43,0.8269230769230769,0.8847931391566748,0.05787006223359792,True,Southern California,2013,6,6,0.13953488372093023,11,10,0.23255813953488372
region_year,full_oisst_domain,current_only,43,23,0.5348837209302325,0.7679535616456143,0.23306984071538184,True,Southern California,2014,5,5,0.21739130434782608,9,7,0.30434782608695654
region_year,full_oisst_domain,current_only,34,14,0.4117647058823529,0.8172584185189227,0.40549371263656975,True,Southern California,2015,4,3,0.21428571428571427,7,5,0.35714285714285715
region_year,full_oisst_domain,current_only,35,8,0.22857142857142856,0.6098616600790514,0.38129023150762287,True,Southern California,2016,4,3,0.375,7,3,0.375
region_year,full_oisst_domain,current_only,40,9,0.225,0.3971935190330443,0.17219351903304428,True,Southern California,2017,4,2,0.2222222222222222,8,3,0.3333333333333333
region_year,full_oisst_domain,current_only,45,37,0.8222222222222222,0.9313537705170201,0.10913154829479788,True,Southern California,2018,5,5,0.13513513513513514,9,9,0.24324324324324326
region_year,full_oisst_domain,current_only,26,8,0.3076923076923077,0.3887839968003011,0.08109168910799341,True,Southern California,2019,3,1,0.125,6,2,0.25
region_year,full_oisst_domain,current_only,39,13,0.3333333333333333,0.33107132391039606,-0.00226200942293725,True,Southern California,2020,4,1,0.07692307692307693,8,2,0.15384615384615385
region_year,full_oisst_domain,current_only,40,12,0.3,0.6636843845725424,0.36368438457254243,True,Southern California,2021,4,2,0.16666666666666666,8,6,0.5
region_year,full_oisst_domain,current_only,41,27,0.6585365853658537,0.7337296462988303,0.07519306093297662,True,Southern California,2022,5,4,0.14814814814814814,9,6,0.2222222222222222
region_year,full_oisst_domain,current_only,29,1,0.034482758620689655,0.5,0.46551724137931033,True,Southern California,2023,3,1,1.0,6,1,1.0
region_year,full_oisst_domain,current_only,37,9,0.24324324324324326,0.24342886524369312,0.00018562200044985877,True,Southern California,2024,4,0,0.0,8,1,0.1111111111111111
region_year,full_oisst_domain,current_only,15,2,0.13333333333333333,1.0,0.8666666666666667,True,Washington outer coast,2005,2,2,1.0,3,2,1.0
region_year,full_oisst_domain,current_only,15,5,0.3333333333333333,0.3548717948717949,0.021538461538461562,True,Washington outer coast,2006,2,1,0.2,3,1,0.2
region_year,full_oisst_domain,current_only,14,0,0.0,,,False,Washington outer coast,2007,2,0,,3,0,
region_year,full_oisst_domain,current_only,14,4,0.2857142857142857,0.8166666666666667,0.530952380952381,True,Washington outer coast,2008,2,2,0.5,3,2,0.5
region_year,full_oisst_domain,current_only,15,12,0.8,0.9752747252747255,0.17527472527472543,True,Washington outer coast,2009,2,2,0.16666666666666666,3,3,0.25
region_year,full_oisst_domain,current_only,15,1,0.06666666666666667,1.0,0.9333333333333333,True,Washington outer coast,2010,2,1,1.0,3,1,1.0
region_year,full_oisst_domain,current_only,9,4,0.4444444444444444,0.8928571428571428,0.4484126984126984,True,Washington outer coast,2011,1,1,0.25,2,2,0.5
region_year,full_oisst_domain,current_only,8,5,0.625,0.7892857142857144,0.16428571428571437,True,Washington outer coast,2012,1,1,0.2,2,2,0.4
region_year,full_oisst_domain,current_only,11,2,0.18181818181818182,0.2777777777777778,0.09595959595959597,True,Washington outer coast,2013,2,0,0.0,3,1,0.5
region_year,full_oisst_domain,current_only,15,1,0.06666666666666667,0.2,0.13333333333333336,True,Washington outer coast,2014,2,0,0.0,3,0,0.0
region_year,full_oisst_domain,current_only,15,6,0.4,0.7972222222222222,0.39722222222222214,True,Washington outer coast,2015,2,2,0.3333333333333333,3,2,0.3333333333333333
region_year,full_oisst_domain,current_only,15,2,0.13333333333333333,0.625,0.4916666666666667,True,Washington outer coast,2016,2,1,0.5,3,1,0.5
region_year,full_oisst_domain,current_only,15,1,0.06666666666666667,0.5,0.43333333333333335,True,Washington outer coast,2017,2,1,1.0,3,1,1.0
region_year,full_oisst_domain,current_only,15,0,0.0,,,False,Washington outer coast,2018,2,0,,3,0,
region_year,full_oisst_domain,current_only,15,12,0.8,0.9707362082362084,0.1707362082362084,True,Washington outer coast,2019,2,2,0.16666666666666666,3,3,0.25
region_year,full_oisst_domain,current_only,15,0,0.0,,,False,Washington outer coast,2020,2,0,,3,0,
region_year,full_oisst_domain,current_only,15,13,0.8666666666666667,0.9821780783319243,0.11551141166525758,True,Washington outer coast,2021,2,2,0.15384615384615385,3,3,0.23076923076923078
region_year,full_oisst_domain,current_only,15,0,0.0,,,False,Washington outer coast,2022,2,0,,3,0,
region_year,full_oisst_domain,current_only,15,5,0.3333333333333333,0.3398934398934399,0.006560106560106582,True,Washington outer coast,2023,2,1,0.2,3,1,0.2
region_year,full_oisst_domain,current_only,15,1,0.06666666666666667,0.14285714285714285,0.07619047619047618,True,Washington outer coast,2024,2,0,0.0,3,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,37,33,0.8918918918918919,0.985887409936016,0.0939955180441241,True,Baja California Norte,2005,4,4,0.12121212121212122,8,8,0.24242424242424243
region_year,full_oisst_domain,current_plus_trajectory,30,0,0.0,,,False,Baja California Norte,2006,3,0,,6,0,
region_year,full_oisst_domain,current_plus_trajectory,40,16,0.4,0.7057639794423516,0.30576397944235156,True,Baja California Norte,2007,4,3,0.1875,8,6,0.375
region_year,full_oisst_domain,current_plus_trajectory,40,5,0.125,0.19737461300309597,0.07237461300309597,True,Baja California Norte,2008,4,1,0.2,8,1,0.2
region_year,full_oisst_domain,current_plus_trajectory,39,22,0.5641025641025641,0.6164447715394238,0.05234220743685969,True,Baja California Norte,2009,4,2,0.09090909090909091,8,5,0.22727272727272727
region_year,full_oisst_domain,current_plus_trajectory,38,15,0.39473684210526316,0.7121792929292928,0.31744245082402966,True,Baja California Norte,2010,4,3,0.2,8,5,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,33,17,0.5151515151515151,0.8081527935559734,0.2930012784044582,True,Baja California Norte,2011,4,4,0.23529411764705882,7,7,0.4117647058823529
region_year,full_oisst_domain,current_plus_trajectory,35,7,0.2,0.3164828738512949,0.11648287385129491,True,Baja California Norte,2012,4,1,0.14285714285714285,7,3,0.42857142857142855
region_year,full_oisst_domain,current_plus_trajectory,38,7,0.18421052631578946,0.4748866213151927,0.2906760949994033,True,Baja California Norte,2013,4,2,0.2857142857142857,8,5,0.7142857142857143
region_year,full_oisst_domain,current_plus_trajectory,39,17,0.4358974358974359,0.5516024282794908,0.1157049923820549,True,Baja California Norte,2014,4,2,0.11764705882352941,8,4,0.23529411764705882
region_year,full_oisst_domain,current_plus_trajectory,32,30,0.9375,0.9935439068100358,0.05604390681003579,True,Baja California Norte,2015,4,4,0.13333333333333333,7,7,0.23333333333333334
region_year,full_oisst_domain,current_plus_trajectory,20,3,0.15,0.15925925925925927,0.009259259259259273,True,Baja California Norte,2016,2,0,0.0,4,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,26,3,0.11538461538461539,0.4458689458689459,0.33048433048433046,True,Baja California Norte,2017,3,1,0.3333333333333333,6,1,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,35,31,0.8857142857142857,0.9551857129205323,0.06947142720624666,True,Baja California Norte,2018,4,4,0.12903225806451613,7,7,0.22580645161290322
region_year,full_oisst_domain,current_plus_trajectory,19,9,0.47368421052631576,0.6210378640203202,0.14735365349400448,True,Baja California Norte,2019,2,2,0.2222222222222222,4,3,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,23,16,0.6956521739130435,0.7407012498688699,0.04504907595582641,True,Baja California Norte,2020,3,2,0.125,5,3,0.1875
region_year,full_oisst_domain,current_plus_trajectory,17,2,0.11764705882352941,0.375,0.25735294117647056,True,Baja California Norte,2021,2,1,0.5,4,1,0.5
region_year,full_oisst_domain,current_plus_trajectory,16,12,0.75,0.9515873015873015,0.20158730158730154,True,Baja California Norte,2022,2,2,0.16666666666666666,4,4,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,17,5,0.29411764705882354,0.5305555555555557,0.23643790849673213,True,Baja California Norte,2023,2,1,0.2,4,2,0.4
region_year,full_oisst_domain,current_plus_trajectory,15,5,0.3333333333333333,0.6388888888888888,0.3055555555555555,True,Baja California Norte,2024,2,1,0.2,3,2,0.4
region_year,full_oisst_domain,current_plus_trajectory,3,1,0.3333333333333333,1.0,0.6666666666666667,True,Baja California Sur,2005,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_plus_trajectory,3,0,0.0,,,False,Baja California Sur,2006,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,3,0,0.0,,,False,Baja California Sur,2007,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,3,3,1.0,,,False,Baja California Sur,2008,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,3,1,0.3333333333333333,0.5,0.16666666666666669,True,Baja California Sur,2009,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,3,0,0.0,,,False,Baja California Sur,2010,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,3,0,0.0,,,False,Baja California Sur,2011,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,3,2,0.6666666666666666,1.0,0.33333333333333337,True,Baja California Sur,2012,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_plus_trajectory,3,0,0.0,,,False,Baja California Sur,2013,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,3,3,1.0,,,False,Baja California Sur,2014,1,1,0.3333333333333333,1,1,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,1,1,1.0,,,False,Baja California Sur,2015,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_plus_trajectory,1,0,0.0,,,False,Baja California Sur,2017,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,2,1,0.5,1.0,0.5,True,Baja California Sur,2018,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_plus_trajectory,2,0,0.0,,,False,Baja California Sur,2019,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,2,0,0.0,,,False,Baja California Sur,2020,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,2,2,1.0,,,False,Baja California Sur,2021,1,1,0.5,1,1,0.5
region_year,full_oisst_domain,current_plus_trajectory,2,1,0.5,1.0,0.5,True,Baja California Sur,2022,1,1,1.0,1,1,1.0
region_year,full_oisst_domain,current_plus_trajectory,2,1,0.5,0.5,0.0,True,Baja California Sur,2023,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,2,0,0.0,,,False,Baja California Sur,2024,1,0,,1,0,
region_year,full_oisst_domain,current_plus_trajectory,33,17,0.5151515151515151,0.6167834708173444,0.10163195566582928,True,Central California,2005,4,1,0.058823529411764705,7,3,0.17647058823529413
region_year,full_oisst_domain,current_plus_trajectory,33,2,0.06060606060606061,0.1534090909090909,0.0928030303030303,True,Central California,2006,4,0,0.0,7,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,34,7,0.20588235294117646,0.49183206463363377,0.2859497116924573,True,Central California,2007,4,2,0.2857142857142857,7,3,0.42857142857142855
region_year,full_oisst_domain,current_plus_trajectory,33,3,0.09090909090909091,0.0899108734402852,-0.0009982174688057122,True,Central California,2008,4,0,0.0,7,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,34,18,0.5294117647058824,0.6811360910321815,0.15172432632629917,True,Central California,2009,4,3,0.16666666666666666,7,5,0.2777777777777778
region_year,full_oisst_domain,current_plus_trajectory,34,23,0.6764705882352942,0.795216739526216,0.11874615129092181,True,Central California,2010,4,4,0.17391304347826086,7,6,0.2608695652173913
region_year,full_oisst_domain,current_plus_trajectory,30,1,0.03333333333333333,0.047619047619047616,0.014285714285714284,True,Central California,2011,3,0,0.0,6,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,34,0,0.0,,,False,Central California,2012,4,0,,7,0,
region_year,full_oisst_domain,current_plus_trajectory,34,25,0.7352941176470589,0.7820716252941534,0.04677750764709454,True,Central California,2013,4,2,0.08,7,5,0.2
region_year,full_oisst_domain,current_plus_trajectory,33,1,0.030303030303030304,0.2,0.1696969696969697,True,Central California,2014,4,0,0.0,7,1,1.0
region_year,full_oisst_domain,current_plus_trajectory,34,7,0.20588235294117646,0.35057773109243695,0.1446953781512605,True,Central California,2015,4,2,0.2857142857142857,7,2,0.2857142857142857
region_year,full_oisst_domain,current_plus_trajectory,34,22,0.6470588235294118,0.8608982728246213,0.21383944929520948,True,Central California,2016,4,4,0.18181818181818182,7,5,0.22727272727272727
region_year,full_oisst_domain,current_plus_trajectory,34,0,0.0,,,False,Central California,2017,4,0,,7,0,
region_year,full_oisst_domain,current_plus_trajectory,34,32,0.9411764705882353,0.9124779470257318,-0.028698523562503464,True,Central California,2018,4,4,0.125,7,6,0.1875
region_year,full_oisst_domain,current_plus_trajectory,29,0,0.0,,,False,Central California,2019,3,0,,6,0,
region_year,full_oisst_domain,current_plus_trajectory,34,9,0.2647058823529412,0.3480059122164385,0.08330002986349733,True,Central California,2020,4,1,0.1111111111111111,7,3,0.3333333333333333
region_year,full_oisst_domain,current_plus_trajectory,33,1,0.030303030303030304,0.06666666666666667,0.03636363636363636,True,Central California,2021,4,0,0.0,7,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,34,33,0.9705882352941176,0.999108734402852,0.028520499108734332,True,Central California,2022,4,4,0.12121212121212122,7,7,0.21212121212121213
region_year,full_oisst_domain,current_plus_trajectory,22,1,0.045454545454545456,0.05555555555555555,0.010101010101010097,True,Central California,2023,3,0,0.0,5,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,31,1,0.03225806451612903,0.14285714285714285,0.11059907834101382,True,Central California,2024,4,0,0.0,7,1,1.0
region_year,full_oisst_domain,current_plus_trajectory,3,1,0.3333333333333333,0.3333333333333333,0.0,True,Northern California,2005,1,0,0.0,1,0,0.0
region_year,full_oisst_domain,current_plus_trajectory,6,1,0.16666666666666666,1.0,0.8333333333333334,True,Northern California,2006,1,1,1.0,2,1,1.0
