target,evaluation_subset,current_canopy_threshold,feature_set,model,split,n_observations,n_positive_events,event_prevalence,precision,recall,f1,pr_auc,roc_auc,accuracy,true_negatives,false_positives,false_negatives,true_positives
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_only,Random Forest,test,93,18,0.1935483870967742,0.3157894736842105,0.3333333333333333,0.32432432432432434,0.41266262498830175,0.6977777777777778,0.7311827956989247,62,13,12,6
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_only,XGBoost,test,93,18,0.1935483870967742,0.38095238095238093,0.4444444444444444,0.41025641025641024,0.32472038699697703,0.6688888888888889,0.7526881720430108,62,13,10,8
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_only,LightGBM,test,93,18,0.1935483870967742,0.4117647058823529,0.3888888888888889,0.4,0.28726555602263015,0.6325925925925926,0.7741935483870968,65,10,11,7
new_decline_event_next,current_canopy_gt_0.05,0.05,oisst_only,Logistic Regression,test,93,18,0.1935483870967742,0.13043478260869565,0.16666666666666666,0.14634146341463414,0.23379155232217555,0.6174074074074074,0.6236559139784946,55,20,15,3
new_decline_event_next,current_canopy_gt_0.05,0.05,oisst_only,SVM,test,93,18,0.1935483870967742,0.0,0.0,0.0,0.13666022203524397,0.25148148148148153,0.8064516129032258,75,0,18,0
new_decline_event_next,current_canopy_gt_0.05,0.05,oisst_only,Random Forest,test,93,18,0.1935483870967742,0.0,0.0,0.0,0.13959195798173601,0.27888888888888885,0.5053763440860215,47,28,18,0
new_decline_event_next,current_canopy_gt_0.05,0.05,oisst_only,XGBoost,test,93,18,0.1935483870967742,0.03225806451612903,0.05555555555555555,0.04081632653061224,0.14252432411546934,0.29814814814814816,0.4946236559139785,45,30,17,1
new_decline_event_next,current_canopy_gt_0.05,0.05,oisst_only,LightGBM,test,93,18,0.1935483870967742,0.04,0.05555555555555555,0.046511627906976744,0.14765717417536983,0.32999999999999996,0.5591397849462365,51,24,17,1
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_noaa,Logistic Regression,test,93,18,0.1935483870967742,0.12,0.16666666666666666,0.13953488372093023,0.24111161055487879,0.6059259259259259,0.6021505376344086,53,22,15,3
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_noaa,SVM,test,93,18,0.1935483870967742,0.0,0.0,0.0,0.22353235535081303,0.6051851851851852,0.8064516129032258,75,0,18,0
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_noaa,Random Forest,test,93,18,0.1935483870967742,0.0,0.0,0.0,0.14114651271848966,0.3037037037037037,0.7741935483870968,72,3,18,0
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_noaa,XGBoost,test,93,18,0.1935483870967742,0.09090909090909091,0.05555555555555555,0.06896551724137931,0.151670845598038,0.3592592592592593,0.7096774193548387,65,10,17,1
new_decline_event_next,current_canopy_gt_0.05,0.05,canopy_noaa,LightGBM,test,93,18,0.1935483870967742,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.19876350648836566,0.4548148148148148,0.7634408602150538,70,5,17,1
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_only,Logistic Regression,test,61,17,0.2786885245901639,0.5,0.47058823529411764,0.48484848484848486,0.48476609393137526,0.6684491978609626,0.7213114754098361,36,8,9,8
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_only,SVM,test,61,17,0.2786885245901639,0.0,0.0,0.0,0.5116288542483525,0.6991978609625669,0.7213114754098361,44,0,17,0
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_only,Random Forest,test,61,17,0.2786885245901639,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.4417975560370626,0.5815508021390374,0.639344262295082,33,11,11,6
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_only,XGBoost,test,61,17,0.2786885245901639,0.3333333333333333,0.35294117647058826,0.34285714285714286,0.3532257075785894,0.5962566844919786,0.6229508196721312,32,12,11,6
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_only,LightGBM,test,61,17,0.2786885245901639,0.18181818181818182,0.11764705882352941,0.14285714285714285,0.3605674829501599,0.5735294117647058,0.6065573770491803,35,9,15,2
new_decline_event_next,current_canopy_gt_0.1,0.1,oisst_only,Logistic Regression,test,61,17,0.2786885245901639,0.23076923076923078,0.17647058823529413,0.2,0.3874484402495767,0.6691176470588235,0.6065573770491803,34,10,14,3
new_decline_event_next,current_canopy_gt_0.1,0.1,oisst_only,SVM,test,61,17,0.2786885245901639,0.0,0.0,0.0,0.19159376709796594,0.1971925133689839,0.7213114754098361,44,0,17,0
new_decline_event_next,current_canopy_gt_0.1,0.1,oisst_only,Random Forest,test,61,17,0.2786885245901639,0.0,0.0,0.0,0.1938687428735762,0.21724598930481287,0.47540983606557374,29,15,17,0
new_decline_event_next,current_canopy_gt_0.1,0.1,oisst_only,XGBoost,test,61,17,0.2786885245901639,0.1,0.11764705882352941,0.10810810810810811,0.2043305334422326,0.27606951871657753,0.45901639344262296,26,18,15,2
new_decline_event_next,current_canopy_gt_0.1,0.1,oisst_only,LightGBM,test,61,17,0.2786885245901639,0.0625,0.058823529411764705,0.06060606060606061,0.19965812438773292,0.25467914438502676,0.4918032786885246,29,15,16,1
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_noaa,Logistic Regression,test,61,17,0.2786885245901639,0.23076923076923078,0.17647058823529413,0.2,0.33853446564850315,0.5989304812834224,0.6065573770491803,34,10,14,3
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_noaa,SVM,test,61,17,0.2786885245901639,0.0,0.0,0.0,0.3194044218919465,0.5922459893048129,0.7213114754098361,44,0,17,0
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_noaa,Random Forest,test,61,17,0.2786885245901639,0.0,0.0,0.0,0.19127487658887274,0.23128342245989303,0.6885245901639344,42,2,17,0
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_noaa,XGBoost,test,61,17,0.2786885245901639,0.14285714285714285,0.058823529411764705,0.08333333333333333,0.2774401831748303,0.4906417112299465,0.639344262295082,38,6,16,1
new_decline_event_next,current_canopy_gt_0.1,0.1,canopy_noaa,LightGBM,test,61,17,0.2786885245901639,0.14285714285714285,0.058823529411764705,0.08333333333333333,0.27501339750029863,0.3703208556149732,0.639344262295082,38,6,16,1
