year,split,current_reference_state,next_reference_state,count,row_total,transition_probability,overall_share
2013,train,lower_mid_p25_p50,low_below_p25,4,7,0.571429,0.080000
2013,train,lower_mid_p25_p50,lower_mid_p25_p50,2,7,0.285714,0.040000
2013,train,lower_mid_p25_p50,upper_mid_p50_p75,1,7,0.142857,0.020000
2013,train,upper_mid_p50_p75,high_above_p75,2,18,0.111111,0.040000
2013,train,upper_mid_p50_p75,low_below_p25,12,18,0.666667,0.240000
2013,train,upper_mid_p50_p75,lower_mid_p25_p50,1,18,0.055556,0.020000
2013,train,upper_mid_p50_p75,upper_mid_p50_p75,3,18,0.166667,0.060000
2014,train,high_above_p75,high_above_p75,3,3,1.000000,0.060000
2014,train,low_below_p25,high_above_p75,2,31,0.064516,0.040000
2014,train,low_below_p25,low_below_p25,19,31,0.612903,0.380000
2014,train,low_below_p25,lower_mid_p25_p50,6,31,0.193548,0.120000
2014,train,low_below_p25,upper_mid_p50_p75,4,31,0.129032,0.080000
2014,train,lower_mid_p25_p50,high_above_p75,3,8,0.375000,0.060000
2014,train,lower_mid_p25_p50,low_below_p25,2,8,0.250000,0.040000
2014,train,lower_mid_p25_p50,lower_mid_p25_p50,2,8,0.250000,0.040000
2014,train,lower_mid_p25_p50,upper_mid_p50_p75,1,8,0.125000,0.020000
2014,train,upper_mid_p50_p75,high_above_p75,7,8,0.875000,0.140000
2014,train,upper_mid_p50_p75,upper_mid_p50_p75,1,8,0.125000,0.020000
2015,train,high_above_p75,high_above_p75,10,15,0.666667,0.200000
2015,train,high_above_p75,low_below_p25,1,15,0.066667,0.020000
2015,train,high_above_p75,upper_mid_p50_p75,4,15,0.266667,0.080000
2015,train,low_below_p25,high_above_p75,1,21,0.047619,0.020000
2015,train,low_below_p25,low_below_p25,16,21,0.761905,0.320000
2015,train,low_below_p25,lower_mid_p25_p50,2,21,0.095238,0.040000
2015,train,low_below_p25,upper_mid_p50_p75,2,21,0.095238,0.040000
2015,train,lower_mid_p25_p50,low_below_p25,3,8,0.375000,0.060000
2015,train,lower_mid_p25_p50,lower_mid_p25_p50,3,8,0.375000,0.060000
2015,train,lower_mid_p25_p50,upper_mid_p50_p75,2,8,0.250000,0.040000
2015,train,upper_mid_p50_p75,high_above_p75,4,6,0.666667,0.080000
2015,train,upper_mid_p50_p75,low_below_p25,1,6,0.166667,0.020000
2015,train,upper_mid_p50_p75,upper_mid_p50_p75,1,6,0.166667,0.020000
2016,train,high_above_p75,high_above_p75,4,15,0.266667,0.080000
2016,train,high_above_p75,low_below_p25,2,15,0.133333,0.040000
2016,train,high_above_p75,lower_mid_p25_p50,7,15,0.466667,0.140000
2016,train,high_above_p75,upper_mid_p50_p75,2,15,0.133333,0.040000
2016,train,low_below_p25,low_below_p25,18,21,0.857143,0.360000
2016,train,low_below_p25,lower_mid_p25_p50,2,21,0.095238,0.040000
2016,train,low_below_p25,upper_mid_p50_p75,1,21,0.047619,0.020000
2016,train,lower_mid_p25_p50,high_above_p75,1,5,0.200000,0.020000
2016,train,lower_mid_p25_p50,low_below_p25,4,5,0.800000,0.080000
2016,train,upper_mid_p50_p75,low_below_p25,5,9,0.555556,0.100000
2016,train,upper_mid_p50_p75,lower_mid_p25_p50,4,9,0.444444,0.080000
2017,validation,high_above_p75,high_above_p75,5,5,1.000000,0.100000
2017,validation,low_below_p25,high_above_p75,3,29,0.103448,0.060000
2017,validation,low_below_p25,low_below_p25,18,29,0.620690,0.360000
2017,validation,low_below_p25,lower_mid_p25_p50,3,29,0.103448,0.060000
2017,validation,low_below_p25,upper_mid_p50_p75,5,29,0.172414,0.100000
2017,validation,lower_mid_p25_p50,high_above_p75,10,13,0.769231,0.200000
2017,validation,lower_mid_p25_p50,lower_mid_p25_p50,1,13,0.076923,0.020000
2017,validation,lower_mid_p25_p50,upper_mid_p50_p75,2,13,0.153846,0.040000
2017,validation,upper_mid_p50_p75,high_above_p75,2,3,0.666667,0.040000
2017,validation,upper_mid_p50_p75,low_below_p25,1,3,0.333333,0.020000
2018,validation,high_above_p75,high_above_p75,4,20,0.200000,0.080000
2018,validation,high_above_p75,low_below_p25,7,20,0.350000,0.140000
2018,validation,high_above_p75,lower_mid_p25_p50,5,20,0.250000,0.100000
2018,validation,high_above_p75,upper_mid_p50_p75,4,20,0.200000,0.080000
2018,validation,low_below_p25,low_below_p25,19,19,1.000000,0.380000
2018,validation,lower_mid_p25_p50,low_below_p25,4,4,1.000000,0.080000
2018,validation,upper_mid_p50_p75,low_below_p25,5,7,0.714286,0.100000
2018,validation,upper_mid_p50_p75,lower_mid_p25_p50,2,7,0.285714,0.040000
2019,validation,high_above_p75,high_above_p75,4,4,1.000000,0.080000
2019,validation,low_below_p25,low_below_p25,26,35,0.742857,0.520000
2019,validation,low_below_p25,lower_mid_p25_p50,6,35,0.171429,0.120000
2019,validation,low_below_p25,upper_mid_p50_p75,3,35,0.085714,0.060000
2019,validation,lower_mid_p25_p50,lower_mid_p25_p50,2,7,0.285714,0.040000
2019,validation,lower_mid_p25_p50,upper_mid_p50_p75,5,7,0.714286,0.100000
2019,validation,upper_mid_p50_p75,high_above_p75,2,4,0.500000,0.040000
2019,validation,upper_mid_p50_p75,upper_mid_p50_p75,2,4,0.500000,0.040000
2020,validation,high_above_p75,high_above_p75,6,6,1.000000,0.120000
2020,validation,low_below_p25,high_above_p75,1,26,0.038462,0.020000
2020,validation,low_below_p25,low_below_p25,19,26,0.730769,0.380000
2020,validation,low_below_p25,lower_mid_p25_p50,3,26,0.115385,0.060000
2020,validation,low_below_p25,upper_mid_p50_p75,3,26,0.115385,0.060000
2020,validation,lower_mid_p25_p50,high_above_p75,1,8,0.125000,0.020000
2020,validation,lower_mid_p25_p50,low_below_p25,2,8,0.250000,0.040000
2020,validation,lower_mid_p25_p50,lower_mid_p25_p50,3,8,0.375000,0.060000
2020,validation,lower_mid_p25_p50,upper_mid_p50_p75,2,8,0.250000,0.040000
2020,validation,upper_mid_p50_p75,high_above_p75,3,10,0.300000,0.060000
2020,validation,upper_mid_p50_p75,low_below_p25,2,10,0.200000,0.040000
2020,validation,upper_mid_p50_p75,lower_mid_p25_p50,2,10,0.200000,0.040000
2020,validation,upper_mid_p50_p75,upper_mid_p50_p75,3,10,0.300000,0.060000
2021,test,high_above_p75,high_above_p75,9,11,0.818182,0.180000
2021,test,high_above_p75,lower_mid_p25_p50,1,11,0.090909,0.020000
2021,test,high_above_p75,upper_mid_p50_p75,1,11,0.090909,0.020000
2021,test,low_below_p25,low_below_p25,18,23,0.782609,0.360000
2021,test,low_below_p25,lower_mid_p25_p50,5,23,0.217391,0.100000
2021,test,lower_mid_p25_p50,low_below_p25,4,8,0.500000,0.080000
2021,test,lower_mid_p25_p50,upper_mid_p50_p75,4,8,0.500000,0.080000
2021,test,upper_mid_p50_p75,high_above_p75,2,8,0.250000,0.040000
2021,test,upper_mid_p50_p75,low_below_p25,2,8,0.250000,0.040000
2021,test,upper_mid_p50_p75,upper_mid_p50_p75,4,8,0.500000,0.080000
2022,test,high_above_p75,low_below_p25,7,11,0.636364,0.140000
2022,test,high_above_p75,lower_mid_p25_p50,2,11,0.181818,0.040000
2022,test,high_above_p75,upper_mid_p50_p75,2,11,0.181818,0.040000
2022,test,low_below_p25,low_below_p25,24,24,1.000000,0.480000
2022,test,lower_mid_p25_p50,low_below_p25,5,6,0.833333,0.100000
2022,test,lower_mid_p25_p50,lower_mid_p25_p50,1,6,0.166667,0.020000
2022,test,upper_mid_p50_p75,low_below_p25,6,9,0.666667,0.120000
2022,test,upper_mid_p50_p75,lower_mid_p25_p50,2,9,0.222222,0.040000
2022,test,upper_mid_p50_p75,upper_mid_p50_p75,1,9,0.111111,0.020000
2023,test,low_below_p25,low_below_p25,37,42,0.880952,0.740000
2023,test,low_below_p25,lower_mid_p25_p50,4,42,0.095238,0.080000
2023,test,low_below_p25,upper_mid_p50_p75,1,42,0.023810,0.020000
2023,test,lower_mid_p25_p50,high_above_p75,2,5,0.400000,0.040000
2023,test,lower_mid_p25_p50,lower_mid_p25_p50,2,5,0.400000,0.040000
2023,test,lower_mid_p25_p50,upper_mid_p50_p75,1,5,0.200000,0.020000
2023,test,upper_mid_p50_p75,high_above_p75,2,3,0.666667,0.040000
2023,test,upper_mid_p50_p75,upper_mid_p50_p75,1,3,0.333333,0.020000
2024,test,high_above_p75,high_above_p75,3,4,0.750000,0.060000
2024,test,high_above_p75,upper_mid_p50_p75,1,4,0.250000,0.020000
2024,test,low_below_p25,low_below_p25,29,37,0.783784,0.580000
2024,test,low_below_p25,lower_mid_p25_p50,5,37,0.135135,0.100000
2024,test,low_below_p25,upper_mid_p50_p75,3,37,0.081081,0.060000
2024,test,lower_mid_p25_p50,high_above_p75,1,6,0.166667,0.020000
2024,test,lower_mid_p25_p50,low_below_p25,2,6,0.333333,0.040000
2024,test,lower_mid_p25_p50,lower_mid_p25_p50,2,6,0.333333,0.040000
2024,test,lower_mid_p25_p50,upper_mid_p50_p75,1,6,0.166667,0.020000
2024,test,upper_mid_p50_p75,lower_mid_p25_p50,2,3,0.666667,0.040000
2024,test,upper_mid_p50_p75,upper_mid_p50_p75,1,3,0.333333,0.020000
