label_target,feature_set,model,split,evaluation_type,year,budget_type,budget_value,k_selected,n_candidates,n_positive,base_prevalence,hits,false_alerts,missed_declines,precision_at_k,recall_at_k,false_discovery_rate_at_k,lift_at_k,expected_random_hits,enrichment_over_random
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,fixed_k,5.0,5,200,134,0.67,5,0,129,1.0,0.03731343283582089,0.0,1.4925373134328357,3.35,1.4925373134328357
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,fixed_k,10.0,10,200,134,0.67,7,3,127,0.7,0.05223880597014925,0.3,1.044776119402985,6.7,1.044776119402985
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,fixed_k,20.0,20,200,134,0.67,11,9,123,0.55,0.08208955223880597,0.45,0.8208955223880597,13.4,0.8208955223880596
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,fixed_k,50.0,50,200,134,0.67,34,16,100,0.68,0.2537313432835821,0.32,1.0149253731343284,33.5,1.0149253731343284
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,fixed_k,100.0,100,200,134,0.67,66,34,68,0.66,0.4925373134328358,0.34,0.9850746268656716,67.0,0.9850746268656716
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,percent,0.1,20,200,134,0.67,11,9,123,0.55,0.08208955223880597,0.45,0.8208955223880597,13.4,0.8208955223880596
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,percent,0.2,40,200,134,0.67,28,12,106,0.7,0.208955223880597,0.3,1.044776119402985,26.8,1.044776119402985
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,percent,0.3,60,200,134,0.67,42,18,92,0.7,0.31343283582089554,0.3,1.044776119402985,40.2,1.044776119402985
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,percent,0.4,80,200,134,0.67,55,25,79,0.6875,0.41044776119402987,0.3125,1.0261194029850746,53.6,1.0261194029850746
decline_event_next,oisst_only,LightGBM,test,pooled_topk,,percent,0.5,100,200,134,0.67,66,34,68,0.66,0.4925373134328358,0.34,0.9850746268656716,67.0,0.9850746268656716
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,fixed_k,5.0,5,200,134,0.67,5,0,129,1.0,0.03731343283582089,0.0,1.4925373134328357,3.35,1.4925373134328357
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,fixed_k,10.0,10,200,134,0.67,9,1,125,0.9,0.06716417910447761,0.1,1.3432835820895521,6.7,1.3432835820895521
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,fixed_k,20.0,20,200,134,0.67,15,5,119,0.75,0.11194029850746269,0.25,1.1194029850746268,13.4,1.1194029850746268
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,fixed_k,50.0,50,200,134,0.67,35,15,99,0.7,0.26119402985074625,0.3,1.044776119402985,33.5,1.044776119402985
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,fixed_k,100.0,100,200,134,0.67,64,36,70,0.64,0.47761194029850745,0.36,0.9552238805970149,67.0,0.9552238805970149
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,percent,0.1,20,200,134,0.67,15,5,119,0.75,0.11194029850746269,0.25,1.1194029850746268,13.4,1.1194029850746268
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,percent,0.2,40,200,134,0.67,29,11,105,0.725,0.21641791044776118,0.275,1.0820895522388059,26.8,1.0820895522388059
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,percent,0.3,60,200,134,0.67,41,19,93,0.6833333333333333,0.30597014925373134,0.31666666666666665,1.0199004975124377,40.2,1.0199004975124377
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,percent,0.4,80,200,134,0.67,55,25,79,0.6875,0.41044776119402987,0.3125,1.0261194029850746,53.6,1.0261194029850746
decline_event_next,oisst_only,Logistic Regression,test,pooled_topk,,percent,0.5,100,200,134,0.67,64,36,70,0.64,0.47761194029850745,0.36,0.9552238805970149,67.0,0.9552238805970149
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,fixed_k,5.0,5,200,134,0.67,4,1,130,0.8,0.029850746268656716,0.2,1.1940298507462686,3.35,1.1940298507462686
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,fixed_k,10.0,10,200,134,0.67,8,2,126,0.8,0.05970149253731343,0.2,1.1940298507462686,6.7,1.1940298507462686
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,fixed_k,20.0,20,200,134,0.67,15,5,119,0.75,0.11194029850746269,0.25,1.1194029850746268,13.4,1.1194029850746268
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,fixed_k,50.0,50,200,134,0.67,39,11,95,0.78,0.291044776119403,0.22,1.164179104477612,33.5,1.164179104477612
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,fixed_k,100.0,100,200,134,0.67,70,30,64,0.7,0.5223880597014925,0.3,1.044776119402985,67.0,1.044776119402985
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,percent,0.1,20,200,134,0.67,15,5,119,0.75,0.11194029850746269,0.25,1.1194029850746268,13.4,1.1194029850746268
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,percent,0.2,40,200,134,0.67,32,8,102,0.8,0.23880597014925373,0.2,1.1940298507462686,26.8,1.1940298507462686
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,percent,0.3,60,200,134,0.67,43,17,91,0.7166666666666667,0.3208955223880597,0.2833333333333333,1.0696517412935322,40.2,1.0696517412935322
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,percent,0.4,80,200,134,0.67,57,23,77,0.7125,0.4253731343283582,0.2875,1.0634328358208955,53.6,1.0634328358208955
decline_event_next,oisst_only,Random Forest,test,pooled_topk,,percent,0.5,100,200,134,0.67,70,30,64,0.7,0.5223880597014925,0.3,1.044776119402985,67.0,1.044776119402985
decline_event_next,oisst_only,SVM,test,pooled_topk,,fixed_k,5.0,5,200,134,0.67,5,0,129,1.0,0.03731343283582089,0.0,1.4925373134328357,3.35,1.4925373134328357
decline_event_next,oisst_only,SVM,test,pooled_topk,,fixed_k,10.0,10,200,134,0.67,10,0,124,1.0,0.07462686567164178,0.0,1.4925373134328357,6.7,1.4925373134328357
decline_event_next,oisst_only,SVM,test,pooled_topk,,fixed_k,20.0,20,200,134,0.67,17,3,117,0.85,0.12686567164179105,0.15,1.2686567164179103,13.4,1.2686567164179103
decline_event_next,oisst_only,SVM,test,pooled_topk,,fixed_k,50.0,50,200,134,0.67,39,11,95,0.78,0.291044776119403,0.22,1.164179104477612,33.5,1.164179104477612
decline_event_next,oisst_only,SVM,test,pooled_topk,,fixed_k,100.0,100,200,134,0.67,69,31,65,0.69,0.5149253731343284,0.31,1.0298507462686566,67.0,1.0298507462686568
decline_event_next,oisst_only,SVM,test,pooled_topk,,percent,0.1,20,200,134,0.67,17,3,117,0.85,0.12686567164179105,0.15,1.2686567164179103,13.4,1.2686567164179103
decline_event_next,oisst_only,SVM,test,pooled_topk,,percent,0.2,40,200,134,0.67,32,8,102,0.8,0.23880597014925373,0.2,1.1940298507462686,26.8,1.1940298507462686
decline_event_next,oisst_only,SVM,test,pooled_topk,,percent,0.3,60,200,134,0.67,47,13,87,0.7833333333333333,0.35074626865671643,0.21666666666666667,1.1691542288557213,40.2,1.1691542288557213
decline_event_next,oisst_only,SVM,test,pooled_topk,,percent,0.4,80,200,134,0.67,58,22,76,0.725,0.43283582089552236,0.275,1.0820895522388059,53.6,1.0820895522388059
decline_event_next,oisst_only,SVM,test,pooled_topk,,percent,0.5,100,200,134,0.67,69,31,65,0.69,0.5149253731343284,0.31,1.0298507462686566,67.0,1.0298507462686568
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,fixed_k,5.0,5,200,134,0.67,5,0,129,1.0,0.03731343283582089,0.0,1.4925373134328357,3.35,1.4925373134328357
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,fixed_k,10.0,10,200,134,0.67,9,1,125,0.9,0.06716417910447761,0.1,1.3432835820895521,6.7,1.3432835820895521
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,fixed_k,20.0,20,200,134,0.67,17,3,117,0.85,0.12686567164179105,0.15,1.2686567164179103,13.4,1.2686567164179103
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,fixed_k,50.0,50,200,134,0.67,36,14,98,0.72,0.26865671641791045,0.28,1.0746268656716418,33.5,1.0746268656716418
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,fixed_k,100.0,100,200,134,0.67,69,31,65,0.69,0.5149253731343284,0.31,1.0298507462686566,67.0,1.0298507462686568
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,percent,0.1,20,200,134,0.67,17,3,117,0.85,0.12686567164179105,0.15,1.2686567164179103,13.4,1.2686567164179103
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,percent,0.2,40,200,134,0.67,30,10,104,0.75,0.22388059701492538,0.25,1.1194029850746268,26.8,1.1194029850746268
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,percent,0.3,60,200,134,0.67,42,18,92,0.7,0.31343283582089554,0.3,1.044776119402985,40.2,1.044776119402985
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,percent,0.4,80,200,134,0.67,59,21,75,0.7375,0.44029850746268656,0.2625,1.1007462686567164,53.6,1.1007462686567164
decline_event_next,oisst_only,XGBoost,test,pooled_topk,,percent,0.5,100,200,134,0.67,69,31,65,0.69,0.5149253731343284,0.31,1.0298507462686566,67.0,1.0298507462686568
