cell_id,year,split,region,latitude,longitude,current_relative_canopy,next_relative_canopy,q25,q50,q75,current_reference_state,next_reference_state,transition_type,near_zero_current_flag,near_zero_next_flag,current_at_risk_flag,current_reference_or_high_flag,current_high_flag,persistent_low_flag,recovery_from_low_flag,new_low_transition_flag,stable_non_low_flag,actionable_low_entry_flag,sharp_drop_30_flag,sharp_drop_50_flag,high_to_low_transition_flag,reference_to_low_transition_flag,absolute_canopy_change,proportional_drop,decline_event_next,decline_event_next_p25_full,decline_50pct_next,relative_canopy_change_next,relative_canopy_pct_change_next
cell_170,2002,train,Central California,36.425775,-121.954492,0.255271,0.190337,0.234911,0.335693,0.398120,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,False,False,False,False,-0.064934,0.254372,1,0,0,-0.064934,-0.254372
cell_170,2003,train,Central California,36.425775,-121.954492,0.190337,0.344593,0.234911,0.335693,0.398120,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.154256,-0.810434,0,0,0,0.154256,0.810434
cell_170,2004,train,Central California,36.425775,-121.954492,0.344593,0.395503,0.234911,0.335693,0.398120,upper_mid_p50_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.050910,-0.147740,0,0,0,0.050910,0.147740
cell_170,2005,train,Central California,36.425775,-121.954492,0.395503,0.229473,0.234911,0.335693,0.398120,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,False,False,True,-0.166031,0.419795,1,0,0,-0.166031,-0.419795
cell_170,2006,train,Central California,36.425775,-121.954492,0.229473,0.251224,0.234911,0.335693,0.398120,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.021751,-0.094785,0,0,0,0.021751,0.094785
cell_170,2007,train,Central California,36.425775,-121.954492,0.251224,0.356198,0.234911,0.335693,0.398120,lower_mid_p25_p50,upper_mid_p50_p75,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.104975,-0.417854,0,0,0,0.104975,0.417854
cell_170,2008,train,Central California,36.425775,-121.954492,0.356198,0.526028,0.234911,0.335693,0.398120,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.169830,-0.476784,0,0,0,0.169830,0.476784
cell_170,2009,train,Central California,36.425775,-121.954492,0.526028,0.097442,0.234911,0.335693,0.398120,high_above_p75,low_below_p25,new_low_transition,False,False,True,True,True,False,False,True,False,True,True,True,True,True,-0.428586,0.814760,1,1,1,-0.428586,-0.814760
cell_170,2010,train,Central California,36.425775,-121.954492,0.097442,0.120287,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.022846,-0.234456,1,0,0,0.022846,0.234456
cell_170,2011,train,Central California,36.425775,-121.954492,0.120287,0.284511,0.234911,0.335693,0.398120,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.164224,-1.365260,0,0,0,0.164224,1.365260
cell_170,2012,train,Central California,36.425775,-121.954492,0.284511,0.454832,0.234911,0.335693,0.398120,lower_mid_p25_p50,high_above_p75,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.170321,-0.598644,0,0,0,0.170321,0.598644
cell_170,2013,train,Central California,36.425775,-121.954492,0.454832,0.132606,0.234911,0.335693,0.398120,high_above_p75,low_below_p25,new_low_transition,False,False,True,True,True,False,False,True,False,True,True,True,True,True,-0.322226,0.708450,1,0,1,-0.322226,-0.708450
cell_170,2014,train,Central California,36.425775,-121.954492,0.132606,0.131676,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,-0.000930,0.007015,1,0,0,-0.000930,-0.007015
cell_170,2015,train,Central California,36.425775,-121.954492,0.131676,0.118416,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,-0.013260,0.100700,1,1,0,-0.013260,-0.100700
cell_170,2016,train,Central California,36.425775,-121.954492,0.118416,0.098045,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,-0.020371,0.172029,1,1,0,-0.020371,-0.172029
cell_170,2017,validation,Central California,36.425775,-121.954492,0.098045,0.128112,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.030067,-0.306661,1,0,0,0.030067,0.306661
cell_170,2018,validation,Central California,36.425775,-121.954492,0.128112,0.031706,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,False,True,True,False,False,True,False,False,False,True,True,True,False,False,-0.096406,0.752515,1,1,1,-0.096406,-0.752515
cell_170,2019,validation,Central California,36.425775,-121.954492,0.031706,0.029454,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.002252,0.071030,1,1,0,-0.002252,-0.071030
cell_170,2020,validation,Central California,36.425775,-121.954492,0.029454,0.023975,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.005478,0.185996,1,1,0,-0.005478,-0.185996
cell_170,2021,test,Central California,36.425775,-121.954492,0.023975,0.049099,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0.025124,-1.047890,1,1,0,0.025124,1.047890
cell_170,2022,test,Central California,36.425775,-121.954492,0.049099,0.004639,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.044460,0.905526,1,1,1,-0.044460,-0.905526
cell_170,2023,test,Central California,36.425775,-121.954492,0.004639,0.003074,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.001564,0.337261,1,1,0,-0.001564,-0.337261
cell_170,2024,test,Central California,36.425775,-121.954492,0.003074,0.008998,0.234911,0.335693,0.398120,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0.005924,-1.927037,1,1,0,0.005924,1.927037
cell_174,1984,pre_modeling,Central California,36.335809,-121.952193,0.072970,0.351845,0.127588,0.204208,0.253115,low_below_p25,high_above_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.278875,-3.821775,0,0,0,0.278875,3.821775
cell_174,1985,pre_modeling,Central California,36.335809,-121.952193,0.351845,0.323171,0.127588,0.204208,0.253115,high_above_p75,high_above_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.028674,0.081496,0,0,0,-0.028674,-0.081496
cell_174,1986,pre_modeling,Central California,36.335809,-121.952193,0.323171,0.231174,0.127588,0.204208,0.253115,high_above_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.091997,0.284670,0,0,0,-0.091997,-0.284670
cell_174,1987,pre_modeling,Central California,36.335809,-121.952193,0.231174,0.057858,0.127588,0.204208,0.253115,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,True,False,True,-0.173315,0.749719,1,1,1,-0.173315,-0.749719
cell_174,1988,pre_modeling,Central California,36.335809,-121.952193,0.057858,0.232756,0.127588,0.204208,0.253115,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.174897,-3.022854,0,0,0,0.174897,3.022854
cell_174,1989,train,Central California,36.335809,-121.952193,0.232756,0.325385,0.127588,0.204208,0.253115,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.092629,-0.397968,0,0,0,0.092629,0.397968
cell_174,1990,train,Central California,36.335809,-121.952193,0.325385,0.300282,0.127588,0.204208,0.253115,high_above_p75,high_above_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.025103,0.077148,0,0,0,-0.025103,-0.077148
cell_174,1991,train,Central California,36.335809,-121.952193,0.300282,0.253500,0.127588,0.204208,0.253115,high_above_p75,high_above_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.046782,0.155794,0,0,0,-0.046782,-0.155794
cell_174,1992,train,Central California,36.335809,-121.952193,0.253500,0.144709,0.127588,0.204208,0.253115,high_above_p75,lower_mid_p25_p50,stable_non_low,False,False,True,True,True,False,False,False,True,False,True,False,False,False,-0.108791,0.429157,0,0,0,-0.108791,-0.429157
cell_174,1993,train,Central California,36.335809,-121.952193,0.144709,0.124485,0.127588,0.204208,0.253115,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,False,False,False,False,-0.020224,0.139757,1,0,0,-0.020224,-0.139757
cell_174,1994,train,Central California,36.335809,-121.952193,0.124485,0.240083,0.127588,0.204208,0.253115,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.115598,-0.928615,0,0,0,0.115598,0.928615
cell_174,1995,train,Central California,36.335809,-121.952193,0.240083,0.126920,0.127588,0.204208,0.253115,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,False,False,True,-0.113163,0.471350,1,0,0,-0.113163,-0.471350
cell_174,1996,train,Central California,36.335809,-121.952193,0.126920,0.165214,0.127588,0.204208,0.253115,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.038295,-0.301723,0,0,0,0.038295,0.301723
cell_174,1997,train,Central California,36.335809,-121.952193,0.165214,0.010338,0.127588,0.204208,0.253115,lower_mid_p25_p50,low_below_p25,new_low_transition,False,True,True,False,False,False,False,True,False,True,True,True,False,False,-0.154876,0.937425,1,1,1,-0.154876,-0.937425
cell_174,1998,train,Central California,36.335809,-121.952193,0.010338,0.129594,0.127588,0.204208,0.253115,low_below_p25,lower_mid_p25_p50,recovery_from_low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.119255,-11.535338,0,0,0,0.119255,11.535338
cell_174,1999,train,Central California,36.335809,-121.952193,0.129594,0.246126,0.127588,0.204208,0.253115,lower_mid_p25_p50,upper_mid_p50_p75,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.116533,-0.899216,0,0,0,0.116533,0.899216
cell_174,2000,train,Central California,36.335809,-121.952193,0.246126,0.312796,0.127588,0.204208,0.253115,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.066670,-0.270875,0,0,0,0.066670,0.270875
cell_174,2001,train,Central California,36.335809,-121.952193,0.312796,0.177200,0.127588,0.204208,0.253115,high_above_p75,lower_mid_p25_p50,stable_non_low,False,False,True,True,True,False,False,False,True,False,True,False,False,False,-0.135596,0.433497,0,0,0,-0.135596,-0.433497
cell_174,2002,train,Central California,36.335809,-121.952193,0.177200,0.089975,0.127588,0.204208,0.253115,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,True,False,False,False,-0.087225,0.492239,1,1,0,-0.087225,-0.492239
cell_174,2003,train,Central California,36.335809,-121.952193,0.089975,0.219720,0.127588,0.204208,0.253115,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.129744,-1.442000,0,0,0,0.129744,1.442000
cell_174,2004,train,Central California,36.335809,-121.952193,0.219720,0.278649,0.127588,0.204208,0.253115,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.058929,-0.268201,0,0,0,0.058929,0.268201
cell_174,2005,train,Central California,36.335809,-121.952193,0.278649,0.188696,0.127588,0.204208,0.253115,high_above_p75,lower_mid_p25_p50,stable_non_low,False,False,True,True,True,False,False,False,True,False,True,False,False,False,-0.089953,0.322819,0,0,0,-0.089953,-0.322819
cell_174,2006,train,Central California,36.335809,-121.952193,0.188696,0.132954,0.127588,0.204208,0.253115,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.055742,0.295405,0,0,0,-0.055742,-0.295405
cell_174,2007,train,Central California,36.335809,-121.952193,0.132954,0.228671,0.127588,0.204208,0.253115,lower_mid_p25_p50,upper_mid_p50_p75,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.095717,-0.719926,0,0,0,0.095717,0.719926
cell_174,2008,train,Central California,36.335809,-121.952193,0.228671,0.367311,0.127588,0.204208,0.253115,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.138640,-0.606288,0,0,0,0.138640,0.606288
cell_174,2009,train,Central California,36.335809,-121.952193,0.367311,0.142621,0.127588,0.204208,0.253115,high_above_p75,lower_mid_p25_p50,stable_non_low,False,False,True,True,True,False,False,False,True,False,True,True,False,False,-0.224690,0.611716,0,0,1,-0.224690,-0.611716
cell_174,2010,train,Central California,36.335809,-121.952193,0.142621,0.055868,0.127588,0.204208,0.253115,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,True,True,False,False,-0.086753,0.608279,1,1,1,-0.086753,-0.608279
cell_174,2011,train,Central California,36.335809,-121.952193,0.055868,0.103750,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.047883,-0.857072,1,0,0,0.047883,0.857072
cell_174,2012,train,Central California,36.335809,-121.952193,0.103750,0.251959,0.127588,0.204208,0.253115,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.148209,-1.428513,0,0,0,0.148209,1.428513
cell_174,2013,train,Central California,36.335809,-121.952193,0.251959,0.066811,0.127588,0.204208,0.253115,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,True,False,True,-0.185148,0.734833,1,1,1,-0.185148,-0.734833
cell_174,2014,train,Central California,36.335809,-121.952193,0.066811,0.142682,0.127588,0.204208,0.253115,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.075871,-1.135595,0,0,0,0.075871,1.135595
cell_174,2015,train,Central California,36.335809,-121.952193,0.142682,0.193707,0.127588,0.204208,0.253115,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.051025,-0.357613,0,0,0,0.051025,0.357613
cell_174,2016,train,Central California,36.335809,-121.952193,0.193707,0.111957,0.127588,0.204208,0.253115,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,True,False,False,False,-0.081750,0.422028,1,0,0,-0.081750,-0.422028
cell_174,2017,validation,Central California,36.335809,-121.952193,0.111957,0.225892,0.127588,0.204208,0.253115,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.113935,-1.017672,0,0,0,0.113935,1.017672
cell_174,2018,validation,Central California,36.335809,-121.952193,0.225892,0.056807,0.127588,0.204208,0.253115,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,True,False,True,-0.169085,0.748522,1,1,1,-0.169085,-0.748522
cell_174,2019,validation,Central California,36.335809,-121.952193,0.056807,0.123452,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.066645,-1.173186,1,0,0,0.066645,1.173186
cell_174,2020,validation,Central California,36.335809,-121.952193,0.123452,0.079926,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.043526,0.352573,1,1,0,-0.043526,-0.352573
cell_174,2021,test,Central California,36.335809,-121.952193,0.079926,0.099492,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.019566,-0.244798,1,0,0,0.019566,0.244798
cell_174,2022,test,Central California,36.335809,-121.952193,0.099492,0.028463,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,False,True,True,False,False,True,False,False,False,True,True,True,False,False,-0.071029,0.713918,1,1,1,-0.071029,-0.713918
cell_174,2023,test,Central California,36.335809,-121.952193,0.028463,0.028522,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0.000059,-0.002088,1,1,0,0.000059,0.002088
cell_174,2024,test,Central California,36.335809,-121.952193,0.028522,0.039723,0.127588,0.204208,0.253115,low_below_p25,low_below_p25,persistent_low,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0.011201,-0.392708,1,1,0,0.011201,0.392708
cell_175,1984,pre_modeling,Central California,36.337609,-121.840668,0.119601,0.360362,0.193010,0.223852,0.261643,low_below_p25,high_above_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.240760,-2.013019,0,0,0,0.240760,2.013019
cell_175,1985,pre_modeling,Central California,36.337609,-121.840668,0.360362,0.293080,0.193010,0.223852,0.261643,high_above_p75,high_above_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.067282,0.186706,0,0,0,-0.067282,-0.186706
cell_175,1986,pre_modeling,Central California,36.337609,-121.840668,0.293080,0.241624,0.193010,0.223852,0.261643,high_above_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.051456,0.175568,0,0,0,-0.051456,-0.175568
cell_175,1987,pre_modeling,Central California,36.337609,-121.840668,0.241624,0.269778,0.193010,0.223852,0.261643,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.028154,-0.116518,0,0,0,0.028154,0.116518
cell_175,1988,pre_modeling,Central California,36.337609,-121.840668,0.269778,0.248209,0.193010,0.223852,0.261643,high_above_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.021569,0.079952,0,0,0,-0.021569,-0.079952
cell_175,1989,train,Central California,36.337609,-121.840668,0.248209,0.264822,0.193010,0.223852,0.261643,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.016614,-0.066934,0,0,0,0.016614,0.066934
cell_175,1990,train,Central California,36.337609,-121.840668,0.264822,0.251851,0.193010,0.223852,0.261643,high_above_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.012971,0.048980,0,0,0,-0.012971,-0.048980
cell_175,1991,train,Central California,36.337609,-121.840668,0.251851,0.251066,0.193010,0.223852,0.261643,upper_mid_p50_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,-0.000786,0.003120,0,0,0,-0.000786,-0.003120
cell_175,1992,train,Central California,36.337609,-121.840668,0.251066,0.252105,0.193010,0.223852,0.261643,upper_mid_p50_p75,upper_mid_p50_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.001039,-0.004138,0,0,0,0.001039,0.004138
cell_175,1993,train,Central California,36.337609,-121.840668,0.252105,0.358280,0.193010,0.223852,0.261643,upper_mid_p50_p75,high_above_p75,stable_non_low,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.106175,-0.421155,0,0,0,0.106175,0.421155
cell_175,1994,train,Central California,36.337609,-121.840668,0.358280,0.221532,0.193010,0.223852,0.261643,high_above_p75,lower_mid_p25_p50,stable_non_low,False,False,True,True,True,False,False,False,True,False,True,False,False,False,-0.136747,0.381678,0,0,0,-0.136747,-0.381678
cell_175,1995,train,Central California,36.337609,-121.840668,0.221532,0.171255,0.193010,0.223852,0.261643,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,False,False,False,False,-0.050277,0.226951,1,1,0,-0.050277,-0.226951
cell_175,1996,train,Central California,36.337609,-121.840668,0.171255,0.186635,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.015380,-0.089807,1,0,0,0.015380,0.089807
cell_175,1997,train,Central California,36.337609,-121.840668,0.186635,0.092280,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,True,True,False,False,-0.094355,0.505559,1,1,1,-0.094355,-0.505559
cell_175,1998,train,Central California,36.337609,-121.840668,0.092280,0.296354,0.193010,0.223852,0.261643,low_below_p25,high_above_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.204073,-2.211457,0,0,0,0.204073,2.211457
cell_175,1999,train,Central California,36.337609,-121.840668,0.296354,0.314197,0.193010,0.223852,0.261643,high_above_p75,high_above_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,0.017843,-0.060209,0,0,0,0.017843,0.060209
cell_175,2000,train,Central California,36.337609,-121.840668,0.314197,0.280072,0.193010,0.223852,0.261643,high_above_p75,high_above_p75,stable_non_low,False,False,True,True,True,False,False,False,True,False,False,False,False,False,-0.034125,0.108609,0,0,0,-0.034125,-0.108609
cell_175,2001,train,Central California,36.337609,-121.840668,0.280072,0.126686,0.193010,0.223852,0.261643,high_above_p75,low_below_p25,new_low_transition,False,False,True,True,True,False,False,True,False,True,True,True,True,True,-0.153386,0.547668,1,1,1,-0.153386,-0.547668
cell_175,2002,train,Central California,36.337609,-121.840668,0.126686,0.201994,0.193010,0.223852,0.261643,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.075308,-0.594447,0,0,0,0.075308,0.594447
cell_175,2003,train,Central California,36.337609,-121.840668,0.201994,0.211692,0.193010,0.223852,0.261643,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.009698,-0.048013,0,0,0,0.009698,0.048013
cell_175,2004,train,Central California,36.337609,-121.840668,0.211692,0.204851,0.193010,0.223852,0.261643,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.006841,0.032317,0,0,0,-0.006841,-0.032317
cell_175,2005,train,Central California,36.337609,-121.840668,0.204851,0.223474,0.193010,0.223852,0.261643,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.018623,-0.090911,0,0,0,0.018623,0.090911
cell_175,2006,train,Central California,36.337609,-121.840668,0.223474,0.221598,0.193010,0.223852,0.261643,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.001876,0.008394,0,0,0,-0.001876,-0.008394
cell_175,2007,train,Central California,36.337609,-121.840668,0.221598,0.213610,0.193010,0.223852,0.261643,lower_mid_p25_p50,lower_mid_p25_p50,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.007987,0.036045,0,0,0,-0.007987,-0.036045
cell_175,2008,train,Central California,36.337609,-121.840668,0.213610,0.224230,0.193010,0.223852,0.261643,lower_mid_p25_p50,upper_mid_p50_p75,stable_non_low,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.010620,-0.049715,0,0,0,0.010620,0.049715
cell_175,2009,train,Central California,36.337609,-121.840668,0.224230,0.190015,0.193010,0.223852,0.261643,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,False,False,False,True,-0.034215,0.152588,1,0,0,-0.034215,-0.152588
cell_175,2010,train,Central California,36.337609,-121.840668,0.190015,0.182099,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,-0.007916,0.041661,1,0,0,-0.007916,-0.041661
cell_175,2011,train,Central California,36.337609,-121.840668,0.182099,0.156454,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,-0.025645,0.140829,1,1,0,-0.025645,-0.140829
cell_175,2012,train,Central California,36.337609,-121.840668,0.156454,0.249768,0.193010,0.223852,0.261643,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.093313,-0.596427,0,0,0,0.093313,0.596427
cell_175,2013,train,Central California,36.337609,-121.840668,0.249768,0.068845,0.193010,0.223852,0.261643,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,True,False,True,-0.180922,0.724363,1,1,1,-0.180922,-0.724363
cell_175,2014,train,Central California,36.337609,-121.840668,0.068845,0.199901,0.193010,0.223852,0.261643,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.131056,-1.903633,0,0,0,0.131056,1.903633
cell_175,2015,train,Central California,36.337609,-121.840668,0.199901,0.189064,0.193010,0.223852,0.261643,lower_mid_p25_p50,low_below_p25,new_low_transition,False,False,True,False,False,False,False,True,False,True,False,False,False,False,-0.010837,0.054211,1,0,0,-0.010837,-0.054211
cell_175,2016,train,Central California,36.337609,-121.840668,0.189064,0.258289,0.193010,0.223852,0.261643,low_below_p25,upper_mid_p50_p75,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.069225,-0.366144,0,0,0,0.069225,0.366144
cell_175,2017,validation,Central California,36.337609,-121.840668,0.258289,0.162741,0.193010,0.223852,0.261643,upper_mid_p50_p75,low_below_p25,new_low_transition,False,False,True,True,False,False,False,True,False,True,True,False,False,True,-0.095548,0.369926,1,1,0,-0.095548,-0.369926
cell_175,2018,validation,Central California,36.337609,-121.840668,0.162741,0.073541,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,True,True,False,False,-0.089200,0.548110,1,1,1,-0.089200,-0.548110
cell_175,2019,validation,Central California,36.337609,-121.840668,0.073541,0.089811,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.016270,-0.221237,1,1,0,0.016270,0.221237
cell_175,2020,validation,Central California,36.337609,-121.840668,0.089811,0.111265,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.021454,-0.238875,1,1,0,0.021454,0.238875
cell_175,2021,test,Central California,36.337609,-121.840668,0.111265,0.176115,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.064851,-0.582849,1,0,0,0.064851,0.582849
cell_175,2022,test,Central California,36.337609,-121.840668,0.176115,0.112631,0.193010,0.223852,0.261643,low_below_p25,low_below_p25,persistent_low,False,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.063484,0.360469,1,1,0,-0.063484,-0.360469
cell_175,2023,test,Central California,36.337609,-121.840668,0.112631,0.198797,0.193010,0.223852,0.261643,low_below_p25,lower_mid_p25_p50,recovery_from_low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.086166,-0.765025,0,0,0,0.086166,0.765025
