label_target,feature_set,model,split,threshold,n_obs,n_positive,n_negative,tp,fp,tn,fn,precision,recall,specificity,false_positive_rate,f1,f2,alerts,alerts_per_100_cell_years,false_alerts_per_100_cell_years,missed_declines_per_100_true_declines
decline_event_next,canopy_noaa,LightGBM,test,0.3,200,134,66,77,18,48,57,0.8105263157894737,0.5746268656716418,0.7272727272727273,0.2727272727272727,0.6724890829694323,0.6101426307448494,95,47.5,9.0,42.53731343283582
decline_event_next,canopy_noaa,LightGBM,test,0.31,200,134,66,75,17,49,59,0.8152173913043478,0.5597014925373134,0.7424242424242424,0.25757575757575757,0.663716814159292,0.5971337579617835,92,46.0,8.5,44.02985074626866
decline_event_next,canopy_noaa,LightGBM,test,0.32,200,134,66,72,17,49,62,0.8089887640449438,0.5373134328358209,0.7424242424242424,0.25757575757575757,0.6457399103139013,0.576,89,44.5,8.5,46.26865671641791
decline_event_next,canopy_noaa,LightGBM,test,0.33,200,134,66,71,17,49,63,0.8068181818181818,0.5298507462686567,0.7424242424242424,0.25757575757575757,0.6396396396396395,0.5689102564102564,88,44.0,8.5,47.01492537313433
decline_event_next,canopy_noaa,LightGBM,test,0.34,200,134,66,70,16,50,64,0.813953488372093,0.5223880597014925,0.7575757575757576,0.24242424242424243,0.6363636363636362,0.5627009646302251,86,43.0,8.0,47.76119402985074
decline_event_next,canopy_noaa,LightGBM,test,0.35,200,134,66,69,16,50,65,0.8117647058823529,0.5149253731343284,0.7575757575757576,0.24242424242424243,0.6301369863013698,0.5555555555555555,85,42.5,8.0,48.507462686567166
decline_event_next,canopy_noaa,LightGBM,test,0.36,200,134,66,69,16,50,65,0.8117647058823529,0.5149253731343284,0.7575757575757576,0.24242424242424243,0.6301369863013698,0.5555555555555555,85,42.5,8.0,48.507462686567166
decline_event_next,canopy_noaa,LightGBM,test,0.37,200,134,66,69,16,50,65,0.8117647058823529,0.5149253731343284,0.7575757575757576,0.24242424242424243,0.6301369863013698,0.5555555555555555,85,42.5,8.0,48.507462686567166
decline_event_next,canopy_noaa,LightGBM,test,0.38,200,134,66,68,16,50,66,0.8095238095238095,0.5074626865671642,0.7575757575757576,0.24242424242424243,0.6238532110091743,0.5483870967741935,84,42.0,8.0,49.25373134328358
decline_event_next,canopy_noaa,LightGBM,test,0.39,200,134,66,67,16,50,67,0.8072289156626506,0.5,0.7575757575757576,0.24242424242424243,0.6175115207373272,0.5411954765751212,83,41.5,8.0,50.0
decline_event_next,canopy_noaa,LightGBM,test,0.4,200,134,66,66,16,50,68,0.8048780487804879,0.4925373134328358,0.7575757575757576,0.24242424242424243,0.611111111111111,0.5339805825242718,82,41.0,8.0,50.74626865671642
decline_event_next,canopy_noaa,LightGBM,test,0.41,200,134,66,63,15,51,71,0.8076923076923077,0.4701492537313433,0.7727272727272727,0.22727272727272727,0.5943396226415094,0.5130293159609121,78,39.0,7.5,52.98507462686567
decline_event_next,canopy_noaa,LightGBM,test,0.42,200,134,66,61,15,51,73,0.8026315789473685,0.4552238805970149,0.7727272727272727,0.22727272727272727,0.580952380952381,0.49836601307189543,76,38.0,7.5,54.47761194029851
decline_event_next,canopy_noaa,LightGBM,test,0.43,200,134,66,59,13,53,75,0.8194444444444444,0.44029850746268656,0.803030303030303,0.19696969696969696,0.5728155339805825,0.48519736842105265,72,36.0,6.5,55.970149253731336
decline_event_next,canopy_noaa,LightGBM,test,0.44,200,134,66,58,11,55,76,0.8405797101449275,0.43283582089552236,0.8333333333333334,0.16666666666666666,0.5714285714285715,0.47933884297520657,69,34.5,5.5,56.71641791044776
decline_event_next,canopy_noaa,LightGBM,test,0.45,200,134,66,57,10,56,77,0.8507462686567164,0.4253731343283582,0.8484848484848485,0.15151515151515152,0.5671641791044776,0.472636815920398,67,33.5,5.0,57.46268656716418
decline_event_next,canopy_noaa,LightGBM,test,0.46,200,134,66,56,9,57,78,0.8615384615384616,0.417910447761194,0.8636363636363636,0.13636363636363635,0.5628140703517589,0.4658901830282863,65,32.5,4.5,58.2089552238806
decline_event_next,canopy_noaa,LightGBM,test,0.47,200,134,66,55,8,58,79,0.873015873015873,0.41044776119402987,0.8787878787878788,0.12121212121212122,0.5583756345177665,0.45909849749582643,63,31.5,4.0,58.95522388059702
decline_event_next,canopy_noaa,LightGBM,test,0.48,200,134,66,53,6,60,81,0.8983050847457628,0.39552238805970147,0.9090909090909091,0.09090909090909091,0.5492227979274611,0.44537815126050423,59,29.5,3.0,60.447761194029844
decline_event_next,canopy_noaa,LightGBM,test,0.49,200,134,66,52,6,60,82,0.896551724137931,0.3880597014925373,0.9090909090909091,0.09090909090909091,0.5416666666666667,0.4377104377104377,58,28.999999999999996,3.0,61.19402985074627
decline_event_next,canopy_noaa,LightGBM,test,0.5,200,134,66,51,6,60,83,0.8947368421052632,0.3805970149253731,0.9090909090909091,0.09090909090909091,0.5340314136125655,0.43001686340640805,57,28.499999999999996,3.0,61.940298507462686
decline_event_next,canopy_noaa,LightGBM,test,0.51,200,134,66,49,6,60,85,0.8909090909090909,0.3656716417910448,0.9090909090909091,0.09090909090909091,0.5185185185185185,0.4145516074450084,55,27.500000000000004,3.0,63.43283582089553
decline_event_next,canopy_noaa,LightGBM,test,0.52,200,134,66,48,6,60,86,0.8888888888888888,0.3582089552238806,0.9090909090909091,0.09090909090909091,0.5106382978723404,0.4067796610169492,54,27.0,3.0,64.17910447761194
decline_event_next,canopy_noaa,LightGBM,test,0.53,200,134,66,48,6,60,86,0.8888888888888888,0.3582089552238806,0.9090909090909091,0.09090909090909091,0.5106382978723404,0.4067796610169492,54,27.0,3.0,64.17910447761194
decline_event_next,canopy_noaa,LightGBM,test,0.54,200,134,66,48,6,60,86,0.8888888888888888,0.3582089552238806,0.9090909090909091,0.09090909090909091,0.5106382978723404,0.4067796610169492,54,27.0,3.0,64.17910447761194
