evaluation_context,target,oisst_matching_variant,feature_set,model_family,model_variant,n_observations,n_positive_events,event_prevalence,precision,recall,f1,f2,pr_auc,roc_auc,false_positives,false_negatives,true_positives,true_negatives
actionable_low_next,actionable_decline_low_next,nearest,canopy_current_plus_trajectory_plus_environment,LightGBM,cost_sensitive,200,45,0.225,0.16666666666666666,0.022222222222222223,0.0392156862745098,0.026881720430107527,0.4123524631452886,0.8088888888888889,5,44,1,150
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_only,Logistic Regression,cost_sensitive,200,34,0.17,0.5555555555555556,0.4411764705882353,0.4918032786885246,0.4601226993865031,0.5784712645259789,0.8743798724309001,12,19,15,154
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_only,SVM,cost_sensitive,200,34,0.17,0.7272727272727273,0.23529411764705882,0.35555555555555557,0.272108843537415,0.5722273507370399,0.897413182140326,3,26,8,163
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_only,Random Forest,cost_sensitive,200,34,0.17,0.4230769230769231,0.3235294117647059,0.36666666666666664,0.3395061728395062,0.48886625978797976,0.8485116938341601,15,23,11,151
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_only,XGBoost,cost_sensitive,200,34,0.17,0.4634146341463415,0.5588235294117647,0.5066666666666667,0.536723163841808,0.5487184755828974,0.8706591070163006,22,15,19,144
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_only,LightGBM,cost_sensitive,200,34,0.17,0.5277777777777778,0.5588235294117647,0.5428571428571428,0.5523255813953488,0.5147315024829769,0.8782778171509569,17,15,19,149
actionable_drop_next,actionable_decline_drop_next,nearest,environment_only,Logistic Regression,cost_sensitive,200,34,0.17,0.11290322580645161,0.20588235294117646,0.14583333333333334,0.17676767676767677,0.18662800826726889,0.5766300496102055,55,27,7,111
actionable_drop_next,actionable_decline_drop_next,nearest,environment_only,SVM,cost_sensitive,200,34,0.17,0.13333333333333333,0.058823529411764705,0.08163265306122448,0.06622516556291391,0.29299584693982095,0.7305988660524451,13,32,2,153
actionable_drop_next,actionable_decline_drop_next,nearest,environment_only,Random Forest,cost_sensitive,200,34,0.17,0.0,0.0,0.0,0.0,0.31969871390185395,0.7302445074415308,4,34,0,162
actionable_drop_next,actionable_decline_drop_next,nearest,environment_only,XGBoost,cost_sensitive,200,34,0.17,0.3333333333333333,0.058823529411764705,0.1,0.07042253521126761,0.4608190765109383,0.7656803685329553,4,32,2,162
actionable_drop_next,actionable_decline_drop_next,nearest,environment_only,LightGBM,cost_sensitive,200,34,0.17,0.0,0.0,0.0,0.0,0.3011856804004272,0.7633770375620127,7,34,0,159
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_environment,Logistic Regression,cost_sensitive,200,34,0.17,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.3442934976526728,0.7769312544294825,22,22,12,144
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_environment,SVM,cost_sensitive,200,34,0.17,0.25,0.029411764705882353,0.05263157894736842,0.03571428571428571,0.3841749945531887,0.8203401842664777,3,33,1,163
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_environment,Random Forest,cost_sensitive,200,34,0.17,0.4166666666666667,0.14705882352941177,0.21739130434782608,0.16891891891891891,0.4693255729545399,0.8887313961729271,7,29,5,159
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_environment,XGBoost,cost_sensitive,200,34,0.17,0.6451612903225806,0.5882352941176471,0.6153846153846154,0.5988023952095808,0.664177144593631,0.9006024096385542,11,14,20,155
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_environment,LightGBM,cost_sensitive,200,34,0.17,0.4,0.11764705882352941,0.18181818181818182,0.136986301369863,0.4281768806105125,0.8596739900779589,6,30,4,160
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_trajectory_only,Logistic Regression,cost_sensitive,200,34,0.17,0.4,0.6470588235294118,0.4943820224719101,0.5759162303664922,0.45500427711522173,0.8416017009213324,33,12,22,133
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_trajectory_only,SVM,cost_sensitive,200,34,0.17,0.5185185185185185,0.4117647058823529,0.45901639344262296,0.4294478527607362,0.4245508897505871,0.8579021970233877,13,20,14,153
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_trajectory_only,Random Forest,cost_sensitive,200,34,0.17,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.4381267620804711,0.8566619418851877,18,18,16,148
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_trajectory_only,XGBoost,cost_sensitive,200,34,0.17,0.4528301886792453,0.7058823529411765,0.5517241379310345,0.6349206349206349,0.40691409569138937,0.8579021970233877,29,10,24,137
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_trajectory_only,LightGBM,cost_sensitive,200,34,0.17,0.46153846153846156,0.7058823529411765,0.5581395348837209,0.6382978723404256,0.40790240775201847,0.8531183557760453,28,10,24,138
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory,Logistic Regression,cost_sensitive,200,34,0.17,0.5,0.5882352941176471,0.5405405405405406,0.5681818181818182,0.5090648542512961,0.8653437278525867,20,14,20,146
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory,SVM,cost_sensitive,200,34,0.17,0.5789473684210527,0.3235294117647059,0.41509433962264153,0.3548387096774194,0.5109797799802315,0.90086817859674,8,23,11,158
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory,Random Forest,cost_sensitive,200,34,0.17,0.4594594594594595,0.5,0.4788732394366197,0.4913294797687861,0.43433489682346726,0.8635719347980156,20,17,17,146
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory,XGBoost,cost_sensitive,200,34,0.17,0.49056603773584906,0.7647058823529411,0.5977011494252874,0.6878306878306878,0.4309666424159525,0.8630403968816441,27,8,26,139
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory,LightGBM,cost_sensitive,200,34,0.17,0.46511627906976744,0.5882352941176471,0.5194805194805194,0.5586592178770949,0.438707157901101,0.8637491141034728,23,14,20,143
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory_plus_environment,Logistic Regression,cost_sensitive,200,34,0.17,0.3333333333333333,0.5882352941176471,0.425531914893617,0.5102040816326531,0.3079591439584749,0.7639971651311127,40,14,20,126
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory_plus_environment,SVM,cost_sensitive,200,34,0.17,0.23076923076923078,0.08823529411764706,0.1276595744680851,0.10067114093959731,0.34027048552110106,0.8124557051736357,10,31,3,156
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory_plus_environment,Random Forest,cost_sensitive,200,34,0.17,0.14285714285714285,0.08823529411764706,0.10909090909090909,0.09554140127388536,0.374631736334211,0.8499291282778171,18,31,3,148
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory_plus_environment,XGBoost,cost_sensitive,200,34,0.17,0.5757575757575758,0.5588235294117647,0.5671641791044776,0.5621301775147929,0.5011918591943133,0.8954642097802976,14,15,19,152
actionable_drop_next,actionable_decline_drop_next,nearest,canopy_current_plus_trajectory_plus_environment,LightGBM,cost_sensitive,200,34,0.17,0.23529411764705882,0.11764705882352941,0.1568627450980392,0.13071895424836602,0.4305701168930571,0.8706591070163006,13,30,4,153
