target,feature_set,model_family,model_variant,model,selection_rule,threshold,precision_floor_target,precision_floor_used,precision_floor_fallback_used,validation_precision,validation_recall,validation_f1,validation_f2,test_precision,test_recall,test_f1,test_f2,test_pr_auc,test_roc_auc,test_false_positives,test_false_negatives,test_true_positives,test_true_negatives,test_predicted_positive_rate
decline_event_next,canopy_current_only,SVM,unweighted,SVM (unweighted),default_0.5,0.5,,,False,1.0,0.02912621359223301,0.05660377358490566,0.03614457831325301,1.0,0.014925373134328358,0.029411764705882353,0.01858736059479554,0.7890220288966198,0.6396426956128448,0,132,2,66,0.01
decline_event_next,canopy_current_only,SVM,unweighted,SVM (unweighted),max_f1,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.7890220288966198,0.6396426956128448,66,0,134,0,1.0
decline_event_next,canopy_current_only,SVM,unweighted,SVM (unweighted),max_f2,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.7890220288966198,0.6396426956128448,66,0,134,0,1.0
decline_event_next,canopy_current_only,SVM,unweighted,SVM (unweighted),recall_ge_0.70_then_max_f1,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.7890220288966198,0.6396426956128448,66,0,134,0,1.0
decline_event_next,canopy_current_only,SVM,unweighted,SVM (unweighted),max_recall_precision_ge_0.65,0.35,0.65,0.65,False,1.0,0.038834951456310676,0.07476635514018691,0.04807692307692308,1.0,0.04477611940298507,0.08571428571428572,0.055350553505535055,0.7890220288966198,0.6396426956128448,0,128,6,66,0.03
decline_event_next,canopy_current_only,SVM,cost_sensitive,SVM (cost_sensitive),default_0.5,0.5,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8882178823579658,0.764246947082768,0,134,0,66,0.0
decline_event_next,canopy_current_only,SVM,cost_sensitive,SVM (cost_sensitive),max_f1,0.3,,,False,0.76,0.7378640776699029,0.7487684729064039,0.7421875,0.8125,0.6791044776119403,0.7398373983739838,0.7021604938271605,0.8882178823579658,0.764246947082768,21,43,91,45,0.56
decline_event_next,canopy_current_only,SVM,cost_sensitive,SVM (cost_sensitive),max_f2,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.8882178823579658,0.764246947082768,66,0,134,0,1.0
decline_event_next,canopy_current_only,SVM,cost_sensitive,SVM (cost_sensitive),recall_ge_0.70_then_max_f1,0.3,,,False,0.76,0.7378640776699029,0.7487684729064039,0.7421875,0.8125,0.6791044776119403,0.7398373983739838,0.7021604938271605,0.8882178823579658,0.764246947082768,21,43,91,45,0.56
decline_event_next,canopy_current_only,SVM,cost_sensitive,SVM (cost_sensitive),max_recall_precision_ge_0.65,0.3,0.65,0.65,False,0.76,0.7378640776699029,0.7487684729064039,0.7421875,0.8125,0.6791044776119403,0.7398373983739838,0.7021604938271605,0.8882178823579658,0.764246947082768,21,43,91,45,0.56
