threshold,precision,recall,f1,f2,false_positives,false_negatives,true_positives,true_negatives,predicted_positive_rate,target,feature_set,model_family,model_variant,model,selection_split
0.7,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.75,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.8,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.85,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.9,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.05,0.30158730158730157,1.0,0.4634146341463415,0.6834532374100719,88,0,38,74,0.63,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.1,0.3275862068965517,1.0,0.4935064935064935,0.7089552238805971,78,0,38,84,0.58,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.15,0.3392857142857143,1.0,0.5066666666666667,0.7196969696969697,74,0,38,88,0.56,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.2,0.3177570093457944,0.8947368421052632,0.4689655172413793,0.6563706563706564,73,4,34,89,0.535,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.25,0.3020833333333333,0.7631578947368421,0.43283582089552236,0.5846774193548387,67,9,29,95,0.48,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.3,0.2641509433962264,0.3684210526315789,0.3076923076923077,0.34146341463414637,39,24,14,123,0.265,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.35,0.3548387096774194,0.2894736842105263,0.3188405797101449,0.3005464480874317,20,27,11,142,0.155,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.4,0.4,0.15789473684210525,0.22641509433962265,0.17964071856287425,9,32,6,153,0.075,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.45,0.14285714285714285,0.02631578947368421,0.044444444444444446,0.031446540880503145,6,37,1,156,0.035,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.5,0.3333333333333333,0.02631578947368421,0.04878048780487805,0.03225806451612903,2,37,1,160,0.015,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.55,0.3333333333333333,0.02631578947368421,0.04878048780487805,0.03225806451612903,2,37,1,160,0.015,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.6,0.0,0.0,0.0,0.0,2,38,0,160,0.01,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.65,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.7,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.75,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.8,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.85,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.9,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.05,0.304,1.0,0.4662576687116564,0.6859205776173285,87,0,38,75,0.625,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.1,0.3392857142857143,1.0,0.5066666666666667,0.7196969696969697,74,0,38,88,0.56,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.15,0.34234234234234234,1.0,0.5100671140939598,0.7224334600760456,73,0,38,89,0.555,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.2,0.33636363636363636,0.9736842105263158,0.5,0.7061068702290076,73,1,37,89,0.55,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.25,0.32673267326732675,0.868421052631579,0.4748201438848921,0.6521739130434783,68,5,33,94,0.505,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.3,0.2191780821917808,0.42105263157894735,0.2882882882882883,0.35555555555555557,57,22,16,105,0.365,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.35,0.25,0.39473684210526316,0.30612244897959184,0.35377358490566035,45,23,15,117,0.3,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.4,0.225,0.23684210526315788,0.23076923076923078,0.234375,31,29,9,131,0.2,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.45,0.29411764705882354,0.13157894736842105,0.18181818181818182,0.14792899408284024,12,33,5,150,0.085,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.5,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.06329113924050633,4,36,2,158,0.03,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.55,0.25,0.02631578947368421,0.047619047619047616,0.03205128205128205,3,37,1,159,0.02,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.6,0.3333333333333333,0.02631578947368421,0.04878048780487805,0.03225806451612903,2,37,1,160,0.015,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.65,0.3333333333333333,0.02631578947368421,0.04878048780487805,0.03225806451612903,2,37,1,160,0.015,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.7,0.0,0.0,0.0,0.0,2,38,0,160,0.01,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.75,0.0,0.0,0.0,0.0,2,38,0,160,0.01,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.8,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.85,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.9,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.05,0.34234234234234234,1.0,0.5100671140939598,0.7224334600760456,73,0,38,89,0.555,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.1,0.29292929292929293,0.7631578947368421,0.4233576642335766,0.5776892430278885,70,9,29,92,0.495,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.15,0.2441860465116279,0.5526315789473685,0.3387096774193548,0.4411764705882353,65,17,21,97,0.43,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.2,0.2459016393442623,0.39473684210526316,0.30303030303030304,0.352112676056338,46,23,15,116,0.305,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.25,0.2692307692307692,0.3684210526315789,0.3111111111111111,0.3431372549019608,38,24,14,124,0.26,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.3,0.32432432432432434,0.3157894736842105,0.32,0.31746031746031744,25,26,12,137,0.185,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.35,0.3448275862068966,0.2631578947368421,0.29850746268656714,0.27624309392265195,19,28,10,143,0.145,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.4,0.35,0.18421052631578946,0.2413793103448276,0.20348837209302326,13,31,7,149,0.1,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.45,0.375,0.15789473684210525,0.2222222222222222,0.17857142857142858,10,32,6,152,0.08,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.5,0.3076923076923077,0.10526315789473684,0.1568627450980392,0.12121212121212122,9,34,4,153,0.065,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.55,0.42857142857142855,0.07894736842105263,0.13333333333333333,0.09433962264150944,4,35,3,158,0.035,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.6,0.5,0.07894736842105263,0.13636363636363635,0.0949367088607595,3,35,3,159,0.03,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.65,0.5,0.02631578947368421,0.05,0.032467532467532464,1,37,1,161,0.01,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.7,1.0,0.02631578947368421,0.05128205128205128,0.032679738562091505,0,37,1,162,0.005,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.75,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.8,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.85,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.9,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.05,0.34234234234234234,1.0,0.5100671140939598,0.7224334600760456,73,0,38,89,0.555,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.1,0.33636363636363636,0.9736842105263158,0.5,0.7061068702290076,73,1,37,89,0.55,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.15,0.32407407407407407,0.9210526315789473,0.4794520547945205,0.6730769230769231,73,3,35,89,0.54,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.2,0.30392156862745096,0.8157894736842105,0.44285714285714284,0.610236220472441,71,7,31,91,0.51,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.25,0.28125,0.7105263157894737,0.40298507462686567,0.5443548387096774,69,11,27,93,0.48,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.3,0.26666666666666666,0.631578947368421,0.375,0.49586776859504134,66,14,24,96,0.45,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.35,0.2911392405063291,0.6052631578947368,0.39316239316239315,0.49783549783549785,56,15,23,106,0.395,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.4,0.24285714285714285,0.4473684210526316,0.3148148148148148,0.38288288288288286,53,21,17,109,0.35,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.45,0.2459016393442623,0.39473684210526316,0.30303030303030304,0.352112676056338,46,23,15,116,0.305,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.5,0.2549019607843137,0.34210526315789475,0.29213483146067415,0.32019704433497537,38,25,13,124,0.255,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.55,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,28,28,10,134,0.19,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.6,0.3,0.23684210526315788,0.2647058823529412,0.24725274725274726,21,29,9,141,0.15,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.65,0.29411764705882354,0.13157894736842105,0.18181818181818182,0.14792899408284024,12,33,5,150,0.085,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.7,0.21428571428571427,0.07894736842105263,0.11538461538461539,0.09036144578313253,11,35,3,151,0.07,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.75,0.3,0.07894736842105263,0.125,0.09259259259259259,7,35,3,155,0.05,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.8,0.6,0.07894736842105263,0.13953488372093023,0.09554140127388536,2,35,3,160,0.025,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.85,0.75,0.07894736842105263,0.14285714285714285,0.09615384615384616,1,35,3,161,0.02,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.9,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.05,0.3010752688172043,0.7368421052631579,0.42748091603053434,0.5714285714285714,65,10,28,97,0.465,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.1,0.28169014084507044,0.5263157894736842,0.3669724770642202,0.4484304932735426,51,18,20,111,0.355,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.15,0.2711864406779661,0.42105263157894735,0.32989690721649484,0.3791469194312796,43,22,16,119,0.295,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.2,0.23404255319148937,0.2894736842105263,0.25882352941176473,0.27638190954773867,36,27,11,126,0.235,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.25,0.275,0.2894736842105263,0.28205128205128205,0.2864583333333333,29,27,11,133,0.2,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.3,0.3225806451612903,0.2631578947368421,0.2898550724637681,0.273224043715847,21,28,10,141,0.155,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.35,0.34615384615384615,0.23684210526315788,0.28125,0.25280898876404495,17,29,9,145,0.13,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.4,0.36,0.23684210526315788,0.2857142857142857,0.2542372881355932,16,29,9,146,0.125,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.45,0.42857142857142855,0.23684210526315788,0.3050847457627119,0.26011560693641617,12,29,9,150,0.105,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.5,0.3888888888888889,0.18421052631578946,0.25,0.20588235294117646,11,31,7,151,0.09,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.55,0.4666666666666667,0.18421052631578946,0.2641509433962264,0.20958083832335328,8,31,7,154,0.075,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.6,0.4166666666666667,0.13157894736842105,0.2,0.1524390243902439,7,33,5,155,0.06,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.65,0.5,0.13157894736842105,0.20833333333333334,0.15432098765432098,5,33,5,157,0.05,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.7,0.625,0.13157894736842105,0.21739130434782608,0.15625,3,33,5,159,0.04,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.75,0.5,0.07894736842105263,0.13636363636363635,0.0949367088607595,3,35,3,159,0.03,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.8,0.5,0.07894736842105263,0.13636363636363635,0.0949367088607595,3,35,3,159,0.03,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.85,0.4,0.05263157894736842,0.09302325581395349,0.06369426751592357,3,36,2,159,0.025,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.9,0.5,0.05263157894736842,0.09523809523809523,0.0641025641025641,2,36,2,160,0.02,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.05,0.3269230769230769,0.8947368421052632,0.4788732394366197,0.6640625,70,4,34,92,0.52,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.1,0.2967032967032967,0.7105263157894737,0.4186046511627907,0.5555555555555556,64,11,27,98,0.455,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.15,0.2875,0.6052631578947368,0.3898305084745763,0.4956896551724138,57,15,23,105,0.4,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.2,0.29850746268656714,0.5263157894736842,0.38095238095238093,0.45662100456621,47,18,20,115,0.335,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.25,0.2786885245901639,0.4473684210526316,0.3434343434343434,0.39906103286384975,44,21,17,118,0.305,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.3,0.2692307692307692,0.3684210526315789,0.3111111111111111,0.3431372549019608,38,24,14,124,0.26,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.35,0.25,0.3157894736842105,0.27906976744186046,0.3,36,26,12,126,0.24,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.4,0.2727272727272727,0.3157894736842105,0.2926829268292683,0.30612244897959184,32,26,12,130,0.22,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.45,0.3076923076923077,0.3157894736842105,0.3116883116883117,0.31413612565445026,27,26,12,135,0.195,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.5,0.3142857142857143,0.2894736842105263,0.3013698630136986,0.29411764705882354,24,27,11,138,0.175,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.55,0.2962962962962963,0.21052631578947367,0.24615384615384617,0.22346368715083798,19,30,8,143,0.135,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.6,0.3684210526315789,0.18421052631578946,0.24561403508771928,0.2046783625730994,12,31,7,150,0.095,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.65,0.3888888888888889,0.18421052631578946,0.25,0.20588235294117646,11,31,7,151,0.09,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.7,0.5,0.15789473684210525,0.24,0.18292682926829268,6,32,6,156,0.06,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.75,0.5,0.13157894736842105,0.20833333333333334,0.15432098765432098,5,33,5,157,0.05,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.8,0.5,0.07894736842105263,0.13636363636363635,0.0949367088607595,3,35,3,159,0.03,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.85,0.6,0.07894736842105263,0.13953488372093023,0.09554140127388536,2,35,3,160,0.025,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.9,0.5,0.02631578947368421,0.05,0.032467532467532464,1,37,1,161,0.01,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,38,0,162,0.0,actionable_decline_low_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.05,0.2247191011235955,0.975609756097561,0.365296803652968,0.5847953216374269,138,1,40,21,0.89,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.1,0.2765957446808511,0.9512195121951219,0.42857142857142855,0.639344262295082,102,2,39,57,0.705,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.15,0.33636363636363636,0.9024390243902439,0.4900662251655629,0.6751824817518248,73,4,37,86,0.55,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.2,0.38095238095238093,0.7804878048780488,0.512,0.6451612903225806,52,9,32,107,0.42,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.25,0.39705882352941174,0.6585365853658537,0.4954128440366973,0.5818965517241379,41,14,27,118,0.34,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.3,0.42857142857142855,0.5853658536585366,0.4948453608247423,0.5454545454545454,32,17,24,127,0.28,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.35,0.4878048780487805,0.4878048780487805,0.4878048780487805,0.4878048780487805,21,21,20,138,0.205,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.4,0.5151515151515151,0.4146341463414634,0.4594594594594595,0.43147208121827413,16,24,17,143,0.165,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.45,0.5384615384615384,0.34146341463414637,0.417910447761194,0.3684210526315789,12,27,14,147,0.13,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.5,0.6470588235294118,0.2682926829268293,0.3793103448275862,0.30386740331491713,6,30,11,153,0.085,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.55,0.7272727272727273,0.1951219512195122,0.3076923076923077,0.22857142857142856,3,33,8,156,0.055,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.6,1.0,0.0975609756097561,0.17777777777777778,0.11904761904761904,0,37,4,159,0.02,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.65,1.0,0.07317073170731707,0.13636363636363635,0.08982035928143713,0,38,3,159,0.015,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.7,1.0,0.04878048780487805,0.09302325581395349,0.060240963855421686,0,39,2,159,0.01,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.75,0.0,0.0,0.0,0.0,0,41,0,159,0.0,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.8,0.0,0.0,0.0,0.0,0,41,0,159,0.0,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.85,0.0,0.0,0.0,0.0,0,41,0,159,0.0,actionable_decline_drop_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
