threshold,precision,recall,f1,f2,false_positives,false_negatives,true_positives,true_negatives,predicted_positive_rate,target,feature_set,model_family,model_variant,model,selection_split
0.85,1.0,0.05825242718446602,0.11009174311926606,0.07177033492822966,0,97,6,97,0.03,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,unweighted,SVM (unweighted),validation
0.9,1.0,0.019417475728155338,0.0380952380952381,0.024154589371980676,0,101,2,97,0.01,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,unweighted,SVM (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,unweighted,SVM (unweighted),validation
0.05,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.1,0.5,0.941747572815534,0.6531986531986532,0.8003300330033003,97,6,97,0,0.97,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.15,0.4838709677419355,0.8737864077669902,0.6228373702422145,0.7525083612040134,96,13,90,1,0.93,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.2,0.4777777777777778,0.8349514563106796,0.607773851590106,0.7263513513513513,94,17,86,3,0.9,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.25,0.4624277456647399,0.7766990291262136,0.5797101449275363,0.6837606837606838,93,23,80,4,0.865,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.3,0.45962732919254656,0.7184466019417476,0.5606060606060606,0.6457242582897034,87,29,74,10,0.805,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.35,0.4444444444444444,0.6213592233009708,0.5182186234817814,0.5755395683453237,80,39,64,17,0.72,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.4,0.4672131147540984,0.5533980582524272,0.5066666666666667,0.5337078651685393,65,46,57,32,0.61,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.45,0.48598130841121495,0.5048543689320388,0.49523809523809526,0.5009633911368016,55,51,52,42,0.535,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.5,0.5057471264367817,0.42718446601941745,0.4631578947368421,0.4408817635270541,43,59,44,54,0.435,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.55,0.5294117647058824,0.34951456310679613,0.42105263157894735,0.375,32,67,36,65,0.34,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.6,0.6153846153846154,0.3106796116504854,0.4129032258064516,0.3448275862068966,20,71,32,77,0.26,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.65,0.5789473684210527,0.21359223300970873,0.3120567375886525,0.24444444444444444,16,81,22,81,0.19,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.7,0.5,0.07766990291262135,0.13445378151260504,0.09345794392523364,8,95,8,89,0.08,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.75,0.625,0.04854368932038835,0.09009009009009009,0.05952380952380952,3,98,5,94,0.04,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.8,0.6666666666666666,0.019417475728155338,0.03773584905660377,0.024096385542168676,1,101,2,96,0.015,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.85,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.9,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,SVM,cost_sensitive,SVM (cost_sensitive),validation
0.05,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.1,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.15,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.2,0.5076142131979695,0.970873786407767,0.6666666666666666,0.8210180623973727,97,3,100,0,0.985,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.25,0.5,0.8252427184466019,0.6227106227106227,0.7302405498281787,85,18,85,12,0.85,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.3,0.4857142857142857,0.6601941747572816,0.5596707818930041,0.6159420289855072,72,35,68,25,0.7,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.35,0.48,0.46601941747572817,0.4729064039408867,0.46875,52,55,48,45,0.5,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.4,0.5671641791044776,0.36893203883495146,0.4470588235294118,0.3966597077244259,29,65,38,68,0.335,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.45,0.6590909090909091,0.2815533980582524,0.3945578231292517,0.31798245614035087,15,74,29,82,0.22,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.5,0.8260869565217391,0.18446601941747573,0.30158730158730157,0.21839080459770116,4,84,19,93,0.115,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.55,0.875,0.13592233009708737,0.23529411764705882,0.16355140186915887,2,89,14,95,0.08,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.6,0.8,0.07766990291262135,0.1415929203539823,0.0947867298578199,2,95,8,95,0.05,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.65,1.0,0.02912621359223301,0.05660377358490566,0.03614457831325301,0,100,3,97,0.015,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.7,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.75,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.8,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.85,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.9,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,unweighted,Random Forest (unweighted),validation
0.05,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.1,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.15,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.2,0.515,1.0,0.6798679867986799,0.8415032679738562,97,0,103,0,1.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.25,0.5294117647058824,0.9611650485436893,0.6827586206896552,0.8263772954924875,88,4,99,9,0.935,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.3,0.47058823529411764,0.6213592233009708,0.5355648535564853,0.583941605839416,72,39,64,25,0.68,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.35,0.38181818181818183,0.4077669902912621,0.39436619718309857,0.40229885057471265,68,61,42,29,0.55,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.4,0.4457831325301205,0.3592233009708738,0.3978494623655914,0.37373737373737376,46,66,37,51,0.415,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.45,0.5161290322580645,0.3106796116504854,0.3878787878787879,0.33755274261603374,30,71,32,67,0.31,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.5,0.6,0.2912621359223301,0.39215686274509803,0.3246753246753247,20,73,30,77,0.25,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.55,0.7666666666666667,0.22330097087378642,0.3458646616541353,0.26018099547511314,7,80,23,90,0.15,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.6,0.7692307692307693,0.0970873786407767,0.1724137931034483,0.11764705882352941,3,93,10,94,0.065,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.65,0.875,0.06796116504854369,0.12612612612612611,0.08333333333333333,1,96,7,96,0.04,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.7,0.5,0.009708737864077669,0.01904761904761905,0.012077294685990338,1,102,1,96,0.01,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.75,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.8,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.85,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.9,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,Random Forest,cost_sensitive,Random Forest (cost_sensitive),validation
0.05,0.5125628140703518,0.9902912621359223,0.6754966887417219,0.8346972176759411,97,1,102,0,0.995,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.1,0.4906832298136646,0.7669902912621359,0.5984848484848485,0.6893542757417103,82,24,79,15,0.805,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.15,0.4318181818181818,0.5533980582524272,0.4851063829787234,0.5238970588235294,75,46,57,22,0.66,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.2,0.3925233644859813,0.4077669902912621,0.4,0.4046242774566474,65,61,42,32,0.535,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.25,0.4270833333333333,0.39805825242718446,0.4120603015075377,0.4035433070866142,55,62,41,42,0.48,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.3,0.45569620253164556,0.34951456310679613,0.3956043956043956,0.3665987780040733,43,67,36,54,0.395,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.35,0.5151515151515151,0.3300970873786408,0.40236686390532544,0.35564853556485354,32,69,34,65,0.33,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.4,0.4915254237288136,0.2815533980582524,0.35802469135802467,0.3078556263269639,30,74,29,67,0.295,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.45,0.5178571428571429,0.2815533980582524,0.36477987421383645,0.30982905982905984,27,74,29,70,0.28,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.5,0.5714285714285714,0.27184466019417475,0.3684210526315789,0.3036876355748373,21,75,28,76,0.245,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.55,0.6190476190476191,0.2524271844660194,0.3586206896551724,0.28634361233480177,16,77,26,81,0.21,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.6,0.6551724137931034,0.18446601941747573,0.2878787878787879,0.21541950113378686,10,84,19,87,0.145,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.65,0.75,0.11650485436893204,0.20168067226890757,0.14018691588785046,4,91,12,93,0.08,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.7,0.9166666666666666,0.10679611650485436,0.19130434782608696,0.12971698113207547,1,92,11,96,0.06,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.75,0.8,0.038834951456310676,0.07407407407407407,0.047961630695443645,1,99,4,96,0.025,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.8,0.5,0.009708737864077669,0.01904761904761905,0.012077294685990338,1,102,1,96,0.01,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.85,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.9,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,unweighted,XGBoost (unweighted),validation
0.05,0.5125628140703518,0.9902912621359223,0.6754966887417219,0.8346972176759411,97,1,102,0,0.995,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.1,0.4885057471264368,0.8252427184466019,0.6137184115523465,0.7252559726962458,89,18,85,8,0.87,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.15,0.44366197183098594,0.6116504854368932,0.5142857142857142,0.5685920577617328,79,40,63,18,0.71,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.2,0.41353383458646614,0.5339805825242718,0.4661016949152542,0.5045871559633027,78,48,55,19,0.665,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.25,0.3968253968253968,0.4854368932038835,0.4366812227074236,0.4646840148698885,76,53,50,21,0.63,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.3,0.42105263157894735,0.46601941747572817,0.4423963133640553,0.45627376425855515,66,55,48,31,0.57,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.35,0.41346153846153844,0.4174757281553398,0.41545893719806765,0.4166666666666667,61,60,43,36,0.52,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.4,0.422680412371134,0.39805825242718446,0.41,0.4027504911591356,56,62,41,41,0.485,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.45,0.43902439024390244,0.34951456310679613,0.3891891891891892,0.3643724696356275,46,67,36,51,0.41,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.5,0.4675324675324675,0.34951456310679613,0.4,0.36809815950920244,41,67,36,56,0.385,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.55,0.4927536231884058,0.3300970873786408,0.3953488372093023,0.35343035343035345,35,69,34,62,0.345,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.6,0.4915254237288136,0.2815533980582524,0.35802469135802467,0.3078556263269639,30,74,29,67,0.295,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.65,0.5471698113207547,0.2815533980582524,0.3717948717948718,0.3118279569892473,24,74,29,73,0.265,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.7,0.5813953488372093,0.24271844660194175,0.3424657534246575,0.27472527472527475,18,78,25,79,0.215,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.75,0.6666666666666666,0.21359223300970873,0.3235294117647059,0.24719101123595505,11,81,22,86,0.165,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.8,0.7692307692307693,0.0970873786407767,0.1724137931034483,0.11764705882352941,3,93,10,94,0.065,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.85,0.8571428571428571,0.05825242718446602,0.10909090909090909,0.07159904534606205,1,97,6,96,0.035,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.9,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,XGBoost,cost_sensitive,XGBoost (cost_sensitive),validation
0.05,0.49714285714285716,0.8446601941747572,0.6258992805755396,0.7410562180579217,88,16,87,9,0.875,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.1,0.44680851063829785,0.6116504854368932,0.5163934426229508,0.569620253164557,78,40,63,19,0.705,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.15,0.45,0.5242718446601942,0.484304932735426,0.5075187969924813,66,49,54,31,0.6,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.2,0.45098039215686275,0.44660194174757284,0.44878048780487806,0.4474708171206226,56,57,46,41,0.51,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.25,0.45555555555555555,0.39805825242718446,0.42487046632124353,0.40836653386454186,49,62,41,48,0.45,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.3,0.4810126582278481,0.36893203883495146,0.4175824175824176,0.3869653767820774,41,65,38,56,0.395,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.35,0.4861111111111111,0.33980582524271846,0.4,0.3615702479338843,37,68,35,60,0.36,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.4,0.4603174603174603,0.2815533980582524,0.3493975903614458,0.30526315789473685,34,74,29,63,0.315,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.45,0.4807692307692308,0.24271844660194175,0.3225806451612903,0.26939655172413796,27,78,25,70,0.26,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.5,0.5116279069767442,0.21359223300970873,0.3013698630136986,0.24175824175824176,21,81,22,76,0.215,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.55,0.5625,0.17475728155339806,0.26666666666666666,0.20270270270270271,14,85,18,83,0.16,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.6,0.5185185185185185,0.13592233009708737,0.2153846153846154,0.15945330296127563,13,89,14,84,0.135,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.65,0.5454545454545454,0.11650485436893204,0.192,0.1382488479262673,10,91,12,87,0.11,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.7,0.7272727272727273,0.07766990291262135,0.14035087719298245,0.09456264775413711,3,95,8,94,0.055,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.75,0.8333333333333334,0.04854368932038835,0.09174311926605505,0.05980861244019139,1,98,5,96,0.03,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.8,1.0,0.019417475728155338,0.0380952380952381,0.024154589371980676,0,101,2,97,0.01,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.85,1.0,0.009708737864077669,0.019230769230769232,0.012106537530266344,0,102,1,97,0.005,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.9,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,unweighted,LightGBM (unweighted),validation
0.05,0.5130890052356021,0.9514563106796117,0.6666666666666666,0.8126036484245439,93,5,98,4,0.955,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.1,0.46540880503144655,0.7184466019417476,0.5648854961832062,0.647985989492119,85,29,74,12,0.795,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.15,0.4492753623188406,0.6019417475728155,0.5145228215767634,0.5636363636363636,76,41,62,21,0.69,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.2,0.4444444444444444,0.5436893203883495,0.4890829694323144,0.5204460966542751,70,47,56,27,0.63,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.25,0.42105263157894735,0.46601941747572817,0.4423963133640553,0.45627376425855515,66,55,48,31,0.57,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.3,0.4166666666666667,0.4368932038834951,0.4265402843601896,0.4326923076923077,63,58,45,34,0.54,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.35,0.43564356435643564,0.42718446601941745,0.43137254901960786,0.42884990253411304,57,59,44,40,0.505,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.4,0.4431818181818182,0.3786407766990291,0.4083769633507853,0.39,49,64,39,48,0.44,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.45,0.47368421052631576,0.34951456310679613,0.4022346368715084,0.36885245901639346,40,67,36,57,0.38,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.5,0.47761194029850745,0.3106796116504854,0.3764705882352941,0.33402922755741127,35,71,32,62,0.335,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.55,0.5,0.2815533980582524,0.36024844720496896,0.30851063829787234,29,74,29,68,0.29,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.6,0.52,0.2524271844660194,0.33986928104575165,0.2813852813852814,24,77,26,73,0.25,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.65,0.4722222222222222,0.1650485436893204,0.2446043165467626,0.18973214285714285,19,86,17,78,0.18,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.7,0.5185185185185185,0.13592233009708737,0.2153846153846154,0.15945330296127563,13,89,14,84,0.135,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.75,0.5294117647058824,0.08737864077669903,0.15,0.1048951048951049,8,94,9,89,0.085,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.8,0.7,0.06796116504854369,0.12389380530973451,0.08293838862559241,3,96,7,94,0.05,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.85,0.6,0.02912621359223301,0.05555555555555555,0.03597122302158273,2,100,3,95,0.025,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.9,1.0,0.019417475728155338,0.0380952380952381,0.024154589371980676,0,101,2,97,0.01,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.95,0.0,0.0,0.0,0.0,0,103,0,97,0.0,decline_event_next,canopy_plus_trajectory_plus_environment,LightGBM,cost_sensitive,LightGBM (cost_sensitive),validation
0.05,0.19,1.0,0.31932773109243695,0.5397727272727273,162,0,38,0,1.0,actionable_decline_low_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.1,0.29310344827586204,0.8947368421052632,0.44155844155844154,0.6343283582089553,82,4,34,80,0.58,actionable_decline_low_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.15,0.2727272727272727,0.5526315789473685,0.3652173913043478,0.4585152838427948,56,17,21,106,0.385,actionable_decline_low_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
0.2,0.2857142857142857,0.3684210526315789,0.3218390804597701,0.3482587064676617,35,24,14,127,0.245,actionable_decline_low_next,canopy_current_only,Logistic Regression,unweighted,Logistic Regression (unweighted),validation
